Gene,Category
ACBD5,NPCbyNSC
ACBD7,NPCbyNSC
ACE2,NPCbyNSC
ACHE,NPCbyNSC
ACKR1,NPCbyNSC
ACLY,NPCbyNSC
ACOT11,NPCbyNSC
ACOT1,NPCbyNSC
ACOT6,NPCbyNSC
ACOT7,NPCbyNSC
ACOT8,NPCbyNSC
ACOT9,NPCbyNSC
ACOX1,NPCbyNSC
ACRBP,NPCbyNSC
ACSBG1,NPCbyNSC
ACSF2,NPCbyNSC
ACSL1,NPCbyNSC
ACSL3,NPCbyNSC
ACSL6,NPCbyNSC
ACSS2,NPCbyNSC
ACTL6B,NPCbyNSC
ACTR10,NPCbyNSC
ACTR6,NPCbyNSC
ACVR1B,NPCbyNSC
ACVR2A,NPCbyNSC
ACYP1,NPCbyNSC
ACYP2,NPCbyNSC
ADAM11,NPCbyNSC
ADAM21,NPCbyNSC
ADAM23,NPCbyNSC
ADAMTS1,NPCbyNSC
ADAMTS10,NPCbyNSC
ADAMTS18,NPCbyNSC
ADAMTS4,NPCbyNSC
ADAMTS7,NPCbyNSC
ADAMTSL4,NPCbyNSC
ADAP1,NPCbyNSC
ADCYAP1R1,NPCbyNSC
ADD1,NPCbyNSC
ADD2,NPCbyNSC
ADD3,NPCbyNSC
ADGRA1,NPCbyNSC
ADGRE5,NPCbyNSC
ADHFE1,NPCbyNSC
ADI1,NPCbyNSC
ADIPOR2,NPCbyNSC
ADNP2,NPCbyNSC
ADORA1,NPCbyNSC
ADORA2B,NPCbyNSC
ADPRM,NPCbyNSC
ADRA2C,NPCbyNSC
ADSSL1,NPCbyNSC
AEBP1,NPCbyNSC
AEBP2,NPCbyNSC
AFAP1,NPCbyNSC
AFF4,NPCbyNSC
AFG1L,NPCbyNSC
AFG3L2,NPCbyNSC
AGAP1,NPCbyNSC
AGAP2,NPCbyNSC
AGBL3,NPCbyNSC
AGBL5,NPCbyNSC
AGER,NPCbyNSC
AGFG1,NPCbyNSC
AGFG2,NPCbyNSC
AGL,NPCbyNSC
AGPAT1,NPCbyNSC
AGPAT3,NPCbyNSC
AGPAT4,NPCbyNSC
AGPAT5,NPCbyNSC
AGRN,NPCbyNSC
AGT,NPCbyNSC
AGTPBP1,NPCbyNSC
AHCYL1,NPCbyNSC
AHDC1,NPCbyNSC
AHI1,NPCbyNSC
C2orf49,NPCbyNSC
C11orf68,NPCbyNSC
AIFM3,NPCbyNSC
AIG1,NPCbyNSC
AIP,NPCbyNSC
AJUBA,NPCbyNSC
AK1,NPCbyNSC
AK3,NPCbyNSC
AKAP1,NPCbyNSC
AKAP12,NPCbyNSC
AKAP5,NPCbyNSC
AKAP6,NPCbyNSC
AKAP8L,NPCbyNSC
AKAP9,NPCbyNSC
AKIRIN2,NPCbyNSC
AKR1B10,NPCbyNSC
AKR7L,NPCbyNSC
AKT1S1,NPCbyNSC
AKT3,NPCbyNSC
AKTIP,NPCbyNSC
ALCAM,NPCbyNSC
ALDH1A1,NPCbyNSC
ALDH1B1,NPCbyNSC
ALDH1L1,NPCbyNSC
ALDH3A1,NPCbyNSC
ALDH3A2,NPCbyNSC
ALDH6A1,NPCbyNSC
ALDOA,NPCbyNSC
ALDOC,NPCbyNSC
ALG1,NPCbyNSC
ALG12,NPCbyNSC
ALG2,NPCbyNSC
ALG5,NPCbyNSC
ALKBH3,NPCbyNSC
ALKBH6,NPCbyNSC
ALKBH7,NPCbyNSC
ALOX12,NPCbyNSC
ALOXE3,NPCbyNSC
AMACR,NPCbyNSC
AMD1,NPCbyNSC
AMD1,NPCbyNSC
AMER1,NPCbyNSC
AMER3,NPCbyNSC
AMFR,NPCbyNSC
AMIGO1,NPCbyNSC
AMIGO2,NPCbyNSC
AMN1,NPCbyNSC
AMOT,NPCbyNSC
AMOTL1,NPCbyNSC
AMPD2,NPCbyNSC
AMPH,NPCbyNSC
AMT,NPCbyNSC
AMZ1,NPCbyNSC
ANAPC16,NPCbyNSC
ANAPC2,NPCbyNSC
ANGEL1,NPCbyNSC
ANGEL2,NPCbyNSC
ANGPTL4,NPCbyNSC
ANKH,NPCbyNSC
ANK2,NPCbyNSC
ANK3,NPCbyNSC
ANKLE2,NPCbyNSC
ANKRA2,NPCbyNSC
ANKRD10,NPCbyNSC
ANKRD12,NPCbyNSC
ANKRD13B,NPCbyNSC
ANKRD13D,NPCbyNSC
ANKRD16,NPCbyNSC
ANKRD24,NPCbyNSC
ANKRD29,NPCbyNSC
ANKRD34A,NPCbyNSC
ANKRD37,NPCbyNSC
ANKRD39,NPCbyNSC
ANKRD46,NPCbyNSC
ANKRD50,NPCbyNSC
ANKRD54,NPCbyNSC
ANKRD66,NPCbyNSC
ANKS3,NPCbyNSC
ANKUB1,NPCbyNSC
ANO10,NPCbyNSC
ANPEP,NPCbyNSC
ANXA1,NPCbyNSC
ANXA2,NPCbyNSC
ANXA7,NPCbyNSC
ANXA9,NPCbyNSC
AOC2,NPCbyNSC
AP1S2,NPCbyNSC
AP3D1,NPCbyNSC
AP3S1,NPCbyNSC
AP5S1,NPCbyNSC
APBA1,NPCbyNSC
APBA2,NPCbyNSC
APBB1,NPCbyNSC
APBB2,NPCbyNSC
APC,NPCbyNSC
APC2,NPCbyNSC
APCDD1,NPCbyNSC
APLN,NPCbyNSC
APLNR,NPCbyNSC
APLP1,NPCbyNSC
APOA1,NPCbyNSC
APOBR,NPCbyNSC
APOD,NPCbyNSC
APOO,NPCbyNSC
APP,NPCbyNSC
APPL2,NPCbyNSC
AQP11,NPCbyNSC
AQP3,NPCbyNSC
AQP4,NPCbyNSC
AQP5,NPCbyNSC
AQP6,NPCbyNSC
ARAF,NPCbyNSC
ARAP2,NPCbyNSC
ARC,NPCbyNSC
ARFGAP3,NPCbyNSC
ARFIP2,NPCbyNSC
ARFRP1,NPCbyNSC
ARG2,NPCbyNSC
ARHGAP23,NPCbyNSC
ARHGAP29,NPCbyNSC
ARHGAP44,NPCbyNSC
ARHGEF1,NPCbyNSC
ARHGEF10,NPCbyNSC
ARHGEF15,NPCbyNSC
ARHGEF17,NPCbyNSC
ARHGEF19,NPCbyNSC
ARHGEF2,NPCbyNSC
ARHGEF25,NPCbyNSC
ARHGEF26,NPCbyNSC
SMIM39,NPCbyNSC
ARHGEF40,NPCbyNSC
ARID1B,NPCbyNSC
ARID4B,NPCbyNSC
ARL10,NPCbyNSC
ARL13B,NPCbyNSC
ARL2,NPCbyNSC
ARL3,NPCbyNSC
ARL4A,NPCbyNSC
ARL5A,NPCbyNSC
ARL5C,NPCbyNSC
ARL6IP5,NPCbyNSC
ARL8A,NPCbyNSC
ARL8B,NPCbyNSC
ARMC10,NPCbyNSC
ARMC6,NPCbyNSC
ARMCX1,NPCbyNSC
ARMCX3,NPCbyNSC
ARMCX4,NPCbyNSC
ARMCX6,NPCbyNSC
ARNTL,NPCbyNSC
ARPC1A,NPCbyNSC
ARSG,NPCbyNSC
ART3,NPCbyNSC
ARV1,NPCbyNSC
ARVCF,NPCbyNSC
SPCS3,NPCbyNSC
ASB13,NPCbyNSC
ASB3,NPCbyNSC
ASGR1,NPCbyNSC
ASIC1,NPCbyNSC
ASPA,NPCbyNSC
ASPHD2,NPCbyNSC
ASPSCR1,NPCbyNSC
ASRGL1,NPCbyNSC
ASS1,NPCbyNSC
ASTN1,NPCbyNSC
ASXL3,NPCbyNSC
ATAD1,NPCbyNSC
ATCAY,NPCbyNSC
ATG101,NPCbyNSC
ATG12,NPCbyNSC
ATG13,NPCbyNSC
ATG16L2,NPCbyNSC
ATG2A,NPCbyNSC
ATG4C,NPCbyNSC
ATG9A,NPCbyNSC
ATL1,NPCbyNSC
ATL2,NPCbyNSC
ATP11B,NPCbyNSC
ATP13A1,NPCbyNSC
ATP13A5,NPCbyNSC
ATP1A1,NPCbyNSC
ATP1B2,NPCbyNSC
ATP1B3,NPCbyNSC
ATP23,NPCbyNSC
ATP2A3,NPCbyNSC
ATP2C1,NPCbyNSC
ATP4A,NPCbyNSC
ATP5F1E,NPCbyNSC
ATP5PD,NPCbyNSC
ATP5ME,NPCbyNSC
ATP5MGL,NPCbyNSC
ATP5PO,NPCbyNSC
ATP6V0B,NPCbyNSC
ATP6V0D1,NPCbyNSC
ATP6V0E1,NPCbyNSC
ATP6V0E2,NPCbyNSC
ATP6V1D,NPCbyNSC
ATP6V1E1,NPCbyNSC
ATP6V1F,NPCbyNSC
ATP6V1G1,NPCbyNSC
ATP6V1G2,NPCbyNSC
ATP8B2,NPCbyNSC
ATP9A,NPCbyNSC
ATP5IF1,NPCbyNSC
ATRAID,NPCbyNSC
ATRN,NPCbyNSC
ATXN2,NPCbyNSC
ATXN2L,NPCbyNSC
ATXN7L2,NPCbyNSC
C16orf89,NPCbyNSC
AUH,NPCbyNSC
AURKAIP1,NPCbyNSC
AUTS2,NPCbyNSC
B3GALT1,NPCbyNSC
B3GALT5,NPCbyNSC
B3GALT6,NPCbyNSC
B3GNT7,NPCbyNSC
B3GNT9,NPCbyNSC
B3GNTL1,NPCbyNSC
B4GALNT4,NPCbyNSC
B4GALT4,NPCbyNSC
B9D1,NPCbyNSC
B9D2,NPCbyNSC
BAALC,NPCbyNSC
BACE1,NPCbyNSC
BACH2,NPCbyNSC
BAHD1,NPCbyNSC
BAIAP3,NPCbyNSC
BAMBI,NPCbyNSC
BASP1,NPCbyNSC
BBOF1,NPCbyNSC
BBS10,NPCbyNSC
BBS4,NPCbyNSC
BBS5,NPCbyNSC
THOC2,NPCbyNSC
C9orf78,NPCbyNSC
C16orf58,NPCbyNSC
C18orf32,NPCbyNSC
BCAM,NPCbyNSC
BCAN,NPCbyNSC
BCAP29,NPCbyNSC
BCAR1,NPCbyNSC
BCAS3,NPCbyNSC
BCAT1,NPCbyNSC
BCDIN3D,NPCbyNSC
BCKDHA,NPCbyNSC
BCL2,NPCbyNSC
BCL7A,NPCbyNSC
BCR,NPCbyNSC
BCS1L,NPCbyNSC
BDH2,NPCbyNSC
BEX2,NPCbyNSC
BFAR,NPCbyNSC
BGLAP,NPCbyNSC
BGN,NPCbyNSC
BHLHE22,NPCbyNSC
BHLHE40,NPCbyNSC
BICD1,NPCbyNSC
BICD2,NPCbyNSC
BIN1,NPCbyNSC
BIRC7,NPCbyNSC
BLOC1S1,NPCbyNSC
BLOC1S2,NPCbyNSC
BLOC1S3,NPCbyNSC
BLOC1S4,NPCbyNSC
BLOC1S5,NPCbyNSC
COMMD3-BMI1,NPCbyNSC
BMP1,NPCbyNSC
BMP4,NPCbyNSC
BMPER,NPCbyNSC
BMT2,NPCbyNSC
BNIP3,NPCbyNSC
BNIP3L,NPCbyNSC
BOC,NPCbyNSC
BOD1,NPCbyNSC
BORCS5,NPCbyNSC
BORCS6,NPCbyNSC
BORCS7-ASMT,NPCbyNSC
BPGM,NPCbyNSC
BPHL,NPCbyNSC
BPNT1,NPCbyNSC
BRD2,NPCbyNSC
BRD9,NPCbyNSC
BRDT,NPCbyNSC
BRSK1,NPCbyNSC
BRSK2,NPCbyNSC
BSDC1,NPCbyNSC
BSG,NPCbyNSC
BSN,NPCbyNSC
BSPRY,NPCbyNSC
BTBD17,NPCbyNSC
BTBD19,NPCbyNSC
BTBD8,NPCbyNSC
BTD,NPCbyNSC
BTF3,NPCbyNSC
BTG1,NPCbyNSC
BUD31,NPCbyNSC
BZW2,NPCbyNSC
C8orf82,NPCbyNSC
C1orf115,NPCbyNSC
C1D,NPCbyNSC
C1GALT1,NPCbyNSC
C1GALT1C1,NPCbyNSC
C1QL3,NPCbyNSC
C1QTNF12,NPCbyNSC
C1QTNF2,NPCbyNSC
C1QTNF4,NPCbyNSC
C5orf63,NPCbyNSC
C8G,NPCbyNSC
CABLES1,NPCbyNSC
CABLES2,NPCbyNSC
CABYR,NPCbyNSC
CACHD1,NPCbyNSC
CACNB1,NPCbyNSC
CACNB3,NPCbyNSC
CACNG7,NPCbyNSC
CACNG8,NPCbyNSC
CADM1,NPCbyNSC
CADM3,NPCbyNSC
CADM4,NPCbyNSC
CALB2,NPCbyNSC
CALCOCO1,NPCbyNSC
CALCRL,NPCbyNSC
CALD1,NPCbyNSC
CALM1,NPCbyNSC
CALML4,NPCbyNSC
CALR3,NPCbyNSC
CAMK2B,NPCbyNSC
CAMK2G,NPCbyNSC
CAMK2N1,NPCbyNSC
CAMKK1,NPCbyNSC
CAMKV,NPCbyNSC
CAMLG,NPCbyNSC
CAMSAP1,NPCbyNSC
CAMSAP3,NPCbyNSC
CAPG,NPCbyNSC
CAPN15,NPCbyNSC
CAPN2,NPCbyNSC
CAPN5,NPCbyNSC
CAPN9,NPCbyNSC
CA11,NPCbyNSC
CA14,NPCbyNSC
CA2,NPCbyNSC
CA4,NPCbyNSC
CA5B,NPCbyNSC
CARD19,NPCbyNSC
CARHSP1,NPCbyNSC
CARMIL3,NPCbyNSC
CARS2,NPCbyNSC
CASC3,NPCbyNSC
CASC4,NPCbyNSC
CASD1,NPCbyNSC
CASKIN1,NPCbyNSC
CASKIN2,NPCbyNSC
CASP6,NPCbyNSC
CASQ1,NPCbyNSC
CASQ2,NPCbyNSC
CATIP,NPCbyNSC
CATSPER2,NPCbyNSC
CATSPERZ,NPCbyNSC
CAVIN1,NPCbyNSC
CAVIN3,NPCbyNSC
CAVIN4,NPCbyNSC
CBARP,NPCbyNSC
CBFA2T2,NPCbyNSC
CBLN3,NPCbyNSC
CBR1,NPCbyNSC
CBR3,NPCbyNSC
CBR4,NPCbyNSC
CBWD6,NPCbyNSC
CBX7,NPCbyNSC
CBX8,NPCbyNSC
CCDC102A,NPCbyNSC
CCDC112,NPCbyNSC
CCDC120,NPCbyNSC
CCDC13,NPCbyNSC
CCDC130,NPCbyNSC
CCDC136,NPCbyNSC
CCDC137,NPCbyNSC
CCDC153,NPCbyNSC
CCDC157,NPCbyNSC
CCDC159,NPCbyNSC
CCDC160,NPCbyNSC
CCDC17,NPCbyNSC
CCDC173,NPCbyNSC
CCDC174,NPCbyNSC
CCDC177,NPCbyNSC
CCDC184,NPCbyNSC
CCDC186,NPCbyNSC
CCDC189,NPCbyNSC
CCDC190,NPCbyNSC
CCDC191,NPCbyNSC
CCDC28A,NPCbyNSC
CCDC30,NPCbyNSC
CCDC32,NPCbyNSC
CCDC39,NPCbyNSC
CCDC51,NPCbyNSC
CCDC58,NPCbyNSC
CCDC59,NPCbyNSC
CCDC62,NPCbyNSC
CCDC65,NPCbyNSC
CCDC74B,NPCbyNSC
CCDC78,NPCbyNSC
CCDC80,NPCbyNSC
CCDC84,NPCbyNSC
CCDC85B,NPCbyNSC
CCDC85C,NPCbyNSC
CCDC88C,NPCbyNSC
CCDC92,NPCbyNSC
CCL17,NPCbyNSC
CCL27,NPCbyNSC
CCL27,NPCbyNSC
CCL5,NPCbyNSC
CCNDBP1,NPCbyNSC
CCNG2,NPCbyNSC
CCNI,NPCbyNSC
CCNJL,NPCbyNSC
CCNL2,NPCbyNSC
CCNT2,NPCbyNSC
CCP110,NPCbyNSC
CCS,NPCbyNSC
CCSER2,NPCbyNSC
CD151,NPCbyNSC
CD1D,NPCbyNSC
CD200,NPCbyNSC
CD248,NPCbyNSC
CD34,NPCbyNSC
CD59,NPCbyNSC
CD59,NPCbyNSC
CD63,NPCbyNSC
CD81,NPCbyNSC
CD82,NPCbyNSC
CD9,NPCbyNSC
CDADC1,NPCbyNSC
CDC34,NPCbyNSC
CDC37L1,NPCbyNSC
CDC42BPA,NPCbyNSC
CDC42EP1,NPCbyNSC
CDC42EP2,NPCbyNSC
CDC42EP3,NPCbyNSC
CDH10,NPCbyNSC
CDH11,NPCbyNSC
CDH2,NPCbyNSC
CDIP1,NPCbyNSC
CDK16,NPCbyNSC
CDK17,NPCbyNSC
CDK18,NPCbyNSC
CDK2AP1,NPCbyNSC
CDK5,NPCbyNSC
CDK5R1,NPCbyNSC
CDK5RAP1,NPCbyNSC
CDKL2,NPCbyNSC
CDKN1B,NPCbyNSC
CDKN2C,NPCbyNSC
CDO1,NPCbyNSC
CDPF1,NPCbyNSC
CDR1,NPCbyNSC
CDR2L,NPCbyNSC
CDS2,NPCbyNSC
CEACAM21,NPCbyNSC
CELF3,NPCbyNSC
CELF4,NPCbyNSC
CELSR1,NPCbyNSC
CELSR2,NPCbyNSC
CELSR3,NPCbyNSC
CEND1,NPCbyNSC
CENPV,NPCbyNSC
CEP120,NPCbyNSC
CEP170,NPCbyNSC
CEP170B,NPCbyNSC
CEP19,NPCbyNSC
CEP85L,NPCbyNSC
CEP95,NPCbyNSC
CEP97,NPCbyNSC
CERS2,NPCbyNSC
CERS4,NPCbyNSC
CETN3,NPCbyNSC
CFAP126,NPCbyNSC
CFAP161,NPCbyNSC
CFAP20,NPCbyNSC
CFAP36,NPCbyNSC
CGN,NPCbyNSC
CHADL,NPCbyNSC
CHCHD10,NPCbyNSC
CHCHD7,NPCbyNSC
CHGA,NPCbyNSC
CHGB,NPCbyNSC
CHIC1,NPCbyNSC
CHI3L1,NPCbyNSC
CHKA,NPCbyNSC
CHL1,NPCbyNSC
CHM,NPCbyNSC
CHMP2A,NPCbyNSC
CHMP2B,NPCbyNSC
CHMP5,NPCbyNSC
CHMP7,NPCbyNSC
CHN1,NPCbyNSC
CHPT1,NPCbyNSC
CHRD,NPCbyNSC
CHRNB1,NPCbyNSC
CHRNB2,NPCbyNSC
CHST1,NPCbyNSC
CHST10,NPCbyNSC
CHST11,NPCbyNSC
CHST2,NPCbyNSC
CHUK,NPCbyNSC
CIAO1,NPCbyNSC
CIB1,NPCbyNSC
CIB2,NPCbyNSC
CIDEA,NPCbyNSC
CIDEB,NPCbyNSC
CIPC,NPCbyNSC
CIR1,NPCbyNSC
CIRBP,NPCbyNSC
CISD1,NPCbyNSC
CKMT1A,NPCbyNSC
CLASP2,NPCbyNSC
CLASRP,NPCbyNSC
CLCC1,NPCbyNSC
CLCN2,NPCbyNSC
CLCN3,NPCbyNSC
CLCN4,NPCbyNSC
CLCN6,NPCbyNSC
CLDN10,NPCbyNSC
CLDN11,NPCbyNSC
CLDN2,NPCbyNSC
CLDN3,NPCbyNSC
CLDN5,NPCbyNSC
CLDN9,NPCbyNSC
CLDND1,NPCbyNSC
CLEC16A,NPCbyNSC
CLEC3B,NPCbyNSC
CLIP2,NPCbyNSC
CLIP3,NPCbyNSC
CLIP4,NPCbyNSC
CLK1,NPCbyNSC
CLK2,NPCbyNSC
CLK4,NPCbyNSC
CLMN,NPCbyNSC
CLPP,NPCbyNSC
CLSTN1,NPCbyNSC
CLTB,NPCbyNSC
CLU,NPCbyNSC
CLVS1,NPCbyNSC
CMA1,NPCbyNSC
CMBL,NPCbyNSC
CMTM5,NPCbyNSC
CMTR2,NPCbyNSC
CNFN,NPCbyNSC
CNIH2,NPCbyNSC
CNIH3,NPCbyNSC
CNMD,NPCbyNSC
CNN2,NPCbyNSC
CNN3,NPCbyNSC
CNOT7,NPCbyNSC
CNP,NPCbyNSC
CNR1,NPCbyNSC
CNRIP1,NPCbyNSC
CNST,NPCbyNSC
CNTFR,NPCbyNSC
CNTN1,NPCbyNSC
CNTN2,NPCbyNSC
CNTNAP1,NPCbyNSC
COA3,NPCbyNSC
COCH,NPCbyNSC
COG4,NPCbyNSC
COG6,NPCbyNSC
COL1A1,NPCbyNSC
COL1A2,NPCbyNSC
COL3A1,NPCbyNSC
COL6A1,NPCbyNSC
COMMD3,NPCbyNSC
COMMD4,NPCbyNSC
COMMD6,NPCbyNSC
COMMD9,NPCbyNSC
COPE,NPCbyNSC
COPG2,NPCbyNSC
COPS9,NPCbyNSC
COPZ2,NPCbyNSC
COQ10A,NPCbyNSC
COQ2,NPCbyNSC
COQ8A,NPCbyNSC
CORO2B,NPCbyNSC
COX11,NPCbyNSC
COX18,NPCbyNSC
COX20,NPCbyNSC
COX4I2,NPCbyNSC
COX6B1,NPCbyNSC
COX6C,NPCbyNSC
COX7A1,NPCbyNSC
COX7A2,NPCbyNSC
COX7A2L,NPCbyNSC
COX7B,NPCbyNSC
COX8C,NPCbyNSC
CPA2,NPCbyNSC
CPA3,NPCbyNSC
CPE,NPCbyNSC
CPEB1,NPCbyNSC
CPEB2,NPCbyNSC
CPEB3,NPCbyNSC
CPEB4,NPCbyNSC
CPLX1,NPCbyNSC
CPM,NPCbyNSC
CPNE6,NPCbyNSC
CPNE9,NPCbyNSC
CPOX,NPCbyNSC
CPSF4L,NPCbyNSC
CPT1C,NPCbyNSC
CPXM1,NPCbyNSC
CR1,NPCbyNSC
CRABP1,NPCbyNSC
CRABP2,NPCbyNSC
CRBN,NPCbyNSC
CRCP,NPCbyNSC
CREB3,NPCbyNSC
CREB3L1,NPCbyNSC
CREB3L4,NPCbyNSC
CREBL2,NPCbyNSC
CREBRF,NPCbyNSC
CREBZF,NPCbyNSC
CREG2,NPCbyNSC
CRELD1,NPCbyNSC
CRH,NPCbyNSC
CRIP2,NPCbyNSC
CRIPT,NPCbyNSC
CRLF1,NPCbyNSC
CRMP1,NPCbyNSC
CRY2,NPCbyNSC
CRYAB,NPCbyNSC
CRYBB3,NPCbyNSC
CRYGN,NPCbyNSC
CRYM,NPCbyNSC
CSDC2,NPCbyNSC
CSF1,NPCbyNSC
CSNK1E,NPCbyNSC
CSNK1G1,NPCbyNSC
CSNK2B,NPCbyNSC
CSPG4,NPCbyNSC
CSPG5,NPCbyNSC
CSRNP2,NPCbyNSC
CSRP1,NPCbyNSC
CSRP2,NPCbyNSC
CST3,NPCbyNSC
CST6,NPCbyNSC
CTDSPL,NPCbyNSC
CTF1,NPCbyNSC
CTH,NPCbyNSC
CTHRC1,NPCbyNSC
CTIF,NPCbyNSC
CTNNBIP1,NPCbyNSC
CTNND2,NPCbyNSC
CTRL,NPCbyNSC
CTSK,NPCbyNSC
CTSO,NPCbyNSC
CTTNBP2,NPCbyNSC
CTU1,NPCbyNSC
CTXN1,NPCbyNSC
CTXN2,NPCbyNSC
CUEDC1,NPCbyNSC
CUEDC2,NPCbyNSC
CWC22,NPCbyNSC
CWC27,NPCbyNSC
CXCL12,NPCbyNSC
CXCL14,NPCbyNSC
CXCL6,NPCbyNSC
CXCR2,NPCbyNSC
CXCR4,NPCbyNSC
CXXC4,NPCbyNSC
CXXC5,NPCbyNSC
CYB561,NPCbyNSC
CYB561D2,NPCbyNSC
CYB5A,NPCbyNSC
CYB5R2,NPCbyNSC
CYBRD1,NPCbyNSC
CYFIP2,NPCbyNSC
CYGB,NPCbyNSC
CYHR1,NPCbyNSC
CYLD,NPCbyNSC
CYP11A1,NPCbyNSC
CYP1B1,NPCbyNSC
CYP2D6,NPCbyNSC
CYP2C8,NPCbyNSC
CYP2J2,NPCbyNSC
CYP2S1,NPCbyNSC
CYP2U1,NPCbyNSC
CYP46A1,NPCbyNSC
CYP4F2,NPCbyNSC
CYP4F2,NPCbyNSC
CYP4F8,NPCbyNSC
CYP4V2,NPCbyNSC
CYP51A1,NPCbyNSC
CYP7B1,NPCbyNSC
CYSTM1,NPCbyNSC
CYTH1,NPCbyNSC
CYTH2,NPCbyNSC
CYTH3,NPCbyNSC
C5orf30,NPCbyNSC
D2HGDH,NPCbyNSC
C14orf132,NPCbyNSC
KIAA1755,NPCbyNSC
KIAA1549,NPCbyNSC
C10orf90,NPCbyNSC
DAAM1,NPCbyNSC
DAAM2,NPCbyNSC
DAB1,NPCbyNSC
DACT3,NPCbyNSC
DAD1,NPCbyNSC
DAGLA,NPCbyNSC
DALRD3,NPCbyNSC
DAND5,NPCbyNSC
DAP3,NPCbyNSC
DAPK3,NPCbyNSC
DAPL1,NPCbyNSC
DBI,NPCbyNSC
DBN1,NPCbyNSC
DBNDD2,NPCbyNSC
DBP,NPCbyNSC
DCAF12L2,NPCbyNSC
DCAF15,NPCbyNSC
DCAF4,NPCbyNSC
DCAF6,NPCbyNSC
DCLK1,NPCbyNSC
DCN,NPCbyNSC
DCTN2,NPCbyNSC
DCTN6,NPCbyNSC
DCUN1D3,NPCbyNSC
DCUN1D4,NPCbyNSC
DCUN1D5,NPCbyNSC
DCX,NPCbyNSC
DDA1,NPCbyNSC
DDAH1,NPCbyNSC
DDAH2,NPCbyNSC
DDB2,NPCbyNSC
DDC,NPCbyNSC
DDHD1,NPCbyNSC
DDHD2,NPCbyNSC
DDIT3,NPCbyNSC
DDN,NPCbyNSC
DDO,NPCbyNSC
DDRGK1,NPCbyNSC
DDT,NPCbyNSC
DDX17,NPCbyNSC
DDX25,NPCbyNSC
DDX5,NPCbyNSC
DDX55,NPCbyNSC
DEDD,NPCbyNSC
DEDD2,NPCbyNSC
DEFB136,NPCbyNSC
DEGS1,NPCbyNSC
DEGS2,NPCbyNSC
DENND2A,NPCbyNSC
DENND5B,NPCbyNSC
DENND6B,NPCbyNSC
DEPTOR,NPCbyNSC
DERL3,NPCbyNSC
DESI2,NPCbyNSC
DEXI,NPCbyNSC
DGAT1,NPCbyNSC
DGAT2,NPCbyNSC
DGKA,NPCbyNSC
DGKE,NPCbyNSC
DGUOK,NPCbyNSC
DHCR24,NPCbyNSC
DHCR7,NPCbyNSC
DHRS1,NPCbyNSC
DHRS13,NPCbyNSC
DHRS7,NPCbyNSC
DHRS7B,NPCbyNSC
DHTKD1,NPCbyNSC
DHX36,NPCbyNSC
DHX57,NPCbyNSC
UTP25,NPCbyNSC
DIP2A,NPCbyNSC
DIRAS1,NPCbyNSC
DIRAS2,NPCbyNSC
DIXDC1,NPCbyNSC
DKK3,NPCbyNSC
DLG1,NPCbyNSC
