"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","spinal_cord","194/353",1.75688797044931e-25,1.68661245163133e-23,0,0,1.91723380715692,109.284403908058,"CNTFR;PLEKHB1;AQP4;GJA1;HABP4;QK;GOLGA7;EPHB1;PAQR8;TMEM88B;PAQR4;FBXO2;ACSL6;1700047M11RIK;AW556556;SLC6A11;ACSL3;GPR37L1;MAPK8IP2;SOX10;MAPK8IP3;EML2;STX1B;BCAN;4930402H24RIK;BC023202;DAAM2;FEZ1;NINJ2;PRR18;PLBD2;UGT8A;HEPACAM;TTYH1;ENDOD1;CEND1;PHYHIPL;SLAIN1;KLK6;GJC3;TSPAN2;APOD;1500009C09RIK;ARSG;PEA15A;ABCA2;CADM4;IQSEC1;IQSEC3;NFATC2;SNUPN;MLLT11;FA2H;PEX5L;GRIN3A;SLC6A9;TMCC3;TMEM151A;SLC44A1;KCNC3;TECR;AATK;ADO;SLC7A10;SCD2;NEFL;GPR137;KIF1B;NEFM;KIF1A;APC2;GPR37;PLLP;OPALIN;NIPA1;JOSD2;SLC39A12;SIRT2;CLDN11;VAMP1;ARHGEF4;FAM181B;ALDOC;PHLPP1;KCNA1;ZFP14;ADAM23;MOG;MTX3;KLHL4;PLP1;SCRG1;PHLDB1;KCNG4;FAIM2;GPR62;FGF1;NRBP2;FNTB;ADORA1;NKX6-2;SEMA6D;TMOD2;APLP1;ATP1B2;DEXI;ERMN;EPB4.1L1;EPB4.1L3;MAG;SCN8A;MAL;ABCG4;CNP;USP54;SLC1A2;SEZ6L2;FBXO44;RTN4;NPAS3;NCKIPSD;ENHO;EFNB3;TMEM125;KLC2;MOBP;CDH20;NACC2;CASKIN1;MBP;SYT3;MYPOP;SYT2;WSCD1;TNK2;B230311B06RIK;GFAP;ARHGAP23;PTPRD;QDPR;GNAO1;APPBP2;CNTN1;CNTN2;MAP6D1;FGFR3;FGF11;USP31;TNFAIP2;RND2;HAPLN2;ADAMTS4;SEPT7;PSD2;EDIL3;BCAS1;KRT222;BCAS3;AKTIP;OLIG1;2810468N07RIK;SEPT4;NAT8L;INA;GM4793;PPAP2C;ATP1A2;AGPAT3;FAM168A;NRIP2;GNA12;CDC37L1;NCAM1;CAMK2G;WASF3;BEND6;CLVS1;KCNJ10;PCDH9;PLCL1;CMTM5;LGI3;HAGHL;4833410I11RIK;4930506C21RIK;S100B;APLN;DBNDD2;NFASC;PNKD;GLRB;NOVA1;SYT11;HCN2",194
"2","dorsal_striatum","239/477",1.56509246121719e-23,7.51244381384251e-22,0,0,1.74794424569806,91.7871956457605,"2900011L18RIK;CPNE5;MYT1L;IPW;SYNPR;ALCAM;AI593442;THSD7A;EPHB1;CALN1;UNC13C;RBFOX1;CACNA2D3;OMG;ANK3;BCR;TIAM2;GM9925;AKAP9;SIK3;KCNQ3;ASPHD2;NGEF;TSPYL5;PCDH10;PDE1B;DCUN1D4;TGFA;ACTR3B;NKAIN2;PENK;GSG1L;GPM6B;CDK17;DTNA;5330425B07RIK;HOMER1;ARPP21;BCL11B;CADM2;IQSEC1;PDE2A;EPT1;CYLD;SCN2A1;9130230N09RIK;PPP1R1B;ID4;FAT3;STRN;PCDHB7;SCN2B;ARF3;GRIK2;SLC6A1;MRPL35;SMPD3;PPP3CA;JPH3;ZMYM2;AKAP11;HEY1;B3GALT1;ZFP365;A530079E22RIK;KCND2;SLC32A1;ELMOD1;2900019E01RIK;AJAP1;ANO3;CNKSR2;TMEFF2;ARHGEF9;INF2;ITPKA;RARB;RGS7BP;PLCB1;AKAP5;2900054C01RIK;ADCY5;EXTL2;FAM184B;CAMK2N1;ZSWIM6;GABRD;GPR158;P2RY12;WDR17;KIDINS220;GABRA4;MBD2;9330156P08RIK;GPR6;2900064F13RIK;TMEM158;ABI2;DPY19L3;LPCAT4;KCNS2;CAMK4;YPEL2;FAM49B;GUCY1B3;SH3GL3;CHRM1;GALNT13;ATP8A1;UBXN2B;TUSC3;DGKB;CTNND2;PCDH11X;CYP46A1;CDH9;RGS4;8030445P17RIK;FAM174A;4833424O15RIK;CAR11;STK32A;PDE8B;SH2D5;TMEM14A;RGS9;TLE4;PPP1R16B;KCTD1;SHISA9;FOXP2;2610011E03RIK;GPRIN3;PCP4;CACNB4;ELMO1;TNIK;GRIA2;SHC3;CTTNBP2;GPR88;HPCA;NALCN;RASGRP1;NPAS2;9330182L06RIK;BAG4;C030017B01RIK;ATXN1;9430020K01RIK;A930026I22RIK;RPRD1A;LRRC4C;DRD2;TAC1;SOCS5;SLMO1;RASL10B;MARCH4;IGSF11;CNOT7;GNAL;FGF14;B830032F12;GNB5;C77097;CNTNAP2;GSK3B;DOCK4;TNFAIP2;FBLL1;TAZ;RPGR;GRM3;SENP6;GRM5;CALB1;SCRN1;NETO1;RASGEF1A;GRM7;LRRTM4;PHACTR1;C130030K03RIK;EDIL3;MKL2;SGIP1;TRPC1;D330040H18RIK;SHROOM2;KCNAB1;2810468N07RIK;PJA2;SLCO1C1;NAV3;LPHN3;SCN4B;AW047730;ZFP788;DRD1A;NLGN1;LRTM2;NRXN1;RASD2;2310058N22RIK;ZNRF1;ABLIM2;CECR6;DNAJB4;GNG7;SLITRK3;SPOCK3;RGS20;MAPK1;NCAM2;CACNG4;S100PBP;CLASP2;CLVS1;NTRK2;AA409368;ATP2B2;FBXL16;2610011I18RIK;ATP2B1;BAIAP2;5730478J17RIK;HS3ST4;SPATA2L;ZFP354A;PDE10A;GM715;D930002L09RIK;PDE7B;C030011L09RIK;MDGA2;PTPN5;KCNK2;5730407O05RIK",239
"3","adipose_brown","201/456",1.01456370021483e-12,3.24660384068745e-11,0,0,1.53772710163688,42.4667365301104,"FGFRL1;AKT2;PDK4;ACAD11;MCCC2;PDHX;ENDOG;MECR;ALG9;ACSL1;ECH1;MCCC1;LARS2;CLPP;LGALS12;PPP1R3D;LACE1;UQCRC1;SUCLG1;UQCRC2;LETMD1;DCUN1D3;ABCB8;PRKAR2B;S100A13;RREB1;PPARGC1B;DECR1;FZD4;ADHFE1;TYSND1;NR1D1;AA415398;UCK1;D030063E12;FASN;ECHDC3;ADCK3;NDUFAF1;PYGL;D10JHU81E;AACS;CLYBL;MCEE;IMMP2L;HINT3;AUH;ACADL;AIFM2;B3GALT2;ACADM;SCD1;PCMTD1;SREBF1;COX8B;MMD;ELMOD3;ELOVL6;RHOF;HADHB;ZADH2;IVD;PIGL;ANGPTL4;TLCD1;PPARA;TKT;MGLL;ECHS1;UQCR11;TMEM70;UCP3;CBR4;AOC3;PEX16;PTGES2;SORT1;2810414N06RIK;G0S2;FMO1;SORBS1;PEX13;LETM1;DHRS7;GPAM;LYRM5;DLC1;PNPLA2;KLB;MTCH2;N6AMT2;ACAA2;CIB2;C330018D20RIK;FBXO21;CHCHD3;SLC25A42;SLC25A44;PHLDA3;DGAT1;APLP2;ACOT11;SDHA;BSCL2;PLA2G16;TMEM135;GPD2;COX19;PFKFB3;UQCRB;AK3;ITPR2;SLC1A3;ABHD5;ADIPOR2;ACACB;ACAT2;DNAJC28;DHRS7B;CYC1;PDHA1;TMEM120A;DOLK;CRLS1;1190005I06RIK;COQ6;TMEM110;COQ5;NAT1;UQCRQ;ACO2;ACADVL;ABCD2;EIF4E3;ZFP763;E130014H10RIK;ETFA;DBI;ETFB;TSPAN12;OPLAH;GHR;MFSD8;CD1D1;CPT2;DBT;ME1;IDH3B;AOX1;UQCRFS1;D3ERTD751E;HIBCH;FAM73B;BCKDHA;HSDL2;ARHGEF12;C030006K11RIK;GPX4;BCKDHB;PPP2R5A;NDUFC1;MUT;FH1;NDUFS8;SLC25A19;PEX3;PEX6;DNAJC4;PCCB;NDUFS4;TBC1D7;NDUFS3;NDUFS2;NDUFS1;PON3;NDUFB8;ACSS2;PPM1M;NDUFB3;ETFDH;PTPLB;TOB2;FOXRED1;DDO;FAM132A;CD59A;IARS2;SLC25A20;1110001J03RIK;CNNM2;SH2B2;NTRK3;DDHD2;PFKL;PNKD;DNAJA3;CHPT1;CDO1;LPIN1;SNTB1;SLC25A35",201
"4","nucleus_accumbens","171/383",1.40666050251175e-11,3.37598520602821e-10,0,0,1.55756216927422,38.9191447957039,"GUCY1B3;CHRM1;CPNE5;MYT1L;DGKB;ABAT;SLC4A3;CYP46A1;ALCAM;SESN3;CAR11;PDE8B;FAM19A5;RGS9;SH2D5;CALN1;SLC39A3;GUCY1A3;KIRREL3;UNC13C;2900052N01RIK;APLP1;CACNA2D3;KCTD1;ANK3;CPT1C;SHISA9;HPCAL4;SND1;FOXP2;BCR;EPB4.1L1;GPRIN3;5330423I11RIK;RAB36;SIK3;TLN2;C78760;NGEF;TSPYL5;GRIA1;GRIA2;SHC3;PCDH10;PDE1B;TRANK1;GPR83;NTS;PRKCZ;KALRN;NPAS2;RAP1GAP;NKAIN2;9330182L06RIK;EFNB3;PDZD2;D3BWG0562E;INPP5F;CHST10;PENK;LRRC4C;DRD2;TAC1;RAB6B;CDK17;SYT5;LRRN3;BCL11B;ARPP21;ZFR2;RASL10B;WFS1;PDE2A;CYLD;GNAL;DLG2;FGF14;DLG4;PPP1R1B;ID4;CSPG5;C2CD2L;FGF11;ARF3;CNTNAP2;NRSN2;CELF5;GRIK2;SLC6A1;FAM115A;CX3CL1;TMEM191C;JPH4;GRM3;PPP3CA;NHSL2;GRM5;JPH3;ZMYM3;CAMKV;NETO1;RASGEF1A;GRM7;SLC22A17;LRRTM4;BAI2;BAI3;PHACTR3;PDE4B;PHACTR1;2900022M07RIK;A530079E22RIK;APC2;MKL2;ZER1;SLC32A1;GRID1;ELMOD1;MINK1;VSTM2L;KCNAB1;HEXDC;AJAP1;GAP43;INF2;KIFC2;MMP17;PITPNM2;RARB;LPHN3;NLGN3;CAMK2B;DRD1A;SMARCD3;NRXN1;AKAP5;PHYHIP;2010300C02RIK;ADCY5;ADD2;ABLIM2;FAM184B;GNG7;MGAT5B;RGS20;MAPK1;NCDN;TRAM1L1;CRYM;P4HTM;CACNG4;ARNT2;NTRK2;9330156P08RIK;FBXL16;GPR6;BAIAP2;5730478J17RIK;ACVR2A;GRIN1;SPATA2L;8030425K09RIK;PDE10A;DPY19L3;SST;CROCC;D930002L09RIK;PDE7B;4930570G19RIK;PTPN5;SSBP4",171
"5","cerebral_cortex","158/349",2.26501446473705e-11,4.34882777229513e-10,0,0,1.57935483355049,38.7113371257437,"CYFIP2;CHRM1;CTNND2;CLSTN1;STMN4;PROSC;ATCAY;PPME1;ADORA1;BAALC;NRCAM;ATXN7L3;FAM81A;RGS7;MEF2C;ATP6V1G2;KCNH5;SLC6A17;MAGI2;8030462N17RIK;TOM1L2;OLFM1;CACNB4;PRKAR1B;DAAM1;SCN8A;6820402I19RIK;5730408A14RIK;C81608;SEMA7A;SHC3;NTM;SLC1A2;KALRN;RASGRP1;GOLGA7B;C030017B01RIK;HRH1;FLRT1;HIVEP1;CAMTA2;HIVEP2;TPPP;LRRC4C;RAB6B;RAB11FIP4;GRIA3;HOMER1;ARPP21;SYT1;CADM2;SLC4A10;AI854517;SYNJ2;BTBD10;FBXO33;PTK2;POU6F1;PTPRD;SCN2A1;DLG2;DAB1;GM3764;AAK1;CSPG5;SPIRE1;CNTN3;SERPINI1;CNTN4;CALM1;OSBPL1A;ARF3;TMEM151A;GABRB2;WDR47;NRSN1;USP31;MAST3;LRRC4;CX3CL1;TMEM191C;SYNE1;TRIM9;SPRED2;PCLO;SEPT7;RASGEF1A;CHL1;LRRTM4;PSD3;DACT3;DLGAP1;KIF1A;FEZF2;DLGAP2;ZFP365;GRID1;STRBP;4933439C10RIK;VPS13A;SLC39A10;SYP;FAM126B;SYN1;DNM1;CNKSR2;ARHGEF9;MRAS;LPHN1;VSNL1;KIFC2;NAV3;NRG3;SNPH;CDH10;MMP17;NOS1AP;CRY2;GPR123;VAMP2;NRXN1;NRXN2;ADCY2;CAMKK1;STRN4;CAMKK2;ZNRF1;PAK1;CUX2;FAM168A;SV2B;CAMK2N1;DNAJB5;CECR6;PAK7;PCNX;REPS2;CACNG3;OPCML;TUB;GABRA1;ARNT2;LINGO1;NTRK2;PCDH9;SGTB;KIDINS220;KCNIP3;PCDH7;SYT16;ATP2B2;GRIN1;SGSM1;MAPK10;GLRB;CIAPIN1;APBA2;2900011O08RIK",158
"6","olfactory_bulb","174/414",2.99700330207106e-09,4.79520528331369e-08,0,0,1.46621264633687,28.7753805432465,"IPO13;GUCY1B3;PHLDB1;CLCN4-2;RASL11B;CPNE6;ENO2;ZDHHC1;GPATCH8;SCAMP5;SYNPR;GRIP1;2900046L07RIK;ATCAY;EDNRB;PALM;2700029L08RIK;4833424O15RIK;BAALC;PTGDS;SYBU;2610317O13RIK;SEMA6B;ACVR1;EPHA5;KIRREL3;KCNH5;CTNNBIP1;PRKCA;MMD2;SLC6A11;ATP1B1;2610011E03RIK;1810041L15RIK;TIAM2;EML5;GPR162;BCAN;STX1B;OMP;ELMO2;TNIK;DEP1;GRIA1;GRIA2;ADCYAP1R1;TTYH1;PCDH10;CTTNBP2;STXBP1;CLEC16A;SLC1A3;KALRN;RASGRP1;RTN4;LDHB;BC030308;SEC14L1;PDZD2;9430019C24RIK;ABL2;STXBP6;HIVEP2;IP6K1;PPARGC1A;RAB11FIP4;PLXNA3;LRRC4B;PACSIN1;ANKRD29;ARPP21;SYT1;8430419L09RIK;RASL10B;ZFR2;PCDH20;IQSEC3;PBX3;SLC4A10;AI854517;SNUPN;CCDC88A;DAB1;DLG3;5031415H12RIK;FAM163B;FAM163A;CSPG5;MAP3K10;SPIRE1;SERPINI1;FGF12;C77097;ARF3;PTPRT;ZFP523;NRSN1;9530019H20RIK;KCNC1;NCAN;ARRB1;DOC2G;CX3CL1;TRIM9;SPRED2;ZFP385B;SNRNP70;MCF2L;BAI1;PDE4A;DLGAP1;USP46;USP49;SLC32A1;STRBP;ARHGEF17;UBE2QL1;NAV1;SYN1;AJAP1;GPRC5B;ARHGEF9;LPHN1;KIF2A;PITPNM3;CDH10;RASA2;FAM181B;2310039F13RIK;FJX1;VAMP2;AW047730;SLC29A2;NAPB;LRTM2;AMIGO1;NRXN2;ADCY8;ZFP804A;GDPD5;APOLD1;STOX2;CACNG7;ZNRF1;CUX2;2810455O05RIK;DNAJB5;PTCHD2;FAM184A;SV2A;FAM196A;SUSD4;CLVS2;NRIP3;MAPK1;CKB;NCDN;SLC25A23;MAPK4;NTRK2;MPP2;PLEKHA1;PCP4L1;GAD1;PCDHGC4;ZFP316;GRIN1;8030425K09RIK;PER1;CSDC2;TAOK2;LGR6;YPEL4;PFKP",174
"7","cerebellum","173/428",9.02028651922548e-08,1.23706786549378e-06,0,0,1.41010154361289,22.8735457098822,"DGKG;MTCH2;KCNG4;GALNT13;FAM107A;RORA;CCDC28B;RIMS2;IPW;RNF112;2900046L07RIK;MPRIP;8030445P17RIK;FBRSL1;CAR8;RGS8;SYBU;SH3GL2;CALN1;PAQR8;KIRREL3;FNBP1;FBXW11;SEMA6D;HPCAL1;ANK2;GPR37L1;ATP1B2;MAPK8IP2;STX1B;5330423I11RIK;CACNB4;ANKRD40;WDFY3;TAGLN3;A330076H08RIK;ASTN2;ZFPM2;9630021D06RIK;C81608;SEMA7A;NTM;ITPR1;SPATA2;SLC1A3;TMEM25;IGSF21;PORCN;INPP5A;BC030308;TSPAN9;BTBD3;ST8SIA5;C130075A20RIK;SRGAP3;GPM6B;TRPM3;2810455D13RIK;CADM3;DTNA;SYT2;BTBD17;GM10199;UBE2B;D4ERTD298E;PTCH1;TMEM132A;2900084O13RIK;NR1D2;GRIN2C;CORO2B;INADL;SCN2A1;DLG2;FGF14;SELM;REEP3;AAK1;CNTN1;MAP3K10;SPIRE1;CNTN2;FGF11;A930011O12RIK;SCN2B;GABRB2;SNAP25;BARHL2;DOCK4;ZFP521;KCNC1;DOCK9;KCNC3;FAM69B;DIRAS2;LRRC4;OTUD7A;GRIK2;ARHGAP5;SYNE1;UNC80;6430573F11RIK;AIFM3;PCLO;CALB1;GRM4;PSD2;AUH;ZFP385B;TRIM3;DNER;2810428J06RIK;2900046B09RIK;SDF4;DLGAP1;ERC1;APPL2;5930405F01RIK;GARNL3;2900022M07RIK;GRID2;KCND2;METRN;ZFP536;ETV1;SEPT4;1190002N15RIK;ZDHHC17;DNM3;PITPNM1;ALS2;CCDC74A;ALDOC;GPRC5C;MAPRE2;GM5089;GM5083;KCNA1;NRXN1;KCNA2;TMEM181A;CAMKK2;EXTL2;PAK1;RELN;FAM168A;PTPRZ1;CHN2;ZFP142;CDC37L1;FAM63B;CNNM3;GABRD;GPR158;BEND6;GDF10;GABRA1;PCDH9;LGI4;DAB2IP;TMEM62;MTSS1L;ATP2B2;ZIC5;CDC42BPA;S100B;SORL1;DBNDD2;9630005C17RIK;CAMK4;KCNK1;GM6277;4930570G19RIK",173
"8","macrophage_peri_LPS_thio_0hrs","142/353",1.70623649062047e-06,2.04748378874456e-05,0,0,1.40333608565094,18.6380159830038,"STEAP3;TOR2A;RNH1;CERK;TMEM140;LIPA;ZDHHC3;FAM134C;ZFYVE26;STS;ALCAM;TATDN2;6030400A10RIK;NAGLU;ANPEP;WDR91;2010308F09RIK;TOM1;TBC1D22A;TRIM23;VPS18;TPRA1;NHLRC3;S100A1;DIO2;CYBA;SLC30A1;9330133O14RIK;MPEG1;TMEM82;SOAT1;SCN8A;NINJ1;5730408A14RIK;PLBD2;ABCG1;SKAP2;ARL8B;TTYH2;GNS;PLD3;SDCBP;SGPL1;DPP7;NEU1;PSAP;AI413582;SLC38A7;LONRF3;ATG7;STX4A;5031439G07RIK;ATP6V1C1;2900076A13RIK;ATP6V0A1;CTSA;CDK18;ZFP235;STK11IP;IQSEC1;SRD5A3;RASSF8;FBXO32;MCC;9030624J02RIK;SLC6A6;SLC6A8;6330416G13RIK;PLEKHM1;GRB2;TPP1;MAN2B1;RGL1;RGL2;TECPR1;LGMN;RAB7;SRXN1;HEXA;TMEM180;TCIRG1;NAGPA;LITAF;5033417F24RIK;TMEM189;SCPEP1;CTSL;MFSD5;KIF1C;CTSD;CTSB;PLEKHG1;DUSP3;ABCC5;MAMDC2;MKL1;D330040H18RIK;NPC1;NPC2;ATG4C;FAM20C;PLIN2;ACOX3;MFGE8;DAGLB;ST6GALNAC4;B4GALT7;SLC29A3;ZFP771;ATP6V0E;SAMD8;LRP1;IDUA;HSD17B11;CLN8;TMEM165;ZFP709;KCTD21;CREG1;MAN1C1;FAM63A;S1PR2;FNIP2;CNNM3;5430435G22RIK;GALNT6;CMTM3;IL10RB;EYA3;4632428N05RIK;CTNS;NAGA;LHFPL2;AIG1;DHRS3;HIPK2;TSPAN14;NAGK;P2RX4;FABP5;RAB3GAP2;GPR146",142
"9","retinal_pigment_epithelium","177/473",1.96089988716685e-05,0.00020916265463113,0,0,1.3054498104332,14.1504519022133,"SPON1;2900016J10RIK;ARL6IP1;TMEM41B;PITPNA;SAT2;E130308A19RIK;RORB;CYB5D2;FADS3;2610034M16RIK;D5ERTD505E;ZFP30;6030400A10RIK;ENPP2;PLCE1;PIP4K2C;SLC16A9;THSD7A;SOX5;MFSD2A;ZFP579;COG7;2900064B16RIK;FNBP1;LIMCH1;ARMC9;ACSL6;DNAJB14;5930430L01RIK;ERMN;1810041L15RIK;TMEM136;RAB36;ANKRD40;MALAT1;SNRNP200;EZR;FREM1;OSBP2;ZFP467;PARM1;STXBP4;3222401L13RIK;SLC1A1;PLA2G5;ADIPOR1;FBXO44;TRHDE;RHOT1;APH1B;MAN2A2;RDH10;CASKIN1;A530083I20RIK;TSPAN5;INPP5K;KDSR;SIX3OS1;ARSG;SLC38A3;CCDC141;PPARGC1A;SLC19A1;TRPM3;MFAP3L;BE949265;BBS1;STARD13;FZD4;RHBDD2;EPT1;CRIM1;TRIP4;FZD8;TBCC;FAM199X;2900046D03RIK;DNAJC16;RPE65;GULP1;ABTB2;AA986715;TMEM98;SLCO1A4;DLG4;UNC119;PLXNB1;GNB5;SLC22A8;BCL2L2;CLIC6;CNTNAP2;GM13111;RNF13;CCDC126;USP32;PIGZ;VLDLR;NR2E1;PCMTD2;ADAL;GM5817;FLCN;ZFP385B;2610035D17RIK;ZFP385A;CCR9;TIMP3;ITGB8;SOSTDC1;USP30;CEP290;APPL2;BBS4;ARHGEF12;STRBP;AKTIP;ROM1;ACAD9;ELOVL6;SLC39A12;ELOVL7;MYRIP;OSMR;SLCO1C1;A930005G22RIK;TBC1D2;PITPNM1;ADORA2B;CCDC74A;PITPNM3;RDH5;VAMP5;RAPGEF3;SEC22C;CAMK2D;LRP1;SLC20A2;C76533;A930004D18RIK;GDPD5;ATP2C1;APOLD1;AGPAT3;PURA;TTR;CDC37L1;PAK7;PCNX;STX3;NCAM2;ZFP420;WDR17;ARFGEF2;SLC16A1;KCNJ13;MTX3;KCNJ14;ZFP719;FAM189A2;LCA5;LHFPL2;SORBS3;LETM1;9630009C16;HIST3H2A;VAPA;GPAM;LYRM5;TMEM56;AGBL3;D3ERTD108E;OCIAD2;LGR4;GPR146;SNTB2",177
"10","cerebral_cortex_prefrontal","134/344",2.21244611201007e-05,0.000212394826752967,0,0,1.35892162470236,14.5660454260296,"CYFIP2;EPHB6;ITSN1;CLSTN1;IL1RAP;CYP46A1;CELSR2;BAALC;NRCAM;ATXN7L3;TMEM14A;FAM81A;RGS6;RGS7;MEF2C;D2BWG1423E;SLC6A17;LMO4;TMOD2;SHISA4;HPCAL4;SND1;OLFM1;PRKAR1B;DAAM1;SCN8A;SHC3;NTM;SLC1A2;DTX1;LYPD6;KALRN;FBXO41;GOLGA7B;IGSF21;HRH1;LARGE;TSPAN5;HIVEP2;TPPP;MARK4;GRIA3;PACSIN1;SYT5;ANKRD34A;ARPP21;SYT1;CADM2;BTBD10;PTPRD;NBEA;B230217O12RIK;SPIRE1;GM9866;CNTN4;OSBPL1A;SDK2;ARF3;GABRB2;CNRIP1;LRRC4;FMN2;FBLL1;SOBP;CX3CL1;TMEM191C;NRGN;GRM3;SPRED2;PCLO;BAI2;PSD3;2900046B09RIK;DACT3;DLGAP1;FEZF2;ZFP365;PRMT8;STRBP;SLC39A10;UBE2QL1;SYP;SYN2;C1QL3;SYN1;DNM1;CNKSR2;MRAS;LPHN1;VSNL1;KIFC2;NAV3;NRG3;CDH10;KCNMA1;MMP17;NOS1AP;ARHGEF4;GPR123;LPHN3;NAPB;SNAP47;CAMK2A;ADCY2;KCNA6;PHYHIP;CAMKK2;PAK1;CUX2;SV2B;CAMK2N1;CECR6;CREG2;SUSD4;PAK7;SPOCK1;SLITRK5;WASF1;SLC25A22;OPCML;ARNT2;LINGO1;NTRK2;GABBR1;SGTB;B3GAT1;SYT16;HS3ST4;MAPK10;8030425K09RIK;FAM131B;D930002L09RIK;CIAPIN1;APBA2",134
