"","Var1","Freq"
"1","NPCbyNSC",3959
"2","NSCbyNPC",3188
"3","PGBCbyQGBC",7857
"4","PSVZbyQSVZ",4235
"5","QNPbyTAP",2792
"6","QSVZbyPSVZ",13974
"7","TAPbyQNP",8724
