"","PSID","Gene","Module","kTotal","kWithin","kOut","kDiff"
"1","A1BG","A1BG","HuAgeGBsplit_19",10.3539020250183,0.278394045199842,10.0755079798185,-9.79711393461864
"2","A2M","A2M","HuAgeGBsplit_01",9.81914248054878,2.65248326305912,7.16665921748965,-4.51417595443053
"3","A2M-AS1","A2M-AS1","HuAgeGBsplit_01",9.68029280573507,2.48743992491688,7.19285288081819,-4.70541295590131
"4","A2ML1","A2ML1","HuAgeGBsplit_02",10.244218209544,2.70020847633646,7.54400973320752,-4.84380125687106
"5","A2ML1-AS1","A2ML1-AS1","HuAgeGBsplit_02",10.8893823377929,3.27859230723985,7.61079003055307,-4.33219772331322
"6","A2MP1","A2MP1","HuAgeGBsplit_14",16.1444562753139,6.92972309520789,9.21473318010599,-2.2850100848981
"7","A4GALT","A4GALT","HuAgeGBsplit_01",9.56630446362716,2.43977245082406,7.1265320128031,-4.68675956197904
"8","A4GNT","A4GNT","HuAgeGBsplit_27",10.7916712478804,0.647502205108645,10.1441690427718,-9.49666683766315
"9","AAAS","AAAS","HuAgeGBsplit_01",10.8878831863075,3.52429356690466,7.36358961940287,-3.83929605249822
"10","AACS","AACS","HuAgeGBsplit_02",10.920991040305,3.5563104667132,7.36468057359182,-3.80837010687862
"11","AACSP1","AACSP1","HuAgeGBsplit_01",12.8727328863612,3.80822852828786,9.06450435807339,-5.25627582978553
"12","AADACL2","AADACL2","HuAgeGBsplit_09",17.4627476992823,4.48467693289154,12.9780707663908,-8.49339383349922
"13","AADACL2-AS1","AADACL2-AS1","HuAgeGBsplit_02",38.370393994428,28.4519633609975,9.91843063343046,18.533532727567
"14","AADACL3","AADACL3","HuAgeGBsplit_04",15.6194917160105,3.04269190499624,12.5767998110142,-9.53410790601799
"15","AADACL4","AADACL4","HuAgeGBsplit_04",14.4675684989401,3.04809160005478,11.4194768988853,-8.3713852988305
"16","AADAT","AADAT","HuAgeGBsplit_02",11.4244044790605,3.11309180107386,8.31131267798664,-5.19822087691278
"17","AAED1","AAED1","HuAgeGBsplit_06",11.9304974063726,2.62898521004233,9.30151219633023,-6.67252698628791
"18","AAGAB","AAGAB","HuAgeGBsplit_02",11.8086691502245,3.06240147406364,8.74626767616082,-5.68386620209718
"19","AAK1","AAK1","HuAgeGBsplit_02",10.5575351900274,3.04218226875995,7.51535292126747,-4.47317065250751
"20","AAMDC","AAMDC","HuAgeGBsplit_14",10.2501388343168,0.450739717195986,9.79939911712078,-9.34865939992479
"21","AAMP","AAMP","HuAgeGBsplit_01",11.5617494502297,3.58292547379207,7.97882397643761,-4.39589850264554
"22","AANAT","AANAT","HuAgeGBsplit_01",10.5014786593403,2.72779024430609,7.7736884150342,-5.04589817072812
"23","AAR2","AAR2","HuAgeGBsplit_19",12.4132026215165,1.39636957535364,11.0168330461628,-9.62046347080921
"24","AARD","AARD","HuAgeGBsplit_24",10.7487402663352,0.449253136282838,10.2994871300524,-9.85023399376952
"25","AARS","AARS","HuAgeGBsplit_01",11.1712596631116,3.32617832831412,7.8450813347975,-4.51890300648338
"26","AASDH","AASDH","HuAgeGBsplit_19",11.4285245972654,2.0182419350964,9.41028266216897,-7.39204072707258
"27","AASDHPPT","AASDHPPT","HuAgeGBsplit_14",10.7479220646128,0.509418004427734,10.2385040601851,-9.72908605575732
"28","AASS","AASS","HuAgeGBsplit_17",11.2606633917862,0.342365934693986,10.9182974570922,-10.5759315223982
"29","AATBC","AATBC","HuAgeGBsplit_02",9.95117291068805,2.69222546000381,7.25894745068424,-4.56672199068043
"30","AATF","AATF","HuAgeGBsplit_11",10.6740648948565,0.434973339534467,10.239091555322,-9.80411821578754
"31","AATK","AATK","HuAgeGBsplit_01",10.819842622083,2.53317731441104,8.28666530767199,-5.75348799326095
"32","ABAT","ABAT","HuAgeGBsplit_01",10.6690711121906,3.14103395745937,7.52803715473121,-4.38700319727185
"33","ABBA01006766.1","ABBA01006766.1","HuAgeGBsplit_03",10.9347039030465,0.844437727811222,10.0902661752353,-9.24582844742409
"34","ABCA1","ABCA1","HuAgeGBsplit_06",11.0484306001384,0.827256751881691,10.2211738482567,-9.393917096375
"35","ABCA10","ABCA10","HuAgeGBsplit_01",13.7040044024154,4.66966525032505,9.03433915209038,-4.36467390176533
"36","ABCA13","ABCA13","HuAgeGBsplit_01",10.5021498961533,2.88660613095608,7.61554376519726,-4.72893763424119
"37","ABCA17P","ABCA17P","HuAgeGBsplit_23",10.5956643910441,0.530028670367228,10.0656357206769,-9.53560705030965
"38","ABCA2","ABCA2","HuAgeGBsplit_02",10.8766238622085,2.87695823729559,7.99966562491289,-5.1227073876173
"39","ABCA3","ABCA3","HuAgeGBsplit_15",10.4948385424344,0.355777850716276,10.1390606917181,-9.78328284100181
"40","ABCA4","ABCA4","HuAgeGBsplit_01",15.3064191916771,5.12487985376876,10.1815393379083,-5.05665948413955
"41","ABCA5","ABCA5","HuAgeGBsplit_27",11.4559141786807,0.200233739013662,11.255680439667,-11.0554467006533
"42","ABCA6","ABCA6","HuAgeGBsplit_38",10.0291905442544,0.10437410047358,9.92481644378084,-9.82044234330726
"43","ABCA7","ABCA7","HuAgeGBsplit_01",10.6330700847298,2.74514594008763,7.88792414464217,-5.14277820455454
"44","ABCA8","ABCA8","HuAgeGBsplit_27",10.5369344352627,0.354357391334663,10.182577043928,-9.82821965259336
"45","ABCB1","ABCB1","HuAgeGBsplit_09",12.4130026592883,0.862143863709128,11.5508587955792,-10.6887149318701
"46","ABCB10","ABCB10","HuAgeGBsplit_01",10.7722599958287,3.39168895397836,7.38057104185033,-3.98888208787197
"47","ABCB10P1","ABCB10P1","HuAgeGBsplit_02",13.4125681677244,6.55721448049049,6.85535368723391,-0.298139206743427
"48","ABCB11","ABCB11","HuAgeGBsplit_09",16.3223151388869,3.34578483268428,12.9765303062026,-9.63074547351836
"49","ABCB4","ABCB4","HuAgeGBsplit_02",9.75103019999251,2.77086259357729,6.98016760641522,-4.20930501283794
"50","ABCB5","ABCB5","HuAgeGBsplit_01",14.7577917862134,4.69157573378112,10.0662160524323,-5.37464031865118
"51","ABCB7","ABCB7","HuAgeGBsplit_02",10.1553517085872,3.35172175093822,6.80362995764899,-3.45190820671077
"52","ABCB8","ABCB8","HuAgeGBsplit_07",11.512534804402,1.19193278421225,10.3206020201897,-9.12866923597748
"53","ABCB9","ABCB9","HuAgeGBsplit_02",10.2368270387441,3.54433446652744,6.69249257221663,-3.14815810568919
"54","ABCC1","ABCC1","HuAgeGBsplit_01",10.4649711893225,2.9297518772801,7.53521931204239,-4.60546743476229
"55","ABCC10","ABCC10","HuAgeGBsplit_01",10.8908134542107,3.42693129936229,7.46388215484846,-4.03695085548618
"56","ABCC11","ABCC11","HuAgeGBsplit_02",10.8260004340938,3.12886757874007,7.69713285535373,-4.56826527661366
"57","ABCC12","ABCC12","HuAgeGBsplit_24",11.6034289706217,0.995612579144301,10.6078163914774,-9.61220381233311
"58","ABCC3","ABCC3","HuAgeGBsplit_02",10.697690758736,3.7217276883294,6.97596307040657,-3.25423538207717
"59","ABCC4","ABCC4","HuAgeGBsplit_17",11.2677538387487,0.660426102763421,10.6073277359853,-9.94690163322184
"60","ABCC5","ABCC5","HuAgeGBsplit_02",10.0082177968864,3.11668187442695,6.89153592245947,-3.77485404803252
"61","ABCC6","ABCC6","HuAgeGBsplit_02",10.527947598526,2.89883467343088,7.62911292509512,-4.73027825166423
"62","ABCC6P1","ABCC6P1","HuAgeGBsplit_02",10.5167514334592,3.26943076028843,7.24732067317079,-3.97788991288236
"63","ABCC6P2","ABCC6P2","HuAgeGBsplit_02",10.0199603033734,2.96193726290196,7.05802304047149,-4.09608577756953
"64","ABCC8","ABCC8","HuAgeGBsplit_18",10.1022203500638,0.283477314531318,9.81874303553249,-9.53526572100118
"65","ABCC9","ABCC9","HuAgeGBsplit_01",10.6720610039001,2.89800931120679,7.77405169269335,-4.87604238148656
"66","ABCD1","ABCD1","HuAgeGBsplit_06",10.9881565363016,0.554684922635162,10.4334716136664,-9.87878669103125
"67","ABCD2","ABCD2","HuAgeGBsplit_02",10.227241516352,2.80414607081168,7.4230954455403,-4.61894937472862
"68","ABCD3","ABCD3","HuAgeGBsplit_01",11.0174608764641,2.94904491269406,8.06841596377009,-5.11937105107603
"69","ABCD4","ABCD4","HuAgeGBsplit_12",12.2618228611611,2.53155134582448,9.73027151533659,-7.19872016951211
"70","ABCE1","ABCE1","HuAgeGBsplit_02",11.1173176460136,3.35464958880274,7.76266805721088,-4.40801846840813
"71","ABCF1","ABCF1","HuAgeGBsplit_01",11.4825117847119,3.40568183378015,8.07682995093175,-4.67114811715159
"72","ABCF2","ABCF2","HuAgeGBsplit_07",12.2369956606914,1.72525175096567,10.5117439097257,-8.78649215876005
"73","ABCF2P1","ABCF2P1","HuAgeGBsplit_05",11.74919127368,1.05019691872023,10.6989943549598,-9.64879743623958
"74","ABCF3","ABCF3","HuAgeGBsplit_02",10.6355435817314,3.24543741758216,7.39010616414928,-4.14466874656712
"75","ABCG1","ABCG1","HuAgeGBsplit_02",10.1300729082754,2.65082449781175,7.47924841046369,-4.82842391265194
"76","ABCG2","ABCG2","HuAgeGBsplit_02",11.8645118479579,3.01748744733734,8.84702440062057,-5.82953695328322
"77","ABCG4","ABCG4","HuAgeGBsplit_08",10.6443467535387,0.736656151203851,9.90769060233486,-9.17103445113101
"78","ABCG5","ABCG5","HuAgeGBsplit_03",10.9510399541329,1.23813698520537,9.71290296892749,-8.47476598372212
"79","ABHD1","ABHD1","HuAgeGBsplit_02",9.74374655855463,2.99155432010514,6.75219223844949,-3.76063791834436
"80","ABHD10","ABHD10","HuAgeGBsplit_01",10.4271455673488,2.83614334384924,7.59100222349961,-4.75485887965037
"81","ABHD11","ABHD11","HuAgeGBsplit_07",11.1420887813321,0.737670568030718,10.4044182133014,-9.66674764527069
"82","ABHD11-AS1","ABHD11-AS1","HuAgeGBsplit_22",10.6737914703908,0.882690143519786,9.79110132687105,-8.90841118335127
"83","ABHD12","ABHD12","HuAgeGBsplit_19",10.9948677574648,0.472251325872236,10.5226164315926,-10.0503651057203
"84","ABHD13","ABHD13","HuAgeGBsplit_16",11.3022799074123,1.89546600175542,9.40681390565686,-7.51134790390145
"85","ABHD17A","ABHD17A","HuAgeGBsplit_01",12.8354856121513,4.26109421166045,8.57439140049086,-4.31329718883041
"86","ABHD17AP4","ABHD17AP4","HuAgeGBsplit_01",10.7119248580939,2.97387891801713,7.73804594007678,-4.76416702205965
"87","ABHD17AP6","ABHD17AP6","HuAgeGBsplit_02",11.6312194817308,4.30151014559302,7.32970933613778,-3.02819919054476
"88","ABHD17B","ABHD17B","HuAgeGBsplit_06",10.5696583839629,0.951361497779291,9.61829688618365,-8.66693538840436
"89","ABHD17C","ABHD17C","HuAgeGBsplit_02",10.3186930917427,2.56100141018626,7.75769168155649,-5.19669027137023
"90","ABHD18","ABHD18","HuAgeGBsplit_02",10.6488936823687,3.04129222681502,7.6076014555537,-4.56630922873868
"91","ABHD2","ABHD2","HuAgeGBsplit_01",10.9334646560183,3.11485997686776,7.81860467915055,-4.70374470228279
"92","ABHD3","ABHD3","HuAgeGBsplit_01",10.857855273421,2.98638955960499,7.87146571381605,-4.88507615421106
"93","ABHD4","ABHD4","HuAgeGBsplit_02",10.6561897062075,2.87269398423806,7.78349572196949,-4.91080173773143
"94","ABHD5","ABHD5","HuAgeGBsplit_02",11.0126408967877,3.37750790765444,7.63513298913328,-4.25762508147884
"95","ABHD6","ABHD6","HuAgeGBsplit_01",11.4664004100536,2.79382427460818,8.67257613544539,-5.8787518608372
"96","ABHD8","ABHD8","HuAgeGBsplit_01",10.2449548764244,2.78615157364799,7.45880330277637,-4.67265172912838
"97","ABI1","ABI1","HuAgeGBsplit_15",10.6279669691047,0.676889114584732,9.95107785452,-9.27418873993527
"98","ABI2","ABI2","HuAgeGBsplit_01",11.356505672268,3.04132986319163,8.31517580907636,-5.27384594588473
"99","ABI3","ABI3","HuAgeGBsplit_11",9.75017011871539,0.421235302722739,9.32893481599265,-8.90769951326991
"100","ABI3BP","ABI3BP","HuAgeGBsplit_02",10.150782388639,2.76636627820483,7.38441611043415,-4.61804983222932
"101","ABL1","ABL1","HuAgeGBsplit_06",12.7243014052454,2.55800209659657,10.1662993086488,-7.60829721205224
"102","ABL2","ABL2","HuAgeGBsplit_01",10.5182464448807,2.69146350896388,7.82678293591684,-5.13531942695296
"103","ABLIM1","ABLIM1","HuAgeGBsplit_15",10.4651118170768,0.700539444786797,9.76457237228999,-9.06403292750319
"104","ABLIM2","ABLIM2","HuAgeGBsplit_09",11.0754112628726,0.874911188397603,10.200500074475,-9.32558888607743
"105","ABO","ABO","HuAgeGBsplit_15",10.6166987001304,0.303855662784767,10.3128430373456,-10.0089873745609
"106","ABR","ABR","HuAgeGBsplit_01",10.623997031458,3.13274025471575,7.49125677674222,-4.35851652202647
"107","ABRA","ABRA","HuAgeGBsplit_05",11.8698291877166,1.38370195531583,10.4861272324008,-9.10242527708497
"108","ABRACL","ABRACL","HuAgeGBsplit_02",10.7101445446404,3.0752217505199,7.63492279412048,-4.55970104360057
"109","ABRAXAS1","ABRAXAS1","HuAgeGBsplit_01",9.97586090655534,2.71786108317224,7.25799982338309,-4.54013874021085
"110","ABRAXAS2","ABRAXAS2","HuAgeGBsplit_15",12.6504885580498,2.81176119075731,9.83872736729246,-7.02696617653514
"111","ABT1","ABT1","HuAgeGBsplit_01",11.729539110121,4.03755549124177,7.69198361887919,-3.65442812763742
"112","ABTB1","ABTB1","HuAgeGBsplit_02",9.66876968846223,2.63136150548475,7.03740818297748,-4.40604667749272
"113","ABTB2","ABTB2","HuAgeGBsplit_18",11.4140473209888,0.580088443430951,10.8339588775579,-10.2538704341269
"114","AC000036.1","AC000036.1","HuAgeGBsplit_05",11.7771633350248,1.01774954935289,10.7594137856719,-9.741664236319
"115","AC000058.1","AC000058.1","HuAgeGBsplit_05",14.0711202821712,3.28573311471167,10.7853871674596,-7.49965405274788
"116","AC000067.1","AC000067.1","HuAgeGBsplit_15",9.99329163928306,0.204493214502109,9.78879842478095,-9.58430521027884
"117","AC000068.1","AC000068.1","HuAgeGBsplit_01",9.58725342547912,2.35391101670333,7.23334240877579,-4.87943139207247
"118","AC000077.1","AC000077.1","HuAgeGBsplit_03",13.2175527552943,1.43500142815501,11.7825513271393,-10.3475498989843
"119","AC000403.1","AC000403.1","HuAgeGBsplit_01",9.74526890104659,2.48935798244821,7.25591091859838,-4.76655293615017
"120","AC002056.1","AC002056.1","HuAgeGBsplit_04",11.2150443119373,1.03172718663379,10.1833171253035,-9.15158993866972
"121","AC002064.1","AC002064.1","HuAgeGBsplit_20",10.7259450235642,0.680890266219045,10.0450547573451,-9.36416449112608
