"","PSID","Gene","Module"
"CCDC154","CCDC154","CCDC154","greenyellow"
"ARSF","ARSF","ARSF","red"
"FAM49A","FAM49A","FAM49A","blue"
"H1FX-AS1","H1FX-AS1","H1FX-AS1","blue"
"SCUBE3","SCUBE3","SCUBE3","turquoise"
"AC079807.1","AC079807.1","AC079807.1","turquoise"
"SWSAP1","SWSAP1","SWSAP1","turquoise"
"SLC35G5","SLC35G5","SLC35G5","turquoise"
"FAM155B","FAM155B","FAM155B","blue"
"CRMP1","CRMP1","CRMP1","turquoise"
"GAS6","GAS6","GAS6","lightcyan"
"TRAV8-6","TRAV8-6","TRAV8-6","blue"
"UNC5CL","UNC5CL","UNC5CL","turquoise"
"TOMM20P3","TOMM20P3","TOMM20P3","pink"
"PIEZO1","PIEZO1","PIEZO1","blue"
"ZNF853","ZNF853","ZNF853","grey60"
"AC007450.3","AC007450.3","AC007450.3","turquoise"
"NBPF2P","NBPF2P","NBPF2P","blue"
"MATN4","MATN4","MATN4","darkgrey"
"AC008771.1","AC008771.1","AC008771.1","purple"
"AC103736.1","AC103736.1","AC103736.1","black"
"AL121845.2","AL121845.2","AL121845.2","blue"
"BSN-AS2","BSN-AS2","BSN-AS2","blue"
"KCNK1","KCNK1","KCNK1","pink"
"RPL12","RPL12","RPL12","purple"
"AP000785.2","AP000785.2","AP000785.2","greenyellow"
"MPZL1","MPZL1","MPZL1","blue"
"AC104073.1","AC104073.1","AC104073.1","sienna3"
"AC009005.1","AC009005.1","AC009005.1","turquoise"
"FENDRR","FENDRR","FENDRR","black"
"PNMA1","PNMA1","PNMA1","tan"
"DAPK1","DAPK1","DAPK1","red"
"DPY19L2P5","DPY19L2P5","DPY19L2P5","darkgreen"
"SBSPON","SBSPON","SBSPON","blue"
"ITPKC","ITPKC","ITPKC","blue"
"AC131009.1","AC131009.1","AC131009.1","blue"
"C2orf27A","C2orf27A","C2orf27A","darkgrey"
"QPCT","QPCT","QPCT","brown"
"RPLP1","RPLP1","RPLP1","purple"
"CARD6","CARD6","CARD6","turquoise"
"GNG7","GNG7","GNG7","turquoise"
"ZFAND5","ZFAND5","ZFAND5","red"
"POLR2F","POLR2F","POLR2F","black"
"AC009804.1","AC009804.1","AC009804.1","darkolivegreen"
"NIPSNAP3B","NIPSNAP3B","NIPSNAP3B","red"
"PDLIM5","PDLIM5","PDLIM5","blue"
"AC245060.6","AC245060.6","AC245060.6","black"
"DHFR","DHFR","DHFR","purple"
"SLC8A2","SLC8A2","SLC8A2","blue"
"BCAT2","BCAT2","BCAT2","turquoise"
"SIGLEC26P","SIGLEC26P","SIGLEC26P","blue"
"AC099654.7","AC099654.7","AC099654.7","paleturquoise"
"AL132640.1","AL132640.1","AL132640.1","tan"
"RNU6-1074P","RNU6-1074P","RNU6-1074P","blue"
"TPST2","TPST2","TPST2","magenta"
"ZBP1","ZBP1","ZBP1","salmon"
"AQP7P1","AQP7P1","AQP7P1","turquoise"
"AC104964.3","AC104964.3","AC104964.3","pink"
"AL590762.2","AL590762.2","AL590762.2","skyblue"
"RBM38","RBM38","RBM38","turquoise"
"MYO1A","MYO1A","MYO1A","lightyellow"
"TGM5","TGM5","TGM5","turquoise"
"RECQL4","RECQL4","RECQL4","blue"
"AL590808.1","AL590808.1","AL590808.1","yellow"
"HSD3BP5","HSD3BP5","HSD3BP5","turquoise"
"TRAJ40","TRAJ40","TRAJ40","turquoise"
"SLC17A9","SLC17A9","SLC17A9","white"
"RTKN","RTKN","RTKN","turquoise"
"PALMD","PALMD","PALMD","lightcyan"
"TMEM44-AS1","TMEM44-AS1","TMEM44-AS1","blue"
"NRP1","NRP1","NRP1","blue"
"PLEKHH1","PLEKHH1","PLEKHH1","tan"
"AC244102.2","AC244102.2","AC244102.2","blue"
"AL356218.2","AL356218.2","AL356218.2","blue"
"AC138150.1","AC138150.1","AC138150.1","blue"
"NAAA","NAAA","NAAA","blue"
"TRBV23-1","TRBV23-1","TRBV23-1","blue"
"RPS27","RPS27","RPS27","purple"
"HINT1P1","HINT1P1","HINT1P1","darkgrey"
"SPATA6","SPATA6","SPATA6","blue"
"MIR3169","MIR3169","MIR3169","brown"
"MVP","MVP","MVP","magenta"
"IGF2BP2","IGF2BP2","IGF2BP2","magenta"
"C9orf170","C9orf170","C9orf170","red"
"FAM69B","FAM69B","FAM69B","red"
"PYCARD","PYCARD","PYCARD","steelblue"
"ACRBP","ACRBP","ACRBP","turquoise"
"AC083837.1","AC083837.1","AC083837.1","saddlebrown"
"LITAF","LITAF","LITAF","darkgrey"
"MMACHC","MMACHC","MMACHC","blue"
"SLC7A1","SLC7A1","SLC7A1","blue"
"TCF7","TCF7","TCF7","lightcyan"
"RNU6-1115P","RNU6-1115P","RNU6-1115P","green"
"GOLM1","GOLM1","GOLM1","red"
"ISOC1","ISOC1","ISOC1","blue"
"AC104687.2","AC104687.2","AC104687.2","turquoise"
"ANXA2P3","ANXA2P3","ANXA2P3","brown"
"TMEM2","TMEM2","TMEM2","turquoise"
"AL512306.3","AL512306.3","AL512306.3","turquoise"
"ACOX2","ACOX2","ACOX2","white"
"FAM57A","FAM57A","FAM57A","turquoise"
"AC107027.3","AC107027.3","AC107027.3","blue"
"HSD17B7","HSD17B7","HSD17B7","blue"
"MAT1A","MAT1A","MAT1A","turquoise"
"AP000808.2","AP000808.2","AP000808.2","steelblue"
"FAM177B","FAM177B","FAM177B","turquoise"
"KDELR3","KDELR3","KDELR3","turquoise"
"AL355863.1","AL355863.1","AL355863.1","brown"
"FHL1","FHL1","FHL1","blue"
"AL606760.1","AL606760.1","AL606760.1","blue"
"EEF1GP7","EEF1GP7","EEF1GP7","blue"
"PLXNB1","PLXNB1","PLXNB1","blue"
"AC005586.2","AC005586.2","AC005586.2","turquoise"
"BX640514.2","BX640514.2","BX640514.2","saddlebrown"
"SLC25A41","SLC25A41","SLC25A41","blue"
"AC093249.1","AC093249.1","AC093249.1","royalblue"
"MAN1A2P1","MAN1A2P1","MAN1A2P1","turquoise"
"PGBD4P8","PGBD4P8","PGBD4P8","turquoise"
"CELSR1","CELSR1","CELSR1","greenyellow"
"HMCN2","HMCN2","HMCN2","turquoise"
"RNU6-225P","RNU6-225P","RNU6-225P","turquoise"
"LINC00601","LINC00601","LINC00601","blue"
"FPR1","FPR1","FPR1","turquoise"
"CCNE1","CCNE1","CCNE1","blue"
"AL355482.1","AL355482.1","AL355482.1","blue"
"AC008033.2","AC008033.2","AC008033.2","blue"
"AL359834.1","AL359834.1","AL359834.1","brown"
"AC096536.1","AC096536.1","AC096536.1","darkgreen"
"OVOL3","OVOL3","OVOL3","yellow"
"AC010883.1","AC010883.1","AC010883.1","blue"
"RPS19P1","RPS19P1","RPS19P1","cyan"
"CHCHD7","CHCHD7","CHCHD7","magenta"
"AC004023.1","AC004023.1","AC004023.1","darkgrey"
"SALL2","SALL2","SALL2","tan"
"APCDD1L","APCDD1L","APCDD1L","white"
"KRT75","KRT75","KRT75","blue"
"NCDN","NCDN","NCDN","blue"
"AF064858.2","AF064858.2","AF064858.2","blue"
"AC005840.3","AC005840.3","AC005840.3","blue"
"RNU6-416P","RNU6-416P","RNU6-416P","lightcyan"
"ANXA9","ANXA9","ANXA9","blue"
"AC124248.1","AC124248.1","AC124248.1","turquoise"
"STK4-AS1","STK4-AS1","STK4-AS1","darkgreen"
"IGHV2-70D","IGHV2-70D","IGHV2-70D","blue"
"AL133304.2","AL133304.2","AL133304.2","green"
"MAP3K8","MAP3K8","MAP3K8","blue"
"RNU6-1088P","RNU6-1088P","RNU6-1088P","blue"
"HYAL2","HYAL2","HYAL2","turquoise"
"CNN3","CNN3","CNN3","turquoise"
"AC010631.1","AC010631.1","AC010631.1","yellow"
"HCG27","HCG27","HCG27","red"
"AC087491.1","AC087491.1","AC087491.1","turquoise"
"RPS24","RPS24","RPS24","purple"
"ARHGEF17","ARHGEF17","ARHGEF17","red"
"AC104115.1","AC104115.1","AC104115.1","magenta"
"AF196972.1","AF196972.1","AF196972.1","cyan"
"DPRXP6","DPRXP6","DPRXP6","blue"
"LSP1P1","LSP1P1","LSP1P1","blue"
"TOX3","TOX3","TOX3","turquoise"
"SFT2D2","SFT2D2","SFT2D2","blue"
"AC078842.1","AC078842.1","AC078842.1","grey60"
"RN7SL804P","RN7SL804P","RN7SL804P","lightyellow"
"AC018647.2","AC018647.2","AC018647.2","black"
"REXO1L1P","REXO1L1P","REXO1L1P","turquoise"
"RNU6-1219P","RNU6-1219P","RNU6-1219P","turquoise"
"HMGN2P6","HMGN2P6","HMGN2P6","turquoise"
"PARD6A","PARD6A","PARD6A","turquoise"
"AL109945.1","AL109945.1","AL109945.1","blue"
"SLCO1A2","SLCO1A2","SLCO1A2","turquoise"
"RN7SKP64","RN7SKP64","RN7SKP64","turquoise"
"YWHAQP7","YWHAQP7","YWHAQP7","turquoise"
"ADD3","ADD3","ADD3","midnightblue"
"AC253576.1","AC253576.1","AC253576.1","turquoise"
"AL138899.2","AL138899.2","AL138899.2","black"
"AC245884.4","AC245884.4","AC245884.4","blue"
"ZNF582-AS1","ZNF582-AS1","ZNF582-AS1","blue"
"AL121601.1","AL121601.1","AL121601.1","blue"
"MIDN","MIDN","MIDN","turquoise"
"TRAV8-4","TRAV8-4","TRAV8-4","yellow"
"TMEM191A","TMEM191A","TMEM191A","turquoise"
"AC010551.3","AC010551.3","AC010551.3","blue"
"B3GNT10","B3GNT10","B3GNT10","red"
"CPAMD8","CPAMD8","CPAMD8","turquoise"
"ASPHD2","ASPHD2","ASPHD2","black"
"ZNF774","ZNF774","ZNF774","turquoise"
"SEPT7P3","SEPT7P3","SEPT7P3","cyan"
"KRT18P14","KRT18P14","KRT18P14","lightgreen"
"DPPA5P1","DPPA5P1","DPPA5P1","turquoise"
"PIP5KL1","PIP5KL1","PIP5KL1","blue"
"PARP3","PARP3","PARP3","turquoise"
"AC018521.5","AC018521.5","AC018521.5","turquoise"
"GPM6A","GPM6A","GPM6A","blue"
"MCM7","MCM7","MCM7","black"
"FHL3","FHL3","FHL3","white"
"AC099754.1","AC099754.1","AC099754.1","blue"
"AC009065.4","AC009065.4","AC009065.4","blue"
"ATN1","ATN1","ATN1","turquoise"
"TSPAN6","TSPAN6","TSPAN6","turquoise"
"ORM1","ORM1","ORM1","saddlebrown"
"FAM111B","FAM111B","FAM111B","steelblue"
"MIR548AI","MIR548AI","MIR548AI","brown"
"MYADM","MYADM","MYADM","turquoise"
"AL731569.1","AL731569.1","AL731569.1","midnightblue"
"ZFHX4","ZFHX4","ZFHX4","blue"
"AL807752.1","AL807752.1","AL807752.1","red"
"NID2","NID2","NID2","turquoise"
"AL121890.4","AL121890.4","AL121890.4","lightyellow"
"CDC42BPG","CDC42BPG","CDC42BPG","pink"
"AC010327.5","AC010327.5","AC010327.5","blue"
"LINC02308","LINC02308","LINC02308","turquoise"
"ADAM19","ADAM19","ADAM19","salmon"
"HRAS","HRAS","HRAS","lightgreen"
"AC009237.9","AC009237.9","AC009237.9","turquoise"
"PPAT","PPAT","PPAT","lightyellow"
"CTU1","CTU1","CTU1","blue"
"ACVRL1","ACVRL1","ACVRL1","blue"
"ADAMTSL4","ADAMTSL4","ADAMTSL4","magenta"
"SPRY3","SPRY3","SPRY3","blue"
"AC103808.6","AC103808.6","AC103808.6","skyblue"
"LINC00863","LINC00863","LINC00863","midnightblue"
"CCT6A","CCT6A","CCT6A","black"
"BDH2","BDH2","BDH2","blue"
"AC063923.2","AC063923.2","AC063923.2","salmon"
"MAP2","MAP2","MAP2","turquoise"
"ABHD2","ABHD2","ABHD2","turquoise"
"RNU7-26P","RNU7-26P","RNU7-26P","darkred"
"UNG","UNG","UNG","turquoise"
"IGHVIII-22-2","IGHVIII-22-2","IGHVIII-22-2","brown"
"PCSK4","PCSK4","PCSK4","turquoise"
"COCH","COCH","COCH","sienna3"
"OVGP1","OVGP1","OVGP1","blue"
"ETNK1","ETNK1","ETNK1","lightyellow"
"UBE2Q2P9","UBE2Q2P9","UBE2Q2P9","turquoise"
"LTBP3","LTBP3","LTBP3","blue"
"HNRNPA3P6","HNRNPA3P6","HNRNPA3P6","plum1"
"AGFG2","AGFG2","AGFG2","black"
"ADGRB2","ADGRB2","ADGRB2","blue"
"LINC02375","LINC02375","LINC02375","darkolivegreen"
"LINC01254","LINC01254","LINC01254","blue"
"KLHL25","KLHL25","KLHL25","red"
"LINC00320","LINC00320","LINC00320","blue"
"GPR151","GPR151","GPR151","blue"
"TRAV9-2","TRAV9-2","TRAV9-2","salmon"
"SDHAP3","SDHAP3","SDHAP3","purple"
"AC005845.1","AC005845.1","AC005845.1","darkolivegreen"
"GNRH1","GNRH1","GNRH1","blue"
"RINL","RINL","RINL","blue"
"LINC01970","LINC01970","LINC01970","blue"
"FAM110B","FAM110B","FAM110B","turquoise"
"PICK1","PICK1","PICK1","blue"
"TRAV10","TRAV10","TRAV10","turquoise"
"CYB5R1","CYB5R1","CYB5R1","turquoise"
"CTSG","CTSG","CTSG","orange"
"AC092999.1","AC092999.1","AC092999.1","turquoise"
"NANP","NANP","NANP","lightyellow"
"ELOBP2","ELOBP2","ELOBP2","orange"
"AL135925.1","AL135925.1","AL135925.1","midnightblue"
"AL390719.1","AL390719.1","AL390719.1","blue"
"AC012146.3","AC012146.3","AC012146.3","blue"
"SSFA2","SSFA2","SSFA2","turquoise"
"C17orf51","C17orf51","C17orf51","lightgreen"
"NDUFAF8","NDUFAF8","NDUFAF8","greenyellow"
"BHLHA9","BHLHA9","BHLHA9","turquoise"
"HTRA3","HTRA3","HTRA3","turquoise"
"AC138393.2","AC138393.2","AC138393.2","turquoise"
"ATP5ME","ATP5ME","ATP5ME","turquoise"
"SLC5A9","SLC5A9","SLC5A9","turquoise"
"GAPDHP32","GAPDHP32","GAPDHP32","royalblue"
"LCE1D","LCE1D","LCE1D","lightyellow"
"HRASLS5","HRASLS5","HRASLS5","turquoise"
"KRT10","KRT10","KRT10","greenyellow"
"RPS3A","RPS3A","RPS3A","purple"
"MIR6068","MIR6068","MIR6068","red"
"SIRPA","SIRPA","SIRPA","lightyellow"
"INF2","INF2","INF2","tan"
"RDH10","RDH10","RDH10","blue"
"ASAP3","ASAP3","ASAP3","blue"
"LINC02106","LINC02106","LINC02106","greenyellow"
"ZNF121","ZNF121","ZNF121","blue"
"FAM90A11P","FAM90A11P","FAM90A11P","turquoise"
"SLC4A8","SLC4A8","SLC4A8","turquoise"
"OAS1","OAS1","OAS1","salmon"
"U91328.1","U91328.1","U91328.1","blue"
"AC004590.1","AC004590.1","AC004590.1","turquoise"
"CLIC6","CLIC6","CLIC6","magenta"
"TPGS1","TPGS1","TPGS1","turquoise"
"TRO","TRO","TRO","blue"
"AC026410.3","AC026410.3","AC026410.3","red"
"AC005520.4","AC005520.4","AC005520.4","darkmagenta"
"FSD1","FSD1","FSD1","lightgreen"
"FAM86JP","FAM86JP","FAM86JP","lightgreen"
"SNORA48B","SNORA48B","SNORA48B","yellow"
"AC010655.1","AC010655.1","AC010655.1","royalblue"
"GSN","GSN","GSN","white"
"AC244098.3","AC244098.3","AC244098.3","darkorange"
"BX255925.3","BX255925.3","BX255925.3","red"
"NPAS1","NPAS1","NPAS1","blue"
"AC093840.1","AC093840.1","AC093840.1","magenta"
"CNN2P3","CNN2P3","CNN2P3","turquoise"
"PSPN","PSPN","PSPN","blue"
"LINC02082","LINC02082","LINC02082","magenta"
"AP001005.2","AP001005.2","AP001005.2","darkred"
"PDE1B","PDE1B","PDE1B","sienna3"
"ZBTB11-AS1","ZBTB11-AS1","ZBTB11-AS1","blue"
"AC098828.2","AC098828.2","AC098828.2","cyan"
"RAB24","RAB24","RAB24","plum1"
"PIK3R3","PIK3R3","PIK3R3","tan"
"GLRA3","GLRA3","GLRA3","blue"
"AC174065.1","AC174065.1","AC174065.1","blue"
"AC012074.1","AC012074.1","AC012074.1","turquoise"
"ARHGAP33","ARHGAP33","ARHGAP33","blue"
"ZNF331","ZNF331","ZNF331","turquoise"
"SMO","SMO","SMO","turquoise"
"GNAS","GNAS","GNAS","lightyellow"
"AC136475.1","AC136475.1","AC136475.1","blue"
"SYTL1","SYTL1","SYTL1","pink"
"AC135506.1","AC135506.1","AC135506.1","blue"
"C10orf142","C10orf142","C10orf142","turquoise"
"CAVIN4","CAVIN4","CAVIN4","blue"
"AC073210.1","AC073210.1","AC073210.1","blue"
"AC093323.3","AC093323.3","AC093323.3","magenta"
"ATXN7L2","ATXN7L2","ATXN7L2","blue"
"APC2","APC2","APC2","blue"
"RBM26-AS1","RBM26-AS1","RBM26-AS1","grey60"
"EPSTI1","EPSTI1","EPSTI1","salmon"
"AC004899.1","AC004899.1","AC004899.1","blue"
"AC090241.3","AC090241.3","AC090241.3","turquoise"
"NCOA4P2","NCOA4P2","NCOA4P2","darkolivegreen"
"MIR5680","MIR5680","MIR5680","turquoise"
"COQ10A","COQ10A","COQ10A","turquoise"
"AC069213.2","AC069213.2","AC069213.2","pink"
"MPC1","MPC1","MPC1","turquoise"
"IFNA22P","IFNA22P","IFNA22P","salmon"
"IRF2BPL","IRF2BPL","IRF2BPL","tan"
"TSHZ3","TSHZ3","TSHZ3","blue"
"AC093297.2","AC093297.2","AC093297.2","purple"
"RCN3","RCN3","RCN3","turquoise"
"AC003005.2","AC003005.2","AC003005.2","blue"
"CRYZ","CRYZ","CRYZ","blue"
"SEMA6C","SEMA6C","SEMA6C","turquoise"
"UBL4A","UBL4A","UBL4A","lightyellow"
"SLC25A6","SLC25A6","SLC25A6","turquoise"
"PPIAP74","PPIAP74","PPIAP74","royalblue"
"CLDN34","CLDN34","CLDN34","orange"
"RNA5SP463","RNA5SP463","RNA5SP463","darkred"
"NPIPA1","NPIPA1","NPIPA1","black"
"AC110799.1","AC110799.1","AC110799.1","turquoise"
"CCDC114","CCDC114","CCDC114","royalblue"
"RNU6-1144P","RNU6-1144P","RNU6-1144P","blue"
"CLSTN2","CLSTN2","CLSTN2","purple"
"MANF","MANF","MANF","turquoise"
"LINC01158","LINC01158","LINC01158","darkolivegreen"
"TREH","TREH","TREH","blue"
"OR7E26P","OR7E26P","OR7E26P","blue"
"STAT2","STAT2","STAT2","salmon"
"CLDN7","CLDN7","CLDN7","white"
"CSF1R","CSF1R","CSF1R","blue"
"HERPUD1","HERPUD1","HERPUD1","blue"
"PLEC","PLEC","PLEC","turquoise"
"AC137630.1","AC137630.1","AC137630.1","blue"
"PPP1R2P6","PPP1R2P6","PPP1R2P6","turquoise"
"AC098484.2","AC098484.2","AC098484.2","tan"
"CYP3A5","CYP3A5","CYP3A5","blue"
"MAP1LC3B2","MAP1LC3B2","MAP1LC3B2","pink"
"AL512357.1","AL512357.1","AL512357.1","lightcyan"
"SIRPB2","SIRPB2","SIRPB2","turquoise"
"CDKN2D","CDKN2D","CDKN2D","blue"
"TRAV1-2","TRAV1-2","TRAV1-2","brown"
"PRRT1","PRRT1","PRRT1","lightgreen"
"MMP8","MMP8","MMP8","saddlebrown"
"PHKA1","PHKA1","PHKA1","blue"
"GABRA4","GABRA4","GABRA4","sienna3"
"Z83847.1","Z83847.1","Z83847.1","darkgreen"
"SIPA1L2","SIPA1L2","SIPA1L2","blue"
"YWHABP1","YWHABP1","YWHABP1","blue"
"GALC","GALC","GALC","tan"
"AP000845.1","AP000845.1","AP000845.1","blue"
"RSPH1","RSPH1","RSPH1","pink"
"PPP1R32","PPP1R32","PPP1R32","royalblue"
"ZNF266","ZNF266","ZNF266","turquoise"
"NLRC5","NLRC5","NLRC5","salmon"
"RAPGEFL1","RAPGEFL1","RAPGEFL1","greenyellow"
"SLC22A18","SLC22A18","SLC22A18","saddlebrown"
"RPS4XP6","RPS4XP6","RPS4XP6","turquoise"
"BEND4","BEND4","BEND4","darkgrey"
"CDH6","CDH6","CDH6","turquoise"
"PAXIP1-AS1","PAXIP1-AS1","PAXIP1-AS1","black"
"PNMA6E","PNMA6E","PNMA6E","turquoise"
"SH3GL2","SH3GL2","SH3GL2","salmon"
"CR848007.3","CR848007.3","CR848007.3","blue"
"AC104784.1","AC104784.1","AC104784.1","lightyellow"
"MYL5","MYL5","MYL5","pink"
"LTBP2","LTBP2","LTBP2","turquoise"
"RPL36","RPL36","RPL36","purple"
"CACNG1","CACNG1","CACNG1","turquoise"
"CACNG5","CACNG5","CACNG5","turquoise"
"PLEKHG2","PLEKHG2","PLEKHG2","turquoise"
"SERPINB1","SERPINB1","SERPINB1","steelblue"
"KRT17P4","KRT17P4","KRT17P4","turquoise"
"CCDC116","CCDC116","CCDC116","turquoise"
"AL772155.3","AL772155.3","AL772155.3","lightgreen"
"AC098868.1","AC098868.1","AC098868.1","lightyellow"
"AL583722.1","AL583722.1","AL583722.1","blue"
"RNU6-506P","RNU6-506P","RNU6-506P","pink"
"SPATA2L","SPATA2L","SPATA2L","turquoise"
"GAMT","GAMT","GAMT","greenyellow"
"REN","REN","REN","turquoise"
"SEMA4A","SEMA4A","SEMA4A","salmon"
"RCAN2","RCAN2","RCAN2","turquoise"
"RAB13","RAB13","RAB13","blue"
"SNRPD2P2","SNRPD2P2","SNRPD2P2","blue"
"AC092128.1","AC092128.1","AC092128.1","lightcyan"
"SNX18P10","SNX18P10","SNX18P10","yellowgreen"
"TRAV18","TRAV18","TRAV18","yellow"
"TIGD4","TIGD4","TIGD4","brown"
"AP000873.2","AP000873.2","AP000873.2","blue"
"LINC01547","LINC01547","LINC01547","grey60"
"AC004233.1","AC004233.1","AC004233.1","turquoise"
"JDP2","JDP2","JDP2","turquoise"
"NEIL1","NEIL1","NEIL1","blue"
"HNRNPA1P46","HNRNPA1P46","HNRNPA1P46","blue"
"PTPRH","PTPRH","PTPRH","white"
"CSN1S1","CSN1S1","CSN1S1","darkolivegreen"
"AL157777.2","AL157777.2","AL157777.2","yellow"
"AC108120.2","AC108120.2","AC108120.2","orange"
"RPL34","RPL34","RPL34","purple"
"AC073592.2","AC073592.2","AC073592.2","lightcyan"
"LRP3","LRP3","LRP3","blue"
"IGHV1-58","IGHV1-58","IGHV1-58","turquoise"
"TRAV29DV5","TRAV29DV5","TRAV29DV5","brown"
"PPY","PPY","PPY","turquoise"
"ENDOD1","ENDOD1","ENDOD1","cyan"
"LENG8","LENG8","LENG8","turquoise"
"LENG8-AS1","LENG8-AS1","LENG8-AS1","blue"
"CNMD","CNMD","CNMD","lightcyan"
"TMPRSS3","TMPRSS3","TMPRSS3","blue"
"EIF4BP7","EIF4BP7","EIF4BP7","turquoise"
"PHC1","PHC1","PHC1","turquoise"
"CEBPG","CEBPG","CEBPG","blue"
"AC069222.1","AC069222.1","AC069222.1","blue"
"CXCL16","CXCL16","CXCL16","turquoise"
"RN7SKP44","RN7SKP44","RN7SKP44","royalblue"
"DDX11L10","DDX11L10","DDX11L10","turquoise"
"ZBTB47","ZBTB47","ZBTB47","turquoise"
"RTN4R","RTN4R","RTN4R","turquoise"
"EIF1P3","EIF1P3","EIF1P3","blue"
"DCUN1D2","DCUN1D2","DCUN1D2","lightcyan"
"RF00283","RF00283","RF00283","paleturquoise"
"JAML","JAML","JAML","turquoise"
"SDSL","SDSL","SDSL","blue"
"CRIP1","CRIP1","CRIP1","blue"
"BRINP1","BRINP1","BRINP1","turquoise"
"MYO1G","MYO1G","MYO1G","salmon"
"BX119927.1","BX119927.1","BX119927.1","blue"
"AP001267.2","AP001267.2","AP001267.2","cyan"
"RPL31","RPL31","RPL31","purple"
"ZNF239","ZNF239","ZNF239","midnightblue"
"SLC9A3R2","SLC9A3R2","SLC9A3R2","red"
"RFK","RFK","RFK","red"
"RASA4CP","RASA4CP","RASA4CP","magenta"
"C8orf58","C8orf58","C8orf58","turquoise"
"PTOV1","PTOV1","PTOV1","turquoise"
"FAM86DP","FAM86DP","FAM86DP","lightgreen"
"PLK5","PLK5","PLK5","blue"
"SHISA4","SHISA4","SHISA4","turquoise"
"KCTD11","KCTD11","KCTD11","turquoise"
"AC010203.2","AC010203.2","AC010203.2","lightcyan"
"TDRKH-AS1","TDRKH-AS1","TDRKH-AS1","turquoise"
"NR1D2","NR1D2","NR1D2","black"
"SERTM1","SERTM1","SERTM1","turquoise"
"UBBP3","UBBP3","UBBP3","turquoise"
"AC006971.1","AC006971.1","AC006971.1","black"
"ATP2B1","ATP2B1","ATP2B1","turquoise"
"AC096720.2","AC096720.2","AC096720.2","blue"
"CD1E","CD1E","CD1E","blue"
"MREG","MREG","MREG","red"
"EMX1","EMX1","EMX1","lightcyan"
"AP003115.1","AP003115.1","AP003115.1","magenta"
"CCR4","CCR4","CCR4","salmon"
"GPAM","GPAM","GPAM","midnightblue"
"GPCPD1","GPCPD1","GPCPD1","turquoise"
"RNU1-1","RNU1-1","RNU1-1","blue"
"KCNJ14","KCNJ14","KCNJ14","blue"
"PIM3","PIM3","PIM3","black"
"CDC37P2","CDC37P2","CDC37P2","blue"
"IGKV3D-20","IGKV3D-20","IGKV3D-20","turquoise"
"GPX7","GPX7","GPX7","turquoise"
"LINC002481","LINC002481","LINC002481","turquoise"
"HMGB3P32","HMGB3P32","HMGB3P32","yellow"
"YAP1","YAP1","YAP1","turquoise"
"BACE2","BACE2","BACE2","blue"
"TMEM63A","TMEM63A","TMEM63A","blue"
"MIR6127","MIR6127","MIR6127","blue"
"AC009053.4","AC009053.4","AC009053.4","lightgreen"
"IRF8","IRF8","IRF8","steelblue"
"LINC01778","LINC01778","LINC01778","lightgreen"
"AC068768.1","AC068768.1","AC068768.1","blue"
"AL391650.1","AL391650.1","AL391650.1","blue"
"RAD51AP1","RAD51AP1","RAD51AP1","steelblue"
"AC092070.2","AC092070.2","AC092070.2","blue"
"HIGD1AP10","HIGD1AP10","HIGD1AP10","royalblue"
"SLC25A4","SLC25A4","SLC25A4","turquoise"
"AP001257.1","AP001257.1","AP001257.1","blue"
"LINC02073","LINC02073","LINC02073","greenyellow"
"ZNF285B","ZNF285B","ZNF285B","lightyellow"
"RNU4-28P","RNU4-28P","RNU4-28P","turquoise"
"C19orf48","C19orf48","C19orf48","turquoise"
"AP000708.1","AP000708.1","AP000708.1","turquoise"
"AP001029.1","AP001029.1","AP001029.1","turquoise"
"RPS14","RPS14","RPS14","purple"
"PRR34","PRR34","PRR34","black"
"TRAV27","TRAV27","TRAV27","yellow"
"ECHDC3","ECHDC3","ECHDC3","blue"
"AC008543.4","AC008543.4","AC008543.4","turquoise"
"AC091932.2","AC091932.2","AC091932.2","white"
"TRBV23OR9-2","TRBV23OR9-2","TRBV23OR9-2","blue"
"ZNF337","ZNF337","ZNF337","lightyellow"
"LINGO1","LINGO1","LINGO1","turquoise"
"CKAP2","CKAP2","CKAP2","grey60"
"PDE8A","PDE8A","PDE8A","blue"
"RN7SL567P","RN7SL567P","RN7SL567P","midnightblue"
"ILK","ILK","ILK","turquoise"
"AMY2B","AMY2B","AMY2B","turquoise"
"MT-ND5","MT-ND5","MT-ND5","turquoise"
"ELOCP2","ELOCP2","ELOCP2","red"
"AL358472.2","AL358472.2","AL358472.2","blue"
"RNU6ATAC11P","RNU6ATAC11P","RNU6ATAC11P","blue"
"USP27X","USP27X","USP27X","turquoise"
"FAM111A-DT","FAM111A-DT","FAM111A-DT","salmon"
"AC018659.1","AC018659.1","AC018659.1","brown"
"GUCY1A2","GUCY1A2","GUCY1A2","turquoise"
"CMTM3","CMTM3","CMTM3","turquoise"
"LINC00836","LINC00836","LINC00836","blue"
"COQ8A","COQ8A","COQ8A","blue"
"KIAA0930","KIAA0930","KIAA0930","black"
"H2AFX","H2AFX","H2AFX","cyan"
"UBE2L6","UBE2L6","UBE2L6","salmon"
"CBX1P4","CBX1P4","CBX1P4","turquoise"
"RPL7A","RPL7A","RPL7A","purple"
"MRPL51","MRPL51","MRPL51","blue"
"PSMB10","PSMB10","PSMB10","turquoise"
