"","HuAgeGBsplit_28....PGBCbyQGBC__"
"1","AC069439.1"
"2","AC103808.3"
"3","AC114341.1"
"4","ADGRG6"
"5","ADM2"
"6","AL590762.2"
"7","FAM122C"
"8","FCRLA"
"9","HCG11"
"10","HMGN2P41"
"11","IRGM"
"12","LCE1F"
"13","MIR3180-5"
"14","PPIAP13"
"15","PRDX1P1"
"16","PTGIR"
"17","RN7SL255P"
"18","SNX18P25"
"19","SPPL2A"
"20","TPT1P13"
"21","ZNF300"
