"","HuAgeGBsplit_38....PGBCbyQGBC__"
"1","AC005829.1"
"2","AC091180.2"
"3","AC126544.1"
"4","AC138150.2"
"5","AL645465.1"
"6","CCP110"
"7","CYP51A1P2"
"8","DND1P1"
"9","ENG"
"10","HDGFP1"
"11","HEG1"
"12","HNRNPA3P6"
"13","MRPL19"
"14","MT-TG"
"15","MT-TH"
"16","MT-TI"
"17","MT-TL2"
"18","MT-TR"
"19","MT-TS1"
"20","MT-TS2"
"21","MT-TT"
"22","MTCO1P53"
"23","SLC12A8"
"24","TTC30A"
"25","TXNDC9"
"26","USP31"
"27","ZBTB38"
