"","HuAgeGBsplit_33....PGBCbyQGBC__"
"1","AC009804.1"
"2","AC018730.2"
"3","AC048344.3"
"4","AL591806.3"
"5","C1GALT1P1"
"6","CBX1P1"
"7","DDR2"
"8","F11R"
"9","FRRS1"
"10","HMGN2P25"
"11","LINC01114"
"12","LINC01465"
"13","LOXL4"
"14","METAP2"
"15","MRPS35"
"16","NME2P1"
"17","PLA2G3"
"18","RASSF8"
"19","RPL21P132"
"20","RPL31P44"
"21","RPSAP39"
"22","SMARCAD1"
"23","SPON2"
"24","THAP12P3"
"25","TPT1P6"
