"","HuAgeGBsplit_05....NPCbyNSC__"
"1","ACSL6"
"2","AUTS2"
"3","CD59"
"4","COX7A2"
"5","CPNE6"
"6","DAB1"
"7","EDIL3"
"8","FAM126B"
"9","GRIN2B"
"10","GSTK1"
"11","JAKMIP2"
"12","LRIF1"
"13","OR6X1"
"14","PHACTR1"
"15","PPP2R2B"
"16","PTPRG"
"17","RAB30"
"18","RAB3C"
"19","RAP1A"
"20","SERGEF"
"21","SLC3A1"
"22","STARD7"
"23","TTC28"
"24","UBE2E2"
"25","ZFPM2"
