"","HuAgeGBsplit_23....PGBCbyQGBC__"
"1","AC006157.1"
"2","AC010889.1"
"3","AC093281.1"
"4","AL136968.2"
"5","AL358972.1"
"6","AL513325.1"
"7","DDX3Y"
"8","EIF1AY"
"9","HSPA8P5"
"10","KDM5D"
"11","MIR1208"
"12","NPM1P12"
"13","PPIAP87"
"14","PRKY"
"15","RN7SL618P"
"16","RNU4-72P"
"17","RNU6-1077P"
"18","RPS26P39"
"19","RPS4Y1"
"20","SZRD1"
"21","TMSB4Y"
"22","TRAJ22"
"23","TTTY15"
"24","TXLNGY"
"25","TXNP1"
"26","USP9Y"
"27","UTY"
"28","YWHAZP5"
"29","ZMIZ1-AS1"
