"","HuAgeGBsplit_25....PGBCbyQGBC__"
"1","AC079834.1"
"2","AC233290.1"
"3","AL161431.1"
"4","CD55"
"5","FAM136BP"
"6","FAM213B"
"7","GEMIN6"
"8","KRT18"
"9","KRT8"
"10","LINC00942"
"11","LYPD3"
"12","MET"
"13","PSG4"
"14","RC3H1"
"15","RHOV"
"16","SUMO2P6"
"17","TPMTP1"
"18","TRAJ30"
"19","TRAJ34"
"20","TRMT10C"
