"","InputCategories","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues"
"1","HuAgeGBsplit_00","NPCbyNSC__","User",2,0.631533332325585,1
"2","HuAgeGBsplit_00","NSCbyNPC__","User",0,1,1
"3","HuAgeGBsplit_00","PGBCbyQGBC__","User",0,1,1
"4","HuAgeGBsplit_00","PGBObyQGBO__","User",1,0.680631988006123,1
"5","HuAgeGBsplit_00","PSVZbyQSVZ__","User",3,0.393332387747118,1
"6","HuAgeGBsplit_00","QGBCbyPGBC__","User",3,0.300472625821889,1
"7","HuAgeGBsplit_00","QGBObyPGBO__","User",0,1,1
"8","HuAgeGBsplit_00","QNPbyTAP__","User",1,0.773308571728046,1
"9","HuAgeGBsplit_00","QSVZbyPSVZ__","User",1,0.928595772530936,1
"10","HuAgeGBsplit_00","TAPbyQNP__","User",1,0.917190113374668,1
"11","HuAgeGBsplit_01","NPCbyNSC__","User",1083,3.0447374472391e-11,1.18744760442325e-08
"12","HuAgeGBsplit_01","NSCbyNPC__","User",838,1.3947089832099e-05,0.0054393650345186
"13","HuAgeGBsplit_01","PGBCbyQGBC__","User",2292,2.58462759000966e-18,1.00800476010377e-15
"14","HuAgeGBsplit_01","PGBObyQGBO__","User",503,0.240268982617302,1
"15","HuAgeGBsplit_01","PSVZbyQSVZ__","User",1202,4.6257833041137e-16,1.80405548860434e-13
"16","HuAgeGBsplit_01","QGBCbyPGBC__","User",867,0.250977051254109,1
"17","HuAgeGBsplit_01","QGBObyPGBO__","User",913,0.000249071737580716,0.0971379776564791
"18","HuAgeGBsplit_01","QNPbyTAP__","User",734,5.11129928076334e-07,0.00019934067194977
"19","HuAgeGBsplit_01","QSVZbyPSVZ__","User",1247,1.08784792794465e-09,4.24260691898415e-07
"20","HuAgeGBsplit_01","TAPbyQNP__","User",1277,3.33993575694585e-21,1.30257494520888e-18
"21","HuAgeGBsplit_02","NPCbyNSC__","User",991,3.01629071876118e-05,0.0117635338031686
"22","HuAgeGBsplit_02","NSCbyNPC__","User",698,0.852287034691477,1
"23","HuAgeGBsplit_02","PGBCbyQGBC__","User",2234,8.46271400376586e-19,3.30045846146869e-16
"24","HuAgeGBsplit_02","PGBObyQGBO__","User",628,2.57696755399115e-16,1.00501734605655e-13
"25","HuAgeGBsplit_02","PSVZbyQSVZ__","User",892,0.998165796691734,1
"26","HuAgeGBsplit_02","QGBCbyPGBC__","User",1011,5.65438897251555e-15,2.20521169928107e-12
"27","HuAgeGBsplit_02","QGBObyPGBO__","User",861,0.00915163684343788,1
"28","HuAgeGBsplit_02","QNPbyTAP__","User",506,0.999999930570756,1
"29","HuAgeGBsplit_02","QSVZbyPSVZ__","User",1166,1.2323030678201e-05,0.0048059819644984
"30","HuAgeGBsplit_02","TAPbyQNP__","User",1060,0.00928976203985441,1
"31","HuAgeGBsplit_03","NPCbyNSC__","User",13,1,1
"32","HuAgeGBsplit_03","NSCbyNPC__","User",12,1,1
"33","HuAgeGBsplit_03","PGBCbyQGBC__","User",72,1,1
"34","HuAgeGBsplit_03","PGBObyQGBO__","User",24,0.999999999999848,1
"35","HuAgeGBsplit_03","PSVZbyQSVZ__","User",13,1,1
"36","HuAgeGBsplit_03","QGBCbyPGBC__","User",31,1,1
"37","HuAgeGBsplit_03","QGBObyPGBO__","User",79,0.999999794666754,1
"38","HuAgeGBsplit_03","QNPbyTAP__","User",8,1,1
"39","HuAgeGBsplit_03","QSVZbyPSVZ__","User",18,1,1
"40","HuAgeGBsplit_03","TAPbyQNP__","User",17,1,1
"41","HuAgeGBsplit_04","NPCbyNSC__","User",19,1,1
"42","HuAgeGBsplit_04","NSCbyNPC__","User",10,1,1
"43","HuAgeGBsplit_04","PGBCbyQGBC__","User",60,1,1
"44","HuAgeGBsplit_04","PGBObyQGBO__","User",15,0.999999999998743,1
"45","HuAgeGBsplit_04","PSVZbyQSVZ__","User",5,1,1
"46","HuAgeGBsplit_04","QGBCbyPGBC__","User",26,1,1
"47","HuAgeGBsplit_04","QGBObyPGBO__","User",45,0.999999999902113,1
"48","HuAgeGBsplit_04","QNPbyTAP__","User",6,1,1
"49","HuAgeGBsplit_04","QSVZbyPSVZ__","User",11,1,1
"50","HuAgeGBsplit_04","TAPbyQNP__","User",11,1,1
"51","HuAgeGBsplit_05","NPCbyNSC__","User",25,1,1
"52","HuAgeGBsplit_05","NSCbyNPC__","User",20,0.999999999999999,1
