"","HuAgeGBsplit_24....NPCbyNSC__"
"1","C5orf49"
"2","CELF4"
"3","CYP2S1"
"4","DACT3"
"5","DAPL1"
"6","DCAF12L2"
"7","DCX"
"8","DLX5"
"9","DOCK6"
"10","DOK5"
"11","EPCAM"
"12","EPHA7"
"13","GMPR"
"14","GNAT1"
"15","GPRIN2"
"16","LARGE2"
"17","METAP1D"
"18","MOK"
"19","PLS3"
"20","PRDX1"
"21","SCCPDH"
"22","SERPINI1"
"23","SP8"
"24","TAC3"
"25","TERT"
"26","TINCR"
"27","WFDC2"
"28","WNT2B"
"29","ZFR2"
