"","HuAgeGBsplit_21....QGBCbyPGBC__"
"1","AC006445.1"
"2","AC092326.1"
"3","AC098614.2"
"4","AL512274.1"
"5","AL645568.3"
"6","DENND6A-DT"
"7","MKRN9P"
"8","PLEKHA2"
"9","PPIAP89"
"10","RN7SL278P"
"11","RN7SL342P"
"12","RN7SL396P"
"13","RN7SL586P"
"14","RN7SL714P"
"15","RN7SL88P"
"16","RNA5SP463"
"17","RNU6-1273P"
"18","RPL7P41"
"19","SNORA3C"
"20","SRP54-AS1"
"21","TRAJ7"
