"","HuAgeGBsplit_17....QGBObyPGBO__"
"1","AC073111.5"
"2","AP001505.1"
"3","ATP5PF"
"4","B3GLCT"
"5","C7orf50"
"6","CCT8"
"7","CDK8"
"8","COMMD6"
"9","DOPEY2"
"10","EBPL"
"11","FAM221A"
"12","GTF3A"
"13","HNRNPA1L2"
"14","KCNH2"
"15","LAMTOR4"
"16","MDH2"
"17","MIR621"
"18","NOL3"
"19","POMP"
"20","PPIA"
"21","RAP2A"
"22","RN7SL585P"
"23","RPL36AP45"
"24","RPL39P40"
"25","RRP1"
"26","SEM1"
"27","SOD1"
"28","SPATC1L"
"29","STAG3L4"
"30","ZNF786"
