"","HuAgeGBsplit_21....PGBCbyQGBC__"
"1","AC010677.1"
"2","AC011712.1"
"3","AC025574.1"
"4","AL603882.1"
"5","EEF1A1P38"
"6","FUCA1"
"7","HMGB1P40"
"8","IGDCC4"
"9","MTND4LP1"
"10","RN7SL785P"
"11","RNA5SP443"
"12","RNU6-739P"
"13","RPL19P16"
"14","RPL7P40"
"15","RPS29P8"
"16","SIMC1"
"17","UBE2HP1"
"18","WDR53"
