"","DEG_edgeRnames","DEG_Limmanames","DEG_Simplenames"
"DEG_edgeRnames",0,0.865145681778579,0
"DEG_Limmanames",0.865145681778579,0,0.999999999999569
"DEG_Simplenames",0,0.999999999999569,0
