"","     NA.1","    NA.10","    NA.11","     NA.2","     NA.3","     NA.4","     NA.5","     NA.6","     NA.7","     NA.8","     NA.9","     NA."
"","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  "
"","1st Qu.: 0.6623  ","1st Qu.: 1.303  ","1st Qu.: 0.6244  ","1st Qu.: 1.516  ","1st Qu.: 0.9753  ","1st Qu.: 1.403  ","1st Qu.: 0.6144  ","1st Qu.: 1.837  ","1st Qu.: 0.5678  ","1st Qu.: 1.406  ","1st Qu.: 0.631  ","1st Qu.: 1.380  "
"","Median : 1.4404  ","Median : 2.553  ","Median : 1.3521  ","Median : 2.833  ","Median : 1.8031  ","Median : 2.740  ","Median : 1.3549  ","Median : 2.925  ","Median : 1.3268  ","Median : 2.774  ","Median : 1.338  ","Median : 2.778  "
"","Mean   : 1.7120  ","Mean   : 2.935  ","Mean   : 1.6315  ","Mean   : 3.159  ","Mean   : 2.0145  ","Mean   : 3.076  ","Mean   : 1.6376  ","Mean   : 3.324  ","Mean   : 1.6356  ","Mean   : 3.108  ","Mean   : 1.614  ","Mean   : 3.137  "
"","3rd Qu.: 2.4420  ","3rd Qu.: 4.236  ","3rd Qu.: 2.3036  ","3rd Qu.: 4.476  ","3rd Qu.: 2.7920  ","3rd Qu.: 4.425  ","3rd Qu.: 2.3350  ","3rd Qu.: 4.470  ","3rd Qu.: 2.3595  ","3rd Qu.: 4.466  ","3rd Qu.: 2.273  ","3rd Qu.: 4.528  "
"","Max.   :18.6270  ","Max.   :16.349  ","Max.   :18.5727  ","Max.   :15.897  ","Max.   :18.5197  ","Max.   :16.133  ","Max.   :18.5765  ","Max.   :15.795  ","Max.   :18.6208  ","Max.   :15.995  ","Max.   :18.594  ","Max.   :15.658  "
