"","logFC","logCPM","LR","PValue","adj.P.Val","Contrast","FC"
"Gpx3",-4.82531539067763,8.03463524716549,143.763405852709,4.0023850818726e-33,5.58372742772046e-29,"NPCbyNSC",0.035272425826111
"Calb2",6.21973811751886,5.70754268234249,138.219164081985,6.52617376971996e-32,4.55233251306816e-28,"NPCbyNSC",74.5294194944865
"Mmp9",-6.11134691598337,6.36789435251149,130.478143117087,3.22058968699504e-30,1.49768155744226e-26,"NPCbyNSC",0.0144644280119268
"Nhlh1",6.7256714547938,4.57756613915399,129.378061086303,5.60565634718568e-30,1.95511279248969e-26,"NPCbyNSC",105.83488661804
"C1qc",-4.80877242670726,9.35852811489374,127.31960061211,1.58141515816653e-29,4.41246457431625e-26,"NPCbyNSC",0.0356792122565144
"Tac2",5.68314174696871,5.43222402431412,125.874139584995,3.27616253813189e-29,7.61762392824634e-26,"NPCbyNSC",51.3802408161654
"Cd24a",4.66333044952697,7.39425376586541,124.49923300517,6.5504459203126e-29,1.3055038719183e-25,"NPCbyNSC",25.339751117215
"Id2",2.96107717182639,10.1550630290503,121.638353681577,2.76995103481243e-28,4.83044836083353e-25,"NPCbyNSC",7.7870515226771
"Stmn2",6.26522255377915,4.71444646192691,119.090123382089,1.00077687337597e-27,1.55131535116313e-24,"NPCbyNSC",76.9165715990902
"Neurod6",5.37211011750577,5.87203507465031,112.200106194403,3.23006972033108e-26,4.50627026683389e-23,"NPCbyNSC",41.4158219947077
"Pla2g2d",-5.27699414546627,6.97084495892196,108.220126107021,2.40524829831481e-25,2.92693889385822e-22,"NPCbyNSC",0.0257908986766561
"C1qa",-4.55275707591092,9.31493910433373,108.129628992379,2.51761642364695e-25,2.92693889385822e-22,"NPCbyNSC",0.0426072551747227
"Csf1r",-4.80914337989134,8.18439168273084,99.229584261093,2.24862748842515e-23,2.41312323777071e-20,"NPCbyNSC",0.0356700394129151
"Tnfaip8l2",-4.17003358169514,7.70064986378214,97.7657712286231,4.70917918215316e-23,4.69269705501562e-20,"NPCbyNSC",0.0555513744853337
"Cldn3",7.48570892854852,5.21033620157504,97.345488537673,5.82271695114405e-23,5.41551494569405e-20,"NPCbyNSC",179.235043795358
"Unc93b1",-4.20443193195024,6.72694538052264,91.3663070467173,1.1939214141207e-21,1.04102485302487e-18,"NPCbyNSC",0.0542425219942119
"Rarres2",4.01873661348592,5.65585475682294,87.0845593077644,1.03979162611002e-20,8.53301939756527e-18,"NPCbyNSC",16.2091508987242
"Aif1",-4.32041343505661,7.41220070119343,86.5194279483399,1.38371276684729e-20,1.07245426723814e-17,"NPCbyNSC",0.0500525216755213
"Gal",7.70466000881723,4.48529036906866,86.0922221334952,1.71736969881373e-20,1.2610012983237e-17,"NPCbyNSC",208.609349602687
"Pld4",-4.58182495826857,8.20421191053643,85.9271731086032,1.86685790463922e-20,1.30222673138109e-17,"NPCbyNSC",0.0417573810521402
"Maf",-4.36612490439442,7.26252929529068,85.3576971989706,2.48990855895391e-20,1.65412925266505e-17,"NPCbyNSC",0.0484914799573295
"Cd53",-4.42663426405145,6.29764839607847,85.0269423112585,2.94327100611261e-20,1.86643517301259e-17,"NPCbyNSC",0.0464997166713187
"Ms4a7",-4.99417699861303,6.80111194816251,84.1085223124182,4.68347454829045e-20,2.84083275753044e-17,"NPCbyNSC",0.0313763860439625
"Tyrobp",-4.1203003987689,9.2739227384133,83.443951014283,6.55483397080417e-20,3.81027036361204e-17,"NPCbyNSC",0.0574997542864736
"C1qb",-4.67414141314862,10.5085680130228,83.113563537058,7.74722834689627e-20,4.32326330670199e-17,"NPCbyNSC",0.039169067343711
"Clec10a",-5.00733520139634,6.5176326359159,82.961062973986,8.36856816135895e-20,4.49038055458149e-17,"NPCbyNSC",0.0310915165432978
"Fcer1g",-4.66535533379566,9.15666389708955,82.7437630154904,9.34100876379141e-20,4.82653382457978e-17,"NPCbyNSC",0.0394083366116947
"Lst1",-4.46272761522091,6.36538002924428,82.6576335867603,9.75702757500009e-20,4.86143898924379e-17,"NPCbyNSC",0.0453508180453537
"Ctsc",-4.64855969389124,6.91153022540161,82.1138936625401,1.28466374249649e-19,6.18011857640294e-17,"NPCbyNSC",0.039869803525253
"Mrc1",-5.10333822511563,5.96790929884789,80.9199013526877,2.35054522286728e-19,1.0902689961266e-16,"NPCbyNSC",0.0290898924920625
"Ptafr",-5.35319196664273,5.62630251714603,80.7846875487988,2.51700796616498e-19,1.0902689961266e-16,"NPCbyNSC",0.0244640663249509
"Lyz2",-4.20288029139448,11.1637860276694,80.7838194621895,2.5181139072883e-19,1.0902689961266e-16,"NPCbyNSC",0.0543008920385613
"C3ar1",-4.80882375241373,6.96929011559536,80.7366486035116,2.57894608789174e-19,1.0902689961266e-16,"NPCbyNSC",0.0356779429458498
"Cd209g",-5.27090522217835,8.26189796810661,79.8004028207883,4.14208270006763e-19,1.69959399260716e-16,"NPCbyNSC",0.0258999797080063
"Laptm5",-4.60798486010354,7.79850530323117,78.5434614670564,7.82574303627334e-19,3.11934117425855e-16,"NPCbyNSC",0.0410070320387745
