"","gene_name_length"
"AABR07066436.1",7323
"AABR07066440.1",249
"AABR07066470.1",18689
"AABR07066510.1",4807
"AABR07066516.1",516
"AABR07066522.1",18675
"AABR07066527.1",67
"AABR07066529.1",2065
"AABR07066529.2",321
"AABR07066529.3",3620
"AABR07066532.1",78
"AABR07066567.1",7460
"AABR07066648.1",1862
"AABR07066677.1",893
"AABR07066690.1",3233
"AABR07066693.1",692
"AABR07066700.1",115882
"AABR07066735.1",10515
"AABR07066736.1",2121
"AABR07066739.1",145
"AABR07066748.1",6258
"AABR07066752.1",20658
"AABR07066753.1",637
"AABR07066762.1",21537
"AABR07066782.1",660
"AABR07066782.2",4325
"AABR07066792.1",3709
"AABR07066798.1",398
"AABR07066818.1",870
"AABR07066818.2",124
"AABR07066820.1",1769
"AABR07066826.1",2542
"AABR07066826.2",360
"AABR07066828.1",12865
"AABR07066829.1",3334
"AABR07066829.2",4639
"AABR07066830.1",52611
"AABR07066832.1",8746
"AABR07066838.1",3430
"AABR07066841.1",1516
"AABR07066841.2",1235
"AABR07066861.1",1565
"AABR07066870.1",12236
"AABR07066871.1",2843
"AABR07066871.2",1563
"AABR07066871.3",986
"AABR07066875.1",1623
"AABR07066944.1",13559
"AABR07066946.1",2412
"AABR07066946.2",22744
"AABR07066957.1",7076
"AABR07066965.1",14980
"AABR07066994.1",393
"AABR07067006.1",258
"AABR07067023.1",71238
"AABR07067024.1",7602
"AABR07067031.1",1396
"AABR07067036.1",587
"AABR07067042.1",105
"AABR07067042.2",101
"AABR07067042.3",2111
"AABR07067042.4",134
"AABR07067076.1",97858
"AABR07067080.1",312
"AABR07067082.1",1074
"AABR07067099.1",102
"AABR07067183.1",1664
"AABR07067197.1",103
"AABR07067198.1",127
"AABR07067198.2",103
"AABR07067210.1",2029
"AABR07067233.1",5521
"AABR07067234.1",103
"AABR07067246.1",1073
"AABR07067247.1",4035
"AABR07067267.1",2720
"AABR07067274.1",572
"AABR07067291.1",101
"AABR07067300.1",263
"AABR07067310.1",30600
"AABR07067310.2",4412
"AABR07067339.1",444
"AABR07067349.1",189
"AABR07067355.1",848
"AABR07067378.1",107
"AABR07067387.1",1003
"AABR07067388.1",486
"AABR07067388.2",52540
"AABR07067401.1",22773
"AABR07067401.2",6459
"AABR07067401.3",141
"AABR07067402.1",1045
"AABR07067403.1",134
"AABR07067404.1",281
"AABR07067404.2",1556
"AABR07067405.1",325
"AABR07067422.1",9441
"AABR07067441.1",96
"AABR07067441.2",107
"AABR07067441.3",207
"AABR07067444.1",51
"AABR07067456.1",990
"AABR07067459.1",2560
"AABR07067462.1",30706
"AABR07067469.1",5658
"AABR07067471.1",67
"AABR07067471.2",11230
"AABR07067491.1",322
"AABR07067491.2",1154
"AABR07067499.1",17486
"AABR07067506.1",462
"AABR07067506.2",252
"AABR07067507.1",709
"AABR07067507.2",2840
"AABR07067508.1",102
"AABR07067520.1",6763
"AABR07067526.1",813
"AABR07067556.1",141
"AABR07067583.1",450
"AABR07067600.1",564
"AABR07067649.1",210
"AABR07067717.1",104
"AABR07067721.1",3359
"AABR07067728.1",29919
"AABR07067736.1",181
"AABR07067742.1",1733
"AABR07067743.1",67
"AABR07067749.1",378
"AABR07067749.2",2294
"AABR07067759.1",208
"AABR07067762.1",664
"AABR07067763.1",1881
"AABR07067767.1",12248
"AABR07067767.2",13693
"AABR07067775.1",1887
"AABR07067775.2",2588
"AABR07067788.1",68
"AABR07067791.1",4868
"AABR07067810.1",56708
"AABR07067812.1",5802
"AABR07067813.1",420
"AABR07067814.1",876
"AABR07067829.1",483
"AABR07067852.1",7490
"AABR07067855.1",18824
"AABR07067871.1",2219
"AABR07067871.2",14106
"AABR07067882.1",778
"AABR07067885.1",41216
"AABR07067896.1",16231
"AABR07067950.1",3699
"AABR07067965.1",113
"AABR07067976.1",386
"AABR07068007.1",122
"AABR07068007.2",92889
"AABR07068008.1",63
"AABR07068018.1",5522
"AABR07068030.1",302
"AABR07068035.1",14257
"AABR07068042.1",4152
"AABR07068043.1",15952
"AABR07068044.1",6040
"AABR07068044.2",1691
"AABR07068046.1",75986
"AABR07068053.1",550
"AABR07068060.1",2953
"AABR07068066.1",102
"AABR07068066.2",2393
"AABR07068066.3",4347
"AABR07068074.1",64
"AABR07068074.2",1619
"AABR07068084.1",420
"AABR07068084.2",80
"AABR07068085.1",2796
"AABR07068085.2",6123
"AABR07068086.1",1617
"AABR07068094.1",537
"AABR07068094.2",4152
"AABR07068107.1",26780
"AABR07068127.1",2362
"AABR07068150.1",76
"AABR07068152.1",4607
"AABR07068154.1",699
"AABR07068161.1",259370
"AABR07068162.1",465
"AABR07068163.1",6389
"AABR07068179.1",135
"AABR07068182.1",8221
"AABR07068198.1",84
"AABR07068198.2",2258
"AABR07068198.3",3438
"AABR07068203.1",112969
"AABR07068214.1",3156
"AABR07068221.1",1070
"AABR07068222.1",300
"AABR07068248.1",313
"AABR07068248.2",536
"AABR07068249.1",126
"AABR07068253.1",327
"AABR07068272.1",125180
"AABR07068274.1",321
"AABR07068285.1",1233
"AABR07068285.2",587
"AABR07068304.1",107426
"AABR07068306.1",106
"AABR07068308.1",1514
"AABR07068316.1",77760
"AABR07068316.2",819
"AABR07068327.1",309
"AABR07068327.2",287
"AABR07068341.1",10439
"AABR07068350.1",1826
"AABR07068351.1",14225
"AABR07068351.2",62
"AABR07068360.1",950
"AABR07068400.1",31113
"AABR07068417.1",903
"AABR07068417.2",125
"AABR07068420.1",20036
"AABR07068437.1",36173
"AABR07068439.1",71591
"AABR07068447.1",21273
"AABR07068455.1",2820
"AABR07068535.1",49914
"AABR07068536.1",408
"AABR07068554.1",66158
"AABR07068555.1",52281
"AABR07068587.1",364
"AABR07068590.2",3932
"AABR07068593.1",10377
"AABR07068612.1",104
"AABR07068612.2",3602
"AABR07068614.1",24469
"AABR07068636.1",93
"AABR07068638.1",13127
"AABR07068650.1",148622
"AABR07068657.1",3264
"AABR07068674.1",4978
"AABR07068694.1",471
"AABR07068705.1",2064
"AABR07068709.1",1919
"AABR07068711.1",93
"AABR07068712.1",348
"AABR07068712.2",882
"AABR07068728.1",328643
"AABR07068736.1",43752
"AABR07068750.1",222
"AABR07068755.1",88
"AABR07068760.1",483
"AABR07068799.1",4305
"AABR07068810.1",4705
"AABR07068812.1",83
"AABR07068850.1",77
"AABR07068851.1",25561
"AABR07068852.1",394
"AABR07068887.1",515
"AABR07068887.2",473
"AABR07068905.1",383
"AABR07068949.1",21572
"AABR07068955.1",351
"AABR07068975.1",651
"AABR07068980.1",651
"AABR07068997.1",47277
"AABR07069008.1",11371
"AABR07069008.2",3245
"AABR07069008.3",16642
"AABR07069011.1",2935
"AABR07069067.1",24628
"AABR07069100.1",3812
"AABR07069128.1",891
"AABR07069186.1",2525
"AABR07069197.1",2783
"AABR07069205.1",16301
"AABR07069211.1",2174
"AABR07069213.1",38565
"AABR07069218.1",28542
"AABR07069218.2",8317
"AABR07069219.1",1433
"AABR07069227.1",2420
"AABR07069235.1",9039
"AABR07069238.1",2191
"AABR07069282.1",3128
"AABR07069336.1",6033
"AABR07069343.1",1347
"AABR07069352.1",935
"AABR07069360.1",961
"AABR07069371.1",71185
"AABR07069371.2",7145
"AABR07069433.1",102
"AABR07069454.1",3214
"AABR07069466.1",48577
"AABR07069473.1",69834
"AABR07069490.1",360
"AABR07069490.2",11693
"AABR07069524.1",5522
"AABR07069528.1",32056
"AABR07069585.1",408
"AABR07069587.1",483
"AABR07069587.2",8221
"AABR07069588.1",12103
"AABR07069611.1",1117
"AABR07069670.1",1884
"AABR07069728.1",1863
"AABR07069733.1",4126
"AABR07069791.2",120
"AABR07069791.3",784
"AABR07069791.4",3080
"AABR07069792.1",871
"AABR07069792.2",947
"AABR07069803.1",1020
"AABR07069816.1",62785
"AABR07069821.1",47509
"AABR07069837.1",4057
"AABR07069840.1",1895
"AABR07069878.1",750
"AABR07069913.1",50264
"AABR07069942.1",1548
"AABR07069942.2",924
"AABR07069968.1",809
"AABR07069969.1",842
"AABR07069969.2",809
"AABR07069987.1",1882
"AABR07069992.1",8896
"AABR07069997.1",17440
"AABR07070043.1",1185
"AABR07070043.2",193
"AABR07070046.1",9324
"AABR07070060.1",617
"AABR07070069.1",4381
"AABR07070077.1",116
"AABR07070078.1",5871
"AABR07070085.1",261
"AABR07070098.1",99
"AABR07070099.1",6894
"AABR07070117.1",4502
"AABR07070122.1",2803
"AABR07070129.1",779
"AABR07070131.1",7095
"AABR07070131.2",288
"AABR07070151.1",2280
"AABR07070161.1",2522
"AABR07070161.2",2397
"AABR07070161.3",432
"AABR07070161.4",2428
"AABR07070161.5",642
"AABR07070161.6",1364
"AABR07070173.1",1009
"AABR07070185.1",117
"AABR07070198.1",3249
"AABR07070207.1",14027
"AABR07070225.1",258
"AABR07070238.1",941
"AABR07070238.2",483
"AABR07070238.3",1283
"AABR07070246.1",5686
"AABR07070252.1",7384
"AABR07070265.1",2014
"AABR07070270.1",424
"AABR07070277.1",97
"AABR07070277.2",91
"AABR07070278.1",356
"AABR07070307.1",21757
"AABR07070310.1",186106
"AABR07070312.1",282530
"AABR07070329.1",5205
"AABR07070330.1",426
"AABR07070331.1",2223
"AABR07070335.1",1689
"AABR07070341.1",409
"AABR07070341.2",621
"AABR07070341.3",402
"AABR07070345.1",13739
"AABR07070355.1",1311
"AABR07070357.1",77
"AABR07070416.2",42179
"AABR07070416.3",2390
"AABR07070441.1",116
"AABR07070456.1",1375
"AABR07070486.1",5613
"AABR07070505.1",65
"AABR07070505.2",65
"AABR07070505.3",2114
"AABR07070507.1",228
"AABR07070518.1",2644
"AABR07070527.1",144
"AABR07070532.1",1281
"AABR07070555.1",9157
"AABR07070559.1",356
"AABR07070580.1",79
"AABR07070581.1",1847
"AABR07070587.1",1389
"AABR07070594.1",411
"AABR07070599.1",283
"AABR07070603.1",95
"AABR07070635.1",6046
"AABR07070669.1",1204
"AABR07070679.1",342
"AABR07070689.1",411
"AABR07070698.1",144
"AABR07070704.1",2177
"AABR07070714.1",144955
"AABR07070714.2",4923
"AABR07070720.1",1688
"AABR07070774.1",42620
"AABR07070775.1",3899
"AABR07070796.1",1117
"AABR07070799.1",10053
"AABR07070801.1",6841
"AABR07070801.2",511
"AABR07070802.1",12628
"AABR07070810.1",498
"AABR07070816.1",14462
"AABR07070816.2",491
"AABR07070816.3",832
"AABR07070824.1",570
"AABR07070834.1",1422
"AABR07070850.1",99
"AABR07070851.1",133
"AABR07070858.1",5522
"AABR07070872.1",1022
"AABR07070873.1",1297
"AABR07070887.1",3966
"AABR07070892.1",507
"AABR07070901.1",14827
"AABR07070913.1",654
"AABR07070926.1",1073
"AABR07070952.1",132
"AABR07070957.1",360
"AABR07070988.1",278
"AABR07071000.1",354
"AABR07071045.1",2791
"AABR07071101.1",1032
"AABR07071101.2",1845
"AABR07071117.1",23940
"AABR07071161.1",1073
"AABR07071167.1",123
"AABR07071187.1",118
"AABR07071195.1",375
"AABR07071198.1",20879
"AABR07071199.1",6737
"AABR07071199.2",7445
"AABR07071208.1",77
"AABR07071208.2",438
"AABR07071210.1",282
"AABR07071210.2",1482
"AABR07071223.1",126
"AABR07071228.1",2874
"AABR07071243.1",304
"AABR07071244.1",16149
"AABR07071245.1",4969
"AABR07071278.1",22899
"AABR07071278.2",711
"AABR07071287.1",17834
"AABR07071294.1",375
"AABR07071294.2",3690
"AABR07071299.1",4360
"AABR07071328.1",105
"AABR07071332.1",1345
"AABR07071333.1",2913
"AABR07071335.1",879
"AABR07071358.1",1540
"AABR07071368.2",98
"AABR07071374.1",70579
"AABR07071374.2",16934
"AABR07071383.1",3513
"AABR07071385.1",3550
"AABR07071392.1",36498
"AABR07071393.1",243
"AABR07071395.1",2218
"AABR07071402.1",1610
"AABR07071431.1",90
"AABR07071440.1",273
"AABR07071445.1",88
"AABR07071482.1",420
"AABR07071482.2",432
"AABR07071487.1",1934
"AABR07071500.1",286
"AABR07071512.1",2853
"AABR07071549.1",3913
"AABR07071551.1",10108
"AABR07071551.2",1151
"AABR07071552.1",4437
"AABR07071567.1",1758
"AABR07071567.2",5192
"AABR07071589.1",2357
"AABR07071598.1",999
"AABR07071619.1",1422
"AABR07071620.1",20630
"AABR07071622.1",13224
"AABR07071659.1",4910
"AABR07071659.2",938
"AABR07071659.3",8336
"AABR07071661.1",85611
"AABR07071662.1",25933
"AABR07071697.1",3825
"AABR07071701.1",1018
"AABR07071731.1",12583
"AABR07071739.1",4054
"AABR07071742.2",126
"AABR07071742.3",9505
"AABR07071745.1",1371
"AABR07071746.1",787
"AABR07071746.2",2264
"AABR07071747.1",1795
"AABR07071748.1",109
"AABR07071753.1",833
"AABR07071762.1",6701
"AABR07071765.1",26439
"AABR07071765.2",3958
"AABR07071768.1",2405
"AABR07071779.1",5536
"AABR07071779.2",2744
"AABR07071813.1",2286
"AABR07071814.1",75
"AABR07071817.1",3071
"AABR07071818.1",120
"AABR07071819.1",117
"AABR07071821.1",11640
"AABR07071838.1",1890
"AABR07071842.1",393
"AABR07071848.1",354
"AABR07071851.1",27941
"AABR07071851.2",29087
"AABR07071871.1",2120
"AABR07071874.1",2529
"AABR07071876.1",535
"AABR07071886.1",64
"AABR07071891.1",13591
"AABR07071891.2",464
"AABR07071891.3",3192
"AABR07071891.4",2734
"AABR07071898.1",305
"AABR07071904.1",4411
"AABR07071904.2",2597
"AABR07071905.1",588
"AABR07071905.2",80
"AABR07071935.1",414
"AABR07071959.1",774
"AABR07071966.1",293
"AABR07071968.1",1194
"AABR07071969.1",12292
"AABR07071986.1",321
"AABR07071993.1",82
"AABR07072002.1",820
"AABR07072017.1",9820
"AABR07072028.1",18272
"AABR07072054.1",16874
"AABR07072058.1",27088
"AABR07072061.1",100
"AABR07072065.1",103
"AABR07072078.1",276
"AABR07072078.2",7541
"AABR07072078.3",96
"AABR07072096.1",34330
"AABR07072106.1",4211
"AABR07072108.1",11869
"AABR07072112.1",3773
"AABR07072118.1",937
"AABR07072133.1",96
"AABR07072145.1",466
"AABR07072152.1",3741
"AABR07072158.1",215
"AABR07072169.1",4032
"AABR07072181.1",446
"AABR07072181.2",572
"AABR07072181.3",94
"AABR07072181.4",1020
"AABR07072184.1",13026
"AABR07072184.2",35119
"AABR07072184.3",796
"AABR07072184.4",125
"AABR07072200.1",314
"AABR07072203.1",710
"AABR07072207.1",628
"AABR07072236.1",1369
"AABR07072246.1",90
"AABR07072260.1",564
"AABR07072261.1",393
"AABR07072262.1",573
"AABR07072264.1",2428
"AABR07072264.3",10186
"AABR07072264.4",6636
"AABR07072266.1",2603
"AABR07072272.1",315
"AABR07072272.2",2605
"AABR07072283.1",70
"AABR07072283.2",457
"AABR07072340.1",1448
"AABR07072356.1",757
"AABR07072362.1",6129
"AABR07072363.1",117
"AABR07072371.1",864
"AABR07072374.1",2420
"AABR07072374.2",1461
"AABR07072400.1",429
"AABR07072400.2",423
"AABR07072400.3",1258
"AABR07072414.1",5907
"AABR07072423.1",2200
"AABR07072440.1",582
"AABR07072449.1",52001
"AABR07072449.2",1500
"AABR07072463.1",395
"AABR07072470.1",1086
"AABR07072500.1",74
"AABR07072511.1",3797
"AABR07072515.1",12756
"AABR07072528.1",2041
"AABR07072528.2",922
"AABR07072528.3",1095
"AABR07072528.4",9815
"AABR07072539.1",119584
"AABR07072539.2",898
"AABR07072539.3",2791
"AABR07072539.4",1198
"AABR07072539.5",105
"AABR07072546.1",5502
"AABR07072558.1",938
"AABR07072559.1",138
"AABR07072559.2",1559
"AABR07072562.1",399
"AABR07072580.1",7841
"AABR07072591.1",10916
"AABR07072593.1",1743
"AABR07072602.1",55947
"AABR07072634.2",76
"AABR07072639.1",2263
"AABR07072639.2",1107
"AABR07072644.1",125
"AABR07072646.1",652
"AABR07072664.1",1603
"AABR07072667.1",9756
"AABR07072668.1",480
"AABR07072671.1",1204
"AABR07072676.1",481
"AABR07072676.2",1207
"AABR07072704.1",1819
"AABR07072748.1",4557
"AABR07072748.2",88
"AABR07072748.3",49741
"AABR07072755.1",60
"AABR07072758.1",447
"AABR07072759.1",2357
"AABR07072759.2",1752
"AABR07072759.3",3016
"AABR07072761.1",864
"AABR07072773.1",76
"AABR07072775.1",39003
"AABR07072805.1",953
"AABR07072807.1",1282
"AABR07072809.1",643
"AABR07072810.1",2586
"AABR07072821.1",851
"AABR07072826.1",76
"AABR07072837.1",8067
"AABR07072841.1",9298
"AABR07072853.1",64
"AABR07072853.2",728
"AABR07072853.3",501
"AABR07072853.4",47967
"AABR07072872.1",342
"AABR07072876.1",27808
"AABR07072876.2",3644
"AABR07072881.1",1722
"AABR07072894.1",953
"AABR07072897.1",62
"AABR07072916.1",79
"AABR07072936.1",766
"AABR07072945.1",2098
"AABR07072963.1",11356
"AABR07072979.1",14338
"AABR07072984.1",2351
"AABR07072995.1",138
"AABR07073014.1",931
"AABR07073021.1",4684
"AABR07073021.2",7011
"AABR07073021.3",1381
"AABR07073024.1",1247
"AABR07073038.1",1070
"AABR07073038.2",5183
"AABR07073039.1",386
"AABR07073045.1",466
"AABR07073059.1",62
"AABR07073073.1",73
"AABR07073110.1",71
"AABR07073134.1",9193
"AABR07073141.1",77
"AABR07073146.1",7364
"AABR07073181.1",73725
"AABR07073181.2",84
"AABR07073186.1",64
"AABR07073216.1",915
"AABR07073245.1",2328
"AABR07073248.1",79
"AABR07073270.1",73
"AABR07073295.1",1725
"AABR07073350.1",3559
"AABR07073350.2",138
"AABR07073351.1",1882
"AABR07073360.1",278
"AABR07073367.1",935
"AABR07073381.1",366
"AABR07073391.1",2416
"AABR07073392.1",684
"AABR07073400.1",690
"AABR07073414.1",111
"AABR07073453.1",9873
"AABR07073455.1",35680
"AABR07073531.1",1871
"AABR07073536.1",325
"AABR07073541.1",125
"AC080157.1",44954
"AC091336.1",1006
"AC091481.1",15643
"AC091481.2",1450
"AC091481.3",5834
"AC093960.1",4026
"AC093965.1",633
"AC093965.2",256
"AC093995.1",517
"AC093995.2",321
"AC093995.3",84
"AC094001.1",2543
"AC094053.1",4781
"AC094055.1",6235
"AC094126.1",9102
"AC094126.2",62
"AC094212.1",4023
"AC094217.1",438
"AC094217.2",492
"AC094221.1",918
"AC094221.3",913
"AC094221.4",5513
"AC094236.1",1034
"AC094241.1",12036
"AC094246.1",531
"AC094246.2",760
"AC094253.1",20354
"AC094348.1",269
"AC094348.2",73
"AC094348.3",2315
"AC094348.4",683
"AC094348.5",266
"AC094527.1",101
"AC094636.1",995
"AC094643.1",89
"AC094643.2",894
"AC094643.3",66
"AC094647.1",558
"AC094647.2",1183
"AC094784.1",1478
"AC094811.1",126
"AC095078.1",10650
"AC095078.2",1550
"AC095267.1",4923
"AC095267.2",505
"AC095278.1",579
"AC095278.2",5483
"AC095289.1",1445
"AC095390.1",363
"AC095390.2",80081
"AC095443.1",87
"AC095563.1",21738
"AC095650.1",112
"AC095678.1",61
"AC095678.2",1051
"AC095693.1",8876
"AC095695.1",108
"AC095825.1",471
"AC095852.1",126
"AC095852.2",112
"AC095852.3",112
"AC095852.4",109
"AC095937.1",6202
"AC095947.1",509
"AC095947.2",53
"AC095947.3",75
"AC095947.4",531
"AC095947.5",253
"AC095947.6",313
"AC095985.1",910
"AC096003.1",76
"AC096024.1",384
"AC096024.2",279
"AC096030.1",944
"AC096030.2",951
"AC096051.2",101
"AC096072.1",2454
"AC096201.1",3164
"AC096226.1",79
"AC096239.1",81
"AC096239.2",306
"AC096239.3",156
"AC096301.1",34026
"AC096311.1",2434
"AC096317.1",23927
"AC096317.2",706
"AC096317.3",1238
"AC096317.4",2430
"AC096330.1",1706
"AC096353.1",399
"AC096370.1",2364
"AC096404.1",2061
"AC096430.1",124
"AC096430.2",5292
"AC096454.1",6111
"AC096455.1",84
"AC096468.1",11833
"AC096473.1",73
"AC096473.2",227
"AC096473.3",227720
"AC096600.1",59
"AC096601.1",633
"AC096792.1",77786
"AC096792.2",11072
"AC096804.1",119
"AC096809.1",681
"AC096895.1",705
"AC096895.2",5703
"AC096930.1",79
"AC096938.1",3162
"AC097023.1",99
"AC097037.1",532
"AC097037.2",357
"AC097037.3",1872
"AC097038.1",347
"AC097129.1",16974
"AC097153.1",93
"AC097153.2",522
"AC097183.1",845
"AC097183.2",57
"AC097312.1",1204
"AC097575.1",464
"AC097575.2",1645
"AC097745.2",85
"AC097752.1",92
"AC097762.1",75
"AC097784.1",1663
"AC097791.1",352
"AC097791.2",129
"AC097791.3",1162
"AC097791.4",138
"AC097845.1",4095
"AC097890.1",1318
"AC097890.2",102
"AC097901.1",673
"AC097939.1",126
"AC097940.1",19437
"AC098008.1",513
"AC098008.2",943
"AC098008.3",1261
"AC098008.4",877
"AC098008.5",1115
"AC098022.1",285
"AC098022.2",4350
"AC098064.1",210
"AC098115.1",65
"AC098125.1",914
"AC098125.2",921
"AC098125.3",1632
"AC098157.1",101
"AC098160.1",335
"AC098180.1",793
"AC098180.2",2374
"AC098189.1",2296
"AC098190.1",2514
"AC098284.1",28789
"AC098459.1",711
"AC098459.2",5522
"AC098462.1",16489
"AC098547.1",6872
"AC098547.2",3716
"AC098563.1",263
"AC098622.1",408
"AC098622.2",91
"AC098750.1",319
"AC098750.2",1395
"AC098750.3",331
"AC098763.1",2532
"AC098929.1",1152
"AC098959.1",1728
"AC098959.2",1660
"AC098981.1",3916
"AC099089.1",138
"AC099104.1",91
"AC099108.1",402
"AC099137.1",1108
"AC099150.1",7716
"AC099183.1",567
"AC099183.2",1101
"AC099183.3",9313
"AC099183.4",294
"AC099294.1",2250
"AC099294.2",108
"AC099302.1",13314
"AC099304.1",1339
"AC099304.2",94
"AC099360.1",1053
"AC099384.2",8962
"AC099444.1",1191
"AC099444.2",4103
"AC099444.3",115
"AC099449.1",78587
"AC099453.1",429
"AC099453.2",657
"AC102976.1",1374
"AC103012.1",14196
"AC103018.1",1530
"AC103024.1",378
"AC103024.2",325
"AC103056.1",479
"AC103090.1",138
"AC103101.1",409
"AC103129.1",5305
"AC103129.2",2524
"AC103129.3",6152
"AC103179.1",2388
"AC103179.2",2388
"AC103221.1",609
"AC103227.1",16639
"AC103270.1",342
"AC103292.1",3369
"AC103335.1",48
"AC103493.1",965
"AC103514.1",162
"AC103535.1",6334
"AC103574.1",2205
"AC104053.1",5520
"AC104053.2",1126
"AC105485.1",489
"AC105485.2",1223
"AC105515.1",150
"AC105515.2",101
"AC105531.1",79804
"AC105577.1",5523
"AC105604.1",28573
"AC105604.2",6411
"AC105624.1",934
"AC105628.1",905
"AC105631.1",946
"AC105645.1",99
"AC105645.2",66
"AC105645.3",141
"AC105645.4",357
"AC105648.1",65
"AC105662.1",393
"AC105662.2",696
"AC105662.3",483
"AC105804.1",209
"AC105811.1",95
"AC105815.1",2801
"AC105830.1",94
"AC106191.1",89
"AC106225.1",125
"AC106292.1",124
"AC106292.2",1147
"AC106438.1",1002
"AC106505.1",880
"AC106510.1",124
"AC106605.1",47272
"AC106606.1",2107
"AC106648.1",495
"AC106663.1",362
"AC106663.2",53
"AC106681.1",5797
"AC106702.1",4028
"AC106909.1",97
"AC106932.1",399
"AC106947.1",721
"AC106947.2",889
"AC107088.1",939
"AC107096.1",1023
"AC107096.2",68
"AC107153.1",61
"AC107153.2",360
"AC107174.1",1207
"AC107174.2",71037
"AC107190.1",3105
"AC107267.1",84
"AC107280.1",382
"AC107331.1",1963
"AC107331.2",5522
"AC107446.1",153
"AC107446.2",1081
"AC107446.3",1115
"AC107447.1",1020
"AC107505.1",71554
"AC107505.2",1166
"AC107527.1",58
"AC107531.1",941
"AC107531.2",883
"AC107531.3",48148
"AC107580.1",160
"AC107597.1",1209
"AC108288.1",886
"AC108295.1",303
"AC108312.1",446
"AC108312.2",12950
"AC108323.1",345
"AC108323.2",843
"AC108351.1",502
"AC108351.2",138
"AC108351.3",280
"AC108351.4",129
"AC108572.1",230
"AC108572.2",5459
"AC108572.3",2538
"AC108572.4",572
"AC108572.5",439
"AC108574.1",8087
"AC108576.1",7666
"AC108578.1",543
"AC108588.1",8449
"AC108595.1",639
"AC108616.1",1237
"AC108616.2",473
"AC108631.1",174
"AC108635.1",935
"AC109023.1",905
"AC109025.1",92
"AC109037.1",501
"AC109048.1",27343
"AC109096.1",413
"AC109100.1",109
"AC109391.1",118
"AC109427.1",237
"AC109427.2",60
"AC109542.1",2913
"AC109542.2",284
"AC109542.3",91
"AC109660.1",1725
"AC109707.1",971
"AC109737.1",1451
"AC109837.1",6123
"AC109844.1",3502
"AC109877.1",74
"AC109886.1",1476
"AC109891.1",9740
"AC109901.1",514
"AC109901.2",475
"AC109942.1",3502
"AC109942.2",387
"AC109958.1",938
"AC110102.1",8671
"AC110102.2",3609
"AC110306.2",2661
"AC110315.1",1740
"AC110351.1",399
"AC110351.2",1400
"AC110367.1",101
"AC110403.1",1162
"AC110474.1",561
"AC110474.2",59
"AC110488.1",8259
"AC110682.1",6420
"AC110690.1",66
"AC110709.1",399
"AC110709.2",4922
"AC110824.1",347
"AC110837.1",308
"AC110846.1",465
"AC110851.1",270
"AC110862.1",61
"AC110981.1",843
"AC111231.1",19646
"AC111231.2",1296
"AC111231.3",2527
"AC111257.1",5955
"AC111287.1",917
"AC111292.1",2687
"AC111292.2",9807
"AC111292.3",120
"AC111315.1",60
"AC111319.1",862
"AC111319.2",10309
"AC111319.3",313
"AC111369.1",2633
"AC111413.1",89
"AC111421.1",933
"AC111428.1",7468
"AC111428.2",4760
"AC111575.1",763
"AC111632.1",908
"AC111632.2",5375
"AC111647.1",397
"AC111653.1",9110
"AC111678.1",72394
"AC111678.2",14329
"AC111687.1",2036
"AC111734.1",106
"AC111734.2",228
"AC111781.1",1800
"AC111804.1",3781
"AC111804.2",478
"AC111831.1",26313
"AC111831.2",6966
"AC111847.1",7727
"AC111867.1",97
"AC111885.1",33923
"AC111943.1",128
"AC112001.1",5525
"AC112018.1",237
"AC112030.1",15220
"AC112062.1",84
"AC112093.1",89
"AC112328.1",2726
"AC112348.1",965
"AC112350.1",671
"AC112355.1",5521
"AC112440.1",17466
"AC112440.2",144
"AC112531.1",15433
"AC112531.2",194
"AC112534.1",760
"AC112534.2",657
"AC112557.1",2188
"AC112568.1",940
"AC112568.2",1393
"AC112568.3",700
"AC112568.4",922
"AC112568.5",766
"AC112568.6",1573
"AC112624.1",1638
"AC112739.1",2317
"AC112866.1",372
"AC113635.1",115
"AC113635.2",342
"AC113710.1",98
"AC113771.1",427
"AC113773.1",7542
"AC113773.2",2687
"AC113785.1",13129
"AC113785.2",280
"AC113785.3",6170
"AC113785.4",309
"AC113785.5",453
"AC113837.1",433
"AC113837.2",1109
"AC113858.1",4592
"AC113858.2",4485
"AC113901.1",574
"AC113910.1",447
"AC113925.1",958
"AC114017.1",306
"AC114070.1",3265
"AC114070.2",933
"AC114093.1",1555
"AC114096.1",142
"AC114096.2",138
"AC114111.1",309
"AC114111.2",178
"AC114117.1",83
"AC114198.1",82
"AC114204.1",297
"AC114233.1",779
"AC114233.2",349
"AC114252.1",732
"AC114343.1",6869
"AC114363.1",547
"AC114389.1",4179
"AC114389.2",1879
"AC114391.1",14364
"AC114393.1",408
"AC114446.1",634
"AC114452.1",6295
"AC114460.1",794
"AC114460.2",615
"AC114696.1",64
"AC114845.1",12992
"AC114845.2",1078
"AC115159.2",94
"AC115159.3",3585
"AC115181.1",1025
"AC115202.1",2425
"AC115202.2",42610
"AC115202.3",719
"AC115214.1",588
"AC115255.1",2969
"AC115255.2",2735
"AC115273.1",125
"AC115277.1",552
"AC115277.2",106
"AC115322.1",604
"AC115369.1",3082
"AC115371.1",5456
"AC115371.2",1209
"AC115371.3",6519
"AC115384.1",842
"AC115384.2",1090
"AC115415.1",64
"AC115418.1",103
"AC115420.1",1281
"AC115420.2",635
"AC115420.3",2471
"AC115420.4",8424
