"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudySRP027383","StudySRP091303","GenderM","DiseaseCON","DiseaseGrade_2","DiseaseGrade_3","DiseaseGrade_4","Age","Tissueprefrontal_cortex","p.value.StudySRP027383","p.value.StudySRP091303","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseGrade_2","p.value.DiseaseGrade_3","p.value.DiseaseGrade_4","p.value.Age","p.value.Tissueprefrontal_cortex"
"72","c1_HuAgeGBsplitRnaseq_193","PSVZbyQSVZ__","User",5.90127201157278e-06,0.0611102459059981,0.00767000400578989,-0.0157069630870301,-0.0816044021513989,0.0539121222455927,0.0571721304195961,0.162609691608337,0.00751703688106265,-0.0796849686763462,0.227958194480827,0.879832812256499,0.756857697399842,0.107148249307323,0.28759894424547,0.259400634260972,0.00125268343473088,0.882211776481821,0.115689664739133
"73","c1_HuAgeGBsplitRnaseq_193","QNPbyTAP__","User",7.05821529367353e-09,0.0611102459059981,0.00767000400578989,-0.0157069630870301,-0.0816044021513989,0.0539121222455927,0.0571721304195961,0.162609691608337,0.00751703688106265,-0.0796849686763462,0.227958194480827,0.879832812256499,0.756857697399842,0.107148249307323,0.28759894424547,0.259400634260972,0.00125268343473088,0.882211776481821,0.115689664739133
"74","c1_HuAgeGBsplitRnaseq_193","PGBCbyQGBC__","User",1.1135823836326e-05,0.0611102459059981,0.00767000400578989,-0.0157069630870301,-0.0816044021513989,0.0539121222455927,0.0571721304195961,0.162609691608337,0.00751703688106265,-0.0796849686763462,0.227958194480827,0.879832812256499,0.756857697399842,0.107148249307323,0.28759894424547,0.259400634260972,0.00125268343473088,0.882211776481821,0.115689664739133
"75","c1_HuAgeGBsplitRnaseq_193","TAPbyQNP__","User",0.00150896627784628,0.0611102459059981,0.00767000400578989,-0.0157069630870301,-0.0816044021513989,0.0539121222455927,0.0571721304195961,0.162609691608337,0.00751703688106265,-0.0796849686763462,0.227958194480827,0.879832812256499,0.756857697399842,0.107148249307323,0.28759894424547,0.259400634260972,0.00125268343473088,0.882211776481821,0.115689664739133
"76","c1_HuAgeGBsplitRnaseq_193","QSVZbyPSVZ__","User",0.00232237310529354,0.0611102459059981,0.00767000400578989,-0.0157069630870301,-0.0816044021513989,0.0539121222455927,0.0571721304195961,0.162609691608337,0.00751703688106265,-0.0796849686763462,0.227958194480827,0.879832812256499,0.756857697399842,0.107148249307323,0.28759894424547,0.259400634260972,0.00125268343473088,0.882211776481821,0.115689664739133
"172","c1_HuAgeGBsplitRnaseq_32","PGBCbyQGBC__","User",6.76024928960278e-05,0.00539353587348485,0.0263740488620143,-0.0119353822849773,-0.0303067497982586,-0.0200711797104804,-0.0593570526012367,0.126906627165716,0.059300086949208,-0.0314630416207975,0.915336727072968,0.603109709915816,0.814007190051547,0.550176426307562,0.692362455017149,0.241604952598026,0.0120204223018497,0.242057777727229,0.535058262309933
"173","c1_HuAgeGBsplitRnaseq_32","QNPbyTAP__","User",9.23685912349686e-22,0.00539353587348485,0.0263740488620143,-0.0119353822849773,-0.0303067497982586,-0.0200711797104804,-0.0593570526012367,0.126906627165716,0.059300086949208,-0.0314630416207975,0.915336727072968,0.603109709915816,0.814007190051547,0.550176426307562,0.692362455017149,0.241604952598026,0.0120204223018497,0.242057777727229,0.535058262309933
"174","c1_HuAgeGBsplitRnaseq_32","PSVZbyQSVZ__","User",0.00136892875858897,0.00539353587348485,0.0263740488620143,-0.0119353822849773,-0.0303067497982586,-0.0200711797104804,-0.0593570526012367,0.126906627165716,0.059300086949208,-0.0314630416207975,0.915336727072968,0.603109709915816,0.814007190051547,0.550176426307562,0.692362455017149,0.241604952598026,0.0120204223018497,0.242057777727229,0.535058262309933
