"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudySRP027383","StudySRP091303","GenderM","DiseaseCON","DiseaseGrade_2","DiseaseGrade_3","DiseaseGrade_4","Age","Tissueprefrontal_cortex","p.value.StudySRP027383","p.value.StudySRP091303","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseGrade_2","p.value.DiseaseGrade_3","p.value.DiseaseGrade_4","p.value.Age","p.value.Tissueprefrontal_cortex"
"1","c1_HuAgeGBsplitRnaseq_101","QNPbyTAP__","User",3.32252343211492e-67,4.71844785465692e-16,8.32667268468867e-17,3.97251675998689e-16,-6.81746326058885e-16,-0.0453915663711129,0.132332806017248,-0.0180787528256967,2.81025203108243e-16,9.10729824887824e-18,0.999999999999993,0.999999999999999,0.999999999999994,0.999999999999989,0.370708021650848,0.00879644721695317,0.721564402302937,0.999999999999996,1
"2","c1_HuAgeGBsplitRnaseq_101","PGBCbyQGBC__","User",0.0113333718504898,4.71844785465692e-16,8.32667268468867e-17,3.97251675998689e-16,-6.81746326058885e-16,-0.0453915663711129,0.132332806017248,-0.0180787528256967,2.81025203108243e-16,9.10729824887824e-18,0.999999999999993,0.999999999999999,0.999999999999994,0.999999999999989,0.370708021650848,0.00879644721695317,0.721564402302937,0.999999999999996,1
"3","c1_HuAgeGBsplitRnaseq_101","PSVZbyQSVZ__","User",0.00111239418881262,4.71844785465692e-16,8.32667268468867e-17,3.97251675998689e-16,-6.81746326058885e-16,-0.0453915663711129,0.132332806017248,-0.0180787528256967,2.81025203108243e-16,9.10729824887824e-18,0.999999999999993,0.999999999999999,0.999999999999994,0.999999999999989,0.370708021650848,0.00879644721695317,0.721564402302937,0.999999999999996,1
"4","c1_HuAgeGBsplitRnaseq_101","NPCbyNSC__","User",0.00253223078027343,4.71844785465692e-16,8.32667268468867e-17,3.97251675998689e-16,-6.81746326058885e-16,-0.0453915663711129,0.132332806017248,-0.0180787528256967,2.81025203108243e-16,9.10729824887824e-18,0.999999999999993,0.999999999999999,0.999999999999994,0.999999999999989,0.370708021650848,0.00879644721695317,0.721564402302937,0.999999999999996,1
"5","c1_HuAgeGBsplitRnaseq_101","NSCbyNPC__","User",0.00435901255433069,4.71844785465692e-16,8.32667268468867e-17,3.97251675998689e-16,-6.81746326058885e-16,-0.0453915663711129,0.132332806017248,-0.0180787528256967,2.81025203108243e-16,9.10729824887824e-18,0.999999999999993,0.999999999999999,0.999999999999994,0.999999999999989,0.370708021650848,0.00879644721695317,0.721564402302937,0.999999999999996,1
"6","c1_HuAgeGBsplitRnaseq_12","PGBCbyQGBC__","User",0.00945273909479848,5.36029554076833e-16,-5.72458747072346e-17,2.2811613709095e-16,-6.09375831045478e-16,0.00452510287051387,-0.0141315814548942,0.00275808650054519,-1.49836740237497e-16,1.31188462870746e-17,0.999999999999992,0.999999999999999,0.999999999999996,0.99999999999999,0.928929246524529,0.780587735307164,0.95664585872746,0.999999999999998,1
"7","c1_HuAgeGBsplitRnaseq_12","QSVZbyPSVZ__","User",0.000129738789691446,5.36029554076833e-16,-5.72458747072346e-17,2.2811613709095e-16,-6.09375831045478e-16,0.00452510287051387,-0.0141315814548942,0.00275808650054519,-1.49836740237497e-16,1.31188462870746e-17,0.999999999999992,0.999999999999999,0.999999999999996,0.99999999999999,0.928929246524529,0.780587735307164,0.95664585872746,0.999999999999998,1
"8","c1_HuAgeGBsplitRnaseq_12","NPCbyNSC__","User",0.000129816146393879,5.36029554076833e-16,-5.72458747072346e-17,2.2811613709095e-16,-6.09375831045478e-16,0.00452510287051387,-0.0141315814548942,0.00275808650054519,-1.49836740237497e-16,1.31188462870746e-17,0.999999999999992,0.999999999999999,0.999999999999996,0.99999999999999,0.928929246524529,0.780587735307164,0.95664585872746,0.999999999999998,1
"9","c1_HuAgeGBsplitRnaseq_12","PGBObyQGBO__","User",0.000714735699664636,5.36029554076833e-16,-5.72458747072346e-17,2.2811613709095e-16,-6.09375831045478e-16,0.00452510287051387,-0.0141315814548942,0.00275808650054519,-1.49836740237497e-16,1.31188462870746e-17,0.999999999999992,0.999999999999999,0.999999999999996,0.99999999999999,0.928929246524529,0.780587735307164,0.95664585872746,0.999999999999998,1
"10","c1_HuAgeGBsplitRnaseq_151","PSVZbyQSVZ__","User",0.0365417556946056,6.93889390390723e-18,5.20417042793042e-17,-1.6306400674182e-16,-2.25514051876985e-17,-0.0505996243964095,0.101336337950751,-0.014933198509474,4.85722573273506e-17,9.71445146547012e-17,1,0.999999999999999,0.999999999999997,1,0.318289628897553,0.0452268408642327,0.768485959510302,0.999999999999999,0.999999999999998
"11","c1_HuAgeGBsplitRnaseq_151","TAPbyQNP__","User",3.57770296690353e-05,6.93889390390723e-18,5.20417042793042e-17,-1.6306400674182e-16,-2.25514051876985e-17,-0.0505996243964095,0.101336337950751,-0.014933198509474,4.85722573273506e-17,9.71445146547012e-17,1,0.999999999999999,0.999999999999997,1,0.318289628897553,0.0452268408642327,0.768485959510302,0.999999999999999,0.999999999999998
"12","c1_HuAgeGBsplitRnaseq_153","QNPbyTAP__","User",0.0143608585847612,3.05311331771918e-16,6.59194920871187e-17,1.42247325030098e-16,-4.63171168085807e-16,-0.0754631923054094,-0.021226001658622,0.0197446809851216,-1.14491749414469e-16,-7.11236625150491e-17,0.999999999999995,0.999999999999999,0.999999999999998,0.999999999999993,0.136346498154707,0.675639793844527,0.697118044849202,0.999999999999998,0.999999999999999
"13","c1_HuAgeGBsplitRnaseq_155","QNPbyTAP__","User",2.51353807103824e-36,0,2.4980018054066e-16,1.11889664200504e-16,-2.17707796235089e-16,-0.0590315379921612,0.147776374234812,-0.023304685102919,-7.37257477290143e-17,-2.81892564846231e-17,1,0.999999999999996,0.999999999999998,0.999999999999997,0.244200507973056,0.00340241010540998,0.645941682860492,0.999999999999999,1
"14","c1_HuAgeGBsplitRnaseq_156","NPCbyNSC__","User",0.000409704048837738,6.59194920871187e-16,1.56125112837913e-17,3.963843142607e-16,-8.14452671971111e-16,-0.0175674117949447,0.0106898046311438,0.00527687311365089,-1.49186218934005e-16,-2.62810606610486e-16,0.99999999999999,1,0.999999999999994,0.999999999999987,0.729126555768938,0.833116326283539,0.917161361380055,0.999999999999998,0.999999999999996
