"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudySRP027383","StudySRP091303","GenderM","DiseaseCON","DiseaseGrade_2","DiseaseGrade_3","DiseaseGrade_4","Age","Tissueprefrontal_cortex","p.value.StudySRP027383","p.value.StudySRP091303","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseGrade_2","p.value.DiseaseGrade_3","p.value.DiseaseGrade_4","p.value.Age","p.value.Tissueprefrontal_cortex"
"1","c1_HuAgeGBsplitRnaseq_101","QNPbyTAP__","User",3.32252343211492e-67,-0.0118261933372741,0.0562466960424592,-0.0793941629596687,-0.0361140311967273,-0.0730497587137251,0.164597471016926,0.0774976469891972,0.00797470216883626,-0.0295367329501364,0.815678094349824,0.267204165734899,0.117029012755009,0.47643088953871,0.149367936269621,0.00108850830472159,0.126063267491022,0.875097346488937,0.560359086504157
"2","c1_HuAgeGBsplitRnaseq_101","PGBCbyQGBC__","User",0.0113333718504898,-0.0118261933372741,0.0562466960424592,-0.0793941629596687,-0.0361140311967273,-0.0730497587137251,0.164597471016926,0.0774976469891972,0.00797470216883626,-0.0295367329501364,0.815678094349824,0.267204165734899,0.117029012755009,0.47643088953871,0.149367936269621,0.00108850830472159,0.126063267491022,0.875097346488937,0.560359086504157
"3","c1_HuAgeGBsplitRnaseq_101","PSVZbyQSVZ__","User",0.00111239418881262,-0.0118261933372741,0.0562466960424592,-0.0793941629596687,-0.0361140311967273,-0.0730497587137251,0.164597471016926,0.0774976469891972,0.00797470216883626,-0.0295367329501364,0.815678094349824,0.267204165734899,0.117029012755009,0.47643088953871,0.149367936269621,0.00108850830472159,0.126063267491022,0.875097346488937,0.560359086504157
"4","c1_HuAgeGBsplitRnaseq_101","NPCbyNSC__","User",0.00253223078027343,-0.0118261933372741,0.0562466960424592,-0.0793941629596687,-0.0361140311967273,-0.0730497587137251,0.164597471016926,0.0774976469891972,0.00797470216883626,-0.0295367329501364,0.815678094349824,0.267204165734899,0.117029012755009,0.47643088953871,0.149367936269621,0.00108850830472159,0.126063267491022,0.875097346488937,0.560359086504157
"5","c1_HuAgeGBsplitRnaseq_101","NSCbyNPC__","User",0.00435901255433069,-0.0118261933372741,0.0562466960424592,-0.0793941629596687,-0.0361140311967273,-0.0730497587137251,0.164597471016926,0.0774976469891972,0.00797470216883626,-0.0295367329501364,0.815678094349824,0.267204165734899,0.117029012755009,0.47643088953871,0.149367936269621,0.00108850830472159,0.126063267491022,0.875097346488937,0.560359086504157
"6","c1_HuAgeGBsplitRnaseq_12","PGBCbyQGBC__","User",0.00945273909479848,-0.0326581071238532,-0.00127833400096498,0.000334190703979363,0.0410744173912527,-0.0406091310421347,-0.0571721304195961,-0.0588846750048922,0.00225458893630291,0.054129273645576,0.519655519925096,0.979898229067639,0.994744343296733,0.417977234166646,0.423274627462158,0.259400634260972,0.245377911425548,0.964554528881706,0.285658938174605
"7","c1_HuAgeGBsplitRnaseq_12","QSVZbyPSVZ__","User",0.000129738789691446,-0.0326581071238532,-0.00127833400096498,0.000334190703979363,0.0410744173912527,-0.0406091310421347,-0.0571721304195961,-0.0588846750048922,0.00225458893630291,0.054129273645576,0.519655519925096,0.979898229067639,0.994744343296733,0.417977234166646,0.423274627462158,0.259400634260972,0.245377911425548,0.964554528881706,0.285658938174605
"8","c1_HuAgeGBsplitRnaseq_12","NPCbyNSC__","User",0.000129816146393879,-0.0326581071238532,-0.00127833400096498,0.000334190703979363,0.0410744173912527,-0.0406091310421347,-0.0571721304195961,-0.0588846750048922,0.00225458893630291,0.054129273645576,0.519655519925096,0.979898229067639,0.994744343296733,0.417977234166646,0.423274627462158,0.259400634260972,0.245377911425548,0.964554528881706,0.285658938174605
"9","c1_HuAgeGBsplitRnaseq_12","PGBObyQGBO__","User",0.000714735699664636,-0.0326581071238532,-0.00127833400096498,0.000334190703979363,0.0410744173912527,-0.0406091310421347,-0.0571721304195961,-0.0588846750048922,0.00225458893630291,0.054129273645576,0.519655519925096,0.979898229067639,0.994744343296733,0.417977234166646,0.423274627462158,0.259400634260972,0.245377911425548,0.964554528881706,0.285658938174605
"10","c1_HuAgeGBsplitRnaseq_151","PSVZbyQSVZ__","User",0.0365417556946056,-0.0165269814838894,0.0010764917902863,-0.0462138002074319,0.0192366196324276,-0.00956881823406623,-0.00873968872656245,-0.0428098355639015,-0.0344793259846434,0.0177220397700818,0.744593945485173,0.983071673971286,0.362095167078243,0.704541742180838,0.850398758420085,0.863228293676186,0.398565171003671,0.496628662988031,0.726836974071117
