"","Gene","Category"
"1","Nog","QNPbyTAP"
"2","Ngfr","QNPbyTAP"
"3","RF01225","QNPbyTAP"
"4","NEWGENE_1307313","QNPbyTAP"
"5","Anxa1","QNPbyTAP"
"6","Nptx1","QNPbyTAP"
"7","Sox9","QNPbyTAP"
"8","Bloc1s3","QNPbyTAP"
"9","Sparc","QNPbyTAP"
"10","Hrc","QNPbyTAP"
"11","Arl4d","QNPbyTAP"
"12","Mir497","QNPbyTAP"
"13","Acan","QNPbyTAP"
"14","Lmo1","QNPbyTAP"
"15","Tnfrsf12a","QNPbyTAP"
"16","Eid2b","QNPbyTAP"
"17","Plekhg2","QNPbyTAP"
"18","LOC103689931","QNPbyTAP"
"19","Sez6","QNPbyTAP"
"20","Mir6326","QNPbyTAP"
"21","Ahnak","QNPbyTAP"
"22","AC109096.1","QNPbyTAP"
"23","Zfp36","QNPbyTAP"
"24","Gfap","QNPbyTAP"
"25","LOC100911730","QNPbyTAP"
"26","Furin","QNPbyTAP"
"27","Cd151","QNPbyTAP"
"28","AC103090.1","QNPbyTAP"
"29","Fzd4","QNPbyTAP"
"30","Plekhh3","QNPbyTAP"
"31","Clec11a","QNPbyTAP"
"32","Trim47","QNPbyTAP"
"33","Borcs6","QNPbyTAP"
"34","Adrb1","QNPbyTAP"
"35","Emp3","QNPbyTAP"
"36","Mvp","QNPbyTAP"
"37","RGD1561590","QNPbyTAP"
"38","Prss23","QNPbyTAP"
"39","Ntf4","QNPbyTAP"
"40","Cend1","QNPbyTAP"
"41","Fosb","QNPbyTAP"
"42","Ypel3","QNPbyTAP"
"43","LOC100910875","QNPbyTAP"
"44","Tgfb1","QNPbyTAP"
"45","AABR07003030.1","QNPbyTAP"
"46","Ifitm2","QNPbyTAP"
"47","Tax1bp3","QNPbyTAP"
"48","Vstm2b","QNPbyTAP"
"49","Ctsd","QNPbyTAP"
"50","Irgq","QNPbyTAP"
"51","Slc9a3r2","QNPbyTAP"
"52","Slc25a10","QNPbyTAP"
"53","Ppp2r5b","QNPbyTAP"
"54","Pold4","QNPbyTAP"
"55","Timp2","QNPbyTAP"
"56","Cebpa","QNPbyTAP"
"57","Kazald1","QNPbyTAP"
"58","Ppp1r15a","QNPbyTAP"
"59","Igf2","QNPbyTAP"
"60","Nkiras2","QNPbyTAP"
"61","Rras","QNPbyTAP"
"62","Nr1d1","QNPbyTAP"
"63","Adm","QNPbyTAP"
"64","Hps6","QNPbyTAP"
"65","Gprc5b","QNPbyTAP"
"66","Paqr4","QNPbyTAP"
"67","Vgll3","QNPbyTAP"
"68","Zbtb4","QNPbyTAP"
"69","Ghdc","QNPbyTAP"
"70","Chmp2b","QNPbyTAP"
"71","Sphk2","QNPbyTAP"
"72","Aatk","QNPbyTAP"
"73","Znhit2","QNPbyTAP"
"74","Pkd1","QNPbyTAP"
"75","Atp1b2","QNPbyTAP"
"76","Itga3","QNPbyTAP"
"77","AABR07005633.1","QNPbyTAP"
"78","Rcn3","QNPbyTAP"
"79","Atp6v0c","QNPbyTAP"
"80","Rara","QNPbyTAP"
"81","Trim8","QNPbyTAP"
"82","Fstl1","QNPbyTAP"
"83","AABR07001555.1","QNPbyTAP"
"84","Cib1","QNPbyTAP"
"85","Bag3","QNPbyTAP"
"86","Mir21","QNPbyTAP"
"87","Cyb561a3","QNPbyTAP"
"88","Aldh1a3","QNPbyTAP"
"89","Rom1","QNPbyTAP"
"90","Zbtb45","QNPbyTAP"
"91","Sertad3","QNPbyTAP"
"92","Tbc1d17","QNPbyTAP"
"93","Mtmr10","QNPbyTAP"
"94","AC123095.1","QNPbyTAP"
"95","Wdr81","QNPbyTAP"
"96","Stac2","QNPbyTAP"
"97","Ehd2","QNPbyTAP"
"98","AC126148.1","QNPbyTAP"
"99","Rnasek","QNPbyTAP"
"100","Rogdi","QNPbyTAP"
"101","Bles03","QNPbyTAP"
"102","Dact3","QNPbyTAP"
"103","Gng8","QNPbyTAP"
"104","Pagr1","QNPbyTAP"
