"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","SmoothMuscle","90/363",2.65887323938939e-05,0.00223345352108708,0,0,1.50719686503052,15.8783536780113,"ITGB1;FKBP10;CLIC4;CDKN1A;SPARC;B4GALT1;KDELR1;FKBP14;GBE1;SERPINE1;DIRAS2;LAMC1;RND3;CYR61;CTGF;LACTB;GYS1;POFUT2;TUBB6;EFEMP2;LGALS1;ALCAM;SIPA1L1;TFG;CDH2;GUK1;RARS;PGM3;TNKS1BP1;TMED1;EMILIN1;RPS11;EIF5A;IL11;ATP6V0E1;FOXD1;TPM4;IGFBP4;CHPF2;SPHK1;HEG1;MYOF;TPM1;F2R;FNDC3B;RRAS2;WIPI1;CKAP4;ADAM19;RCN3;ALDH1A3;COL6A2;TAX1BP3;MXRA7;KDELR3;DBN1;RAI14;SHC1;THBS2;FSTL1;SUPT6H;PAPSS2;HSP90B1;LDHA;CALD1;STC2;SERPINH1;PGK1;CCL2;CD59;MYH10;PDLIM7;SEC31A;CBR3;NQO1;IL33;NPM1;SMURF2;GALNT2;PLK2;TPBG;BNIP3;TMEM132A;PARVA;ZFHX4;EXT1;EHD2;AXL;RPL27A;CD200",90
