"","DEG_edgeRnames","DEG_Limmanames","DEG_Simplenames"
"DEG_edgeRnames",4.69988642336988e-123,6.27250383671545e-10,1.86107205540313e-44
"DEG_Limmanames",6.27250383671543e-10,0,0.996186672185468
"DEG_Simplenames",1.86107205540308e-44,0.996186672185468,1.29800122838837e-63
