"","PGBObyQGBO","AveExpr","F","P.Value","adj.P.Val"
"TUBBP6",-0.288551633440922,0.90543859463151,0.391985780926074,0.542423757681307,0.999994892125812
"HIST1H3E",0.228728076082592,4.06702751082971,0.391747925726376,0.542544430844567,0.999994892125812
"EEF1E1P1",-0.282896717131465,0.537509495679885,0.391574570585327,0.542632413176372,0.999994892125812
"NPPC",-0.217939252102907,0.542659497750451,0.391444652753265,0.542698367923757,0.999994892125812
"AC137630.3",-0.512061356657247,2.33678027903655,0.390571105064655,0.543142238661006,0.999994892125812
"AC156455.1",0.183897107797682,2.70310630794084,0.390464097213277,0.543196660015819,0.999994892125812
"FGF2",-0.14871629665421,0.671158929125186,0.390308680563525,0.543275719513514,0.999994892125812
"AC026954.1",0.155109328570345,0.486762945130412,0.390264916328423,0.543297986112641,0.999994892125812
"CRIP1",0.22536019995229,0.54970024900026,0.390215641794411,0.543323058375551,0.999994892125812
"RNF182",0.289900695128929,1.54679243510459,0.390153328406992,0.543354768365206,0.999994892125812
"AL158050.1",-0.549766418043488,2.00465974804319,0.389931859972435,0.543467497926718,0.999994892125812
"AKT3",0.153894595269456,1.87586019384653,0.389924426450862,0.543471282442567,0.999994892125812
"ZNF383",0.186903984260179,1.87076594227887,0.389863154416037,0.543502478877545,0.999994892125812
"PLEKHA8P1",-0.204325501286422,0.803771407930795,0.389634045574334,0.543619159410477,0.999994892125812
"SIK2",0.170622836317825,1.68083368152759,0.389414269383194,0.543731132408169,0.999994892125812
"F2R",0.250691874961945,5.6286047843838,0.389192112845582,0.543844363374405,0.999994892125812
"AC002519.2",0.211532511117514,0.908098461041673,0.389160144757574,0.54386066093273,0.999994892125812
"AC063948.1",-0.25288462305308,1.78916728091459,0.389032406469201,0.543925792224359,0.999994892125812
"ACOT7",-0.290027408994415,2.09316293324509,0.388852942721662,0.544017322757692,0.999994892125812
"IL17RA",0.199904247323588,1.71563637328238,0.388843279627081,0.544022251995692,0.999994892125812
"SLC25A40",0.277486524875367,3.16180340371387,0.388758593748072,0.544065454769271,0.999994892125812
"HIST2H3D",0.356425003546838,0.645760713847409,0.388710962137303,0.544089757098045,0.999994892125812
"AOC3",0.245345757425534,0.871443310346815,0.38863531363701,0.544128358350489,0.999994892125812
"GJC1",0.292778561898944,3.78595957635803,0.388553261275896,0.544170233284986,0.999994892125812
"ZNF431",0.213693302394038,1.95353540939259,0.388530854505012,0.54418166952848,0.999994892125812
"CSF1",0.29526170216382,2.92819296595415,0.388423070636464,0.544236688069819,0.999994892125812
"DNM1P34",0.22215341466449,0.449232298679738,0.388002929802314,0.54445125255119,0.999994892125812
"SLC16A14",-0.253703596385297,1.02161273780935,0.3879742302057,0.544465915296853,0.999994892125812
"FAM110B",-0.154564197919951,0.817130808504323,0.387905222966258,0.544501174509915,0.999994892125812
"FRS2",0.147740406693453,2.07530767177919,0.387888510895764,0.544509714196976,0.999994892125812
"SALL4",0.261862304222456,1.90607295801366,0.387873295178512,0.544517489488714,0.999994892125812
"VIM-AS1",0.228061848675195,0.952650089993684,0.387808611747724,0.544550545371557,0.999994892125812
"AL121823.1",0.16227736429542,0.579228065747466,0.38744233612905,0.544737800367166,0.999994892125812
"MRGPRF",0.436340141790334,1.42219409609286,0.387377847637106,0.544770782388721,0.999994892125812
"MIR3671",0.500418391668812,2.72307764015659,0.387092585515795,0.544916723272503,0.999994892125812
"RN7SL342P",-0.261980033607647,0.362006317937189,0.386840396235078,0.54504580695119,0.999994892125812
"XYLT1",0.15694828310466,0.796779881255383,0.386383458168224,0.545279842456407,0.999994892125812
"AC073195.1",0.574621502851388,1.89733767687808,0.386210630472896,0.5453684123781,0.999994892125812
"AC106795.1",-0.167911923585421,0.488723432632343,0.386124830199314,0.54541239323645,0.999994892125812
"AC135506.1",0.256407308888354,1.78033461709257,0.386019150841778,0.54546657346182,0.999994892125812
"PLEKHG2",0.246496245132842,4.95039199589377,0.385987684865636,0.545482707609086,0.999994892125812
"PBX3",0.178649187952089,2.21789516278151,0.385857752831364,0.5455493399086,0.999994892125812
"AL132640.3",0.386527028918663,1.09218767079752,0.385765600791826,0.545596607258604,0.999994892125812
"SOS1",0.157505594689558,2.50266944575127,0.385652589572496,0.545654584685421,0.999994892125812
"WASHC4",0.243165793329232,2.56044631518889,0.38561432624004,0.545674217381916,0.999994892125812
"CFAP97D1",0.154429430152396,0.882430984488653,0.385568848752593,0.54569755339848,0.999994892125812
"MTRF1",0.155798263370958,1.07935900781851,0.385525533838941,0.545719781522656,0.999994892125812
"CCND2",-0.355312812105663,3.4753859992754,0.385413996417415,0.545777027791137,0.999994892125812
"RNU6-510P",-0.535693546650907,1.86598477856622,0.385394714577141,0.545786925320245,0.999994892125812
"TIMM22",-0.493685208440436,4.3243156739103,0.385128639000888,0.545923539625611,0.999994892125812
"ZNF879",-0.194291348852269,0.983637722368552,0.384625888540626,0.546181853579445,0.999994892125812
"RPL35AP26",-0.297941670400325,0.505915900403294,0.384571072303864,0.546210032563151,0.999994892125812
"HOMER2",0.239355313127481,1.31581051719973,0.384568823998539,0.546211188393243,0.999994892125812
"BCL2L10",0.252324156610266,0.544814829234307,0.384327593280367,0.546335230108506,0.999994892125812
"UXT",-0.45846377586784,4.59264070145269,0.384286891861427,0.546356164309664,0.999994892125812
"OR1A1",-0.265896788807123,1.17830742549839,0.384273076493821,0.546363270402719,0.999994892125812
"LRP1",0.408557124359016,4.16636789010221,0.384256241684684,0.546371929822381,0.999994892125812
"MAFF",0.437407095045928,2.48308462110117,0.384255115714906,0.546372509003562,0.999994892125812
"GLCCI1",-0.207019534315338,3.30919396093853,0.384187992630838,0.546407038214744,0.999994892125812
"AL359752.1",-0.506286944020809,2.71020237948504,0.383678186066911,0.546669429198183,0.999994892125812
"DIP2A",0.220200705315898,2.81855377725087,0.383443806105857,0.546790143609467,0.999994892125812
"AL390728.6",0.411467106995262,4.37736003723011,0.383303853196301,0.546862249231642,0.999994892125812
"NUP153",0.156052210822863,2.97335247781421,0.383087227272567,0.546973894208752,0.999994892125812
"EZH1",0.267689342709446,2.7827372434373,0.382961148037107,0.547038893470238,0.999994892125812
"NIFKP9",0.281263440167333,0.42847443685847,0.382947464248049,0.547045948953095,0.999994892125812
"OR8B9P",-0.166484954571258,0.784708947148521,0.382826545188822,0.547108303568576,0.999994892125812
"PFKFB3",0.306565463546492,2.32530187268662,0.382772236105985,0.547136313750921,0.999994892125812
"SHROOM2",-0.17399316962384,1.30131370994438,0.382495222236805,0.547279228373084,0.999994892125812
"ZCCHC9",0.318447890499537,3.97075856974456,0.382488311482845,0.547282794636718,0.999994892125812
"PHKA1P1",0.401668440827155,1.44144289276854,0.382457464650515,0.547298713556678,0.999994892125812
"MTND2P12",-0.268049943252178,1.34587063320861,0.38241535994946,0.547320443701544,0.999994892125812
"SALL3",-0.255843987820292,3.33267077412462,0.382331191964747,0.547363887638624,0.999994892125812
"ACACA",-0.201287741678958,2.44631094202037,0.382241894516662,0.547409986509166,0.999994892125812
"PTGES2-AS1",-0.358148967040724,1.86824007937217,0.381933129590232,0.547569441298125,0.999994892125812
"AC079089.1",0.12865887520726,1.98622637935902,0.381861754400591,0.547606314270919,0.999994892125812
"IDI1",0.208559908097973,2.52379071384366,0.381829993123729,0.547622723942346,0.999994892125812
"ZDHHC6",0.220030405245705,3.6877428595992,0.381705864764271,0.547686864836489,0.999994892125812
"FAM201B",0.30566483971647,0.643563064346921,0.381645436885654,0.54771809504084,0.999994892125812
"RAB12",0.293770056414169,2.89390747105868,0.381604178339404,0.547739420180949,0.999994892125812
"AC084757.3",-0.254974911837308,0.948454223469497,0.381579365486107,0.547752245878454,0.999994892125812
"AL355987.3",0.173279402320397,1.15850465312233,0.381398533137445,0.547845735267604,0.999994892125812
"FGD1",-0.304032255962761,2.65679656654688,0.381288798625964,0.547902482566391,0.999994892125812
"FKTN",0.176398768166575,2.03170116293842,0.381239610704424,0.547927922955995,0.999994892125812
"PTGR1",-0.174793843591784,0.546093501815183,0.381212180433561,0.547942111110756,0.999994892125812
"AC009779.1",-0.385071684610638,1.69602389826801,0.380991948588135,0.548056050703048,0.999994892125812
"RPL39P5",-0.23152882900825,0.764087868284527,0.380929637577938,0.548088296415554,0.999994892125812
"AC092896.1",0.371195255807702,2.96763823905185,0.380862832199574,0.548122872045498,0.999994892125812
"GRPEL2",-0.156987449429893,0.784345815358041,0.38079663604571,0.548157136551416,0.999994892125812
"RLF",0.163930721910547,2.52996327665061,0.380697100830452,0.548208665891919,0.999994892125812
"AL138724.1",0.292643156117436,1.35180691013692,0.38052253447165,0.548299061584318,0.999994892125812
"SLC25A45",-0.273627877557094,3.02566895676893,0.380417709143742,0.548353357217871,0.999994892125812
"FAM43A",0.523392674169089,4.09084090431255,0.380264453976505,0.548432756544753,0.999994892125812
"ANKH",0.220102071476814,2.04195885571395,0.379937489064785,0.548602227239129,0.999994892125812
"RAB25",0.164050431646359,0.791083828934864,0.379936830329417,0.548602568774196,0.999994892125812
"TRGV9",-0.240978125575782,0.517858063997456,0.379814929961994,0.548665777684623,0.999994892125812
"SMURF2",0.180637133835789,2.05570247296193,0.379730909791897,0.548709352858895,0.999994892125812
"CASP8",0.230992911980603,1.94047059993752,0.379714421498843,0.548717904932758,0.999994892125812
"TRIM2",0.146782125801569,1.43154938600226,0.379576880824818,0.54878925402693,0.999994892125812
"AC087473.1",-0.250630954958221,1.25728219233125,0.379497854385333,0.548830257090818,0.999994892125812
"SLC8B1",0.263643606843606,1.16698624372129,0.379402915808551,0.548879524097159,0.999994892125812
"LPP",0.164029883048178,1.42294324370451,0.379272706967485,0.548947108110187,0.999994892125812
"AC083899.2",-0.229269860454619,0.646193857100221,0.379270385280742,0.548948313312995,0.999994892125812
"NR2F1-AS1",0.149854840588886,0.882005392942025,0.379220805989988,0.548974051478298,0.999994892125812
"ZGRF1",0.167723538874775,1.01140940115434,0.379202872793247,0.548983361742344,0.999994892125812
"LRRC8C-DT",-0.137403569059231,1.16864663132464,0.378962000388906,0.54910844376478,0.999994892125812
"CLIP1",0.148293999545095,2.52314252402133,0.378842449130137,0.5491705458599,0.999994892125812
"C20orf96",-0.244543415864123,3.70325710920395,0.37817655293152,0.549516702949779,0.999994892125812
"AF186190.1",0.281784554466075,0.424802649860878,0.377644020900864,0.549793838852813,0.999994892125812
"HMGB1P40",-0.213602923436669,0.381901288830927,0.377321970046292,0.54996157025674,0.999994892125812
"TRIOBP",0.242394222032135,3.01083881845346,0.377236924746409,0.550005880452861,0.999994892125812
"HIST1H3A",-0.264139215799682,2.76303681723721,0.376690014490159,0.550290997579039,0.999994892125812
"AC068775.1",-0.156061641548808,1.12683933936988,0.376684680464575,0.550293779752775,0.999994892125812
"PDCD10",0.196323656683819,2.51739381415453,0.376480199702114,0.550400455568077,0.999994892125812
"BRIP1",0.168523513555865,1.27158616769272,0.376146004634481,0.550574889197206,0.999994892125812
"REC8",-0.587253771518637,6.14923530036213,0.37575442467595,0.550779412467551,0.999994892125812
"DNMT3B",-0.179605663056447,0.948336076835509,0.375589363643038,0.550865668796856,0.999994892125812
"AL627230.4",-0.561666818148693,2.75262916205796,0.375551979011752,0.550885208639705,0.999994892125812
"FOXO6",-0.219265728492873,0.875009020144221,0.375538024994651,0.550892502339762,0.999994892125812
"ZC3H11B",-0.269083639565002,1.13295141077459,0.375162171345243,0.551089030379681,0.999994892125812
"AL008638.5",-0.226754608859754,0.585549505525114,0.375048704103939,0.551148387592676,0.999994892125812
"BCL2L2-PABPN1",0.185516658139198,2.00740904807666,0.375007733781434,0.551169823144459,0.999994892125812
"SAMD8",0.178796770181514,2.31718000052253,0.374898664902952,0.551226895611999,0.999994892125812
"BMP7",-0.316594019250243,3.328588576708,0.37474227167613,0.551308751671906,0.999994892125812
"AC016739.1",-0.831373201889743,2.98144202914618,0.374650371276587,0.551356863347697,0.999994892125812
"MAP1LC3C",-0.202855598864736,0.763958144186846,0.37460472125376,0.551380765092067,0.999994892125812
"LINC01836",0.203920170922176,0.496759555194037,0.374510047153308,0.551430341656534,0.999994892125812
"SRGAP2",0.150678814805666,2.45350125399123,0.374340017625011,0.551519400379014,0.999994892125812
"RPS18P13",-0.248002405657202,0.317314508950121,0.374309116922187,0.551535588692431,0.999994892125812
"AC026412.1",-0.180813851087362,0.773769057945849,0.374051922307653,0.551670364359848,0.999994892125812
"GPR89B",-0.136482333748926,0.597081206690268,0.37373201116169,0.551838094919308,0.999994892125812
"HCN3",0.215641440441661,1.8262968909758,0.373656443039748,0.551877730143837,0.999994892125812
"SLC26A4",-0.229292458761495,1.70066755190527,0.373556476730683,0.551930170705614,0.999994892125812
"SORBS1",0.148734474842336,1.10337996163628,0.373150480933951,0.552143249341249,0.999994892125812
"DNAH11",-0.140617361588825,0.818382260511614,0.373069425150273,0.552185809131235,0.999994892125812
"SNX30",0.224483899437679,2.39391862388634,0.372694459664413,0.552382775202638,0.999994892125812
"DNAJC1",-0.171953739519173,0.761838603236552,0.372498481148165,0.552485775830629,0.999994892125812
"AC011921.1",0.133036206199293,0.911074211465963,0.372434871435437,0.552519215351036,0.999994892125812
"IQSEC2",-0.188238367644811,0.800174194638158,0.371897861247138,0.552801679076457,0.999994892125812
"ITGB1BP2",0.233536443864188,1.39468145158374,0.371805695891326,0.552850185926261,0.999994892125812
"FAM3C",0.357006450304574,4.05640823184031,0.371432717959387,0.553046570478165,0.999994892125812
"MARCH6",0.212502883427728,3.86100011881165,0.371425860632841,0.553050182357537,0.999994892125812
"CENPC",0.164929559357765,1.19927787696621,0.371040030498387,0.553253480817221,0.999994892125812
"OVGP1",0.242079280892274,1.29554227676102,0.370933605328511,0.553309583332101,0.999994892125812
"ZCCHC11",0.154256380002316,2.49933480916157,0.370347659807261,0.553618667529434,0.999994892125812
"AL645937.2",-0.22723749688623,0.617785990089486,0.370197886597253,0.553697726842529,0.999994892125812
"ZNF83",0.232812226619115,1.60164081612372,0.370184403425027,0.553704845161413,0.999994892125812
"AP000808.1",0.30158277083448,1.86945278274808,0.370139173664275,0.553728725119092,0.999994892125812
"DTD1",-0.232488066679194,1.19673746825617,0.37013497285369,0.553730943123924,0.999994892125812
"RPL23P2",0.333753803108438,3.48724225958371,0.370082139149372,0.553758840520349,0.999994892125812
"TSPAN33",-0.384870255141342,1.56612256776125,0.370073187325546,0.553763567560579,0.999994892125812
"VAMP1",0.343502062083772,2.1385283377218,0.370032034833271,0.553785299291462,0.999994892125812
"YAP1",0.27768282992276,2.29266328475751,0.369819407124827,0.553897610061181,0.999994892125812
"EEF1GP5",-0.211233262686062,0.621379431639324,0.369775652098238,0.553920727192539,0.999994892125812
"AL034428.1",0.20070801779785,1.11098982229259,0.369666555801029,0.553978374401344,0.999994892125812
"LINC01128",0.136414230692757,2.04992653532635,0.36933268432879,0.554154867672135,0.999994892125812
"CNN3",0.333368123614386,5.76115864291243,0.368889620203622,0.554389254016269,0.999994892125812
"AC104447.1",0.200630729524724,4.26960217613122,0.368805831188621,0.554433601378217,0.999994892125812
"MRPS5P3",0.292732624208492,0.322621334723781,0.368672350512521,0.554504263684231,0.999994892125812
"CYB561D1",0.365462203252161,2.96886720960456,0.368446172705039,0.554624038711168,0.999994892125812
"AL121656.1",-0.233036933682682,0.316611312780813,0.368352620099256,0.554673595457339,0.999994892125812
"ERICH2",-0.273454467905574,1.02337808386804,0.368351705903612,0.55467407976868,0.999994892125812
"LRIF1",0.178468816104836,1.30012820920649,0.368149387206746,0.554781282183517,0.999994892125812
"NEK3",0.225299178744655,1.59087634835227,0.367705276258082,0.55501674608015,0.999994892125812
"SEC31B",0.165094046886993,1.96707098659578,0.367491886204802,0.555129953782377,0.999994892125812
"AC093627.7",-0.244223524587062,0.568242981853497,0.367426914392516,0.555164431674548,0.999994892125812
"AC096720.2",-0.291983092666187,1.69700352476316,0.366920210009934,0.555433464017885,0.999994892125812
"PPP1R12A-AS1",0.146116953035665,1.73261023622814,0.366737781985952,0.555530386315792,0.999994892125812
"ZNF93",0.163771531348456,1.42211245216273,0.366657374803247,0.555573116496284,0.999994892125812
"HSPA7",0.482762942034913,5.36033830869653,0.366475623162534,0.555669727303991,0.999994892125812
"SLC39A9",0.265008988715287,3.33604786236987,0.366273732198899,0.555777082137563,0.999994892125812
"HIF1AN",0.284923067779448,3.56131085798593,0.365544444365194,0.556165219921607,0.999994892125812
"RUNX2",0.145380488557876,0.877797600513545,0.365425800805306,0.556228414433452,0.999994892125812
"AL390719.1",0.31407336243445,1.10825283132276,0.365316708044464,0.556286534315668,0.999994892125812
"PRNP",0.501480743261014,5.454297800847,0.365254812685922,0.556319514810261,0.999994892125812
"PCYT1B",-0.178524980717432,0.929837398769124,0.36508292510077,0.556411124142501,0.999994892125812
"CDC42EP3",0.147578309535629,0.957790972924001,0.364758409131047,0.556584159744325,0.999994892125812
"AC144450.1",-0.217248489407185,1.31076453832062,0.36466512089144,0.556633921787711,0.999994892125812
"OR7E117P",-0.241992098363863,0.646139542611044,0.364589895835396,0.556674054932411,0.999994892125812
"CATSPERG",0.171241374245168,0.870126444365351,0.36453980405251,0.5567007824578,0.999994892125812
"AC090241.3",-0.250162349593655,1.10855506489671,0.364448123067093,0.556749707353408,0.999994892125812
"SEPT6",-0.287232661270321,3.64097815177721,0.364342396085718,0.556806138355469,0.999994892125812
"MTURN",-0.295824178745573,4.51224313551574,0.364305006049976,0.55682609772207,0.999994892125812
"STK24-AS1",-0.239681788952489,0.412721242481515,0.364278991186947,0.556839985684598,0.999994892125812
"TAF9B",-0.303545545619046,3.49861535576341,0.364075115816079,0.556948847725572,0.999994892125812
"AC008736.1",-0.158671074322552,0.671136437952892,0.36407071696127,0.556951197018406,0.999994892125812
"SLC4A7",0.265923046614509,2.96917686133294,0.364047295868904,0.556963705832514,0.999994892125812
"C9orf116",-0.293052779574661,1.14986736793869,0.363587282537605,0.557209504046086,0.999994892125812
"VEZF1",0.182118045276868,5.71838745938508,0.363405073166043,0.557306923094123,0.999994892125812
"RPS6KA2",0.195397116162051,1.38396971845018,0.363112609335557,0.557463360726862,0.999994892125812
"AC244452.3",-0.294060538964862,2.32021454478652,0.362960874455825,0.557544557335402,0.999994892125812
"NBDY",-0.244146870796722,1.42027040342044,0.362944135030572,0.557553516398307,0.999994892125812
"ZSCAN29",-0.199475257819498,3.86097260318554,0.362874470400869,0.557590804482232,0.999994892125812
"LINC02043",0.166034036043003,0.830295218902567,0.362764109907923,0.557649885196714,0.999994892125812
"MRAS",0.231859751991129,2.4360235268906,0.362668872027977,0.557700880100743,0.999994892125812
"EIF4BP3",0.305825553764181,1.69316616574474,0.362144468008334,0.557981836707726,0.999994892125812
"HSD17B10",-0.857214383247712,5.02305386096066,0.362131188383396,0.557988955091562,0.999994892125812
"TTC21A",0.207884783030357,1.58430787810311,0.362128900308044,0.557990181605129,0.999994892125812
"COL18A1",0.444319279524582,1.53439600969171,0.362114350660715,0.557997981010023,0.999994892125812
"DYNC1H1",0.168919296255102,4.01577596377922,0.361921225528537,0.558101527106479,0.999994892125812
"TNFRSF13C",-0.295954089829344,1.86595321434719,0.361665797933037,0.558238535893302,0.999994892125812
"AC110285.6",0.613121624691403,2.40097047075035,0.361659910785259,0.558241694486796,0.999994892125812
"BMP2",0.212386607354807,0.967156957801624,0.361337291659522,0.558414841493326,0.999994892125812
"JAM3",0.20711548110107,3.16654470821994,0.361328757969439,0.558419422900976,0.999994892125812
"TMEM41B",0.213662389789962,3.42688534310623,0.361326572180322,0.558420596378489,0.999994892125812
"NEU3",0.200495541154352,2.0301148487823,0.361280566340478,0.558445296520324,0.999994892125812
"SERTAD4-AS1",0.573058934095831,3.3370728154867,0.361203941396867,0.558486440611781,0.999994892125812
"DHRS11",-0.36085756735606,2.89151026374717,0.361104508714856,0.558539840388529,0.999994892125812
"AC009163.6",-0.419749531490273,1.47280054669925,0.361059192369483,0.558564180646378,0.999994892125812
"FBXO25",-0.177400956517089,1.35663651948684,0.360971404745863,0.558611339015818,0.999994892125812
"PCMTD1P1",-0.27971740419521,0.309942362213567,0.360957871593403,0.558618609552626,0.999994892125812
"STON2",-0.137856468904152,0.960664010513622,0.360829633097375,0.558687513597885,0.999994892125812
"IRS2",0.357040354401926,3.02930136371284,0.360711715734598,0.558750886875843,0.999994892125812
"HSPB3",0.480005901640175,1.07269269918703,0.360483964868352,0.558873329291758,0.999994892125812
"TRNT1",0.224507918607545,2.14691867958309,0.360380177839588,0.558929144499272,0.999994892125812
"ZNF280A",-0.136928696510972,0.769475302630201,0.360367361595153,0.558936037663995,0.999994892125812
"ZNF493",0.127838561752588,0.974793412968192,0.360334192760719,0.558953878170471,0.999994892125812
"KIAA1522",0.293537678706467,1.36434129036889,0.360302717746662,0.558970808668924,0.999994892125812
"SLC23A2",0.157717941205973,1.90989735524473,0.360097839051453,0.559081038407065,0.999994892125812
"ACRV1",0.223218986858001,0.827146375497668,0.359905102914801,0.559184774600931,0.999994892125812
"ZSCAN31",0.148852258150189,0.961430264291091,0.359701875627368,0.559294198893141,0.999994892125812
"PCGF5",-0.158482130111075,1.08224327150197,0.359448594921799,0.55943063321808,0.999994892125812
"LINC01587",-0.171250390572155,0.318549009347306,0.359208538557696,0.559560005126556,0.999994892125812
"ANTXR2",0.155874808201331,1.17172676183363,0.358840613059656,0.559758404233942,0.999994892125812
"AC068888.1",0.137736545726008,0.720442503865663,0.358423679889319,0.559983399401045,0.999994892125812
"GBA",0.297475942409294,3.72377062330863,0.358363815279202,0.560015719717183,0.999994892125812
"AC098934.4",0.316412075969251,0.907721213606683,0.35832517616192,0.560036582570519,0.999994892125812
"TAPT1-AS1",0.133972977363537,1.77050263806872,0.358229548985435,0.56008822228429,0.999994892125812
"AC026979.3",0.348615706606598,1.03749109212123,0.35820724913342,0.560100265810182,0.999994892125812
"RNU6-1328P",-0.305752414621882,0.489381981029446,0.35803865238948,0.560191336887845,0.999994892125812
"MAP3K5",0.214795185812212,1.29326135017014,0.357421046054243,0.560525202091584,0.999994892125812
"RN7SL475P",-0.372485256359445,0.530395194041293,0.35739270066589,0.560540534540344,0.999994892125812
"SGF29",-0.219418824144487,1.95829818707659,0.357332660646543,0.560573013855081,0.999994892125812
"TBC1D3L",-0.150467643814437,0.686877387584659,0.35718718049765,0.560651728518608,0.999994892125812
"AL078621.1",0.561017032751731,2.32333711572058,0.357175797099671,0.560657888641493,0.999994892125812
"SEMA4B",-0.234708002361991,2.09115654311393,0.357119546626924,0.560688330551684,0.999994892125812
"ZNF230",0.231554625813439,1.66551077180741,0.357115310170173,0.560690623391855,0.999994892125812
"ACVR1B",0.156609827446072,2.7432080309406,0.357027855083021,0.560737959702933,0.999994892125812
"ARVCF",-0.343110848580758,2.55517105419881,0.356169670121009,0.561202887836592,0.999994892125812
"RN7SL385P",-0.230584213203972,0.82658571658333,0.356128376982173,0.561225278103194,0.999994892125812
"AL512378.1",-0.210241996153203,1.25199557953093,0.355932702508974,0.56133140239509,0.999994892125812
"KCNJ9",-0.212733434983317,0.418310231992033,0.355820193698018,0.561392439832041,0.999994892125812
"AL022326.1",-0.188133432714748,0.664148893823759,0.35571305248261,0.561450577603211,0.999994892125812
"MKRN3",0.173020440388282,2.33539166108563,0.355650227406357,0.561484673811111,0.999994892125812
"ZNF518B",0.185957971850898,3.23074381631555,0.355432278925981,0.561602990125168,0.999994892125812
"RARRES3",-0.204365589284041,0.77221972839906,0.355424132686506,0.561607413388298,0.999994892125812
"DLL3",-0.623328981005109,3.57022695713882,0.355297625717519,0.561676113356896,0.999994892125812
"RABGAP1",0.18559384538474,2.16628837163999,0.355232470533431,0.561711502616222,0.999994892125812
"BEST1",0.262425830655859,2.37342836567054,0.355200195368095,0.561729034632077,0.999994892125812
"C1orf115",-0.293127249433473,1.06360907220691,0.355163017075152,0.561749231404403,0.999994892125812
"AP003469.2",-0.174280339124425,1.40647235824688,0.355017161764273,0.561828480003454,0.999994892125812
"AL354707.3",0.428139858643468,1.48838941965878,0.354961523008449,0.561858716490831,0.999994892125812
"HOXC4",-0.219970904749814,2.18433946498386,0.35493826383822,0.561871357486098,0.999994892125812
"GOLGB1",0.157966560711068,4.15874943894543,0.354886693073594,0.561899387417937,0.999994892125812
"GIPC3",0.272119153630819,2.81395774355616,0.354870343973446,0.561908274124599,0.999994892125812
"A1BG",-0.141927671438967,0.96582027318687,0.354828441945449,0.561931051647675,0.999994892125812
"B3GLCT",-0.191344934533896,0.758496360434645,0.354601928715766,0.562054213941228,0.999994892125812
"AP000769.1",0.233304996275919,1.87518917324324,0.354493017203446,0.562113451738735,0.999994892125812
"CEP350",0.135794752153922,2.33363161419393,0.35433452635915,0.562199678420946,0.999994892125812
"AL354714.2",-0.515478524239399,2.23170457044329,0.354303672211691,0.562216467645544,0.999994892125812
"SLC25A5P7",-0.297587674787273,0.985279554401193,0.353941663202063,0.562413529099568,0.999994892125812
"IFT74",-0.150192080515109,0.706799262544004,0.353844684655996,0.562466343340568,0.999994892125812
"BROX",0.344931809564478,3.36195776394331,0.353813528686553,0.562483312899815,0.999994892125812
"MT-TK",-0.316230506168808,7.45666267033636,0.353718372978745,0.562535147207069,0.999994892125812
"AC233992.3",0.321283506688768,0.796105822894378,0.353407223294757,0.562704707000493,0.999994892125812
"LINC01355",0.290714100926027,3.37121177789752,0.353390334562467,0.562713913376403,0.999994892125812
"APEX1",-0.228321706145858,10.07518057082,0.353091900633831,0.562876645278804,0.999994892125812
"ENOX2",-0.134484609081588,0.920196144238082,0.352927611380406,0.562966270175927,0.999994892125812
"SHF",-0.235191389696585,0.804858685052073,0.352880411421044,0.562992024508528,0.999994892125812
"AC097359.3",-0.214862606903262,0.377082118774621,0.352442799013525,0.563230917166416,0.999994892125812
"CUTALP",0.203308584027261,1.82445067840512,0.352421023859753,0.563242809531269,0.999994892125812
"RPS2P55",-0.260264146413943,0.708238487748892,0.352170311544742,0.563379770776033,0.999994892125812
"MTX3",0.26842676039225,4.73798905364297,0.351987714038046,0.563479563722493,0.999994892125812
"CHDH",0.313263322138322,2.72870451123326,0.351946530774811,0.563502076044144,0.999994892125812
"GRHL1",-0.171465035087426,1.25666163998008,0.351920742423763,0.563516173845854,0.999994892125812
"AC108479.1",-0.327863996696613,1.17751815089485,0.351897570767041,0.563528841774159,0.999994892125812
"ZNF714",0.164970945977173,2.29577995369835,0.351570225151884,0.563707862446906,0.999994892125812
"MGEA5",0.228085919294434,4.97923577457441,0.351325688072634,0.563841670782731,0.999994892125812
"CTSA",0.352567532794924,5.23326518309917,0.351308024177415,0.563851338764664,0.999994892125812
"ZNF721",0.135950643446444,0.758919470381074,0.351219087271831,0.563900021667555,0.999994892125812
"SALRNA2",0.252101576801257,0.397888419179067,0.350863273713657,0.564094873807762,0.999994892125812
"ALDH1B1",-0.400116835301559,5.37323991701381,0.350487285908619,0.564300920828481,0.999994892125812
"AL022069.2",0.339626667156255,1.18614884875822,0.35048077849403,0.564304488321271,0.999994892125812
"KANSL1L",0.141207310316354,1.62078019508144,0.350243323957001,0.56443469657398,0.999994892125812
"CASP16P",-0.144125082847192,0.646459619705776,0.350075031277388,0.56452701646765,0.999994892125812
"AC092681.2",0.175981719656617,0.405270826226206,0.35006891721174,0.564530371016604,0.999994892125812
"FAR2",-0.158339170667987,0.546452971534824,0.350017242046111,0.56455872476146,0.999994892125812
"RALGAPA2",-0.134214640745233,1.0386834519977,0.349601126715501,0.564787148256315,0.999994892125812
"AC015909.2",0.290720253671946,3.88049155279832,0.349257115777386,0.564976130946171,0.999994892125812
"AC022432.1",-0.372131845923115,1.03478105649919,0.349105403585287,0.565059514586886,0.999994892125812
"ST20-AS1",-0.33228875145573,2.39750609510858,0.349077164169322,0.565075038190954,0.999994892125812
"ALDH3A1",-0.199001703143831,0.658441601938478,0.349030369102088,0.565100763986686,0.999994892125812
