"","PSVZ","QSVZ","M","No_data","subventricular_zone"
"Vdac2",10.5084837518265,12.046617012944,11.2775503823852,11.2775503823852,11.2775503823852
"Pigo",4.79445059820007,5.42481428898467,5.10963244359237,5.10963244359237,5.10963244359237
"Sqle",9.03957871042058,10.060424156807,9.5500014336138,9.5500014336138,9.5500014336138
"Hey1",8.85559688671002,11.3586138994707,10.1071053930904,10.1071053930904,10.1071053930904
"Gm21399",11.3779243721373,12.0092281343143,11.6935762532258,11.6935762532258,11.6935762532258
"Cldn11",7.57638064347625,11.8673916187257,9.72188613110099,9.72188613110099,9.72188613110099
"Tspan3",10.8370577029178,11.8393085775444,11.3381831402311,11.3381831402311,11.3381831402311
"Ehd1",8.2389249951521,10.0228332931119,9.13087914413198,9.13087914413198,9.13087914413198
"Pld3",7.79903770688041,9.36062942477346,8.57983356582693,8.57983356582693,8.57983356582693
"Fabp5",12.8099396571426,13.2781450546354,13.044042355889,13.044042355889,13.044042355889
"Pdcd6",8.24684165341917,9.13191593219048,8.68937879280483,8.68937879280483,8.68937879280483
"Snd1",8.11551068056731,9.6092089242248,8.86235980239606,8.86235980239606,8.86235980239606
"Cyr61",5.5929176877679,9.96014033975342,7.77652901376066,7.77652901376066,7.77652901376066
"Sgk1",4.25831381645122,5.75726240725109,5.00778811185116,5.00778811185116,5.00778811185116
"Flii",6.50636367462375,8.21152121310215,7.35894244386295,7.35894244386295,7.35894244386295
"Fuca2",3.43649211794704,6.27913680848271,4.85781446321487,4.85781446321487,4.85781446321487
"Gldc",8.19282659657676,10.489770894624,9.34129874560036,9.34129874560036,9.34129874560036
"Scarb1",3.01963122968452,4.13658149817898,3.57810636393175,3.57810636393175,3.57810636393175
"Lrrn1",10.2836623925405,10.8755885787279,10.5796254856342,10.5796254856342,10.5796254856342
"Ndufb11",12.7823987410101,13.1806996607373,12.9815492008737,12.9815492008737,12.9815492008737
"Cd9",8.78714677357868,9.67877450755946,9.23296064056907,9.23296064056907,9.23296064056907
"Pfkp",5.78221912117159,10.3752347141307,8.07872691765116,8.07872691765116,8.07872691765116
"Arpc1a",7.11279726649804,9.76922478990999,8.44101102820402,8.44101102820402,8.44101102820402
"Adam15",4.30545097522967,4.63461304727021,4.47003201124994,4.47003201124994,4.47003201124994
"Zfand5",9.32513565457877,10.2685757290497,9.79685569181424,9.79685569181424,9.79685569181424
"Tpst2",6.782476400613,7.52803680635786,7.15525660348543,7.15525660348543,7.15525660348543
"Vipas39",6.42124013842196,5.95170359463154,6.18647186652675,6.18647186652675,6.18647186652675
"Lrrc4",5.02376491782994,6.64773502982358,5.83574997382676,5.83574997382676,5.83574997382676
"Syngr3",2.87645220669321,3.96367473004983,3.42006346837152,3.42006346837152,3.42006346837152
"Hist1h1c",8.74622199787848,11.7083240788309,10.2272730383547,10.2272730383547,10.2272730383547
"Mpdu1",7.54638496894388,7.99820644674863,7.77229570784625,7.77229570784625,7.77229570784625
"Kti12",4.76403130558353,5.20001761199018,4.98202445878686,4.98202445878686,4.98202445878686
"Tmed3",6.67816793081619,9.68102765924297,8.17959779502958,8.17959779502958,8.17959779502958
"Fuca1",8.79041995423369,9.03371453822185,8.91206724622777,8.91206724622777,8.91206724622777
"Slc35a4",7.84348423486529,7.9265757316195,7.8850299832424,7.8850299832424,7.8850299832424
"Fkbp8",7.61811320034978,7.84094333056736,7.72952826545857,7.72952826545857,7.72952826545857
"Sparcl1",10.284905257034,13.9874455200927,12.1361753885634,12.1361753885634,12.1361753885634
"Errfi1",2.72330833381411,4.40474984823649,3.5640290910253,3.5640290910253,3.5640290910253
"Prnp",8.81681199280719,12.2750710659522,10.5459415293797,10.5459415293797,10.5459415293797
"Aplp1",6.90714663471825,10.2930457807606,8.6000962077394,8.6000962077394,8.6000962077394
"Anxa7",2.58496250072116,4.2213342542955,3.40314837750833,3.40314837750833,3.40314837750833
"Laptm4b",7.52021917642125,10.518200087469,9.01920963194513,9.01920963194513,9.01920963194513
"Olig1",8.0832454722938,10.4510314433546,9.26713845782422,9.26713845782422,9.26713845782422
"Vcl",6.30150973153809,11.7542870569122,9.02789839422514,9.02789839422514,9.02789839422514
"Fbln5",2.58496250072116,3.79743914092625,3.19120082082371,3.19120082082371,3.19120082082371
"Rab31",8.1543791315773,10.460620579855,9.30749985571617,9.30749985571617,9.30749985571617
"Plekhb1",7.88666786136007,10.3380845424993,9.1123762019297,9.1123762019297,9.1123762019297
"Ldhb",11.7692067897073,13.3093221270758,12.5392644583916,12.5392644583916,12.5392644583916
"Pnrc2",10.8646766066556,11.2890596040261,11.0768681053409,11.0768681053409,11.0768681053409
"Gm2a",7.82581900831696,9.9636518932295,8.89473545077323,8.89473545077323,8.89473545077323
"Sec61a1",13.3587297428208,13.9565886534147,13.6576591981177,13.6576591981177,13.6576591981177
"Inpp5k",2.8073549220576,3.22453451105626,3.01594471655693,3.01594471655693,3.01594471655693
"Kifc3",2.92711990450822,5.5044382196258,4.21577906206701,4.21577906206701,4.21577906206701
"Il33",3.56381758039051,10.1709949286746,6.86740625453255,6.86740625453255,6.86740625453255
"Glb1",3.7104284566187,6.24009238954356,4.97526042308113,4.97526042308113,4.97526042308113
"Taz",5.18110982865454,6.70549615006228,5.94330298935841,5.94330298935841,5.94330298935841
"Glud1",10.8858915001065,12.5539336691735,11.71991258464,11.71991258464,11.71991258464
"Imp3",7.77166942328503,7.92943749429527,7.85055345879015,7.85055345879015,7.85055345879015
"Ptn",12.651946353507,14.5187819381454,13.5853641458262,13.5853641458262,13.5853641458262
"Surf4",8.77628698720985,10.2369076683824,9.50659732779613,9.50659732779613,9.50659732779613
"Spcs1",10.1484077743391,10.6530498959399,10.4007288351395,10.4007288351395,10.4007288351395
"Fstl1",6.42999828007532,6.82826681956873,6.62913254982202,6.62913254982202,6.62913254982202
"Nsdhl",7.85593563395695,9.38665756142466,8.6212965976908,8.6212965976908,8.6212965976908
"Sh3bp5l",3.45055847942714,4.16589518054394,3.80822682998554,3.80822682998554,3.80822682998554
"Ass1",4.52277520832199,6.71189057181061,5.6173328900663,5.6173328900663,5.6173328900663
"Capn2",9.35387115431864,11.3585170259615,10.3561940901401,10.3561940901401,10.3561940901401
"Pex12",3.27339298747173,4.71172940626931,3.99256119687052,3.99256119687052,3.99256119687052
"Tmem19",5.54483303768063,9.57079941226267,7.55781622497165,7.55781622497165,7.55781622497165
"Abcb9",4.68324504185686,6.55030646113126,5.61677575149406,5.61677575149406,5.61677575149406
"Ets2",3.38240164164741,3.7647140228088,3.57355783222811,3.57355783222811,3.57355783222811
"Perp",2.65909330783331,4.01205787085116,3.33557558934224,3.33557558934224,3.33557558934224
"Tnfaip2",2.32192809488736,4.84451253184606,3.58322031336671,3.58322031336671,3.58322031336671
"Ctns",5.69113559171529,7.97115867958074,6.83114713564801,6.83114713564801,6.83114713564801
"Slc26a6",3.99851054268538,7.62035259690105,5.80943156979322,5.80943156979322,5.80943156979322
"Ndufc1",9.48931143582108,9.84684516208867,9.66807829895488,9.66807829895488,9.66807829895488
"Rgs4",2.91977780239822,6.70453739303795,4.81215759771808,4.81215759771808,4.81215759771808
"Plod1",5.49270190211763,9.70754306539804,7.60012248375784,7.60012248375784,7.60012248375784
"Prdx3",5.73093826524216,8.9145147515414,7.32272650839178,7.32272650839178,7.32272650839178
"Scamp3",6.32987947248442,7.97854327333475,7.15421137290959,7.15421137290959,7.15421137290959
"Slc25a3",10.5478949872196,11.7087438991401,11.1283194431798,11.1283194431798,11.1283194431798
"Ebf1",3.3987990709345,4.34106374400669,3.8699314074706,3.8699314074706,3.8699314074706
"Litaf",6.26156979588211,7.92034637245398,7.09095808416804,7.09095808416804,7.09095808416804
"Mllt11",4.39376344013776,4.84184026969836,4.61780185491806,4.61780185491806,4.61780185491806
"Abhd4",7.81465082936567,9.32882742018686,8.57173912477627,8.57173912477627,8.57173912477627
"Serpinb1a",3.34309574232275,6.483446352024,4.91327104717338,4.91327104717338,4.91327104717338
"Adk",8.26891479577779,9.27225513719072,8.77058496648426,8.77058496648426,8.77058496648426
"Prelp",5.04972384863699,9.02153341455632,7.03562863159665,7.03562863159665,7.03562863159665
"Crip1",5.50783682776899,6.8110649886859,6.15945090822745,6.15945090822745,6.15945090822745
"Atp6v0e",8.74295354777792,10.6742746526481,9.70861410021301,9.70861410021301,9.70861410021301
"Cyfip1",7.35395727637633,10.8406724051077,9.09731484074203,9.09731484074203,9.09731484074203
"Cd81",12.2384986172049,13.9099385641089,13.0742185906569,13.0742185906569,13.0742185906569
"Uqcrb",9.7986891307476,10.4650268444845,10.1318579876161,10.1318579876161,10.1318579876161
"Prkcsh",8.37213079691303,9.11998646211703,8.74605862951503,8.74605862951503,8.74605862951503
"Man2b1",4.27866152839515,5.05757693156015,4.66811922997765,4.66811922997765,4.66811922997765
"Polr2c",7.26645804030064,7.65797089292935,7.46221446661499,7.46221446661499,7.46221446661499
"Tnc",4.31941155529003,8.17415021882844,6.24678088705923,6.24678088705923,6.24678088705923
"Lamp2",9.20071845212131,10.3636530542428,9.78218575318208,9.78218575318208,9.78218575318208
"Tecr",11.5450999670682,12.3878491244693,11.9664745457688,11.9664745457688,11.9664745457688
"Mcam",2.58496250072116,3.52643864586001,3.05570057329058,3.05570057329058,3.05570057329058
"Snx18",8.01645660882519,9.87246944080403,8.94446302481461,8.94446302481461,8.94446302481461
"1110001J03Rik",8.48304039666724,8.96173848064115,8.7223894386542,8.7223894386542,8.7223894386542
"Gsta4",6.23108505006862,10.0482889802233,8.13968701514595,8.13968701514595,8.13968701514595
"Hiatl1",6.51955261436835,8.8169828002648,7.66826770731657,7.66826770731657,7.66826770731657
"Zscan21",7.75691561387992,9.62813284672482,8.69252423030237,8.69252423030237,8.69252423030237
"Apod",7.69829994540451,11.9747704623345,9.8365352038695,9.8365352038695,9.8365352038695
"Ptdss1",7.57518041116568,10.5274283748234,9.05130439299452,9.05130439299452,9.05130439299452
"Ap3m1",7.57706214142792,8.41639304460001,7.99672759301397,7.99672759301397,7.99672759301397
"Tmem97",6.81233043953388,9.22518241815631,8.0187564288451,8.0187564288451,8.0187564288451
"Pnkp",2.49728436544323,3.15609487506376,2.82668962025349,2.82668962025349,2.82668962025349
"Prdx5",9.90066939706763,10.461391254558,10.1810303258128,10.1810303258128,10.1810303258128
"Ctsc",2.9357849740192,3.97116053585766,3.45347275493843,3.45347275493843,3.45347275493843
"M6pr",6.86574016044764,9.40172888267754,8.13373452156259,8.13373452156259,8.13373452156259
"Pip4k2c",6.46814527021779,7.73115722306385,7.09965124664082,7.09965124664082,7.09965124664082
"Atp6v0c",9.4744028918519,11.2630426442257,10.3687227680388,10.3687227680388,10.3687227680388
"Emg1",10.0361452947083,9.86888717009816,9.95251623240325,9.95251623240325,9.95251623240325
"Mesdc1",2.58496250072116,4.36698780550819,3.47597515311468,3.47597515311468,3.47597515311468
"Hmox2",9.04526930631956,9.37359496093881,9.20943213362918,9.20943213362918,9.20943213362918
"Cd82",2.8715699480384,4.0410864097724,3.4563281789054,3.4563281789054,3.4563281789054
"Abcb10",5.56607888632717,6.31878701025848,5.94243294829283,5.94243294829283,5.94243294829283
"Pea15a",10.2071434443856,11.4546474190541,10.8308954317199,10.8308954317199,10.8308954317199
"Acox1",8.06676304409653,10.4962551247722,9.28150908443437,9.28150908443437,9.28150908443437
"Gstm2",2.58496250072116,3.48510907343486,3.03503578707801,3.03503578707801,3.03503578707801
"Gstm1",11.4188846958689,13.4111622649014,12.4150234803851,12.4150234803851,12.4150234803851
"Gabarapl1",8.2212609242143,11.1958080103161,9.7085344672652,9.7085344672652,9.7085344672652
"Thap11",6.94332650545436,7.93153565126411,7.43743107835924,7.43743107835924,7.43743107835924
"Cat",10.1998725149152,11.2716613045347,10.735766909725,10.735766909725,10.735766909725
"Pfkfb3",3.80298295541936,7.40309982802666,5.60304139172301,5.60304139172301,5.60304139172301
"Ltbr",4.66909170570964,5.25550148849548,4.96229659710256,4.96229659710256,4.96229659710256
"Uqcc1",3.84152448511868,6.84256344235887,5.34204396373877,5.34204396373877,5.34204396373877
"Mapk8ip3",3.22059269925733,8.64469210574211,5.93264240249972,5.93264240249972,5.93264240249972
"Cd164",9.02945360931693,10.5571619847217,9.7933077970193,9.7933077970193,9.7933077970193
"Cpq",4.14891290067305,7.92459917864027,6.03675603965666,6.03675603965666,6.03675603965666
"Elovl2",10.2314709282377,11.239059850511,10.7352653893744,10.7352653893744,10.7352653893744
"Tmem30a",8.00325453855576,10.372623527688,9.18793903312188,9.18793903312188,9.18793903312188
"Taf8",3,3.28874953703706,3.14437476851853,3.14437476851853,3.14437476851853
"Oat",9.31908767296761,10.7752106133631,10.0471491431654,10.0471491431654,10.0471491431654
"Acta2",4.65214555385352,8.36207402850416,6.50710979117884,6.50710979117884,6.50710979117884
"Cryab",4.43661842086226,10.0435540502476,7.24008623555494,7.24008623555494,7.24008623555494
"Vapa",10.5807524827151,11.9601698614465,11.2704611720808,11.2704611720808,11.2704611720808
"Aldh1a1",3.15857781032213,7.1788427656822,5.16871028800217,5.16871028800217,5.16871028800217
"Rpn1",9.08225901553012,10.9985472032309,10.0404031093805,10.0404031093805,10.0404031093805
"Cept1",5.60082250472465,7.88635562013582,6.74358906243024,6.74358906243024,6.74358906243024
"Syap1",5.51480285621798,7.07469288543035,6.29474787082416,6.29474787082416,6.29474787082416
"Igdcc4",10.6100335553187,11.6377944465982,11.1239140009585,11.1239140009585,11.1239140009585
"Yap1",4.31521624490145,4.28631743691698,4.30076684090922,4.30076684090922,4.30076684090922
"Ddost",8.87922842767903,9.47686585194301,9.17804713981102,9.17804713981102,9.17804713981102
"Pdia4",8.9991486281925,9.70406934547341,9.35160898683296,9.35160898683296,9.35160898683296
"Dctn6",9.89565200632054,10.7745808091482,10.3351164077344,10.3351164077344,10.3351164077344
"Sacm1l",6.4289449705316,9.33110969854495,7.88002733453828,7.88002733453828,7.88002733453828
"Lxn",7.38061108507839,11.4266316398682,9.4036213624733,9.4036213624733,9.4036213624733
"Ulk1",3.33636978167687,4.57234193781997,3.95435585974842,3.95435585974842,3.95435585974842
"Nr4a1",2.72330833381411,3.00374241847442,2.86352537614426,2.86352537614426,2.86352537614426
"Cnpy2",2.8715699480384,3.56265294204861,3.21711144504351,3.21711144504351,3.21711144504351
"Cdc42ep4",8.45511439369794,9.78559876165137,9.12035657767466,9.12035657767466,9.12035657767466
"Lamb2",8.44501851301459,8.82150999230278,8.63326425265868,8.63326425265868,8.63326425265868
"Pnpla6",6.68936117754887,7.69444806498262,7.19190462126574,7.19190462126574,7.19190462126574
"Trrap",7.61011384901387,8.13350051623805,7.87180718262596,7.87180718262596,7.87180718262596
"Mum1",5.3017205743451,6.12965234078493,5.71568645756501,5.71568645756501,5.71568645756501
"Creld1",4.64868431418383,6.97055108138365,5.80961769778374,5.80961769778374,5.80961769778374
"Siae",4.30244903515464,5.76554004652814,5.03399454084139,5.03399454084139,5.03399454084139
"Clpb",5.83907669708196,7.73939144132285,6.78923406920241,6.78923406920241,6.78923406920241
"Phf1",2.9357849740192,4.42089404745406,3.67833951073663,3.67833951073663,3.67833951073663
"Nfe2l2",7.49707924024664,9.79582860432678,8.64645392228671,8.64645392228671,8.64645392228671
"Zdhhc7",7.27685889919018,5.9463428690551,6.61160088412264,6.61160088412264,6.61160088412264
"Ndufb3",10.6911553047416,11.4250805917888,11.0581179482652,11.0581179482652,11.0581179482652
"Slc35b4",2.8073549220576,5.49083503050315,4.14909497628038,4.14909497628038,4.14909497628038
"Atp2a2",9.37323765008536,11.1983780226489,10.2858078363671,10.2858078363671,10.2858078363671
"Tspan31",10.6364032364546,11.9097590382376,11.2730811373461,11.2730811373461,11.2730811373461
"Slc13a3",2.8715699480384,5.66336685916275,4.26746840360058,4.26746840360058,4.26746840360058
"Gad1",2.73322411494545,5.00311705582283,3.86817058538414,3.86817058538414,3.86817058538414
"Traf4",4.24242875637449,4.62427304752057,4.43335090194753,4.43335090194753,4.43335090194753
"Mmp14",7.6494868110378,8.70362345089636,8.17655513096708,8.17655513096708,8.17655513096708
"Pofut2",4.21521322354903,6.16146548780393,5.18833935567648,5.18833935567648,5.18833935567648
"Bad",7.36302946513007,7.92611713550606,7.64457330031807,7.64457330031807,7.64457330031807
"Man2b2",4.8058354774055,8.19885616377592,6.50234582059071,6.50234582059071,6.50234582059071
"Ptprn",2.58496250072116,4.30455619670829,3.44475934871473,3.44475934871473,3.44475934871473
"Sparc",9.58530523371589,11.9414830462588,10.7633941399874,10.7633941399874,10.7633941399874
"Rab34",6.42050831689052,7.003355220201,6.71193176854576,6.71193176854576,6.71193176854576
"Glrx",6.83225696653437,7.26577937538478,7.04901817095957,7.04901817095957,7.04901817095957
"Glis2",6.94489022164086,7.81980429022311,7.38234725593199,7.38234725593199,7.38234725593199
"Cyc1",9.73069266404891,10.2803197252185,10.0055061946337,10.0055061946337,10.0055061946337
"4931406C07Rik",6.52116621421196,8.84864827235785,7.6849072432849,7.6849072432849,7.6849072432849
"BC004004",11.2850153457286,12.3263512483858,11.8056832970572,11.8056832970572,11.8056832970572
"Scamp2",6.15628268930046,8.09406117171483,7.12517193050765,7.12517193050765,7.12517193050765
"Clpp",6.00491925072379,7.04431961589888,6.52461943331133,6.52461943331133,6.52461943331133
"Acss1",6.81269581235595,10.5464303592183,8.67956308578713,8.67956308578713,8.67956308578713
"4632428N05Rik",2.8073549220576,3.9047485058887,3.35605171397315,3.35605171397315,3.35605171397315
"Thbs3",3.15040370394411,5.84842079948378,4.49941225171394,4.49941225171394,4.49941225171394
"Tmem223",9.52105183511637,10.0190479804039,9.77004990776014,9.77004990776014,9.77004990776014
"Id3",8.20431566953289,11.6814003951497,9.94285803234128,9.94285803234128,9.94285803234128
"Ap4b1",2.65909330783331,3.36288034414921,3.01098682599126,3.01098682599126,3.01098682599126
"Me1",5.73759971575077,8.15361974333457,6.94560972954266,6.94560972954266,6.94560972954266
"Smpdl3a",7.2644010702421,11.9721964486327,9.6182987594374,9.6182987594374,9.6182987594374
"Rheb",9.63576163652011,9.82173552107686,9.72874857879848,9.72874857879848,9.72874857879848
"Slc4a2",6.40359324349523,6.75907782444854,6.58133553397189,6.58133553397189,6.58133553397189
"Sall2",8.84027834229243,10.320178848067,9.58022859517971,9.58022859517971,9.58022859517971
"Bckdha",4.89925717177661,5.31716921737066,5.10821319457364,5.10821319457364,5.10821319457364
"Znhit2",4.66479675663392,5.26488190855373,4.96483933259383,4.96483933259383,4.96483933259383
"Aspn",2.8073549220576,4.17586639344839,3.49161065775299,3.49161065775299,3.49161065775299
"Stxbp3a",8.49852730988162,10.6840662300632,9.59129676997239,9.59129676997239,9.59129676997239
"C1galt1c1",6.2395069947899,9.99090047415104,8.11520373447047,8.11520373447047,8.11520373447047
"Sardh",4.06908105197891,6.91403902311637,5.49156003754764,5.49156003754764,5.49156003754764
"Serpine2",10.256151027503,13.0646705155103,11.6604107715067,11.6604107715067,11.6604107715067
"Ebp",4.02419308632741,5.20048871104483,4.61234089868612,4.61234089868612,4.61234089868612
"Emc2",7.11744114709668,9.06458742586372,8.0910142864802,8.0910142864802,8.0910142864802
"Bace2",2.58496250072116,3.31123021831741,2.94809635951929,2.94809635951929,2.94809635951929
"Plcd1",3.28330876860308,7.6334985110381,5.45840363982059,5.45840363982059,5.45840363982059
"Abcd3",9.97244346874363,11.3159559122495,10.6441996904966,10.6441996904966,10.6441996904966
"Plod2",2.9357849740192,5.22724418374561,4.0815145788824,4.0815145788824,4.0815145788824
"Gtpbp2",4.84676765620358,6.25244583702663,5.5496067466151,5.5496067466151,5.5496067466151
