"","PSVZ","QSVZ"
"Pigo",4.79445059820007,5.42481428898467
"Sqle",9.03957871042058,10.060424156807
"Hey1",8.85559688671002,11.3586138994707
"Gm21399",11.3779243721373,12.0092281343143
"Cldn11",7.57638064347625,11.8673916187257
"Tspan3",10.8370577029178,11.8393085775444
"Ehd1",8.2389249951521,10.0228332931119
"Pld3",7.79903770688041,9.36062942477346
"Fabp5",12.8099396571426,13.2781450546354
"Pdcd6",8.24684165341917,9.13191593219048
"Snd1",8.11551068056731,9.6092089242248
"Cyr61",5.5929176877679,9.96014033975342
"Sgk1",4.25831381645122,5.75726240725109
"Flii",6.50636367462375,8.21152121310215
"Fuca2",3.43649211794704,6.27913680848271
"Gldc",8.19282659657676,10.489770894624
"Scarb1",3.01963122968452,4.13658149817898
"Lrrn1",10.2836623925405,10.8755885787279
"Ndufb11",12.7823987410101,13.1806996607373
"Cd9",8.78714677357868,9.67877450755946
"Pfkp",5.78221912117159,10.3752347141307
"Arpc1a",7.11279726649804,9.76922478990999
"Adam15",4.30545097522967,4.63461304727021
"Zfand5",9.32513565457877,10.2685757290497
"Tpst2",6.782476400613,7.52803680635786
"Vipas39",6.42124013842196,5.95170359463154
"Lrrc4",5.02376491782994,6.64773502982358
"Syngr3",2.87645220669321,3.96367473004983
"Hist1h1c",8.74622199787848,11.7083240788309
"Mpdu1",7.54638496894388,7.99820644674863
"Kti12",4.76403130558353,5.20001761199018
"Tmed3",6.67816793081619,9.68102765924297
"Fuca1",8.79041995423369,9.03371453822185
"Slc35a4",7.84348423486529,7.9265757316195
"Fkbp8",7.61811320034978,7.84094333056736
"Sparcl1",10.284905257034,13.9874455200927
"Errfi1",2.72330833381411,4.40474984823649
"Prnp",8.81681199280719,12.2750710659522
"Aplp1",6.90714663471825,10.2930457807606
"Anxa7",2.58496250072116,4.2213342542955
"Laptm4b",7.52021917642125,10.518200087469
"Olig1",8.0832454722938,10.4510314433546
"Vcl",6.30150973153809,11.7542870569122
"Fbln5",2.58496250072116,3.79743914092625
"Rab31",8.1543791315773,10.460620579855
"Plekhb1",7.88666786136007,10.3380845424993
"Ldhb",11.7692067897073,13.3093221270758
"Pnrc2",10.8646766066556,11.2890596040261
"Gm2a",7.82581900831696,9.9636518932295
"Sec61a1",13.3587297428208,13.9565886534147
"Inpp5k",2.8073549220576,3.22453451105626
"Kifc3",2.92711990450822,5.5044382196258
"Il33",3.56381758039051,10.1709949286746
"Glb1",3.7104284566187,6.24009238954356
"Taz",5.18110982865454,6.70549615006228
"Glud1",10.8858915001065,12.5539336691735
"Imp3",7.77166942328503,7.92943749429527
"Ptn",12.651946353507,14.5187819381454
"Surf4",8.77628698720985,10.2369076683824
"Spcs1",10.1484077743391,10.6530498959399
"Fstl1",6.42999828007532,6.82826681956873
"Nsdhl",7.85593563395695,9.38665756142466
"Sh3bp5l",3.45055847942714,4.16589518054394
"Ass1",4.52277520832199,6.71189057181061
"Capn2",9.35387115431864,11.3585170259615
"Pex12",3.27339298747173,4.71172940626931
"Tmem19",5.54483303768063,9.57079941226267
"Abcb9",4.68324504185686,6.55030646113126
"Ets2",3.38240164164741,3.7647140228088
"Perp",2.65909330783331,4.01205787085116
"Tnfaip2",2.32192809488736,4.84451253184606
"Ctns",5.69113559171529,7.97115867958074
"Slc26a6",3.99851054268538,7.62035259690105
"Ndufc1",9.48931143582108,9.84684516208867
"Rgs4",2.91977780239822,6.70453739303795
"Plod1",5.49270190211763,9.70754306539804
"Prdx3",5.73093826524216,8.9145147515414
"Scamp3",6.32987947248442,7.97854327333475
"Slc25a3",10.5478949872196,11.7087438991401
"Ebf1",3.3987990709345,4.34106374400669
"Litaf",6.26156979588211,7.92034637245398
"Mllt11",4.39376344013776,4.84184026969836
"Abhd4",7.81465082936567,9.32882742018686
"Serpinb1a",3.34309574232275,6.483446352024
"Adk",8.26891479577779,9.27225513719072
"Prelp",5.04972384863699,9.02153341455632
"Crip1",5.50783682776899,6.8110649886859
"Atp6v0e",8.74295354777792,10.6742746526481
"Cyfip1",7.35395727637633,10.8406724051077
"Cd81",12.2384986172049,13.9099385641089
"Uqcrb",9.7986891307476,10.4650268444845
"Prkcsh",8.37213079691303,9.11998646211703
"Man2b1",4.27866152839515,5.05757693156015
"Polr2c",7.26645804030064,7.65797089292935
"Tnc",4.31941155529003,8.17415021882844
"Lamp2",9.20071845212131,10.3636530542428
"Tecr",11.5450999670682,12.3878491244693
"Mcam",2.58496250072116,3.52643864586001
"Snx18",8.01645660882519,9.87246944080403
"1110001J03Rik",8.48304039666724,8.96173848064115
"Gsta4",6.23108505006862,10.0482889802233
"Hiatl1",6.51955261436835,8.8169828002648
"Zscan21",7.75691561387992,9.62813284672482
"Apod",7.69829994540451,11.9747704623345
"Ptdss1",7.57518041116568,10.5274283748234
"Ap3m1",7.57706214142792,8.41639304460001
"Tmem97",6.81233043953388,9.22518241815631
"Pnkp",2.49728436544323,3.15609487506376
"Prdx5",9.90066939706763,10.461391254558
"Ctsc",2.9357849740192,3.97116053585766
"M6pr",6.86574016044764,9.40172888267754
"Pip4k2c",6.46814527021779,7.73115722306385
"Atp6v0c",9.4744028918519,11.2630426442257
"Emg1",10.0361452947083,9.86888717009816
"Mesdc1",2.58496250072116,4.36698780550819
"Hmox2",9.04526930631956,9.37359496093881
"Cd82",2.8715699480384,4.0410864097724
"Abcb10",5.56607888632717,6.31878701025848
"Pea15a",10.2071434443856,11.4546474190541
"Acox1",8.06676304409653,10.4962551247722
"Gstm2",2.58496250072116,3.48510907343486
"Gstm1",11.4188846958689,13.4111622649014
"Gabarapl1",8.2212609242143,11.1958080103161
"Thap11",6.94332650545436,7.93153565126411
"Cat",10.1998725149152,11.2716613045347
"Pfkfb3",3.80298295541936,7.40309982802666
"Ltbr",4.66909170570964,5.25550148849548
"Uqcc1",3.84152448511868,6.84256344235887
"Mapk8ip3",3.22059269925733,8.64469210574211
"Cd164",9.02945360931693,10.5571619847217
"Cpq",4.14891290067305,7.92459917864027
"Elovl2",10.2314709282377,11.239059850511
"Tmem30a",8.00325453855576,10.372623527688
"Taf8",3,3.28874953703706
"Oat",9.31908767296761,10.7752106133631
"Acta2",4.65214555385352,8.36207402850416
"Cryab",4.43661842086226,10.0435540502476
"Vapa",10.5807524827151,11.9601698614465
"Aldh1a1",3.15857781032213,7.1788427656822
"Rpn1",9.08225901553012,10.9985472032309
"Cept1",5.60082250472465,7.88635562013582
"Syap1",5.51480285621798,7.07469288543035
"Igdcc4",10.6100335553187,11.6377944465982
"Yap1",4.31521624490145,4.28631743691698
"Ddost",8.87922842767903,9.47686585194301
"Pdia4",8.9991486281925,9.70406934547341
"Dctn6",9.89565200632054,10.7745808091482
"Sacm1l",6.4289449705316,9.33110969854495
"Lxn",7.38061108507839,11.4266316398682
"Ulk1",3.33636978167687,4.57234193781997
"Nr4a1",2.72330833381411,3.00374241847442
"Cnpy2",2.8715699480384,3.56265294204861
"Cdc42ep4",8.45511439369794,9.78559876165137
"Lamb2",8.44501851301459,8.82150999230278
"Pnpla6",6.68936117754887,7.69444806498262
"Trrap",7.61011384901387,8.13350051623805
"Mum1",5.3017205743451,6.12965234078493
"Creld1",4.64868431418383,6.97055108138365
"Siae",4.30244903515464,5.76554004652814
"Clpb",5.83907669708196,7.73939144132285
"Phf1",2.9357849740192,4.42089404745406
"Nfe2l2",7.49707924024664,9.79582860432678
"Zdhhc7",7.27685889919018,5.9463428690551
"Ndufb3",10.6911553047416,11.4250805917888
"Slc35b4",2.8073549220576,5.49083503050315
"Atp2a2",9.37323765008536,11.1983780226489
"Tspan31",10.6364032364546,11.9097590382376
"Slc13a3",2.8715699480384,5.66336685916275
"Gad1",2.73322411494545,5.00311705582283
"Traf4",4.24242875637449,4.62427304752057
"Mmp14",7.6494868110378,8.70362345089636
"Pofut2",4.21521322354903,6.16146548780393
"Bad",7.36302946513007,7.92611713550606
"Man2b2",4.8058354774055,8.19885616377592
"Ptprn",2.58496250072116,4.30455619670829
"Sparc",9.58530523371589,11.9414830462588
"Rab34",6.42050831689052,7.003355220201
"Glrx",6.83225696653437,7.26577937538478
"Glis2",6.94489022164086,7.81980429022311
"Cyc1",9.73069266404891,10.2803197252185
"4931406C07Rik",6.52116621421196,8.84864827235785
"BC004004",11.2850153457286,12.3263512483858
"Scamp2",6.15628268930046,8.09406117171483
"Clpp",6.00491925072379,7.04431961589888
"Acss1",6.81269581235595,10.5464303592183
"4632428N05Rik",2.8073549220576,3.9047485058887
"Thbs3",3.15040370394411,5.84842079948378
"Tmem223",9.52105183511637,10.0190479804039
"Id3",8.20431566953289,11.6814003951497
"Ap4b1",2.65909330783331,3.36288034414921
"Me1",5.73759971575077,8.15361974333457
"Smpdl3a",7.2644010702421,11.9721964486327
"Rheb",9.63576163652011,9.82173552107686
"Slc4a2",6.40359324349523,6.75907782444854
"Sall2",8.84027834229243,10.320178848067
"Bckdha",4.89925717177661,5.31716921737066
"Znhit2",4.66479675663392,5.26488190855373
"Aspn",2.8073549220576,4.17586639344839
"Stxbp3a",8.49852730988162,10.6840662300632
"C1galt1c1",6.2395069947899,9.99090047415104
"Sardh",4.06908105197891,6.91403902311637
"Serpine2",10.256151027503,13.0646705155103
"Ebp",4.02419308632741,5.20048871104483
"Emc2",7.11744114709668,9.06458742586372
"Bace2",2.58496250072116,3.31123021831741
"Plcd1",3.28330876860308,7.6334985110381
"Abcd3",9.97244346874363,11.3159559122495
"Plod2",2.9357849740192,5.22724418374561
"Gtpbp2",4.84676765620358,6.25244583702663
"D17Wsu104e",7.38744449264305,8.71599970200127
"1110008F13Rik",7.31112544012168,7.77121041246117
"Serpini1",3.06546573760117,3.96392790107277
"Gramd1a",7.48749692993827,8.55491390474397
"Ngrn",4.7828632841496,7.69235739675858
"Tmem35",3.88844530572839,4.55424751351233
"Pepd",4.7489671279112,6.04878006177996
"Tppp3",5.97586769561292,8.0431598080472
"Bcan",7.58263686730605,11.6090720182627
"Cyb5a",8.59256110815544,9.72019699794012
"Mkln1",8.52551766208396,8.21995503551918
"Asah1",9.12101277540579,12.031578439528
"Gys1",5.43729656707996,7.38943062217724
"LOC102642017",2.93703568563957,3.38976623193095
"Mfsd5",5.23347990604703,7.55162676326238
"Htra1",8.80513972142774,13.412226363094
"Sigmar1",4.28660684830247,3.9488232699744
"Prkar1b",3.26045323784155,4.87461772793188
"Mical1",6.38314515695562,8.01531456931587
"Galnt16",3.84946906302231,6.07101457635912
"S100a10",5.33267889554079,5.67131017962722
"Marc2",8.8215653210964,11.7851001365004
"Smim14",11.3023282275511,12.8211438184058
"Atp6v0b",6.5983097438434,9.49363237247161
"Cpt2",4.58603101936834,7.14197902351434
"Crym",8.70848618718884,12.5666145705046
"Pfkm",8.36815572972869,10.8336935833508
"Tac1",3.63337068765915,5.59269665555691
"Acvr1",7.32277413390292,7.34882155376134
"Atl2",7.13190746415732,9.96697805703452
"Nid1",3.199867650575,4.49148882137754
"Ctla2a",3.64745053006566,4.32138677970011
"Osbpl1a",4.60361963037884,9.32179397558098
"Snta1",3.67993162826221,5.54772012886154
"Med20",7.27718728445915,7.22452717307384
"Snap25",8.39547241121348,9.94529142413148
"0610031J06Rik",4.1329145639794,9.10102956111589
"Neu1",2.40960623016529,3.83944176923029
"Slc39a8",3.44158103683147,5.06396200479906
"Ndufb2",8.06317411438418,8.79802586459856
"Lrp10",7.26768099135784,9.60781000803897
"Mut",7.276646362299,7.47855643693427
"Mid1ip1",9.40548037372904,11.6285845594545
"Gstm5",11.355480345766,13.0208482389194
"Pde6d",8.67307897269996,9.06668507935703
"Tmem132a",4.13093147520233,6.57597530010322
"Pdzrn3",3.99575467069085,5.20874836095362
"Ncdn",9.30139596935955,10.4334659158729
"Sdf2",8.91892270551789,12.2065022352867
"Abhd8",4.93644051434211,5.33805244163476
"Bet1",6.42738703761828,7.50997495587495
"Clptm1",8.03754911998386,10.4684470115449
"Numb",5.32984775251159,8.00341729011963
"Hspbp1",4.7566596370949,4.91539979317459
"Cers1",4.20849351682369,7.46768119254612
"Npc2",11.2514757896018,11.6933884244926
"Nucb1",8.47254166972003,8.71316190849931
"Pigyl",7.99907675145953,8.66802715828882
"Akirin1",8.75643193762201,9.79534159338135
"Dlg3",6.63885492595182,8.17149070303315
"Aldoa",9.801986596753,13.0411586919129
"Cog2",5.65051467149256,6.92251025490285
"Por",5.85031988912729,7.41760812400101
"Mtm1",2.8073549220576,4.09178285139944
"Aatk",3.63012562733469,5.89666422162887
"Gabarap",10.8847115562113,11.532100393225
"Erap1",2.40960623016529,3.766764765136
"Acaa1a",4.1050708242521,4.5213037481939
"Slc39a7",7.57248383066235,8.16766786287925
"Tnfaip8",2.58496250072116,5.96098970497917
"Ctgf",2.58496250072116,2.91829583405449
"Nr1d2",8.08078910779402,9.28003624555087
"B3gat3",4.4746963722935,5.40674641016052
"Ubac1",7.20646370037953,8.74596576278746
"Pcsk1n",4.50246286829817,5.94599914287929
"Slc22a8",2.58496250072116,3.96933908702094
"Sox2",10.9465295010676,11.5840154822178
"Hsd3b7",2.40960623016529,4.89840036643648
"Fcgrt",4.64624263883415,8.1660733956898
"Foxo1",7.55567801666883,10.1152866212993
"Sirpa",8.64343484442885,10.8245044975755
"Pacsin3",4.72534426359453,5.73083905816939
"Hap1",2.74293956349863,4.00653024278596
"Smpd2",5.12560500018664,8.92747119405417
"Rsrp1",7.07442017502598,9.07301863175334
"Klc1",7.85891004265815,6.66299002029036
"Sdc2",8.92318919066547,11.4169588341596
"Hspb8",3.01479803978615,7.01392680085531
"Sept9",6.94734766034996,7.78055061097873
"Slc37a4",2.58496250072116,3.35625942599514
"Lcat",3.05983148763291,11.605966141984
"Nprl2",3.52957154519409,5.7590292344193
"Ppp1r11",2.65909330783331,3.24490320674195
"Adck3",6.25297825700452,7.87892957153492
"Cyp4v3",2.86290487852742,5.83391747785994
"Qk",10.8918265872276,12.1772486992865
"Bcap29",7.45535555252987,9.90231097248214
"Lgals2",2.8715699480384,4.77871152912854
"Syngr2",4.37229513727092,7.70905678312658
"Pafah1b1",9.3065394624695,9.92379173345074
"Glg1",7.52459907720645,8.76784660788855
"Zfp346",3.61780595392556,4.13744487066755
"Ckmt1",2.58496250072116,5.06789737209623
"Chuk",5.7052012166656,7.33784132022657
"Pth1r",2.58496250072116,3.90987358118435
"Gtf2h4",3.66408549867443,4.314354736054
"Mecr",2.58496250072116,5.04593722791547
"Cd320",8.6536778903608,9.85410275167853
"Hspa2",9.07372397333627,11.4671217527934
"Ddt",8.27984023927901,9.21714504392967
"Tinagl1",2.58496250072116,3.68282895799745
"Man1a",2.8073549220576,4.13740566007215
"Slc6a8",6.66241671046538,8.45375953935074
"Vav3",2.8059508382953,4.21858477004807
"Msx1",3,3.53130326599576
"Angptl4",3.8901094670453,5.75260417221019
"Pmp22",9.0679249129945,10.6089771215336
"Igtp",3.81921246033059,5.33992148428324
"Fam120b",6.46445393216994,7.26203405441777
"Lpar1",3.5526489793186,4.91623527640956
"Fam69b",4.54633173144371,6.35043707777193
"Pdgfrb",6.40373288996478,10.664858089608
"Ntsr2",10.4583961006697,13.4531464007954
"Nacc2",6.79734015608914,7.73046815249869
"Actr10",8.0058292085623,9.75944305686313
"Zxdc",6.66385689168572,5.45787662036408
"Cdk2ap2",3.9622552094839,5.59408533208343
"Tmbim1",6.85528028633105,10.7764107658236
"Mbd2",9.60013633394959,9.9481686674398
"Usp2",4.48546731757149,8.91807243793109
"Tmem218",7.95027797775232,8.88785973960764
"Tspan5",7.01209068773384,8.49677079656272
"Kifap3",8.75383284086458,8.69521490696753
"Dnaja2",4.91479716998798,7.33364049655323
"Hbb-b1",4.55570384735834,6.34161725430533
"Ly6a",4.64828253433368,7.45370408397088
"Dnajb9",7.8940356777069,10.8446120921164
"Sod2",8.86725958250411,10.0217250750405
"Wwc2",3.22059269925733,5.52798589009194
"Nt5c2",4.34198393060497,6.2252550884294
"Ethe1",3.797598141869,5.16646867698113
"Kdelr2",12.005070225248,12.4430174157482
"Amacr",2.9357849740192,5.60414824788474
"Rab27b",2.58496250072116,4.1182667814502
"Fah",5.25414761331306,7.11224488626172
"Tmem123",5.48007344263812,6.88540093296584
"Arl6ip5",5.42405728472382,7.60260637227065
"Fbxw4",2.58496250072116,3.0516060363507
"Mccc1",5.82428851602775,6.11267937299947
"Mmp11",3.00991578113135,3.66611845580545
"Ehd3",4.23771593742362,6.0849361286224
"Pld2",3.74032761702726,8.21512476352839
"Zyx",5.09610835362333,6.54939250753164
"Gpr180",6.03863831119468,6.30562287046722
"AI597479",7.11701800889959,7.46240465345506
"Palmd",2.97887931300085,4.83634480169212
"Coq5",5.65983739552355,7.58147485249667
"Eng",2.79743914092626,3.09973600612909
"Fam114a1",3.19623821186075,3.97991074718955
"Pdk4",9.01025169766767,9.8351386794608
"Mal",5.04091271268606,12.2132488323173
"Cyp4f16",3.76221444018651,6.36328328203659
"Itpr1",6.38660980986562,8.94545930570793
"Lynx1",4.29069922893595,5.44548410660154
"H13",7.71354067061007,8.85675099187905
"Plekha2",2.58496250072116,2.93792706373901
"Tnfrsf1a",6.93288940429457,8.1736144704669
"Hs6st1",5.01855928564031,6.8132768110584
"Ebpl",6.78873176323763,8.10857951565946
"Fzd6",3.8059508382953,8.51340713151198
"Mvd",4.08326278128927,6.99883686231593
"Dmd",8.08133262547459,10.2030393226432
"Tob2",3.91884438589262,6.87804330994652
"Crip2",9.10619478283966,9.46288424326025
"Dkk3",10.879334234886,12.8442638562978
"Acot13",9.58873463896265,10.7854884781587
"Brinp1",2.73322411494545,4.55718035557063
"Pvrl3",4.42588623829517,4.76164818690441
"Dohh",5.98893381726732,6.24212589875481
"Cav2",4.19163627868575,8.05201506975387
"Slc23a2",5.47085630933129,8.61238958561934
"Rfx2",5.1761477902447,8.54581226488615
"Emc7",9.35003597907133,11.6806880197645
"Bloc1s6",7.82644254844061,8.2534519243534
"Sil1",7.00583381238191,8.38622972591035
"Sorbs1",3.15040370394411,4.42947339837324
"Calm1",11.1632472901057,12.3899265158606
"Tuba4a",8.58084996756509,13.7735891675238
"Cadm1",9.41061213926129,12.0145536997384
"Iqgap1",9.19936945824763,7.33225884745202
"Npepps",10.1275230672146,10.7623244910282
"Med31",7.17579222372541,7.33667274916032
"Fam132a",3.0889288468983,3.70674595911399
"Slc9a1",7.09183025283114,8.60119174921626
"Rras2",2.58496250072116,2.93792706373901
"Gas6",3.40477304026692,5.54044054437185
"Elovl6",5.62047889981628,6.3457240336116
"Sertad1",3.66677971180096,4.30499572255536
"F3",6.53311171196774,11.0514113506729
"Nap1l5",5.71460195272065,9.02075886328862
"F8a",3.26498577230846,5.59957787298313
"Kcna1",3.16773947176689,5.94193450386969
"S100a1",2.99496436920326,8.01063817274932
"Grina",9.10545202803724,12.0631559644431
"Ier3ip1",7.08728610421153,8.15355172996916
"Srgn",2.58496250072116,3.77322404031567
"Fmo1",4.12672764980158,9.22443572140693
"Sphk2",3.78688807383622,5.22844427525029
"Lypla2",2.58496250072116,3.31123021831741
"Gpd2",9.69346570451711,10.6978423032354
"Large",6.61176057979722,8.61891866485095
"Rdh14",7.15431852741871,8.82367677325123
"Pex3",5.54799406697602,6.9424366550715
"Fam151a",4.7588288652081,5.73801663004575
"E2f5",3.03442926947067,3.79732979727485
"Slc12a4",3.03805870818492,8.56124992353996
"Acot8",5.2845718874616,6.46251819774261
"Lamtor1",11.2834797843715,12.5984403918331
"Fnta",9.50369862135196,9.61089909265611
"Rgs5",5.99225811110655,8.06908034575117
"Tada3",5.99441548815315,5.24103476095509
"Nit1",7.49869720931521,7.61663865803302
"Gm8465",2.8073549220576,4.20988672852706
"Atp13a1",4.99139185164041,8.55875904164535
"Ramp1",5.52081906847671,9.83115998155347
"Ctsb",9.73799881611814,13.063681918945
"Fbxo6",2.72330833381411,4.75224156235525
"Tspan7",11.274280704331,13.8922160341705
"Calb1",2.58496250072116,4.56099819456056
"Gm13305",3.5574751139905,6.70000602051936
"Cyb561",2.58496250072116,3.81638288179181
"Vps4a",7.82351360935831,8.73320966812801
"Evi5",7.08743908687127,7.50861532257022
"Lsm10",2.72330833381411,3.15040370394411
"Plagl2",4.88161532701246,5.55785135923067
"Nfe2l3",3.5992017466123,4.87759250657001
"Efna2",3.09436278434133,4.70259640021565
"Fbxo32",2.58496250072116,4.34645868153061
"Plek",2.58496250072116,4.27126039707235
"Ap3m2",5.95227652593231,8.86753740903519
"Itgb5",6.56961536012813,9.05398419252712
"Fbxo25",6.3291290014846,6.4418943044435
"Elf1",2.65909330783331,3.36885431348162
"Cln3",4.10287448171038,6.35037563501241
"Ubxn6",4.10472819697021,5.13444790760729
"Fyn",7.10571677538185,9.69909672232888
"Apoc1",3.05983148763291,5.16511586135715
"Abhd5",3.58496250072116,8.44911189496289
"Ctnnbip1",4.13717032933736,5.25980386006673
"Cxcl12",5.33967150434259,6.333384390361
"Otub2",2.58496250072116,3.50915900202013
"Gmppa",4.09009168184292,5.23358262604586
"Selenbp1",7.17322951496541,8.61055751611836
"Dhodh",4.04309433898166,6.03448619062206
"Ptges2",5.86117482264187,6.25867390508427
"Mtor",8.18812750471504,9.30086957766865
"Tusc2",5.13798981190754,6.40195182687669
"Slc15a2",4.8726205800784,10.6609931355418
"Per2",3.0184274785004,4.03296978930048
"Camk1",4.06015391362351,5.56063469595319
"Calr",9.30214775132676,10.8994817507382
"Ube2a",7.25881840167604,8.02597988365764
"Nfatc1",3.13959654471332,5.71082719995966
"Slc12a2",8.09414488219272,9.3025553826079
"Pde4dip",2.40960623016529,3.86498219643126
"Prodh",6.55594546787987,10.4769749231583
"Mknk1",4.51248703154434,5.7575201446246
"Atp6v0a1",5.79181051975881,9.54530742376677
"Sod3",3.16305965401045,9.76649542975463
"Slc6a9",6.27129524099548,11.5105786824335
"Slc22a4",2.81707037061078,7.52362891112205
"Rsph1",2.79743914092625,3.16794191266525
"Sspn",3.5360849406593,5.78917379999426
"Sdc4",8.7225982205111,11.8947204063521
"Elk3",2.73322411494545,3.61450951153703
"Cpsf1",7.70953894389302,8.26913947652531
"Abhd12",9.21236888525768,11.1143263236622
"Slc4a10",2.58496250072116,4.23304620842531
"Grb14",4.8719787014391,6.968362414562
"Ankfy1",5.80511521975844,6.57367997588272
"Lgals12",2.73322411494545,4.48288469155065
"Fam20c",3.91326020325775,8.46864808822166
"Gab1",7.38761028195151,9.3553532607552
"Soat1",9.22005037068767,11.9342616935641
"Hnmt",4.89359764372318,9.1701979728834
"Pvrl2",2.58496250072116,3.88636798782456
"Naglu",2.58496250072116,3.18741414140703
"Syt3",2.73322411494545,3.52664814198484
"Cyp46a1",3.92357756967086,9.53723105916966
"Ube2j1",4.77853969735411,6.37710145069686
"Rnf146",8.34070462340093,9.03457733520196
"Mrps31",7.56438460012136,8.41981021856849
"Cdc37l1",5.52995630941358,7.32764039646881
"Pygl",5.47935669604997,8.78780883983351
"Ralb",4.82205145694368,6.63744960211435
"Tjp1",10.5048426565497,11.1391376188872
"Slc25a37",2.8073549220576,3.31790381745384
"Stk10",3.21461872992491,5.2118588094022
"Pkd2",6.06880801031272,7.09443586751891
"Unc13b",2.58496250072116,3.24150461770665
"Ssr1",10.6897828929873,11.0529066663272
"Amy1",2.8073549220576,4.51363723143961
"Psmc6",3.94961341659311,3.88706142463823
"Grhpr",5.89908619259297,7.34254619837315
"Cers4",2.58496250072116,3.85503402612011
"Als2",3.19498750024039,4.55958126013406
"Zmym3",4.43275825227956,6.54697882287341
"Chl1",2.73322411494545,3.08618867796331
"Atp6v1g2",4.06963159393597,5.66513365663677
"Ppfibp2",2.65909330783331,5.50644865299867
"Rasgrp2",2.58496250072116,5.32391270914545
"Slc8b1",2.97887931300085,4.95459365287918
"Pla2g5",2.58496250072116,3.55923988054701
