"","subventricular_zone"
"Foxo1",8.83548231898406
"Sirpa",9.73396967100219
"Pacsin3",5.22809166088196
"Hap1",3.3747349031423
"Smpd2",7.02653809712041
"Rsrp1",8.07371940338966
"Klc1",7.26095003147426
"Sdc2",10.1700740124126
"Hspb8",5.01436242032073
"Sept9",7.36394913566435
"Slc37a4",2.97061096335815
"Lcat",7.33289881480847
"Nprl2",4.64430038980669
"Ppp1r11",2.95199825728763
"Adck3",7.06595391426972
"Cyp4v3",4.34841117819368
"Qk",11.534537643257
"Bcap29",8.67883326250601
"Lgals2",3.82514073858347
"Syngr2",6.04067596019875
"Pafah1b1",9.61516559796012
"Glg1",8.1462228425475
"Zfp346",3.87762541229655
"Ckmt1",3.8264299364087
"Chuk",6.52152126844608
"Pth1r",3.24741804095276
"Gtf2h4",3.98922011736421
"Mecr",3.81544986431832
"Cd320",9.25389032101966
"Hspa2",10.2704228630648
"Ddt",8.74849264160434
"Tinagl1",3.1338957293593
"Man1a",3.47238029106488
"Slc6a8",7.55808812490806
"Vav3",3.51226780417169
"Msx1",3.26565163299788
"Angptl4",4.82135681962775
"Pmp22",9.83845101726406
"Igtp",4.57956697230691
"Fam120b",6.86324399329386
"Lpar1",4.23444212786408
"Fam69b",5.44838440460782
"Pdgfrb",8.53429548978639
"Ntsr2",11.9557712507326
"Nacc2",7.26390415429392
"Actr10",8.88263613271271
"Zxdc",6.0608667560249
"Cdk2ap2",4.77817027078366
"Tmbim1",8.81584552607734
"Mbd2",9.7741525006947
"Usp2",6.70176987775129
"Tmem218",8.41906885867998
"Tspan5",7.75443074214828
"Kifap3",8.72452387391605
"Dnaja2",6.1242188332706
"Hbb-b1",5.44866055083184
"Ly6a",6.05099330915228
"Dnajb9",9.36932388491165
"Sod2",9.44449232877231
"Wwc2",4.37428929467463
"Nt5c2",5.28361950951718
"Ethe1",4.48203340942507
"Kdelr2",12.2240438204981
"Amacr",4.26996661095197
"Rab27b",3.35161464108568
"Fah",6.18319624978739
"Tmem123",6.18273718780198
"Arl6ip5",6.51333182849724
"Fbxw4",2.81828426853593
"Mccc1",5.96848394451361
"Mmp11",3.3380171184684
"Ehd3",5.16132603302301
"Pld2",5.97772619027782
"Zyx",5.82275043057748
"Gpr180",6.17213059083095
"AI597479",7.28971133117733
"Palmd",3.90761205734649
"Coq5",6.62065612401011
"Eng",2.94858757352767
"Fam114a1",3.58807447952515
"Pdk4",9.42269518856424
"Mal",8.6270807725017
"Cyp4f16",5.06274886111155
"Itpr1",7.66603455778678
"Lynx1",4.86809166776875
"H13",8.28514583124456
"Plekha2",2.76144478223009
"Tnfrsf1a",7.55325193738073
"Hs6st1",5.91591804834935
"Ebpl",7.44865563944855
"Fzd6",6.15967898490364
"Mvd",5.5410498218026
"Dmd",9.14218597405892
"Tob2",5.39844384791957
"Crip2",9.28453951304996
"Dkk3",11.8617990455919
"Acot13",10.1871115585607
"Brinp1",3.64520223525804
"Pvrl3",4.59376721259979
"Dohh",6.11552985801106
"Cav2",6.12182567421981
"Slc23a2",7.04162294747532
"Rfx2",6.86098002756542
"Emc7",10.5153619994179
"Bloc1s6",8.03994723639701
"Sil1",7.69603176914613
"Sorbs1",3.78993855115867
"Calm1",11.7765869029831
"Tuba4a",11.1772195675444
"Cadm1",10.7125829194998
"Iqgap1",8.26581415284983
"Npepps",10.4449237791214
"Med31",7.25623248644287
"Fam132a",3.39783740300614
"Klf4",4.16829339586225
"Slc9a1",7.8465110010237
"Rras2",2.76144478223009
"Gas6",4.47260679231939
"Elovl6",5.98310146671394
"Sertad1",3.98588771717816
"F3",8.7922615313203
"Nap1l5",7.36768040800464
"F8a",4.4322818226458
"Kcna1",4.55483698781829
"S100a1",5.50280127097629
"Grina",10.5843039962402
"Ier3ip1",7.62041891709035
"Srgn",3.17909327051841
"Fmo1",6.67558168560425
"Sphk2",4.50766617454326
"Lypla2",2.94809635951929
"Gpd2",10.1956540038762
"Large",7.61533962232409
"Rdh14",7.98899765033497
"Pex3",6.24521536102376
"Fam151a",5.24842274762693
"E2f5",3.41587953337276
"Slc12a4",5.79965431586244
"Acot8",5.8735450426021
"Lamtor1",11.9409600881023
"Fnta",9.55729885700404
"Rgs5",7.03066922842886
"Tada3",5.61772512455412
"Nit1",7.55766793367411
"Gm8465",3.50862082529233
"Atp13a1",6.77507544664288
"Ramp1",7.67598952501509
"Ctsb",11.4008403675316
"Fbxo6",3.73777494808468
"Tspan7",12.5832483692507
"Calb1",3.57298034764086
"Gm13305",5.12874056725493
"Cyb561",3.20067269125649
"Vps4a",8.27836163874316
"Evi5",7.29802720472075
"Lsm10",2.93685601887911
"Plagl2",5.21973334312156
"Nfe2l3",4.23839712659116
"Efna2",3.89847959227849
"Fbxo32",3.46571059112589
"Plek",3.42811144889675
"Ap3m2",7.40990696748375
"Itgb5",7.81179977632762
"Fbxo25",6.38551165296405
"Elf1",3.01397381065747
"Cln3",5.22662505836139
"Ubxn6",4.61958805228875
"Fyn",8.40240674885536
"Apoc1",4.11247367449503
"Abhd5",6.01703719784202
"Ctnnbip1",4.69848709470205
"Cxcl12",5.83652794735179
"Otub2",3.04706075137065
"Gmppa",4.66183715394439
"Selenbp1",7.89189351554189
"Dhodh",5.03879026480186
"Ptges2",6.05992436386307
"Mtor",8.74449854119185
"Tusc2",5.76997081939211
"Slc15a2",7.76680685781011
"Per2",3.52569863390044
"Camk1",4.81039430478835
"Calr",10.1008147510325
"Ube2a",7.64239914266684
"Nfatc1",4.42521187233649
"Slc12a2",8.69835013240031
"Pde4dip",3.13729421329828
"Prodh",8.51646019551907
"Mknk1",5.13500358808447
"Atp6v0a1",7.66855897176279
"Sod3",6.46477754188254
"Slc6a9",8.89093696171447
"Slc22a4",5.17034964086641
"Rsph1",2.98269052679575
"Sspn",4.66262937032678
"Sdc4",10.3086593134316
"Elk3",3.17386681324124
"Cpsf1",7.98933921020916
"Abhd12",10.1633476044599
"Slc4a10",3.40900435457323
"Grb14",5.92017055800055
"Ankfy1",6.18939759782058
"Lgals12",3.60805440324805
"Fam20c",6.19095414573971
"Gab1",8.37148177135335
"Soat1",10.5771560321259
"Hnmt",7.03189780830329
"Pvrl2",3.23566524427286
"Naglu",2.88618832106409
"Syt3",3.12993612846515
"Cyp46a1",6.73040431442026
"Ube2j1",5.57782057402548
"Rnf146",8.68764097930144
"Mrps31",7.99209740934493
"Cdc37l1",6.4287983529412
"Pygl",7.13358276794174
"Ralb",5.72975052952901
"Tjp1",10.8219901377185
"Slc25a37",3.06262936975572
"Stk10",4.21323876966355
"Pkd2",6.58162193891582
"Unc13b",2.91323355921391
"Ssr1",10.8713447796572
"Amy1",3.66049607674861
"Psmc6",3.91833742061567
"Grhpr",6.62081619548306
"Cers4",3.21999826342063
"Als2",3.87728438018722
"Zmym3",5.48986853757648
"Chl1",2.90970639645438
"Atp6v1g2",4.86738262528637
"Ppfibp2",4.08277098041599
"Rasgrp2",3.9544376049333
"Slc8b1",3.96673648294002
"Pla2g5",3.07210119063408
"Serinc3",10.6454876984883
"Galr3",3.33033513800333
"Ngly1",6.65635601801445
"Cep19",5.90278538467107
"Pxmp2",6.05522030027111
"Caml",6.20939231615918
"Rb1",8.36516701906732
"Map2k5",5.63345353131704
"Fam181b",6.74153259554938
"Pgk1",11.9228202312648
"Ctsz",7.65520333676427
"Hsd17b7",3.6622675328594
"Fhl1",8.33602078944607
"Tmem9b",7.59607918714392
"Eepd1",3.88456700079127
"Nenf",8.36257090765873
"Slc39a3",6.92965843349726
"Trim13",5.23585002904127
"Spsb3",5.41609015701405
"Sirt3",6.82551610702259
"Tjp3",3.95873390371737
"Brms1",3.37336193880411
"Vldlr",3.78711523414927
"Ica1",3.03575042209928
"Slc19a2",6.66715370843938
"Dclre1a",2.71176455674125
"Gm10015",9.0014619103803
"Emc6",7.51406233429451
"Pdlim4",8.05403396919317
"Il18",8.56653189267448
"Dnajc4",7.19061291019582
"Abhd3",9.18575981812464
"Cyp2j6",7.23041191007715
"Fam3c",8.81165938281371
"Sst",5.81483113222438
"Pdlim7",4.29938882366455
"Cpeb1",3.35280521264979
"Ghr",7.58224502733039
"Pltp",6.87066809294608
"Ap3d1",8.52736506295173
"Plekha1",6.12486411257154
"Eif4e3",3.93247189074233
"Insig2",7.9361402767595
"Nrarp",10.4162646089846
"Btd",6.39229215495298
"Tssk1",2.7343231988904
"Asic2",3.13680140968517
"Itm2b",11.8560608896921
"Rgcc",7.02374532741088
"Tmem176b",7.63959798629323
"Cml1",7.79187079580265
"B4galt1",5.06342570095308
"C4a",6.96666765967283
"Bhlhe40",7.72096534316677
"Slco3a1",2.99607910390471
"Dusp19",5.62807123999417
"Rabl3",6.63720214194771
"Tmem186",5.01446207253854
"Abcc5",3.68678112656307
"Inpp1",4.78344148872664
"Ltbp3",8.07009955736831
"Gpld1",9.96611284692313
"Ephb6",2.88618832106409
"Tiam1",3.6241422570011
"Eltd1",3.48271270415749
"Tfpt",7.69701775591663
"Cdyl",3.09856057699427
"Hist1h2bc",11.3243310334358
"Acot9",5.78929816427263
"St6galnac4",2.92970912370162
"Nrp1",5.97546325497838
"Prkcz",6.467367689918
"Ppp1r14a",6.60533638093794
"Ufd1l",9.24856279447978
"Stx8",7.07058512568771
"Plvap",3.02879000284156
"Tfcp2l1",4.22725500020138
"Car4",3.41315657094298
"Rtn3",11.5401666113476
"Hes1",4.22752718521596
"Slc12a9",6.84630897159407
"Nrip3",3.02499753678933
"Stmn4",9.73525372011786
"Hey2",5.39434248328913
"Mrpl10",6.34865159836843
"Tor1aip2",10.1154810773127
"Ndufs4",3.63837380731014
"Unc119",3.57774828616865
"Emc4",8.01968473556787
"Aifm1",8.37160508439705
"Dhcr24",9.17766615781804
"Slc25a46",10.3920961017767
"Kcnj8",3.4124447435866
"Tfip11",4.20646645171818
"Rbl2",6.52582228160761
"Abhd1",3.52680444925098
"Tfcp2",5.67709761532289
"Jph3",2.79851018578616
"Hebp1",3.16274949982426
"Dbp",6.44415002840974
"Ina",3.09973600612909
"Atg3",3.63214389289183
"Ptp4a3",7.06825010835562
"Cyth1",6.31317650640433
"Ndufaf3",6.64429297876884
"Gstt1",6.70428292150335
"Ramp2",6.5768763250402
"Malat1",14.5319947641393
"Galnt10",4.42421365379957
"Tep1",3.98960918435707
"Ipo4",7.46569575431258
"Plekhg2",4.38909501804711
"Pfn2",13.3578134334473
"Omg",9.12597314586113
"Klc2",2.65725686849837
"Nme7",7.36710277001127
"Il15",2.86422334230484
"Foxf2",3.26185342926125
"Trappc5",6.31966011290703
"Ivd",8.09317315069631
"Crcp",3.71207560275501
"Tulp3",5.32258239046629
"Padi2",7.19102002056393
"Entpd2",8.22193420733333
"Hunk",4.20124159723725
"Loxl3",6.43337187974181
"Apoc3",3.64314759228865
"Lpin1",4.85987847544006
"Dgat1",6.27031507318755
"Fxyd5",4.41677032168259
"Irf6",3.04706075137065
"Ppt2",5.27944887575078
"Fn3k",5.04687734220908
"Zfp276",4.93236493726486
"Rbfox1",4.8543031688214
"Ufsp2",5.38335913303283
"Crem",3.04805222954733
"Ogfod3",8.02357327890066
"Mtf1",4.03167097532819
"Afg3l1",5.14419214512386
"Gtf2ird2",5.85826981094829
"Hbegf",6.19417553225917
"Cog1",4.57225319331699
"Rnf112",2.84462840957464
"Ctsh",2.79435245959779
"Fxyd3",2.71176455674125
"Apcdd1",7.61486799982296
"N6amt2",6.29212106471895
"Gbp3",3.21411702062193
"Itga7",2.65231964375041
"Cd97",5.10383564840286
"Zfp275",7.98662719350134
"Pde8a",4.67472440184728
"Jrk",3.52358352078684
"Tpd52l1",4.34192452982984
"Psg23",5.78887181877657
"Fbxl20",3.29477062093287
"Tnfaip6",6.063116647226
"Mkrn1",5.82770919927739
"Stx7",7.48856264957783
"Gde1",8.98613514947859
"Slc16a2",8.27142067039824
"Golga5",5.75147849946404
"Rras",4.46960222899399
"Islr",2.74826618706489
"Atp1b1",12.1588850343608
"Copz2",5.49370065116221
"Cxcl14",7.97767067328693
"Smarcd3",7.01679707494779
"Nrip1",7.13348980888301
"Pgf",3.45722775923512
"Aspa",4.54954426419925
"Cutc",4.30671707540787
"Emc9",4.12475723153899
"Lmo1",8.63494781724033
"Vps54",6.37499687481322
"Cyb561d2",5.38758930667703
"Slc4a3",5.64215534491152
"Calcrl",3.42549237042109
"Sdsl",5.4894247652447
"Pus3",4.01694765288041
"Nap1l3",3.09323698419312
"Grb2",6.69569622670832
"Fbxo8",7.62657491169397
"Furin",6.25654013134111
"Tgoln1",6.97337019435707
"Mtx1",9.85641229785268
"Dad1",9.36806872370923
"Fzd2",9.09466692339018
"Rgl1",3.78557921983874
"Kdelr3",3.29745830862314
"Ptpre",2.77920672626309
"Kcnip3",8.21875633745741
"Wasf1",9.33013505869232
"Stambpl1",4.30693153397098
"Arhgef18",6.0235366268824
"Pdha1",10.0345493327663
"Ncstn",7.72270508153439
"Trim8",11.5402836736784
"Limk2",4.71675102094827
"Hint3",6.75189606060541
"Adcy9",3.29539865054548
"Nrsn1",5.11109001284306
"Kpna6",5.29716594753409
"Aldh1a7",2.75695027429671
"Nr2c1",5.71711437536161
"Gpr162",4.35048749379654
"Astn1",11.9053485211338
"Mafk",3.92479618029185
"3000002C10Rik",14.0589347271647
"Clu",12.74894260736
"Ube2h",8.79112635445493
"Notch1",10.2048091756719
"Etv3",2.98027727724965
"Spata6",3.02173494706654
"B4galnt1",4.39735071064418
"Rmdn1",6.12496369236925
"Tceanc2",2.86282537805605
"Capn5",3.29782220484905
"Osmr",3.38131545085991
"Zfp33b",4.2609701446202
"Tirap",2.96790925882794
"Ptprz1",10.9692613670817
"Rgs9",2.89184620971798
"Hnrnpc",7.70849647727242
"Kcmf1",5.81903471315991
"Fech",6.78083432654391
"Comt",5.97912533721535
"Rbms1",5.3808137823241
"S100a13",7.95303352448631
"Slc38a3",9.81553892051363
"Bag4",4.30287698234522
"Cd59a",3.1338957293593
"Pank1",7.25341264295764
"Tnnt2",3.11887257758244
"Nudt2",6.51968600006776
"Sgk2",2.97061096335815
"Tesc",3.54954426419925
"Pnkd",7.63839291488184
"Psd3",5.25052304090731
"Adcy8",3.63507775231492
"Cyth3",6.49037045716974
"Rdh11",6.36217078542614
"Bpnt1",6.97146767633854
"Cyp4f13",4.29142914655576
"Fads3",4.33550854111325
"AI837181",5.98102529083653
"Mapk8ip2",3.53063628145298
"Fezf2",5.0781064237176
"Sh3gl2",3.43859405216526
"Idua",8.5738479312512
"Cds2",7.78068902813014
"Clec11a",2.55896692833454
"Rdh5",3.99303911350545
"Ndufa12",11.8078819326216
"Cdh2",10.4028304494397
"Chmp1b",8.50317968672601
"Arl8b",9.37844596108985
"Eno2",5.92706289375303
"Phlda1",4.74594565889553
"Abcd1",7.41332885245509
"Glmn",3.89721504317371
"Slc30a4",8.78227305787654
"Alg9",5.08411479215894
"Arg2",4.14834595349524
"Trim39",3.95913075424478
"Rfxap",4.46359989060483
"Letmd1",10.1327307286886
"Echdc3",2.77995000096154
"Zfp385a",4.91239984600856
"Psmd4",9.80531474759653
"Foxd1",2.86422334230484
"Idh3b",10.4143769593207
"Msrb1",5.85356014574913
"Rhoj",3.72205417875124
"Skap2",5.82723702460869
"Rpn2",9.18345651832426
"Cebpb",4.00644974067176
"Chid1",3.20876217396589
"F5",3.71106576257885
"Ermap",2.77138860244648
"Bmp7",4.18771833696446
"Plxdc2",7.52121184469994
"Cadm3",6.95885284135347
"Habp4",4.67802475655037
"Dio2",11.1677333788579
"Hlx",2.77995000096154
"Nek3",3.33327462275473
"Drd2",3.39286662352441
"Fbxo16",3.40321011821312
"Camkk1",2.8740110773658
"Zfp93",4.39688009345004
"Tssk6",2.81573980909371
"Phf20l1",5.02407870469268
"Necap2",3.49076501039883
"Pigm",4.48612382917354
"Rb1cc1",5.72410899574577
"Nckipsd",3.16594647238757
"Cideb",5.81206420602147
"Cnp",9.38169205579884
"Inadl",2.99242664116664
"Pex7",6.57965949721978
"Lyrm5",5.18247228864011
"Bves",3.25246261423089
"Peli2",5.34446957270608
"Zfpm2",4.54312166259427
"Gpatch1",5.08413099525713
"Eno1",9.67791800924375
"Gltp",7.0513817742637
"Arpp21",3.21770588088021
"Ero1l",5.42746460232945
"Fads2",9.27469203140596
"2610018G03Rik",3.32111496514108
"Csnk2a1",8.22237955315645
"Cyp2d22",8.05860254001395
"Slc25a23",9.55567511124392
"Fam203a",6.70848546251341
"Pcnx",7.57043470585889
"Epb4.1l3",6.21032801130024
"Ugt8a",7.94240024423278
"Rabgef1",6.12895394732657
"Tmeff2",6.6630066592612
"Chac2",3.94690633278684
