"","DEG_edgeRnames","DEG_Limmanames","DEG_Simplenames"
"DEG_edgeRnames",1.73018603707922e-302,0.000325139374642987,6.30044909703852e-37
"DEG_Limmanames",0.000325139374642989,0,0.999999989792982
"DEG_Simplenames",6.3004490970386e-37,0.999999989792982,8.25031898075793e-135
