"","     NA.1","    NA.10","    NA.11","     NA.2","     NA.3","     NA.4","     NA.5","     NA.6","     NA.7","     NA.8","     NA.9","     NA."
"","Min.   :0.0000  ","Min.   : 0.0000  ","Min.   :0.00000  ","Min.   : 0.0000  ","Min.   :0.0000  ","Min.   : 0.0000  ","Min.   :0.00000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.000  "
"","1st Qu.:0.0000  ","1st Qu.: 0.6722  ","1st Qu.:0.03799  ","1st Qu.: 0.6866  ","1st Qu.:0.2787  ","1st Qu.: 0.5019  ","1st Qu.:0.09927  ","1st Qu.: 1.922  ","1st Qu.:0.1068  ","1st Qu.: 1.048  ","1st Qu.:0.2319  ","1st Qu.: 0.845  "
"","Median :0.7838  ","Median : 1.7936  ","Median :0.82016  ","Median : 1.7477  ","Median :1.0469  ","Median : 1.6386  ","Median :0.81802  ","Median : 2.978  ","Median :0.9542  ","Median : 2.356  ","Median :0.9147  ","Median : 2.178  "
"","Mean   :1.2718  ","Mean   : 2.7113  ","Mean   :1.32846  ","Mean   : 2.6690  ","Mean   :1.4616  ","Mean   : 2.5784  ","Mean   :1.28290  ","Mean   : 3.651  ","Mean   :1.4550  ","Mean   : 3.070  ","Mean   :1.3485  ","Mean   : 3.024  "
"","3rd Qu.:1.9277  ","3rd Qu.: 4.3545  ","3rd Qu.:1.97257  ","3rd Qu.: 4.2536  ","3rd Qu.:2.1381  ","3rd Qu.: 4.1915  ","3rd Qu.:1.90851  ","3rd Qu.: 4.998  ","3rd Qu.:2.1799  ","3rd Qu.: 4.764  ","3rd Qu.:1.9887  ","3rd Qu.: 4.777  "
"","Max.   :9.0650  ","Max.   :12.5518  ","Max.   :9.43933  ","Max.   :12.4330  ","Max.   :9.2757  ","Max.   :12.5213  ","Max.   :9.24530  ","Max.   :13.095  ","Max.   :9.4792  ","Max.   :12.867  ","Max.   :8.7094  ","Max.   :13.151  "
