"","     NA.1","    NA.10","    NA.11","     NA.2","     NA.3","     NA.4","     NA.5","     NA.6","     NA.7","     NA.8","     NA.9","     NA."
"","Min.   :0.0000  ","Min.   : 0.0000  ","Min.   :0.0000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.000  "
"","1st Qu.:0.0000  ","1st Qu.: 0.2042  ","1st Qu.:0.0000  ","1st Qu.: 0.000  ","1st Qu.:0.0000  ","1st Qu.: 0.000  ","1st Qu.:0.0000  ","1st Qu.: 1.993  ","1st Qu.:0.0000  ","1st Qu.: 1.032  ","1st Qu.:0.0000  ","1st Qu.: 0.715  "
"","Median :0.4054  ","Median : 1.4513  ","Median :0.5294  ","Median : 1.281  ","Median :0.6965  ","Median : 1.073  ","Median :0.8141  ","Median : 2.960  ","Median :0.9675  ","Median : 2.262  ","Median :0.9026  ","Median : 1.965  "
"","Mean   :0.9412  ","Mean   : 2.2315  ","Mean   :1.0531  ","Mean   : 2.098  ","Mean   :1.1368  ","Mean   : 1.988  ","Mean   :1.1883  ","Mean   : 3.439  ","Mean   :1.3658  ","Mean   : 2.758  ","Mean   :1.2445  ","Mean   : 2.630  "
"","3rd Qu.:1.4983  ","3rd Qu.: 3.4228  ","3rd Qu.:1.6780  ","3rd Qu.: 3.268  ","3rd Qu.:1.8219  ","3rd Qu.: 3.077  ","3rd Qu.:1.9545  ","3rd Qu.: 4.455  ","3rd Qu.:2.1744  ","3rd Qu.: 3.905  ","3rd Qu.:1.9518  ","3rd Qu.: 3.823  "
"","Max.   :7.3663  ","Max.   :11.6270  ","Max.   :7.6631  ","Max.   :11.568  ","Max.   :7.6194  ","Max.   :11.553  ","Max.   :7.6036  ","Max.   :12.530  ","Max.   :8.1992  ","Max.   :11.881  ","Max.   :7.6564  ","Max.   :12.400  "
