"","     NA.1","    NA.10","    NA.11","     NA.2","     NA.3","     NA.4","     NA.5","     NA.6","     NA.7","     NA.8","     NA.9","     NA."
"","Min.   :0.0000  ","Min.   : 0.0000  ","Min.   :0.00000  ","Min.   : 0.0000  ","Min.   :0.0000  ","Min.   : 0.0000  ","Min.   :0.0000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.0000  "
"","1st Qu.:0.0000  ","1st Qu.: 0.6764  ","1st Qu.:0.04561  ","1st Qu.: 0.6925  ","1st Qu.:0.2833  ","1st Qu.: 0.5089  ","1st Qu.:0.1086  ","1st Qu.: 1.924  ","1st Qu.:0.1158  ","1st Qu.: 1.050  ","1st Qu.:0.2349  ","1st Qu.: 0.8621  "
"","Median :0.7918  ","Median : 1.8096  ","Median :0.82615  ","Median : 1.7689  ","Median :1.0544  ","Median : 1.6539  ","Median :0.8284  ","Median : 3.000  ","Median :0.9654  ","Median : 2.382  ","Median :0.9212  ","Median : 2.2003  "
"","Mean   :1.2816  ","Mean   : 2.7299  ","Mean   :1.33838  ","Mean   : 2.6883  ","Mean   :1.4723  ","Mean   : 2.5978  ","Mean   :1.2921  ","Mean   : 3.667  ","Mean   :1.4652  ","Mean   : 3.088  ","Mean   :1.3578  ","Mean   : 3.0434  "
"","3rd Qu.:1.9501  ","3rd Qu.: 4.4018  ","3rd Qu.:2.00754  ","3rd Qu.: 4.2931  ","3rd Qu.:2.1687  ","3rd Qu.: 4.2230  ","3rd Qu.:1.9326  ","3rd Qu.: 5.032  ","3rd Qu.:2.2071  ","3rd Qu.: 4.797  ","3rd Qu.:2.0089  ","3rd Qu.: 4.8144  "
"","Max.   :9.0650  ","Max.   :12.5518  ","Max.   :9.43933  ","Max.   :12.4330  ","Max.   :9.2757  ","Max.   :12.5213  ","Max.   :9.2453  ","Max.   :13.095  ","Max.   :9.4792  ","Max.   :12.867  ","Max.   :8.7094  ","Max.   :13.1505  "
