"","Gene","Category"
"1","AAAS","TAPbyQNP"
"2","AACS","TAPbyQNP"
"3","AAGAB","TAPbyQNP"
"4","AAK1","TAPbyQNP"
"5","AARS","TAPbyQNP"
"6","AASDH","TAPbyQNP"
"7","AASDHPPT","TAPbyQNP"
"8","ABCB6","TAPbyQNP"
"9","ABCB8","TAPbyQNP"
"10","ABCB9","TAPbyQNP"
"11","ABCC4","TAPbyQNP"
"12","ABCD1","TAPbyQNP"
"13","ABCD2","TAPbyQNP"
"14","ABCD3","TAPbyQNP"
"15","ABCE1","TAPbyQNP"
"16","ABCF1","TAPbyQNP"
"17","ABCF2","TAPbyQNP"
"18","ABCF3","TAPbyQNP"
"19","ABHD13","TAPbyQNP"
"20","ABHD14A","TAPbyQNP"
"21","ABHD14B","TAPbyQNP"
"22","ABHD16A","TAPbyQNP"
"23","ABHD18","TAPbyQNP"
"24","ABI1","TAPbyQNP"
"25","ABI2","TAPbyQNP"
"26","ABRACL","TAPbyQNP"
"27","ABRAXAS1","TAPbyQNP"
"28","ACAA1","TAPbyQNP"
"29","ACAA2","TAPbyQNP"
"30","ACAD9","TAPbyQNP"
"31","ACAT1","TAPbyQNP"
"32","ACAT2","TAPbyQNP"
"33","ACAT2","TAPbyQNP"
"34","ACBD3","TAPbyQNP"
"35","ACIN1","TAPbyQNP"
"36","ACOT13","TAPbyQNP"
"37","ACOT1","TAPbyQNP"
"38","ACOT7","TAPbyQNP"
"39","ACOT9","TAPbyQNP"
"40","ACP1","TAPbyQNP"
"41","ACP6","TAPbyQNP"
"42","ACSF3","TAPbyQNP"
"43","ACSL1","TAPbyQNP"
"44","ACSL3","TAPbyQNP"
"45","ACSL4","TAPbyQNP"
"46","ACTL6A","TAPbyQNP"
"47","ACTR10","TAPbyQNP"
"48","ACTR3","TAPbyQNP"
"49","ACTR5","TAPbyQNP"
"50","ACTR6","TAPbyQNP"
"51","ACTR8","TAPbyQNP"
"52","ACVR1B","TAPbyQNP"
"53","ACVR2A","TAPbyQNP"
"54","ABHD14A-ACY1","TAPbyQNP"
"55","ACYP1","TAPbyQNP"
"56","ADAL","TAPbyQNP"
"57","ADAM23","TAPbyQNP"
"58","ADAMTS10","TAPbyQNP"
"59","ADAMTS20","TAPbyQNP"
"60","ADAR","TAPbyQNP"
"61","ADARB1","TAPbyQNP"
"62","ADAT1","TAPbyQNP"
"63","ADAT2","TAPbyQNP"
"64","ADGRA3","TAPbyQNP"
"65","ADGRE5","TAPbyQNP"
"66","ADGRG1","TAPbyQNP"
"67","ADGRG6","TAPbyQNP"
"68","ADGRL1","TAPbyQNP"
"69","ADGRL3","TAPbyQNP"
"70","ADH5","TAPbyQNP"
"71","ADHFE1","TAPbyQNP"
"72","ADI1","TAPbyQNP"
"73","ADIPOR1","TAPbyQNP"
"74","ADIPOR2","TAPbyQNP"
"75","ADNP","TAPbyQNP"
"76","ADNP2","TAPbyQNP"
"77","ADPGK","TAPbyQNP"
"78","ADSL","TAPbyQNP"
"79","AEBP2","TAPbyQNP"
"80","AFDN","TAPbyQNP"
"81","AFF1","TAPbyQNP"
"82","AFG3L2","TAPbyQNP"
"83","AFTPH","TAPbyQNP"
"84","AGA","TAPbyQNP"
