"","Gene","Category"
"1","C4orf19","QSVZbyPSVZ"
"2","C11orf49","QSVZbyPSVZ"
"3","C16orf74","QSVZbyPSVZ"
"4","C6orf120","QSVZbyPSVZ"
"5","C19orf12","QSVZbyPSVZ"
"6","C9orf116","QSVZbyPSVZ"
"7","C17orf97","QSVZbyPSVZ"
"8","C15orf39","QSVZbyPSVZ"
"9","C2orf88","QSVZbyPSVZ"
"10","C17orf50","QSVZbyPSVZ"
"11","C9orf135","QSVZbyPSVZ"
"12","C4orf47","QSVZbyPSVZ"
"13","C2orf69","QSVZbyPSVZ"
"14","C22orf23","QSVZbyPSVZ"
"15","C3orf62","QSVZbyPSVZ"
"16","C17orf58","QSVZbyPSVZ"
"17","C16orf72","QSVZbyPSVZ"
"18","C11orf24","QSVZbyPSVZ"
"19","KIAA1211L","QSVZbyPSVZ"
"20","C12orf43","QSVZbyPSVZ"
"21","C19orf47","QSVZbyPSVZ"
"22","C1orf198","QSVZbyPSVZ"
"23","C10orf88","QSVZbyPSVZ"
"24","C1orf52","QSVZbyPSVZ"
"25","C22orf39","QSVZbyPSVZ"
"26","KIAA2013","QSVZbyPSVZ"
"27","ZNF429","QSVZbyPSVZ"
"28","C8orf37","QSVZbyPSVZ"
"29","KIAA0586","QSVZbyPSVZ"
"30","C18orf21","QSVZbyPSVZ"
"31","C12orf65","QSVZbyPSVZ"
"32","BMERB1","QSVZbyPSVZ"
"33","C2orf76","QSVZbyPSVZ"
"34","C3orf14","QSVZbyPSVZ"
"35","C20orf194","QSVZbyPSVZ"
"36","C12orf29","QSVZbyPSVZ"
"37","KIAA0040","QSVZbyPSVZ"
"38","C11orf54","QSVZbyPSVZ"
"39","KIAA0355","QSVZbyPSVZ"
"40","C14orf93","QSVZbyPSVZ"
"41","KIAA0753","QSVZbyPSVZ"
"42","KIAA0930","QSVZbyPSVZ"
"43","KIAA1324","QSVZbyPSVZ"
"44","PACRGL","QSVZbyPSVZ"
"45","C18orf25","QSVZbyPSVZ"
"46","KIAA0408","QSVZbyPSVZ"
"47","KIAA1324L","QSVZbyPSVZ"
"48","C8orf58","QSVZbyPSVZ"
"49","A2M","QSVZbyPSVZ"
"50","C1orf116","QSVZbyPSVZ"
"51","AACS","QSVZbyPSVZ"
"52","AAK1","QSVZbyPSVZ"
"53","AAR2","QSVZbyPSVZ"
"54","AASDHPPT","QSVZbyPSVZ"
"55","AASS","QSVZbyPSVZ"
"56","AATK","QSVZbyPSVZ"
"57","ABAT","QSVZbyPSVZ"
"58","ABCA1","QSVZbyPSVZ"
"59","ABCA2","QSVZbyPSVZ"
"60","ABCA3","QSVZbyPSVZ"
"61","ABCA5","QSVZbyPSVZ"
"62","ABCB10","QSVZbyPSVZ"
"63","ABCB1","QSVZbyPSVZ"
"64","ABCB4","QSVZbyPSVZ"
"65","ABCB6","QSVZbyPSVZ"
"66","ABCB8","QSVZbyPSVZ"
"67","ABCB9","QSVZbyPSVZ"
"68","ABCC4","QSVZbyPSVZ"
"69","ABCC5","QSVZbyPSVZ"
"70","ABCC9","QSVZbyPSVZ"
"71","ABCD1","QSVZbyPSVZ"
"72","ABCD2","QSVZbyPSVZ"
"73","ABCD3","QSVZbyPSVZ"
"74","ABCD4","QSVZbyPSVZ"
"75","ABCF3","QSVZbyPSVZ"
"76","ABCG1","QSVZbyPSVZ"
"77","ABCG4","QSVZbyPSVZ"
"78","ABHD1","QSVZbyPSVZ"
"79","ABHD12","QSVZbyPSVZ"
"80","ABHD14A","QSVZbyPSVZ"
"81","ABHD14B","QSVZbyPSVZ"
"82","ABHD15","QSVZbyPSVZ"
"83","ABHD16A","QSVZbyPSVZ"
"84","ABHD3","QSVZbyPSVZ"
"85","ABHD4","QSVZbyPSVZ"
"86","ABHD5","QSVZbyPSVZ"
"87","ABHD6","QSVZbyPSVZ"
"88","ABHD8","QSVZbyPSVZ"
"89","ABI1","QSVZbyPSVZ"
"90","ABI2","QSVZbyPSVZ"
"91","ABL2","QSVZbyPSVZ"
"92","ABLIM1","QSVZbyPSVZ"
"93","ABLIM2","QSVZbyPSVZ"
"94","ABR","QSVZbyPSVZ"
"95","ABTB2","QSVZbyPSVZ"
"96","ACAA1","QSVZbyPSVZ"
"97","ACAA2","QSVZbyPSVZ"
"98","ACACB","QSVZbyPSVZ"
"99","ACAD11","QSVZbyPSVZ"
"100","ACAD9","QSVZbyPSVZ"
"101","ACADL","QSVZbyPSVZ"
"102","ACADM","QSVZbyPSVZ"
"103","ACADSB","QSVZbyPSVZ"
"104","ACADVL","QSVZbyPSVZ"
"105","ACAP2","QSVZbyPSVZ"
"106","ACAT2","QSVZbyPSVZ"
"107","ACBD5","QSVZbyPSVZ"
"108","ACER3","QSVZbyPSVZ"
"109","ACKR1","QSVZbyPSVZ"
"110","ACO2","QSVZbyPSVZ"
"111","ACOT11","QSVZbyPSVZ"
"112","ACOT13","QSVZbyPSVZ"
"113","ACOT1","QSVZbyPSVZ"
"114","ACOT6","QSVZbyPSVZ"
"115","ACOT8","QSVZbyPSVZ"
"116","ACOT9","QSVZbyPSVZ"
"117","ACOX1","QSVZbyPSVZ"
"118","ACOX3","QSVZbyPSVZ"
"119","ACP2","QSVZbyPSVZ"
"120","ACP6","QSVZbyPSVZ"
"121","ACSBG1","QSVZbyPSVZ"
"122","ACSF2","QSVZbyPSVZ"
"123","ACSL1","QSVZbyPSVZ"
"124","ACSL3","QSVZbyPSVZ"
"125","ACSL5","QSVZbyPSVZ"
"126","ACSL6","QSVZbyPSVZ"
"127","ACSS1","QSVZbyPSVZ"
"128","ACSS2","QSVZbyPSVZ"
"129","ACTA2","QSVZbyPSVZ"
"130","ACTC1","QSVZbyPSVZ"
"131","ACTN1","QSVZbyPSVZ"
"132","ACTN2","QSVZbyPSVZ"
"133","ACTN4","QSVZbyPSVZ"
"134","ACTR10","QSVZbyPSVZ"
"135","ACTR3C","QSVZbyPSVZ"
"136","ACVR1","QSVZbyPSVZ"
"137","ACVR2A","QSVZbyPSVZ"
"138","ACVRL1","QSVZbyPSVZ"
"139","ABHD14A-ACY1","QSVZbyPSVZ"
"140","ACY3","QSVZbyPSVZ"
"141","ACYP2","QSVZbyPSVZ"
"142","ADAL","QSVZbyPSVZ"
"143","ADAM15","QSVZbyPSVZ"
"144","ADAM17","QSVZbyPSVZ"
"145","ADAM23","QSVZbyPSVZ"
"146","ADAMTS1","QSVZbyPSVZ"
"147","ADAMTS10","QSVZbyPSVZ"
"148","ADAMTS15","QSVZbyPSVZ"
"149","ADAMTS20","QSVZbyPSVZ"
"150","ADAMTS4","QSVZbyPSVZ"
"151","ADAMTSL4","QSVZbyPSVZ"
"152","ADAP2","QSVZbyPSVZ"
"153","ADAR","QSVZbyPSVZ"
"154","ADAT3","QSVZbyPSVZ"
"155","ADCK1","QSVZbyPSVZ"
"156","ADCK2","QSVZbyPSVZ"
"157","ADCY2","QSVZbyPSVZ"
"158","ADCY5","QSVZbyPSVZ"
"159","ADCY7","QSVZbyPSVZ"
"160","ADCY8","QSVZbyPSVZ"
"161","ADCY9","QSVZbyPSVZ"
"162","ADCYAP1R1","QSVZbyPSVZ"
"163","ADD1","QSVZbyPSVZ"
"164","ADD2","QSVZbyPSVZ"
"165","ADD3","QSVZbyPSVZ"
"166","ADHFE1","QSVZbyPSVZ"
"167","ADIPOR1","QSVZbyPSVZ"
"168","ADIPOR2","QSVZbyPSVZ"
"169","ADK","QSVZbyPSVZ"
"170","ADO","QSVZbyPSVZ"
"171","ADORA1","QSVZbyPSVZ"
"172","ADORA2B","QSVZbyPSVZ"
"173","ADRA2A","QSVZbyPSVZ"
"174","AFAP1","QSVZbyPSVZ"
"175","AFAP1L1","QSVZbyPSVZ"
"176","AFAP1L2","QSVZbyPSVZ"
"177","AFF4","QSVZbyPSVZ"
"178","AGA","QSVZbyPSVZ"
"179","AGBL3","QSVZbyPSVZ"
"180","AGFG1","QSVZbyPSVZ"
"181","AGK","QSVZbyPSVZ"
"182","AGL","QSVZbyPSVZ"
"183","AGMO","QSVZbyPSVZ"
"184","AGO3","QSVZbyPSVZ"
"185","AGO4","QSVZbyPSVZ"
"186","AGPAT1","QSVZbyPSVZ"
"187","AGPAT3","QSVZbyPSVZ"
"188","AGPAT4","QSVZbyPSVZ"
"189","AGPAT5","QSVZbyPSVZ"
"190","AGRN","QSVZbyPSVZ"
"191","AGT","QSVZbyPSVZ"
"192","AGTRAP","QSVZbyPSVZ"
"193","AHCYL1","QSVZbyPSVZ"
"194","AHCYL2","QSVZbyPSVZ"
"195","C11orf87","QSVZbyPSVZ"
"196","C2orf49","QSVZbyPSVZ"
"197","C11orf68","QSVZbyPSVZ"
"198","AIFM1","QSVZbyPSVZ"
"199","AIFM2","QSVZbyPSVZ"
"200","AIFM3","QSVZbyPSVZ"
"201","AIG1","QSVZbyPSVZ"
"202","AIMP2","QSVZbyPSVZ"
"203","AJAP1","QSVZbyPSVZ"
"204","AK1","QSVZbyPSVZ"
"205","AK3","QSVZbyPSVZ"
"206","AK4","QSVZbyPSVZ"
"207","AK7","QSVZbyPSVZ"
"208","AKAP11","QSVZbyPSVZ"
"209","AKAP13","QSVZbyPSVZ"
"210","AKAP5","QSVZbyPSVZ"
"211","AKAP8","QSVZbyPSVZ"
"212","AKAP9","QSVZbyPSVZ"
"213","AKIRIN1","QSVZbyPSVZ"
"214","AKT1S1","QSVZbyPSVZ"
"215","AKT2","QSVZbyPSVZ"
"216","AKTIP","QSVZbyPSVZ"
"217","ALCAM","QSVZbyPSVZ"
"218","ALDH1A1","QSVZbyPSVZ"
"219","ALDH1A1","QSVZbyPSVZ"
"220","ALDH1L1","QSVZbyPSVZ"
"221","ALDH3A2","QSVZbyPSVZ"
"222","ALDH4A1","QSVZbyPSVZ"
"223","ALDH5A1","QSVZbyPSVZ"
"224","ALDH6A1","QSVZbyPSVZ"
"225","ALDH7A1","QSVZbyPSVZ"
