"","Gene","Category"
"1","KIAA1841","NPCbyNSC"
"2","CXorf40A","NPCbyNSC"
"3","C9orf24","NPCbyNSC"
"4","C11orf1","NPCbyNSC"
"5","C9orf85","NPCbyNSC"
"6","C1orf122","NPCbyNSC"
"7","C12orf73","NPCbyNSC"
"8","C2orf40","NPCbyNSC"
"9","C5orf49","NPCbyNSC"
"10","C9orf50","NPCbyNSC"
"11","C17orf98","NPCbyNSC"
"12","C2orf81","NPCbyNSC"
"13","C9orf116","NPCbyNSC"
"14","C1orf194","NPCbyNSC"
"15","C2orf88","NPCbyNSC"
"16","C4orf47","NPCbyNSC"
"17","C16orf46","NPCbyNSC"
"18","C22orf23","NPCbyNSC"
"19","C14orf119","NPCbyNSC"
"20","C17orf58","NPCbyNSC"
"21","RBIS","NPCbyNSC"
"22","C4orf3","NPCbyNSC"
"23","C19orf33","NPCbyNSC"
"24","C12orf43","NPCbyNSC"
"25","C11orf52","NPCbyNSC"
"26","C1orf52","NPCbyNSC"
"27","C8orf37","NPCbyNSC"
"28","C11orf95","NPCbyNSC"
"29","BMERB1","NPCbyNSC"
"30","C5orf34","NPCbyNSC"
"31","C16orf87","NPCbyNSC"
"32","C20orf194","NPCbyNSC"
"33","C12orf29","NPCbyNSC"
"34","C11orf65","NPCbyNSC"
"35","C11orf54","NPCbyNSC"
"36","BRD8","NPCbyNSC"
"37","KIAA0753","NPCbyNSC"
"38","C1orf43","NPCbyNSC"
"39","C1orf216","NPCbyNSC"
"40","C17orf75","NPCbyNSC"
"41","KIAA0408","NPCbyNSC"
"42","C1orf109","NPCbyNSC"
"43","A2M","NPCbyNSC"
"44","A4GALT","NPCbyNSC"
"45","AAMDC","NPCbyNSC"
"46","AASS","NPCbyNSC"
"47","AATK","NPCbyNSC"
"48","ABAT","NPCbyNSC"
"49","ABCA2","NPCbyNSC"
"50","ABCA5","NPCbyNSC"
"51","ABCA6","NPCbyNSC"
"52","ABCA7","NPCbyNSC"
"53","ABCA8","NPCbyNSC"
"54","ABCC10","NPCbyNSC"
"55","ABCC5","NPCbyNSC"
"56","ABCC8","NPCbyNSC"
"57","ABCC9","NPCbyNSC"
"58","ABCD4","NPCbyNSC"
"59","ABCG1","NPCbyNSC"
"60","ABCG4","NPCbyNSC"
"61","ABHD1","NPCbyNSC"
"62","ABHD11","NPCbyNSC"
"63","ABHD14A","NPCbyNSC"
"64","ABHD14B","NPCbyNSC"
"65","ABHD16A","NPCbyNSC"
"66","ABHD17A","NPCbyNSC"
"67","ABHD17B","NPCbyNSC"
"68","ABHD18","NPCbyNSC"
"69","ABHD3","NPCbyNSC"
"70","ABHD4","NPCbyNSC"
"71","ABHD6","NPCbyNSC"
"72","ABLIM2","NPCbyNSC"
"73","ABTB1","NPCbyNSC"
"74","ACAA2","NPCbyNSC"
"75","ACADM","NPCbyNSC"
"76","ACAP3","NPCbyNSC"
"77","ACAT2","NPCbyNSC"
"78","ACAT2","NPCbyNSC"
"79","ACBD4","NPCbyNSC"
"80","ACBD5","NPCbyNSC"
"81","ACBD7","NPCbyNSC"
"82","ACE2","NPCbyNSC"
"83","ACHE","NPCbyNSC"
"84","ACKR1","NPCbyNSC"
"85","ACLY","NPCbyNSC"
"86","ACOT11","NPCbyNSC"
"87","ACOT1","NPCbyNSC"
"88","ACOT6","NPCbyNSC"
"89","ACOT7","NPCbyNSC"
"90","ACOT8","NPCbyNSC"
"91","ACOT9","NPCbyNSC"
"92","ACOX1","NPCbyNSC"
"93","ACRBP","NPCbyNSC"
"94","ACSBG1","NPCbyNSC"
"95","ACSF2","NPCbyNSC"
"96","ACSL1","NPCbyNSC"
"97","ACSL3","NPCbyNSC"
