"","Gene","Category"
"1","AARSD1","QNPbyTAP"
"2","AATF","QNPbyTAP"
"3","AATK","QNPbyTAP"
"4","ABCA2","QNPbyTAP"
"5","ABCA3","QNPbyTAP"
"6","ABCA5","QNPbyTAP"
"7","ABCC3","QNPbyTAP"
"8","ABHD11","QNPbyTAP"
"9","ABHD15","QNPbyTAP"
"10","ABHD17A","QNPbyTAP"
"11","ABHD17B","QNPbyTAP"
"12","ABHD17C","QNPbyTAP"
"13","ABHD2","QNPbyTAP"
"14","ABHD4","QNPbyTAP"
"15","ABHD8","QNPbyTAP"
"16","ABR","QNPbyTAP"
"17","ABRAXAS2","QNPbyTAP"
"18","ACACA","QNPbyTAP"
"19","ACADVL","QNPbyTAP"
"20","ACAN","QNPbyTAP"
"21","ACBD4","QNPbyTAP"
"22","ACCS","QNPbyTAP"
"23","ACE","QNPbyTAP"
"24","ACER3","QNPbyTAP"
"25","ACLY","QNPbyTAP"
"26","ACOX1","QNPbyTAP"
"27","ACP4","QNPbyTAP"
"28","ACSF2","QNPbyTAP"
"29","ACSL5","QNPbyTAP"
"30","ACSL6","QNPbyTAP"
"31","ACSM3","QNPbyTAP"
"32","ACSS2","QNPbyTAP"
"33","ACTB","QNPbyTAP"
"34","ACTN4","QNPbyTAP"
"35","ACTR1A","QNPbyTAP"
"36","ACY3","QNPbyTAP"
"37","ADAM11","QNPbyTAP"
"38","ADAM12","QNPbyTAP"
"39","ADAM15","QNPbyTAP"
"40","ADAM19","QNPbyTAP"
"41","ADAMTS4","QNPbyTAP"
"42","ADAMTSL3","QNPbyTAP"
"43","ADCK2","QNPbyTAP"
"44","ADCY5","QNPbyTAP"
"45","ADCY6","QNPbyTAP"
"46","ADD1","QNPbyTAP"
"47","ADD3","QNPbyTAP"
"48","ADIPOQ","QNPbyTAP"
"49","ADM","QNPbyTAP"
"50","ADPRH","QNPbyTAP"
"51","ADPRHL2","QNPbyTAP"
"52","ADPRM","QNPbyTAP"
"53","ADRB1","QNPbyTAP"
"54","AEN","QNPbyTAP"
"55","AFAP1L2","QNPbyTAP"
"56","AFF4","QNPbyTAP"
"57","AGPAT2","QNPbyTAP"
