"","Gene","Category"
"1","C2orf68","NSCbyNPC"
"2","C4orf19","NSCbyNPC"
"3","C6orf118","NSCbyNPC"
"4","C15orf39","NSCbyNPC"
"5","C20orf27","NSCbyNPC"
"6","C19orf67","NSCbyNPC"
"7","C9orf64","NSCbyNPC"
"8","C19orf47","NSCbyNPC"
"9","C1orf35","NSCbyNPC"
"10","KIAA0100","NSCbyNPC"
"11","C12orf65","NSCbyNPC"
"12","C7orf50","NSCbyNPC"
"13","SYCP3","NSCbyNPC"
"14","C19orf57","NSCbyNPC"
"15","C4orf46","NSCbyNPC"
"16","C14orf93","NSCbyNPC"
"17","CXorf21","NSCbyNPC"
"18","C18orf25","NSCbyNPC"
"19","C5orf15","NSCbyNPC"
"20","C8orf58","NSCbyNPC"
"21","C1orf74","NSCbyNPC"
"22","C19orf66","NSCbyNPC"
"23","C1orf174","NSCbyNPC"
"24","C15orf48","NSCbyNPC"
"25","AAAS","NSCbyNPC"
"26","AACS","NSCbyNPC"
"27","AAGAB","NSCbyNPC"
"28","AARD","NSCbyNPC"
"29","AARS","NSCbyNPC"
"30","AARS2","NSCbyNPC"
"31","AATF","NSCbyNPC"
"32","C19orf38","NSCbyNPC"
"33","ABCA1","NSCbyNPC"
"34","ABCA3","NSCbyNPC"
"35","ABCA9","NSCbyNPC"
"36","ABCB1","NSCbyNPC"
"37","ABCB1","NSCbyNPC"
"38","ABCB7","NSCbyNPC"
"39","ABCC1","NSCbyNPC"
"40","ABCC3","NSCbyNPC"
"41","ABCD1","NSCbyNPC"
"42","ABCD2","NSCbyNPC"
"43","ABCE1","NSCbyNPC"
"44","ABCF1","NSCbyNPC"
"45","ABCF2","NSCbyNPC"
"46","ABCG2","NSCbyNPC"
"47","ABHD12","NSCbyNPC"
"48","ABHD15","NSCbyNPC"
"49","ABHD8","NSCbyNPC"
"50","ABI2","NSCbyNPC"
"51","ABL1","NSCbyNPC"
"52","ABRACL","NSCbyNPC"
"53","ABRAXAS1","NSCbyNPC"
"54","ACAD10","NSCbyNPC"
"55","ACAD9","NSCbyNPC"
"56","ACADS","NSCbyNPC"
"57","ACCS","NSCbyNPC"
"58","ACER3","NSCbyNPC"
"59","ACKR3","NSCbyNPC"
"60","ACO1","NSCbyNPC"
"61","ACOT1","NSCbyNPC"
"62","ACOX3","NSCbyNPC"
"63","ACP2","NSCbyNPC"
"64","ACP6","NSCbyNPC"
"65","ACSL4","NSCbyNPC"
"66","ACTB","NSCbyNPC"
"67","ACTG1","NSCbyNPC"
"68","ACTL6A","NSCbyNPC"
"69","ACTN1","NSCbyNPC"
"70","ACTN4","NSCbyNPC"
"71","ACTR2","NSCbyNPC"
"72","ACTR3","NSCbyNPC"
"73","ACVRL1","NSCbyNPC"
"74","ADA","NSCbyNPC"
"75","ADAM17","NSCbyNPC"
"76","ADAM33","NSCbyNPC"
"77","ADAM8","NSCbyNPC"
"78","ADAM9","NSCbyNPC"
"79","ADAMTSL5","NSCbyNPC"
"80","ADAP2","NSCbyNPC"
"81","ADAR","NSCbyNPC"
"82","ADAT2","NSCbyNPC"
"83","ADCY1","NSCbyNPC"
"84","ADCY7","NSCbyNPC"
"85","ADGRE1","NSCbyNPC"
"86","ADIPOR1","NSCbyNPC"
"87","ADRB1","NSCbyNPC"
"88","ADRB2","NSCbyNPC"
"89","ADSL","NSCbyNPC"
"90","ADSS","NSCbyNPC"
"91","AEN","NSCbyNPC"
"92","AFAP1L1","NSCbyNPC"
"93","AFF1","NSCbyNPC"
"94","AFF3","NSCbyNPC"
"95","AFTPH","NSCbyNPC"
"96","AGO2","NSCbyNPC"
"97","AGPS","NSCbyNPC"
"98","AHCTF1","NSCbyNPC"
"99","AHCY","NSCbyNPC"
"100","AHR","NSCbyNPC"
"101","C16orf54","NSCbyNPC"
"102","C11orf87","NSCbyNPC"
"103","AIF1","NSCbyNPC"
"104","AIF1L","NSCbyNPC"
"105","AKAP10","NSCbyNPC"
"106","AKAP13","NSCbyNPC"
"107","AKIP1","NSCbyNPC"
"108","AKNA","NSCbyNPC"
"109","AKR1A1","NSCbyNPC"
"110","AKT1","NSCbyNPC"
"111","ALAS1","NSCbyNPC"
"112","ALDH16A1","NSCbyNPC"
"113","ALDH18A1","NSCbyNPC"
"114","ALDH2","NSCbyNPC"
"115","ALDH3B1","NSCbyNPC"
"116","ALG8","NSCbyNPC"
"117","ALKBH4","NSCbyNPC"
"118","ALOX5","NSCbyNPC"
"119","ALOX5AP","NSCbyNPC"
"120","ALPL","NSCbyNPC"
"121","ALS2CL","NSCbyNPC"
"122","ALYREF","NSCbyNPC"
"123","AMDHD1","NSCbyNPC"
"124","AMDHD2","NSCbyNPC"
"125","AMMECR1","NSCbyNPC"
"126","AMOTL2","NSCbyNPC"
"127","ANAPC1","NSCbyNPC"
"128","ANAPC15","NSCbyNPC"
"129","ANAPC15","NSCbyNPC"
"130","ANAPC5","NSCbyNPC"
"131","ANAPC7","NSCbyNPC"
"132","ANGPTL6","NSCbyNPC"
"133","ANKFY1","NSCbyNPC"
"134","ANKLE1","NSCbyNPC"
"135","ANKRD52","NSCbyNPC"
"136","ANKS1A","NSCbyNPC"
"137","ANKS6","NSCbyNPC"
"138","ANLN","NSCbyNPC"
"139","ANO6","NSCbyNPC"
"140","ANP32A","NSCbyNPC"
"141","ANP32B","NSCbyNPC"
"142","ANP32E","NSCbyNPC"
"143","ANXA11","NSCbyNPC"
"144","ANXA3","NSCbyNPC"
"145","ANXA5","NSCbyNPC"
"146","ANXA6","NSCbyNPC"
"147","AOAH","NSCbyNPC"
"148","AP1B1","NSCbyNPC"
"149","AP1G2","NSCbyNPC"
"150","AP2A1","NSCbyNPC"
"151","AP2A2","NSCbyNPC"
"152","AP2S1","NSCbyNPC"
"153","AP5B1","NSCbyNPC"
"154","APEH","NSCbyNPC"
"155","APH1B","NSCbyNPC"
"156","API5","NSCbyNPC"
"157","APLF","NSCbyNPC"
"158","APOBEC1","NSCbyNPC"
"159","APOBEC3H","NSCbyNPC"
"160","APOC1","NSCbyNPC"
"161","APOE","NSCbyNPC"
"162","ARAP1","NSCbyNPC"
"163","ARAP3","NSCbyNPC"
"164","ARF6","NSCbyNPC"
"165","ARFGAP2","NSCbyNPC"
"166","ARFGEF2","NSCbyNPC"
"167","ARHGAP11A","NSCbyNPC"
"168","ARHGAP17","NSCbyNPC"
"169","ARHGAP18","NSCbyNPC"
"170","ARHGAP19","NSCbyNPC"
"171","ARHGAP25","NSCbyNPC"
"172","ARHGAP30","NSCbyNPC"
"173","ARHGAP31","NSCbyNPC"
"174","ARHGAP4","NSCbyNPC"
"175","ARHGAP9","NSCbyNPC"
"176","ARHGDIA","NSCbyNPC"
"177","ARHGDIB","NSCbyNPC"
"178","ARHGDIG","NSCbyNPC"
"179","ARHGEF10L","NSCbyNPC"
"180","ARHGEF3","NSCbyNPC"
"181","ARHGEF39","NSCbyNPC"
"182","ARHGEF5","NSCbyNPC"
"183","ARHGEF6","NSCbyNPC"
"184","ARID3A","NSCbyNPC"
"185","ARID5A","NSCbyNPC"
"186","ARID5B","NSCbyNPC"
"187","ARL5B","NSCbyNPC"
"188","ARL6IP1","NSCbyNPC"
"189","ARMC2","NSCbyNPC"
"190","ARMC7","NSCbyNPC"
"191","ARMC8","NSCbyNPC"
"192","ARMT1","NSCbyNPC"
"193","ARNT","NSCbyNPC"
"194","ARPC1B","NSCbyNPC"
"195","ARPC2","NSCbyNPC"
"196","ARPC3","NSCbyNPC"
"197","ARPC4","NSCbyNPC"
"198","ARPC5","NSCbyNPC"
"199","ARPIN","NSCbyNPC"
"200","ARRB2","NSCbyNPC"
"201","ARRDC1","NSCbyNPC"
"202","ARRDC4","NSCbyNPC"
"203","ARX","NSCbyNPC"
"204","ASAH1","NSCbyNPC"
"205","ASAP1","NSCbyNPC"
"206","ASB10","NSCbyNPC"
"207","ASB6","NSCbyNPC"
"208","ASB8","NSCbyNPC"
"209","ASCC2","NSCbyNPC"
"210","ASCL1","NSCbyNPC"
"211","ASCL2","NSCbyNPC"
"212","ASF1B","NSCbyNPC"
"213","ASGR2","NSCbyNPC"
"214","ASNS","NSCbyNPC"
"215","ASPDH","NSCbyNPC"
"216","ASPM","NSCbyNPC"
"217","ASXL1","NSCbyNPC"
"218","ATAD5","NSCbyNPC"
"219","ATF3","NSCbyNPC"
"220","ATF5","NSCbyNPC"
"221","ATF6","NSCbyNPC"
"222","ATG5","NSCbyNPC"
"223","ATIC","NSCbyNPC"
"224","ATM","NSCbyNPC"
"225","ATP1A3","NSCbyNPC"
"226","ATP2B1","NSCbyNPC"
"227","ATP5F1B","NSCbyNPC"
"228","ATP6AP1","NSCbyNPC"
"229","ATP6V0A1","NSCbyNPC"
"230","ATP6V0A2","NSCbyNPC"
"231","ATP7A","NSCbyNPC"
"232","ATPAF1","NSCbyNPC"
"233","ATR","NSCbyNPC"
"234","ATXN3L","NSCbyNPC"
"235","ATXN7L1","NSCbyNPC"
"236","ATXN7L3","NSCbyNPC"
"237","AUNIP","NSCbyNPC"
"238","AUP1","NSCbyNPC"
"239","AURKA","NSCbyNPC"
"240","AURKB","NSCbyNPC"
"241","AXIN1","NSCbyNPC"
"242","B3GALNT1","NSCbyNPC"
"243","B3GLCT","NSCbyNPC"
"244","B3GNT5","NSCbyNPC"
"245","B3GNT8","NSCbyNPC"
"246","B4GALT1","NSCbyNPC"
"247","B4GALT6","NSCbyNPC"
"248","BABAM2","NSCbyNPC"
"249","BAG3","NSCbyNPC"
"250","BARD1","NSCbyNPC"
"251","BATF","NSCbyNPC"
"252","BATF2","NSCbyNPC"
"253","BAZ1A","NSCbyNPC"
"254","BAZ1B","NSCbyNPC"
"255","BBS1","NSCbyNPC"
"256","C19orf54","NSCbyNPC"
"257","C1orf54","NSCbyNPC"
"258","C17orf53","NSCbyNPC"
"259","KIAA1614","NSCbyNPC"
"260","C12orf66","NSCbyNPC"
"261","C15orf41","NSCbyNPC"
"262","C1orf112","NSCbyNPC"
"263","BCAT2","NSCbyNPC"
"264","BCHE","NSCbyNPC"
"265","BCKDK","NSCbyNPC"
"266","BCL10","NSCbyNPC"
"267","BCL2L11","NSCbyNPC"
"268","BCL2L12","NSCbyNPC"
"269","BCL6B","NSCbyNPC"
"270","BCL7C","NSCbyNPC"
"271","BDNF","NSCbyNPC"
"272","BEND3","NSCbyNPC"
"273","BEND4","NSCbyNPC"
"274","BHLHA9","NSCbyNPC"
"275","BID","NSCbyNPC"
"276","BIN2","NSCbyNPC"
"277","BIN3","NSCbyNPC"
"278","BIRC3","NSCbyNPC"
"279","BIRC5","NSCbyNPC"
"280","BLM","NSCbyNPC"
"281","BLNK","NSCbyNPC"
"282","BLOC1S6","NSCbyNPC"
"283","BLVRA","NSCbyNPC"
"284","BLVRB","NSCbyNPC"
"285","BMP2","NSCbyNPC"
"286","BMP2K","NSCbyNPC"
"287","BMS1","NSCbyNPC"
"288","BNIP1","NSCbyNPC"
"289","BNIP2","NSCbyNPC"
"290","BOLA3","NSCbyNPC"
"291","BOP1","NSCbyNPC"
"292","BORA","NSCbyNPC"
"293","BRAT1","NSCbyNPC"
"294","BRCA1","NSCbyNPC"
"295","BRCA2","NSCbyNPC"
"296","BRIP1","NSCbyNPC"
"297","BRMS1","NSCbyNPC"
"298","BST2","NSCbyNPC"
"299","BTAF1","NSCbyNPC"
"300","BTBD9","NSCbyNPC"
"301","BTG2","NSCbyNPC"
"302","BTK","NSCbyNPC"
"303","BTNL2","NSCbyNPC"
"304","BUB1","NSCbyNPC"
"305","BUB1B-PAK6","NSCbyNPC"
"306","BUD13","NSCbyNPC"
"307","BYSL","NSCbyNPC"
"308","C1QA","NSCbyNPC"
"309","C1QB","NSCbyNPC"
"310","C1QC","NSCbyNPC"
"311","C1QL2","NSCbyNPC"
"312","C1QTNF6","NSCbyNPC"
"313","C1R","NSCbyNPC"
"314","C1RL","NSCbyNPC"
"315","C2CD3","NSCbyNPC"
"316","C3","NSCbyNPC"
"317","C3AR1","NSCbyNPC"
"318","C4A","NSCbyNPC"
"319","C5AR1","NSCbyNPC"
"320","C5AR2","NSCbyNPC"
"321","CAB39L","NSCbyNPC"
"322","CABIN1","NSCbyNPC"
"323","CACTIN","NSCbyNPC"
"324","CAD","NSCbyNPC"
"325","CALHM2","NSCbyNPC"
"326","CALR","NSCbyNPC"
"327","CAMK1","NSCbyNPC"
"328","CAMK2A","NSCbyNPC"
"329","CAMKK2","NSCbyNPC"
"330","CAMTA2","NSCbyNPC"
"331","CAP1","NSCbyNPC"
"332","CAPRIN2","NSCbyNPC"
"333","CAPZA2","NSCbyNPC"
"334","CAPZB","NSCbyNPC"
"335","CA9","NSCbyNPC"
"336","CARD6","NSCbyNPC"
"337","CARNMT1","NSCbyNPC"
"338","CARS","NSCbyNPC"
"339","CASP1","NSCbyNPC"
"340","CASP7","NSCbyNPC"
"341","CASP8","NSCbyNPC"
"342","CASP8AP2","NSCbyNPC"
"343","CASP9","NSCbyNPC"
"344","CASS4","NSCbyNPC"
"345","CATSPER3","NSCbyNPC"
"346","CBFB","NSCbyNPC"
"347","CBL","NSCbyNPC"
"348","CBX2","NSCbyNPC"
"349","CBX3","NSCbyNPC"
"350","CBX5","NSCbyNPC"
"351","CC2D1A","NSCbyNPC"
"352","CCAR2","NSCbyNPC"
"353","CCDC114","NSCbyNPC"
"354","CCDC115","NSCbyNPC"
"355","CCDC126","NSCbyNPC"
"356","CCDC134","NSCbyNPC"
"357","CCDC152","NSCbyNPC"
"358","CCDC18","NSCbyNPC"
"359","CCDC25","NSCbyNPC"
"360","CCDC34","NSCbyNPC"
"361","CCDC50","NSCbyNPC"
"362","CCDC61","NSCbyNPC"
"363","CCDC77","NSCbyNPC"
"364","CCDC86","NSCbyNPC"
"365","CCDC93","NSCbyNPC"
"366","CCDC97","NSCbyNPC"
"367","CCHCR1","NSCbyNPC"
"368","CCK","NSCbyNPC"
"369","CCL8","NSCbyNPC"
"370","CCL24","NSCbyNPC"
"371","CCL18","NSCbyNPC"
"372","CCL4","NSCbyNPC"
"373","CCL7","NSCbyNPC"
"374","CCL8","NSCbyNPC"
"375","CCL15","NSCbyNPC"
"376","CCM2","NSCbyNPC"
"377","CCNA1","NSCbyNPC"
"378","CCNA2","NSCbyNPC"
"379","CCNB1","NSCbyNPC"
"380","CCNB2","NSCbyNPC"
"381","CCND1","NSCbyNPC"
"382","CCND2","NSCbyNPC"
"383","CCND3","NSCbyNPC"
"384","CCNE1","NSCbyNPC"
"385","CCNE2","NSCbyNPC"
"386","CCNF","NSCbyNPC"
"387","CCNK","NSCbyNPC"
"388","CCNO","NSCbyNPC"
"389","CCNY","NSCbyNPC"
"390","CCNYL1","NSCbyNPC"
"391","CCR1","NSCbyNPC"
"392","CCR1","NSCbyNPC"
"393","CCRL2","NSCbyNPC"
"394","CCT4","NSCbyNPC"
"395","CCT6A","NSCbyNPC"
"396","CCT8L2","NSCbyNPC"
"397","CD14","NSCbyNPC"
"398","CD163","NSCbyNPC"
"399","CD164","NSCbyNPC"
"400","CD180","NSCbyNPC"
"401","CD200R1L","NSCbyNPC"
"402","CD209","NSCbyNPC"
"403","CD209","NSCbyNPC"
"404","CD209","NSCbyNPC"
"405","CD209","NSCbyNPC"
"406","CLEC4M","NSCbyNPC"
"407","CLEC4M","NSCbyNPC"
"408","CD22","NSCbyNPC"
"409","CD274","NSCbyNPC"
"410","CD28","NSCbyNPC"
"411","CD2AP","NSCbyNPC"
"412","CD2BP2","NSCbyNPC"
"413","CD300A","NSCbyNPC"
"414","CD300C","NSCbyNPC"
"415","CD300LB","NSCbyNPC"
"416","CD300LF","NSCbyNPC"
"417","CD33","NSCbyNPC"
"418","CD36","NSCbyNPC"
"419","CD37","NSCbyNPC"
"420","CD38","NSCbyNPC"
"421","CD4","NSCbyNPC"
"422","CD40","NSCbyNPC"
"423","CD48","NSCbyNPC"
"424","CD52","NSCbyNPC"
"425","CD53","NSCbyNPC"
"426","CD55","NSCbyNPC"
"427","CD69","NSCbyNPC"
"428","CD72","NSCbyNPC"
"429","CD74","NSCbyNPC"
"430","CD79A","NSCbyNPC"
"431","CD79B","NSCbyNPC"
"432","CD80","NSCbyNPC"
"433","CD83","NSCbyNPC"
"434","CD84","NSCbyNPC"
"435","CD86","NSCbyNPC"
"436","CD93","NSCbyNPC"
"437","CDC14A","NSCbyNPC"
"438","CDC20","NSCbyNPC"
"439","CDC25B","NSCbyNPC"
"440","CDC25C","NSCbyNPC"
"441","CDC27","NSCbyNPC"
"442","CDC37","NSCbyNPC"
