PSID Gene Module kTotal kWithin kOut kDiff rank
AL133232.1 AL133232.1 HuAgeGBsplit_27 20.1170975204407 4.79941167164905 15.3176858487917 -10.5182741771426 1
DGUOK-AS1 DGUOK-AS1 HuAgeGBsplit_27 16.5873084997818 4.3402735568166 12.2470349429652 -7.9067613861486 2
AC243972.2 AC243972.2 HuAgeGBsplit_27 16.4151226504568 3.99448507344729 12.4206375770095 -8.42615250356224 3
AL035541.1 AL035541.1 HuAgeGBsplit_27 16.8741159499478 3.84013544527677 13.0339805046711 -9.1938450593943 4
GFRA3 GFRA3 HuAgeGBsplit_27 16.5028012845784 3.74408073003233 12.758720554546 -9.01463982451371 5
RNU6-804P RNU6-804P HuAgeGBsplit_27 18.0095158714599 3.65237290838996 14.35714296307 -10.70477005468 6
AL049870.3 AL049870.3 HuAgeGBsplit_27 16.5931088776864 3.6194514937972 12.9736573838892 -9.35420589009199 7
AC010649.1 AC010649.1 HuAgeGBsplit_27 15.7889643039416 3.56530489830512 12.2236594056365 -8.65835450733137 8
AL358232.1 AL358232.1 HuAgeGBsplit_27 15.574655476481 3.5101810413765 12.0644744351045 -8.55429339372801 9
DPYS DPYS HuAgeGBsplit_27 15.4740059317817 3.17484725590981 12.2991586758719 -9.12431141996208 10
ASS1P5 ASS1P5 HuAgeGBsplit_27 15.7081103993737 2.77981660928581 12.9282937900879 -10.1484771808021 11
MTCO3P38 MTCO3P38 HuAgeGBsplit_27 17.1582329053012 2.71697846746557 14.4412544378357 -11.7242759703701 12
AC093904.3 AC093904.3 HuAgeGBsplit_27 13.6330937231835 2.57680709090638 11.0562866322771 -8.47947954137071 13
INSC INSC HuAgeGBsplit_27 14.3049653223446 2.55054572228076 11.7544196000638 -9.20387387778307 14
DHH DHH HuAgeGBsplit_27 14.1855210761386 2.52449882903593 11.6610222471027 -9.13652341806673 15
AL445264.1 AL445264.1 HuAgeGBsplit_27 16.1322389660875 2.47226191085187 13.6599770552356 -11.1877151443838 16
AC092268.1 AC092268.1 HuAgeGBsplit_27 16.3342010577444 2.32310194125422 14.0110991164902 -11.687997175236 17
AC011603.4 AC011603.4 HuAgeGBsplit_27 13.5005745776725 2.25397693722938 11.2465976404431 -8.99262070321371 18
MARCH10 MARCH10 HuAgeGBsplit_27 14.6221078132635 2.10745893317318 12.5146488800904 -10.4071899469172 19
RN7SL636P RN7SL636P HuAgeGBsplit_27 14.40257009711 2.03717689671707 12.3653932003929 -10.3282163036759 20
OR5AK3P OR5AK3P HuAgeGBsplit_27 13.8064853443481 1.79670629815528 12.0097790461928 -10.2130727480375 21
RN7SL170P RN7SL170P HuAgeGBsplit_27 14.0865058146932 1.74256402596944 12.3439417887238 -10.6013777627543 22
IL17B IL17B HuAgeGBsplit_27 14.7099225370298 1.73978656469787 12.970135972332 -11.2303494076341 23
TANC2 TANC2 HuAgeGBsplit_27 15.2202307833474 1.72807168498611 13.4921590983613 -11.7640874133752 24
APCDD1L-AS1 APCDD1L-AS1 HuAgeGBsplit_27 12.2116335238924 1.71940397256796 10.4922295513244 -8.77282557875649 25
CEP112 CEP112 HuAgeGBsplit_27 15.3714023977702 1.68497799002018 13.68642440775 -12.0014464177299 26
PIWIL2 PIWIL2 HuAgeGBsplit_27 13.7815647792791 1.643410192034 12.1381545872451 -10.4947443952111 27
AL391987.1 AL391987.1 HuAgeGBsplit_27 12.7277878591744 1.64005355274418 11.0877343064302 -9.44768075368601 28
PTP4A1P5 PTP4A1P5 HuAgeGBsplit_27 13.9005220781565 1.61193733089703 12.2885847472595 -10.6766474163625 29
AC009161.2 AC009161.2 HuAgeGBsplit_27 15.2065527289198 1.60056224157264 13.6059904873472 -12.0054282457745 30
ENTHD1 ENTHD1 HuAgeGBsplit_27 13.626746672543 1.54485637711776 12.0818902954252 -10.5370339183074 31
MTATP6P24 MTATP6P24 HuAgeGBsplit_27 12.8807221553674 1.46043129367328 11.4202908616941 -9.95985956802079 32
AC016866.3 AC016866.3 HuAgeGBsplit_27 12.8525371892903 1.45668740141682 11.3958497878734 -9.93916238645662 33
MPZ MPZ HuAgeGBsplit_27 12.0821351828623 1.44376381250422 10.638371370358 -9.19460755785383 34
RNA5SP407 RNA5SP407 HuAgeGBsplit_27 11.2683505510533 1.42432428420134 9.84402626685193 -8.41970198265059 35
RNU6-1113P RNU6-1113P HuAgeGBsplit_27 11.9712471267275 1.40537926771103 10.5658678590165 -9.16048859130544 36
OR10G3 OR10G3 HuAgeGBsplit_27 13.9318682277766 1.38277205298773 12.5490961747889 -11.1663241218012 37
MIR3142HG MIR3142HG HuAgeGBsplit_27 13.2045319938242 1.32829764785703 11.8762343459672 -10.5479366981102 38
AL049569.1 AL049569.1 HuAgeGBsplit_27 12.1663555272822 1.32426593716937 10.8420895901128 -9.51782365294346 39
AC004805.1 AC004805.1 HuAgeGBsplit_27 15.2898767511591 1.26192753639006 14.0279492147691 -12.766021678379 40
BTNL3 BTNL3 HuAgeGBsplit_27 15.7218592908113 1.21357878105456 14.5082805097568 -13.2947017287022 41
FAM71D FAM71D HuAgeGBsplit_27 14.508503504361 1.18334765123169 13.3251558531293 -12.1418082018976 42
AC012512.1 AC012512.1 HuAgeGBsplit_27 11.8393396997225 1.12337947599938 10.7159602237232 -9.59258074772378 43
APCDD1L APCDD1L HuAgeGBsplit_27 11.2430637773621 1.10436324861134 10.1387005287508 -9.03433728013943 44
ZNF536 ZNF536 HuAgeGBsplit_27 13.9884626568309 1.00941248575077 12.9790501710801 -11.9696376853294 45
TEX2 TEX2 HuAgeGBsplit_27 12.7232205785163 0.985433383570583 11.7377871949458 -10.7523538113752 46
CAPN12 CAPN12 HuAgeGBsplit_27 11.0942084308519 0.984816443534887 10.109391987317 -9.12457554378209 47
AL590434.1 AL590434.1 HuAgeGBsplit_27 11.0816708186246 0.977780411163194 10.1038904074615 -9.12610999629826 48
DNAJC19P9 DNAJC19P9 HuAgeGBsplit_27 11.3280369703485 0.97088297728993 10.3571539930586 -9.38627101576868 49
AC005000.2 AC005000.2 HuAgeGBsplit_27 11.7153543241614 0.958857861814393 10.756496462347 -9.79763860053258 50
FDPSP5 FDPSP5 HuAgeGBsplit_27 13.03174958257 0.948241340648924 12.0835082419211 -11.1352669012722 51
ST6GALNAC2 ST6GALNAC2 HuAgeGBsplit_27 12.2092795548231 0.918686704287369 11.2905928505357 -10.3719061462483 52
MIR646HG MIR646HG HuAgeGBsplit_27 14.3752608648615 0.907109374225309 13.4681514906362 -12.5610421164109 53
AC008687.5 AC008687.5 HuAgeGBsplit_27 12.0769345756752 0.895385953361141 11.181548622314 -10.2861626689529 54
LEF1 LEF1 HuAgeGBsplit_27 11.2977229076042 0.890914710187461 10.4068081974167 -9.51589348722929 55
BCAS3 BCAS3 HuAgeGBsplit_27 15.1497609409127 0.832115230163096 14.3176457107496 -13.4855304805865 56
AL049545.1 AL049545.1 HuAgeGBsplit_27 12.4184717263085 0.82776501330094 11.5907067130076 -10.7629416997067 57
PDE7B PDE7B HuAgeGBsplit_27 14.0444888552178 0.821103653395491 13.2233852018223 -12.4022815484268 58
MCTP2 MCTP2 HuAgeGBsplit_27 13.8648192122066 0.809485914229131 13.0553332979774 -12.2458473837483 59
SLC5A4-AS1 SLC5A4-AS1 HuAgeGBsplit_27 12.2341750632071 0.809270833649983 11.4249042295572 -10.6156333959072 60
SHH SHH HuAgeGBsplit_27 10.7473809519278 0.802569040977367 9.94481191095047 -9.1422428699731 61
RNU7-148P RNU7-148P HuAgeGBsplit_27 10.808871128246 0.799925427481908 10.0089457007641 -9.20902027328222 62
MAP3K3 MAP3K3 HuAgeGBsplit_27 12.3870956990222 0.784642169325121 11.6024535296971 -10.817811360372 63
ST6GALNAC5 ST6GALNAC5 HuAgeGBsplit_27 11.1113407543458 0.780539344098677 10.3308014102471 -9.55026206614847 64
CR383656.6 CR383656.6 HuAgeGBsplit_27 11.0478178568113 0.776929800078759 10.2708880567326 -9.49395825665381 65
ZNF280A ZNF280A HuAgeGBsplit_27 11.923695856681 0.772054391400069 11.1516414652809 -10.3795870738808 66
GAL3ST1 GAL3ST1 HuAgeGBsplit_27 11.8193624613273 0.762484426958084 11.0568780343692 -10.2943936074111 67
DAG1 DAG1 HuAgeGBsplit_27 11.4044936223449 0.757025791769988 10.6474678305749 -9.8904420388049 68
CLMP CLMP HuAgeGBsplit_27 12.3497687352748 0.738481278924343 11.6112874563505 -10.8728061774261 69
BIN3 BIN3 HuAgeGBsplit_27 13.0506159632181 0.73596416537266 12.3146517978455 -11.5786876324728 70
AC005972.4 AC005972.4 HuAgeGBsplit_27 12.843613507376 0.71348217937444 12.1301313280016 -11.4166491486272 71
RNU6-663P RNU6-663P HuAgeGBsplit_27 10.3322243727478 0.705641464371638 9.62658290837617 -8.92094144400453 72
AC099343.1 AC099343.1 HuAgeGBsplit_27 10.8842268633758 0.670916361838056 10.2133105015377 -9.54239413969966 73
