PSID Gene Module kTotal kWithin kOut kDiff rank
DCAF5 DCAF5 HuAgeGBsplit_12 15.3538189179772 4.82537586911345 10.5284430488637 -5.7030671797503 1
PPP2R5E PPP2R5E HuAgeGBsplit_12 15.0970563031637 4.81724393617881 10.2798123669849 -5.46256843080613 2
EXOC5 EXOC5 HuAgeGBsplit_12 15.0938677266462 4.48523569099068 10.6086320356555 -6.12339634466479 3
PCNX4 PCNX4 HuAgeGBsplit_12 14.8152095712545 4.29289348556183 10.5223160856927 -6.22942260013085 4
AREL1 AREL1 HuAgeGBsplit_12 14.5486606631384 4.25306740524629 10.2955932578921 -6.04252585264581 5
SLC39A9 SLC39A9 HuAgeGBsplit_12 14.5006697788123 4.06287442402864 10.4377953547836 -6.37492093075499 6
FCF1 FCF1 HuAgeGBsplit_12 14.1235632458552 4.0119884522295 10.1115747936257 -6.09958634139623 7
DLST DLST HuAgeGBsplit_12 14.0316893089757 3.88377320037894 10.1479161085968 -6.26414290821784 8
GPATCH2L GPATCH2L HuAgeGBsplit_12 13.3292381016152 3.78728925840223 9.54194884321296 -5.75465958481074 9
AP5M1 AP5M1 HuAgeGBsplit_12 14.2600435562729 3.76153651357899 10.4985070426939 -6.73697052911488 10
SUPT16H SUPT16H HuAgeGBsplit_12 14.169125314093 3.68416866187036 10.4849566522226 -6.80078799035227 11
CHD8 CHD8 HuAgeGBsplit_12 14.1359192440391 3.61768573602783 10.5182335080112 -6.90054777198341 12
EIF2S1 EIF2S1 HuAgeGBsplit_12 13.6897215762821 3.56050371171495 10.1292178645671 -6.56871415285219 13
ALKBH1 ALKBH1 HuAgeGBsplit_12 13.1876769593254 3.5543611825689 9.63331577675651 -6.07895459418762 14
PCNX1 PCNX1 HuAgeGBsplit_12 13.9605999293674 3.51130660327431 10.449293326093 -6.93798672281873 15
ZFYVE1 ZFYVE1 HuAgeGBsplit_12 13.010230885349 3.48366602161446 9.52656486373457 -6.04289884212012 16
ZFYVE26 ZFYVE26 HuAgeGBsplit_12 14.0210274873808 3.47264648917119 10.5483809982096 -7.0757345090384 17
NAA30 NAA30 HuAgeGBsplit_12 13.3224500358733 3.39069556697202 9.93175446890132 -6.54105890192931 18
PPM1A PPM1A HuAgeGBsplit_12 13.5596833539091 3.34779667084188 10.2118866830672 -6.86409001222534 19
VTI1B VTI1B HuAgeGBsplit_12 13.9234646052031 3.2904810606834 10.6329835445197 -7.34250248383629 20
YLPM1 YLPM1 HuAgeGBsplit_12 13.3891540689272 3.28187681784936 10.1072772510778 -6.82540043322844 21
ERH ERH HuAgeGBsplit_12 13.1286627312689 3.28067085011444 9.84799188115442 -6.56732103103998 22
TOX4 TOX4 HuAgeGBsplit_12 13.4918019186776 3.23539675762171 10.2564051610559 -7.0210084034342 23
CINP CINP HuAgeGBsplit_12 13.3538520014522 3.00046552884566 10.3533864726065 -7.35292094376088 24
ISCA2 ISCA2 HuAgeGBsplit_12 12.7671586253102 2.99794752786638 9.76921109744382 -6.77126356957744 25
