PSID Gene Module kTotal kWithin kOut kDiff rank
OR5AN1 OR5AN1 brown 30.2099372030878 18.8888140826222 11.3211231204656 7.56769096215663 1
TDRD15 TDRD15 brown 28.4065514187037 17.2381800181097 11.168371400594 6.06980861751576 2
CRISP2 CRISP2 brown 27.8565916867023 15.5904965669965 12.2660951197058 3.32440144729063 3
CSN3 CSN3 brown 26.2177849158159 15.1106515959407 11.1071333198752 4.00351827606544 4
OR6C6 OR6C6 brown 25.4123098809621 15.0486355159958 10.3636743649662 4.68496115102961 5
TMPRSS11B TMPRSS11B brown 27.2656858663658 14.9854703350159 12.2802155313498 2.70525480366613 6
OR6C1 OR6C1 brown 24.5078031545078 14.0102858885628 10.497517265945 3.51276862261783 7
OR4F13P OR4F13P brown 24.9720867473892 13.9715801294259 11.0005066179633 2.97107351146256 8
OR5T2 OR5T2 brown 25.0095770587056 13.6545811765739 11.3549958821317 2.29958529444223 9
CSN1S2AP CSN1S2AP brown 23.6344628376549 13.4221923678533 10.2122704698016 3.20992189805165 10
CABS1 CABS1 brown 24.1159176838906 13.0202036140738 11.0957140698168 1.92448954425696 11
AMTN AMTN brown 24.5772815526348 12.9228947764836 11.6543867761512 1.26850800033245 12
SP3P SP3P brown 23.1474666879152 12.5549802968892 10.592486391026 1.96249390586323 13
IL2 IL2 brown 25.0608922283901 12.4922086152901 12.5686836131 -0.0764749978099708 14
OR5H15 OR5H15 brown 22.3808025279817 12.0227142161266 10.3580883118551 1.66462590427147 15
OR8K3 OR8K3 brown 22.7317910182248 11.8465629105224 10.8852281077024 0.961334802819955 16
SMR3A SMR3A brown 23.7626098402864 11.7899349828634 11.972674857423 -0.18273987455953 17
HTN1 HTN1 brown 23.3159417766375 11.7606437022217 11.5552980744158 0.20534562780583 18
C2orf69P3 C2orf69P3 brown 22.0484245787542 11.7378775619771 10.3105470167771 1.42733054519997 19
OR51L1 OR51L1 brown 23.0462994566798 11.4305024416394 11.6157970150405 -0.185294573401116 20
OR6C3 OR6C3 brown 21.5075410722749 11.1668833871657 10.3406576851092 0.826225702056508 21
OR8J3 OR8J3 brown 21.22672632698 10.904005836721 10.3227204902589 0.581285346462106 22
TAAR2 TAAR2 brown 22.4424697990641 10.89938036673 11.5430894323342 -0.643709065604202 23
OPRPN OPRPN brown 22.9709617515638 10.8514048486064 12.1195569029574 -1.26815205435101 24
LRRC34P2 LRRC34P2 brown 21.1150378902663 10.8232498660102 10.2917880242561 0.531461841754115 25
FABP2 FABP2 brown 22.2309418949095 10.756631844538 11.4743100503715 -0.717678205833465 26
OR4P4 OR4P4 brown 22.2277300276721 10.6063604325883 11.6213695950838 -1.01500916249552 27
OR8J1 OR8J1 brown 21.2802075287072 10.4862490362493 10.7939584924578 -0.307709456208517 28
FBXO47 FBXO47 brown 20.7392030267867 10.0016597114302 10.7375433153564 -0.735883603926197 29
LINC02272 LINC02272 brown 21.55463224201 9.90425499210201 11.650377249908 -1.74612225780596 30
OR8G5 OR8G5 brown 21.0171153298264 9.86727869191161 11.1498366379148 -1.28255794600315 31
AC111000.5 AC111000.5 brown 20.1639701091461 9.86587603946468 10.2980940696815 -0.432218030216792 32
OR8K5 OR8K5 brown 19.3304024624204 9.5617447384426 9.76865772397783 -0.206912985535233 33
CDK7P1 CDK7P1 brown 19.4462215917106 9.34571043178639 10.1005111599243 -0.754800728137873 34
OR5B17 OR5B17 brown 19.6204191304837 9.33006889348331 10.2903502370004 -0.960281343517057 35
OR5K1 OR5K1 brown 21.2853629439785 9.31894347264962 11.9664194713288 -2.64747599867922 36
OR5AC2 OR5AC2 brown 20.6596632891845 9.08593057448092 11.5737327147036 -2.48780214022266 37
SULT6B1 SULT6B1 brown 20.1704407017511 9.08159248628463 11.0888482154665 -2.00725572918184 38
TRIM60 TRIM60 brown 20.1687487967984 8.77910502566204 11.3896437711363 -2.6105387454743 39
ADAD1 ADAD1 brown 22.8589091527325 8.71449133709106 14.1444178156414 -5.42992647855034 40
AMPD1 AMPD1 brown 20.8193555484172 8.48410424507537 12.3352513033418 -3.85114705826646 41
OR10A6 OR10A6 brown 19.8191453656546 8.48079651978154 11.338348845873 -2.85755232609148 42
C4orf17 C4orf17 brown 21.869860019317 8.4535310492299 13.4163289700871 -4.96279792085717 43
MUC19 MUC19 brown 20.407367317227 8.41440685327656 11.9929604639504 -3.57855361067386 44
DEFB127 DEFB127 brown 19.179563499041 8.38793294441856 10.7916305546224 -2.40369761020388 45
AC024587.1 AC024587.1 brown 18.8340855855312 8.36626665268829 10.4678189328429 -2.1015522801546 46
AC114741.1 AC114741.1 brown 19.8161749098522 8.32207798810385 11.4940969217483 -3.17201893364445 47
AL713998.2 AL713998.2 brown 18.4242029230512 8.26344531388481 10.1607576091664 -1.89731229528159 48
ZNF720P1 ZNF720P1 brown 19.2683374743976 8.21935482080433 11.0489826535932 -2.82962783278889 49
BIRC8 BIRC8 brown 18.3109280542867 8.13806759470578 10.1728604595809 -2.03479286487512 50
CRISP3 CRISP3 brown 20.7411398689167 8.04781714907981 12.6933227198369 -4.64550557075705 51
OR5M10 OR5M10 brown 18.721440065239 7.97174250752685 10.7496975577122 -2.77795505018533 52
OR8U1 OR8U1 brown 17.7280154478675 7.9437960319933 9.78421941587423 -1.84042338388093 53
