PSID Gene Module kTotal kWithin kOut kDiff rank
AC019211.1 AC019211.1 HuAgeGBsplit_05 30.4536296702683 19.33461547006 11.1190142002083 8.21560126985174 1
AC067956.1 AC067956.1 HuAgeGBsplit_05 29.4785799531363 17.6809119835955 11.7976679695408 5.88324401405471 2
LINGO2 LINGO2 HuAgeGBsplit_05 27.3688296367697 16.6280138010758 10.740815835694 5.88719796538181 3
CNTN4 CNTN4 HuAgeGBsplit_05 26.8309945828181 15.4608134616335 11.3701811211846 4.09063234044886 4
LINC00970 LINC00970 HuAgeGBsplit_05 29.1839354601388 15.357786889788 13.8261485703509 1.5316383194371 5
CXXC4-AS1 CXXC4-AS1 HuAgeGBsplit_05 26.9753818451677 14.9927666733088 11.9826151718589 3.01015150144985 6
NEGR1 NEGR1 HuAgeGBsplit_05 25.2654160284035 13.6884775803422 11.5769384480613 2.11153913228083 7
GABRG3 GABRG3 HuAgeGBsplit_05 24.8003953762808 13.6571475873095 11.1432477889713 2.51389979833818 8
KCNB2 KCNB2 HuAgeGBsplit_05 24.538629578887 13.615554553332 10.923075025555 2.69247952777693 9
AC024901.1 AC024901.1 HuAgeGBsplit_05 25.688512406429 13.3227627986905 12.3657496077385 0.95701319095199 10
LINC01680 LINC01680 HuAgeGBsplit_05 23.9104189305344 13.2154757012281 10.6949432293063 2.52053247192176 11
GRM7 GRM7 HuAgeGBsplit_05 24.2301101993452 13.1232155399474 11.1068946593979 2.01632088054953 12
CACNB4 CACNB4 HuAgeGBsplit_05 24.0183219018682 13.1172819713022 10.9010399305661 2.21624204073609 13
KHDRBS2 KHDRBS2 HuAgeGBsplit_05 23.5706109773347 13.02987642196 10.5407345553747 2.48914186658537 14
ASIC2 ASIC2 HuAgeGBsplit_05 23.7455465725888 12.419648865433 11.3258977071558 1.09375115827722 15
AL445433.2 AL445433.2 HuAgeGBsplit_05 26.3792913398195 12.2930629347303 14.0862284050892 -1.79316547035884 16
AC008696.2 AC008696.2 HuAgeGBsplit_05 22.998605011436 12.0835848827075 10.9150201287286 1.16856475397887 17
LINC01725 LINC01725 HuAgeGBsplit_05 27.829221459253 11.7738459010889 16.0553755581641 -4.28152965707516 18
AC115622.1 AC115622.1 HuAgeGBsplit_05 23.7324492472613 11.3061568409436 12.4262924063177 -1.12013556537418 19
LINC01122 LINC01122 HuAgeGBsplit_05 24.2394144011789 11.1922085717241 13.0472058294548 -1.85499725773065 20
ZNF804B ZNF804B HuAgeGBsplit_05 22.7209627921099 11.018561349933 11.7024014421769 -0.683840092243845 21
AC007368.1 AC007368.1 HuAgeGBsplit_05 22.2004642968305 11.0114261809229 11.1890381159076 -0.177611934984739 22
AL591501.1 AL591501.1 HuAgeGBsplit_05 22.9285886524671 10.9860565530576 11.9425320994096 -0.956475546351975 23
