PSID Gene Module kTotal kWithin kOut kDiff rank
ATXN10 ATXN10 HuAgeGBsplit_07 13.8249393672193 4.48327180488217 9.34166756233714 -4.85839575745497 1
XRCC6 XRCC6 HuAgeGBsplit_07 14.0420899561174 4.43018800898937 9.61190194712798 -5.18171393813861 2
ZC3H7B ZC3H7B HuAgeGBsplit_07 13.5856582536013 4.27565167776602 9.3100065758353 -5.03435489806928 3
MIEF1 MIEF1 HuAgeGBsplit_07 13.9705144452194 4.24576464595211 9.72474979926726 -5.47898515331515 4
TRMU TRMU HuAgeGBsplit_07 13.4967840277791 4.23259317763137 9.26419085014775 -5.03159767251638 5
PPP6R2 PPP6R2 HuAgeGBsplit_07 13.7562805232527 4.09408225743615 9.66219826581656 -5.5681160083804 6
MCAT MCAT HuAgeGBsplit_07 14.0059842728057 4.06098396788151 9.9450003049242 -5.88401633704269 7
GGA1 GGA1 HuAgeGBsplit_07 13.5086769813039 3.94859016482168 9.56008681648223 -5.61149665166055 8
PHF5A PHF5A HuAgeGBsplit_07 13.6155500173646 3.85670880957246 9.75884120779212 -5.90213239821966 9
L3MBTL2 L3MBTL2 HuAgeGBsplit_07 13.3181657153033 3.82733676637091 9.49082894893238 -5.66349218256147 10
TAB1 TAB1 HuAgeGBsplit_07 12.9195221738877 3.53453782368974 9.38498435019794 -5.8504465265082 11
BRD1 BRD1 HuAgeGBsplit_07 13.3283785232533 3.49735889410866 9.83101962914462 -6.33366073503597 12
ST13 ST13 HuAgeGBsplit_07 12.8029361697305 3.44868815307763 9.3542480166529 -5.90555986357528 13
NUP50 NUP50 HuAgeGBsplit_07 12.6311668939812 3.40606989188021 9.22509700210099 -5.81902711022077 14
HPS4 HPS4 HuAgeGBsplit_07 13.8035499102413 3.31380275597897 10.4897471542624 -7.17594439828341 15
SLC25A17 SLC25A17 HuAgeGBsplit_07 12.9376407230383 3.28982574660987 9.64781497642846 -6.35798922981859 16
SELENOO SELENOO HuAgeGBsplit_07 12.5502056307538 3.27838374665672 9.27182188409704 -5.99343813744032 17
UBE2L3 UBE2L3 HuAgeGBsplit_07 12.9569832328602 3.21923431736114 9.73774891549904 -6.5185145981379 18
GTPBP1 GTPBP1 HuAgeGBsplit_07 12.7632593903844 3.20369679043514 9.55956259994928 -6.35586580951413 19
SNU13 SNU13 HuAgeGBsplit_07 12.3524673544752 3.16879807452983 9.18366927994533 -6.0148712054155 20
PPIL2 PPIL2 HuAgeGBsplit_07 13.3210202491103 3.16648054747426 10.1545397016361 -6.98805915416179 21
RANBP1 RANBP1 HuAgeGBsplit_07 13.4841740812656 3.16644642236671 10.3177276588989 -7.15128123653219 22
RANGAP1 RANGAP1 HuAgeGBsplit_07 12.5335943651049 3.16405872477534 9.36953564032958 -6.20547691555424 23
POLDIP3 POLDIP3 HuAgeGBsplit_07 12.5401583975523 3.13615642368466 9.40400197386766 -6.267845550183 24
TUBGCP6 TUBGCP6 HuAgeGBsplit_07 12.8624920488693 3.1097653295383 9.75272671933102 -6.64296138979271 25
DRG1 DRG1 HuAgeGBsplit_07 12.8994758598551 3.10957858461631 9.78989727523884 -6.68031869062253 26
CDPF1 CDPF1 HuAgeGBsplit_07 12.8505900625406 3.06447403843489 9.78611602410572 -6.72164198567082 27
POLR3H POLR3H HuAgeGBsplit_07 12.5239005428738 3.05848412649491 9.46541641637893 -6.40693228988401 28
ANKRD54 ANKRD54 HuAgeGBsplit_07 13.2456409132468 3.01245439202071 10.2331865212261 -7.22073212920537 29
ZBED4 ZBED4 HuAgeGBsplit_07 12.9421030499125 2.95785069616007 9.98425235375239 -7.02640165759231 30
NDUFA6 NDUFA6 HuAgeGBsplit_07 12.3587867948274 2.94822577763926 9.41056101718818 -6.46233523954893 31
THAP7 THAP7 HuAgeGBsplit_07 13.3557965960415 2.92097527526894 10.4348213207725 -7.5138460455036 32
SBF1 SBF1 HuAgeGBsplit_07 12.6313305293985 2.90344315411355 9.72788737528499 -6.82444422117144 33
XPNPEP3 XPNPEP3 HuAgeGBsplit_07 13.0061930433315 2.8998240772685 10.106368966063 -7.2065448887945 34
RBX1 RBX1 HuAgeGBsplit_07 11.9436426322184 2.85633413007996 9.08730850213843 -6.23097437205848 35
ARMC10 ARMC10 HuAgeGBsplit_07 13.6167408559132 2.8073020354439 10.8094388204693 -8.00213678502536 36
SMARCB1 SMARCB1 HuAgeGBsplit_07 12.9450493831791 2.80722935822818 10.1378200249509 -7.33059066672269 37
RPS19BP1 RPS19BP1 HuAgeGBsplit_07 12.8544737262373 2.80231063553254 10.0521630907048 -7.24985245517222 38
RNF185 RNF185 HuAgeGBsplit_07 13.4202075488868 2.77793166742435 10.6422758814625 -7.86434421403814 39
ESS2 ESS2 HuAgeGBsplit_07 13.2456501888187 2.77131983145311 10.4743303573656 -7.7030105259125 40
DESI1 DESI1 HuAgeGBsplit_07 12.501894160624 2.75650292621629 9.74539123440771 -6.98888830819142 41
SAMM50 SAMM50 HuAgeGBsplit_07 11.9938522240683 2.75605401495963 9.23779820910867 -6.48174419414905 42
PEX26 PEX26 HuAgeGBsplit_07 13.1109017885128 2.74928621651771 10.3616155719951 -7.61232935547739 43
ZNHIT1 ZNHIT1 HuAgeGBsplit_07 13.6337607090177 2.7237185520121 10.9100421570056 -8.1863236049935 44
LMF2 LMF2 HuAgeGBsplit_07 12.2892971337584 2.699609008631 9.58968812512737 -6.89007911649637 45
BUD31 BUD31 HuAgeGBsplit_07 13.1879799566453 2.68243601866348 10.5055439379818 -7.82310791931836 46
PITPNB PITPNB HuAgeGBsplit_07 12.0399885532955 2.66705969042187 9.37292886287361 -6.70586917245174 47
