PSID Gene Module kTotal kWithin kOut kDiff rank
WFDC5 WFDC5 HuAgeGBsplit_04 23.0957998588772 12.9362071477734 10.1595927111039 2.77661443666951 1
BPIFA1 BPIFA1 HuAgeGBsplit_04 22.8608426551135 12.5270775177298 10.3337651373836 2.19331238034622 2
NEU2 NEU2 HuAgeGBsplit_04 21.6476857376458 11.798172632268 9.84951310537777 1.94865952689023 3
PGLYRP4 PGLYRP4 HuAgeGBsplit_04 22.5648731891189 11.3048223454192 11.2600508436997 0.0447715017194561 4
LCE3C LCE3C HuAgeGBsplit_04 20.5891139135244 10.7697711084587 9.81934280506574 0.950428303392925 5
C20orf173 C20orf173 HuAgeGBsplit_04 20.2529547066614 10.7027902790915 9.55016442756993 1.15262585152152 6
PGLYRP3 PGLYRP3 HuAgeGBsplit_04 21.0596299276217 10.6620135325951 10.3976163950266 0.264397137568526 7
PRODH2 PRODH2 HuAgeGBsplit_04 21.4281496428158 10.5727141746989 10.8554354681169 -0.282721293417985 8
LGALS16 LGALS16 HuAgeGBsplit_04 21.3041036058419 10.491312633235 10.8127909726069 -0.321478339371893 9
S100A7A S100A7A HuAgeGBsplit_04 20.2488604539105 9.97663892539799 10.2722215285125 -0.295582603114529 10
BPIFB3 BPIFB3 HuAgeGBsplit_04 19.7590458813216 9.77924880637979 9.97979707494183 -0.200548268562038 11
TFF2 TFF2 HuAgeGBsplit_04 19.628476591986 9.7529626165988 9.87551397538722 -0.122551358788414 12
ALDH3B2 ALDH3B2 HuAgeGBsplit_04 21.1121951304564 9.72672701601406 11.3854681144424 -1.65874109842831 13
NPHS1 NPHS1 HuAgeGBsplit_04 20.3549738188748 9.71275979045994 10.6422140284149 -0.929454237954932 14
SLC6A19 SLC6A19 HuAgeGBsplit_04 19.5596111108574 9.57628616512648 9.98332494573091 -0.407038780604434 15
FAM187B FAM187B HuAgeGBsplit_04 19.3526283854493 9.30301052816534 10.0496178572839 -0.746607329118586 16
LGALS13 LGALS13 HuAgeGBsplit_04 19.7882049448998 9.25439417959839 10.5338107653014 -1.27941658570299 17
POM121L12 POM121L12 HuAgeGBsplit_04 18.4016496937194 8.88495257588903 9.51669711783038 -0.631744541941348 18
SERPINA13P SERPINA13P HuAgeGBsplit_04 19.4711253951328 8.88142694128485 10.589698453848 -1.70827151256315 19
KRT4 KRT4 HuAgeGBsplit_04 19.3202734468189 8.79257124738711 10.5277021994318 -1.73513095204466 20
CDX4 CDX4 HuAgeGBsplit_04 18.2605940721332 8.28235680812838 9.97823726400479 -1.69588045587641 21
CASP14 CASP14 HuAgeGBsplit_04 19.1007839284053 7.92970945830184 11.1710744701034 -3.24136501180157 22
BPIFA3 BPIFA3 HuAgeGBsplit_04 18.3960471590774 7.89619564730931 10.4998515117681 -2.60365586445874 23
MUC2 MUC2 HuAgeGBsplit_04 18.7628173423089 7.87759309935658 10.8852242429523 -3.0076311435957 24
LCE3B LCE3B HuAgeGBsplit_04 17.5298984408307 7.86472646340239 9.66517197742834 -1.80044551402595 25
ZCCHC13 ZCCHC13 HuAgeGBsplit_04 17.0147463396623 7.81371063533426 9.20103570432807 -1.38732506899381 26
LDLRAD1 LDLRAD1 HuAgeGBsplit_04 19.0116595140504 7.77092625180476 11.2407332622457 -3.4698070104409 27
C3orf30 C3orf30 HuAgeGBsplit_04 17.6356196672209 7.69565062085735 9.93996904636357 -2.24431842550622 28
EFCAB8 EFCAB8 HuAgeGBsplit_04 20.1787979441507 7.60572052064627 12.5730774235045 -4.96735690285818 29
OR6N2 OR6N2 HuAgeGBsplit_04 18.1897380051306 7.51634229050725 10.6733957146234 -3.15705342411612 30
ENPP7 ENPP7 HuAgeGBsplit_04 17.3935406952357 7.47328743257829 9.92025326265745 -2.44696583007916 31
PLA2G4F PLA2G4F HuAgeGBsplit_04 17.3038117046135 7.27993764335017 10.0238740612633 -2.74393641791317 32
KRT35 KRT35 HuAgeGBsplit_04 16.4118739744495 7.27705459216757 9.13481938228196 -1.85776479011439 33
AC092818.1 AC092818.1 HuAgeGBsplit_04 18.0973821662291 7.11602084273116 10.9813613234979 -3.86534048076677 34
GPR119 GPR119 HuAgeGBsplit_04 16.6595977791397 7.09786230962424 9.56173546951542 -2.46387315989118 35
