PSID Gene Module kTotal kWithin kOut kDiff rank
AC087379.2 AC087379.2 HuAgeGBsplit_22 17.8046666626277 5.77830105375981 12.0263656088679 -6.24806455510806 1
AC013565.3 AC013565.3 HuAgeGBsplit_22 15.5982919046102 5.05233430303663 10.5459576015735 -5.49362329853692 2
AP000781.1 AP000781.1 HuAgeGBsplit_22 14.739167780305 4.50935641822143 10.2298113620836 -5.72045494386212 3
CABP5 CABP5 HuAgeGBsplit_22 14.8517744450694 4.17868874565055 10.6730856994189 -6.49439695376834 4
AL451065.1 AL451065.1 HuAgeGBsplit_22 14.7743431412721 4.09154828212103 10.6827948591511 -6.59124657703004 5
KRT18P66 KRT18P66 HuAgeGBsplit_22 13.6259632207724 3.61507504218882 10.0108881785836 -6.39581313639475 6
AL603756.1 AL603756.1 HuAgeGBsplit_22 12.9624617745804 3.11187396196709 9.85058781261335 -6.73871385064626 7
AC073934.1 AC073934.1 HuAgeGBsplit_22 13.0878398923646 2.94692721784595 10.1409126745187 -7.19398545667273 8
AP000439.1 AP000439.1 HuAgeGBsplit_22 13.2188916661081 2.88507635092992 10.3338153151782 -7.44873896424829 9
AP003550.1 AP003550.1 HuAgeGBsplit_22 13.5715813639133 2.78181889169613 10.7897624722172 -8.00794358052107 10
AC099342.1 AC099342.1 HuAgeGBsplit_22 19.0969265369588 2.77519003113949 16.3217365058193 -13.5465464746798 11
AL731555.1 AL731555.1 HuAgeGBsplit_22 13.199121637054 2.76075469084852 10.4383669462055 -7.67761225535699 12
AL121987.1 AL121987.1 HuAgeGBsplit_22 13.1206813012624 2.70698715657836 10.413694144684 -7.70670698810566 13
AC021151.1 AC021151.1 HuAgeGBsplit_22 12.2384980126072 2.59131224022265 9.64718577238451 -7.05587353216185 14
AL691403.1 AL691403.1 HuAgeGBsplit_22 12.8052343659372 2.54377308239362 10.2614612835435 -7.71768820114992 15
MIR3681HG MIR3681HG HuAgeGBsplit_22 14.0357751752249 2.52649905640697 11.5092761188179 -8.98277706241093 16
AC010336.1 AC010336.1 HuAgeGBsplit_22 11.9908592554262 2.36366065838685 9.62719859703931 -7.26353793865247 17
AL162399.1 AL162399.1 HuAgeGBsplit_22 13.0114496033031 2.32717548454278 10.6842741187603 -8.35709863421751 18
AC005808.1 AC005808.1 HuAgeGBsplit_22 15.9395177445442 2.31675398835319 13.622763756191 -11.3060097678378 19
AL356275.1 AL356275.1 HuAgeGBsplit_22 12.1447886862753 2.26352806885076 9.8812606174245 -7.61773254857374 20
AL157902.1 AL157902.1 HuAgeGBsplit_22 13.0888008100636 2.0565282072382 11.0322726028254 -8.9757443955872 21
LINC02317 LINC02317 HuAgeGBsplit_22 14.1412608972998 1.95826453293816 12.1829963643616 -10.2247318314235 22
AL353803.4 AL353803.4 HuAgeGBsplit_22 11.6309847795824 1.93814629296572 9.69283848661664 -7.75469219365092 23
AC098818.2 AC098818.2 HuAgeGBsplit_22 11.8374219830101 1.93458456989769 9.90283741311244 -7.96825284321475 24
C4orf51 C4orf51 HuAgeGBsplit_22 17.5349656026767 1.8755320745497 15.659433528127 -13.7839014535773 25
AC012377.1 AC012377.1 HuAgeGBsplit_22 11.6682805971969 1.81962881390615 9.84865178329071 -8.02902296938456 26
AL359182.2 AL359182.2 HuAgeGBsplit_22 11.7838572359223 1.77563933407817 10.0082179018442 -8.23257856776599 27
HIGD2B HIGD2B HuAgeGBsplit_22 13.9910089576724 1.74468473031936 12.2463242273531 -10.5016394970337 28
AC069431.1 AC069431.1 HuAgeGBsplit_22 11.8588487248949 1.69152947206232 10.1673192528326 -8.47578978077026 29
