"","No_data"
"A1BG",0.96582027318687
"A2M",5.42895160001788
"AAAS",4.77576035189022
"AACS",1.96543229048439
"AADAT",3.28869464785022
"AAED1",2.9354943527412
"AAGAB",2.56412724419105
"AAK1",1.74381165609596
"AAMP",4.98545961131784
"AAR2",2.92636831795392
"AARS",6.09814371560037
"AASDH",1.87144924141156
"AASDHPPT",1.16541957487415
"AASS",2.11066049769292
"AATBC",0.870911555445754
"AATF",2.51642330355396
"AATK",0.609985945634955
"ABCA1",0.746740497731092
"ABCA2",4.37367773687837
"ABCA3",3.36157436888194
"ABCA4",0.615252543108544
"ABCA7",1.43075219052472
"ABCB10",2.80452600729517
"ABCB7",1.33779067965412
"ABCB8",2.6868884071357
"ABCB9",1.9679525827502
"ABCC1",2.12643470890701
"ABCC10",2.655889064706
"ABCC3",1.30690183089212
"ABCC4",0.844811119333209
"ABCC5",2.33909174713348
"ABCC6P2",1.05924985493871
"ABCD1",1.50547194353005
"ABCD3",1.77230224649117
"ABCD4",3.78250053697406
"ABCE1",1.70622977549856
"ABCF1",4.19894173816025
"ABCF2",5.26942257725577
"ABCF3",4.51761535578429
"ABHD1",1.89702064123413
"ABHD10",4.07832434696268
"ABHD11",4.53133253856105
"ABHD11-AS1",0.789406333575954
"ABHD12",1.67271474896507
"ABHD13",2.14814453995358
"ABHD17A",3.68850704305634
"ABHD17B",2.37912574614061
"ABHD17C",2.64659606767061
"ABHD18",1.27000250105805
"ABHD2",2.6412765539597
"ABHD3",1.2973043195643
"ABHD4",3.14852709394265
"ABHD5",1.71131594525915
"ABHD6",1.30957148468134
"ABI1",1.86831140983824
"ABI2",1.31142859614194
"ABL1",2.35393216316973
"ABL2",2.32717804520196
"ABR",2.35591352487975
"ABRA",0.720317332149304
"ABRACL",2.8325916699593
"ABRAXAS2",2.12029737962222
"ABT1",3.9812626140274
"ABTB1",3.82763406511291
"ABTB2",0.767181926894435
"AC000068.1",1.45662497124434
"AC002056.1",2.77864016130008
"AC002069.1",1.10273361087987
"AC002069.2",0.437113645981556
"AC002310.4",1.773537687445
"AC002347.1",1.13107002968249
"AC002384.1",3.56169264476688
"AC002451.1",0.762864230005512
"AC002451.2",1.00177826076562
"AC002454.1",1.67821693965232
"AC002467.1",2.7395014002111
"AC002504.1",0.339309807965046
"AC002519.2",0.908098461041673
"AC002524.1",5.35118531218574
"AC002540.1",0.24657903456346
"AC003002.2",0.654027444653722
"AC003005.2",0.534753387850515
"AC003084.1",0.501535109059993
"AC003092.2",0.317487996061441
"AC003101.2",0.348445928283102
"AC003102.1",3.84691490994149
"AC003682.1",0.64687718053703
"AC003965.1",0.616572441756194
"AC003986.3",1.27219012191082
"AC004012.1",1.05466375507455
"AC004023.1",0.45305590846586
"AC004069.1",0.840124893688812
"AC004076.1",1.30046525729297
"AC004080.2",0.961953791516856
"AC004080.4",0.470009435866644
"AC004112.1",1.25077385726211
"AC004130.1",1.97135604040236
"AC004156.1",1.35272538267079
"AC004221.1",0.901308591207367
"AC004233.3",0.910528248229774
"AC004233.4",0.726160870008555
"AC004257.1",2.56263143668438
"AC004264.2",1.14135643794438
"AC004383.1",1.87660837746389
"AC004477.1",2.7786298349816
"AC004477.3",3.41022097485258
"AC004528.1",1.12736336331049
"AC004540.1",0.964374705637807
"AC004656.1",3.97092902742618
"AC004771.3",1.29132340978634
"AC004775.1",0.472849218721121
"AC004801.6",2.92989054965344
"AC004801.7",1.17103399690872
"AC004812.2",3.38694525001329
"AC004816.1",1.8345547392863
"AC004816.2",0.442088671383321
"AC004817.3",1.5287390606778
"AC004817.4",1.73318971086433
"AC004825.2",1.46369606280907
"AC004832.6",0.662495940243974
"AC004836.1",0.640650077125887
"AC004839.1",2.19904233883894
"AC004847.1",0.318960248836813
"AC004854.1",0.319454507267804
"AC004854.2",1.8754915559312
"AC004865.2",1.1792946283558
"AC004890.1",2.41212005693209
"AC004910.1",0.76984698517268
"AC004918.1",2.35111293215968
"AC004941.1",0.849281598146663
"AC004947.1",0.621694317850564
"AC004948.1",0.984791388751745
"AC004980.1",1.37729002912614
"AC004980.2",2.9478510841172
"AC004982.1",1.03040843184933
"AC004982.2",0.908087954342856
"AC004990.1",0.796867798907387
"AC005000.1",3.74823170090573
"AC005005.4",1.0168875032813
"AC005013.1",1.20833427416175
"AC005014.2",1.90279038726571
"AC005020.1",0.914967811938634
"AC005034.4",1.46583253521088
"AC005076.1",2.53844617528468
"AC005083.1",0.412273129780126
"AC005154.1",2.70601634523987
"AC005180.1",0.51372242894206
"AC005180.2",0.595389220360061
"AC005224.1",1.67288677507716
"AC005225.4",2.6176649633468
"AC005229.4",3.31530062756186
"AC005261.1",5.92352207757224
"AC005261.3",4.23820896366253
"AC005261.4",1.0296940234425
"AC005261.5",5.14875924900361
"AC005329.1",1.32441103025415
"AC005330.1",0.950216484053182
"AC005332.1",2.1710590969073
"AC005332.3",1.27885163630923
"AC005332.5",5.13332617923631
"AC005332.8",1.12859770050586
"AC005355.2",1.34169148878352
"AC005363.2",0.832508200108292
"AC005393.1",2.45740458701619
"AC005410.1",0.659308608041716
"AC005479.1",0.303628944631579
"AC005479.2",0.49417013296947
"AC005498.3",1.27891033450081
"AC005520.2",0.58724497837339
"AC005531.1",1.51938111149907
"AC005551.1",0.188213252893337
"AC005578.1",0.729166791987974
"AC005586.1",0.717430260131081
"AC005592.1",1.43495165614589
"AC005593.1",1.44391659227178
"AC005614.2",0.5245417928786
"AC005618.1",0.645530382748218
"AC005674.2",1.77302031662339
"AC005695.3",0.484203792914994
"AC005696.1",1.34270219135896
"AC005696.3",0.763237450186585
"AC005696.4",1.18609079591403
"AC005703.5",1.19156788075263
"AC005736.1",0.93138968899123
"AC005740.1",0.511095102646197
"AC005776.1",1.62083361235582
"AC005776.2",2.44631547939863
"AC005822.1",1.58064208977432
"AC005828.5",0.291387061650829
"AC005829.1",0.578315439335645
"AC005837.1",0.999365007961231
"AC005840.1",0.866416232863153
"AC005899.6",1.09121225834741
"AC005899.7",1.47040376612968
"AC005906.1",0.318934564139491
"AC005972.2",0.309962187448569
"AC006001.3",1.73095090734982
"AC006011.2",0.307955701028159
"AC006012.1",1.33995149368749
"AC006023.1",0.957457775099993
"AC006023.2",1.76004145059766
"AC006026.1",0.498891141993895
"AC006033.1",1.00638508915544
"AC006058.1",2.8654650184755
"AC006058.2",1.23022050630026
"AC006058.3",2.51264630868502
"AC006058.4",3.02185637726343
"AC006064.3",1.56464896830617
"AC006065.1",1.65605109133465
"AC006210.2",0.814422972722754
"AC006213.1",0.563273473508004
"AC006213.3",1.10541610738914
"AC006238.1",1.35147417128419
"AC006252.1",1.20399876010858
"AC006273.1",1.97869709257369
"AC006277.1",3.18212549903252
"AC006329.1",2.87902014410647
"AC006329.2",0.360902729740642
"AC006333.2",5.09784566131728
"AC006378.2",0.520182266740964
"AC006445.2",0.40285821976892
"AC006449.2",0.614282347042073
"AC006449.5",2.25460378888551
"AC006449.6",2.53038101062254
"AC006466.1",0.535347824721558
"AC006480.2",2.41180710772803
"AC006538.2",0.571817694734764
"AC006547.1",1.58045610547015
"AC006557.6",3.79907590701703
"AC006946.2",0.480923729220356
"AC006946.3",0.298444828918272
"AC006960.3",1.90347417395054
"AC006963.1",1.12577633319982
"AC006967.3",0.549527486323995
"AC006978.2",2.6864149299175
"AC006987.1",0.502532900486114
"AC006987.2",1.36461852402589
"AC007029.1",0.702719175829159
"AC007036.1",0.877739803235059
"AC007066.2",2.40628340933996
"AC007114.1",1.15027857995727
"AC007215.1",0.353918073894485
"AC007224.2",1.15041740716541
"AC007249.1",0.467279087061895
"AC007249.2",2.10215837536729
"AC007250.1",1.47725495270781
"AC007318.1",4.61390813385479
"AC007318.2",2.20614100972346
"AC007325.1",0.474595820443805
"AC007325.4",0.671077985843916
"AC007382.1",2.96080657935031
"AC007383.2",2.52966404910072
"AC007386.1",0.568798172060924
"AC007388.1",0.798472332848189
"AC007391.1",0.550653854474411
"AC007405.3",2.49030481966592
"AC007406.5",5.11223646244521
"AC007450.2",1.08263917045802
"AC007450.3",1.56703027199929
"AC007490.1",3.58636030620474
"AC007541.1",2.58733863843164
"AC007568.1",0.35883587171678
"AC007613.1",0.557117489188332
"AC007622.1",0.534483892519044
"AC007638.1",0.774178754386856
"AC007663.1",0.615051517773915
"AC007663.3",1.60358354321498
"AC007683.2",1.24659865205491
"AC007686.3",2.13494812569773
"AC007688.1",1.58156956501444
"AC007773.1",1.14455923375369
"AC007785.3",0.505017284186042
"AC007823.1",3.35784360041057
"AC007842.1",3.16923513120213
"AC007849.2",0.643032345919781
"AC007920.2",0.779110287873216
"AC007923.2",0.485743434946009
"AC007950.2",1.19808625909622
"AC007952.4",0.466101494366479
"AC007952.5",0.426776988796598
"AC007952.7",0.462747743888685
"AC007969.1",5.16313809932608
"AC007969.2",0.251516764574413
"AC007992.1",0.21392854835471
"AC007998.4",2.28054177973446
"AC008013.2",1.5473292577944
"AC008066.1",0.441808671745416
"AC008072.1",1.56973175583272
"AC008074.3",1.5204812689658
"AC008115.1",2.35211562131203
"AC008115.4",1.26362339256522
"AC008121.1",0.732274688449654
"AC008121.2",0.868766204465001
"AC008124.1",3.99124764813679
"AC008147.4",0.461479851355602
"AC008154.2",0.321202128861139
"AC008155.1",0.64236906337061
"AC008267.1",1.02330050988253
"AC008267.3",1.15781845261913
"AC008267.5",2.75955582067047
"AC008269.1",0.214422169113738
"AC008278.1",2.59669350414921
"AC008403.3",1.00294277968209
"AC008429.1",0.706839942176217
"AC008429.2",0.582598675265499
"AC008438.1",0.763444450486731
"AC008443.1",1.1049114736705
"AC008443.3",0.743063168363003
"AC008443.4",0.829007579015043
"AC008443.5",1.84893700945654
"AC008494.1",0.643327335680499
"AC008494.2",0.908091638520363
"AC008494.3",0.675656488217758
"AC008507.1",2.6039117905626
"AC008507.2",0.78380515054415
"AC008507.3",2.59812675793043
"AC008537.1",1.15892851512422
"AC008543.1",0.920297864064004
"AC008543.4",0.476718083613431
"AC008549.2",0.686070570345681
"AC008549.3",0.247024025142452
"AC008555.8",2.08189761516352
"AC008592.3",0.825442759857855
"AC008608.2",1.95267424156159
"AC008610.1",1.87684830214792
"AC008622.2",0.852006977252134
"AC008669.1",1.14388892466235
"AC008677.2",0.36901069460326
"AC008736.1",0.671136437952892
"AC008736.2",0.345754678844149
"AC008738.2",0.594164568238563
"AC008741.2",3.20087694743806
"AC008750.3",1.17555591909387
"AC008752.2",0.850037946980873
"AC008753.1",0.791719239126693
"AC008758.5",0.814210397728091
"AC008759.2",0.930440911566449
"AC008771.1",1.85645212024844
"AC008785.1",0.755580880319173
"AC008806.1",0.362654389030857
"AC008875.1",3.39428586872661
"AC008894.1",4.26175754378462
"AC008915.2",1.10620986083449
"AC008946.1",1.44270441568058
"AC008966.1",2.2113917606878
"AC008969.1",2.79587978366538
"AC008972.1",0.383102216869733
"AC008972.2",1.64160998661363
"AC009005.1",2.21602695103852
"AC009041.2",0.894737986647215
"AC009052.1",1.95315948598851
"AC009053.1",1.01159899598608
"AC009053.2",0.792912177800674
"AC009061.2",1.44584739890403
"AC009065.4",1.84110559321144
"AC009078.2",0.397838552769475
"AC009086.3",1.83447369638338
"AC009088.1",2.28036624449902
"AC009090.2",0.689920254643916
"AC009097.3",0.538208410336637
"AC009108.1",0.91106925719085
"AC009108.3",0.964725898912606
"AC009108.5",1.02042618414449
"AC009113.1",3.08499053138911
"AC009120.2",2.35857475483755
"AC009127.2",0.452044320992254
"AC009133.3",1.537958256931
"AC009148.1",2.01700038575119
"AC009159.3",0.542122072122483
"AC009159.4",0.912413400797993
"AC009163.2",0.533271964811799
"AC009163.5",1.68690808763025
"AC009163.6",1.47280054669925
"AC009220.1",0.748512175107909
"AC009220.3",1.10263793821249
"AC009237.14",0.566541026418956
"AC009237.15",0.294300994407968
"AC009237.3",0.986065036607086
"AC009237.8",1.26959519981371
"AC009275.1",0.767059657244899
"AC009283.1",4.68257635632668
"AC009302.1",1.67863116280449
"AC009309.1",2.59389153180804
"AC009336.3",0.639877803348594
"AC009404.1",2.87694856883267
"AC009407.1",2.78544393338834
"AC009414.2",2.89008036281726
"AC009432.1",0.727691542874486
"AC009452.1",0.713599188216986
"AC009486.1",2.77399002603342
"AC009501.1",0.349298297063379
"AC009506.1",2.33616826281003
"AC009509.1",0.776257405457442
"AC009518.1",2.62454167466335
"AC009533.1",1.52746946356389
"AC009533.2",0.480140108407839
"AC009563.1",2.4764577724292
"AC009570.1",0.877589182909415
"AC009720.1",0.789113753891726
"AC009779.1",1.69602389826801
"AC009779.2",4.32552342091049
"AC009806.1",0.340246367586449
"AC009812.1",2.3223387497238
"AC009812.3",1.49586414504639
"AC009812.4",1.21596860645272
"AC009831.4",0.772329696469355
"AC009908.1",1.12159457598733
"AC009948.1",1.39787192244882
"AC009955.2",1.88809253699675
"AC009962.1",1.41394404465358
"AC009967.1",2.16654120854446
"AC009997.1",0.467730934699373
"AC010132.4",1.461937281545
"AC010139.1",0.26454022378448
"AC010145.1",1.7416880355556
"AC010168.2",1.41039208867903
"AC010186.3",4.30650112655868
"AC010201.1",3.53678264221916
"AC010201.2",4.03365317961444
"AC010203.2",0.588434416682374
"AC010205.1",0.444320038258228
"AC010207.1",0.600569978389748
"AC010245.2",2.68729926765474
"AC010271.2",0.817938940988235
"AC010323.2",0.484492614662974
"AC010326.1",0.440438486100118
"AC010327.2",0.449161349991617
"AC010327.4",0.373066490418425
"AC010327.5",0.801026555877531
"AC010329.1",0.906623538001922
