"","PGBO","QGBO","No_data","No_data","GBM_cells_in_3D_organoid_culture","PGBO","QGBO","No_data","No_data","GBM_cells_in_3D_organoid_culture"
"PGBO",1,0.989701537980345,0.997383564408451,0.997383564408451,0.997383564408451,NA,0,0,0,0
"QGBO",0.989701537980345,1,0.997460273861623,0.997460273861623,0.997460273861623,0,NA,0,0,0
"No_data",0.997383564408451,0.997460273861623,1,1,1,0,0,NA,0,0
"No_data",0.997383564408451,0.997460273861623,1,1,1,0,0,0,NA,0
"GBM_cells_in_3D_organoid_culture",0.997383564408451,0.997460273861623,1,1,1,0,0,0,0,NA
