"","No_data"
"A2M",5.42895160001788
"ABCA1",0.746740497731092
"ABCA4",0.615252543108544
"ABCC3",1.30690183089212
"ABHD17C",2.64659606767061
"ABHD2",2.6412765539597
"ABHD4",3.14852709394265
"ABTB1",3.82763406511291
"AC002069.1",1.10273361087987
"AC002069.2",0.437113645981556
"AC002384.1",3.56169264476688
"AC002451.1",0.762864230005512
"AC003084.1",0.501535109059993
"AC003965.1",0.616572441756194
"AC004233.4",0.726160870008555
"AC004771.3",1.29132340978634
"AC004812.2",3.38694525001329
"AC004816.1",1.8345547392863
"AC004816.2",0.442088671383321
"AC004854.1",0.319454507267804
"AC004854.2",1.8754915559312
"AC004865.2",1.1792946283558
"AC004918.1",2.35111293215968
"AC005013.1",1.20833427416175
"AC005014.2",1.90279038726571
"AC005076.1",2.53844617528468
"AC005180.2",0.595389220360061
"AC005261.5",5.14875924900361
"AC005332.1",2.1710590969073
"AC005355.2",1.34169148878352
"AC005363.2",0.832508200108292
"AC005593.1",1.44391659227178
"AC005674.2",1.77302031662339
"AC005776.1",1.62083361235582
"AC005822.1",1.58064208977432
"AC005829.1",0.578315439335645
"AC005840.1",0.866416232863153
"AC005972.2",0.309962187448569
"AC006011.2",0.307955701028159
"AC006012.1",1.33995149368749
"AC006026.1",0.498891141993895
"AC006058.1",2.8654650184755
"AC006058.2",1.23022050630026
"AC006058.4",3.02185637726343
"AC006210.2",0.814422972722754
"AC006252.1",1.20399876010858
"AC006273.1",1.97869709257369
"AC006329.2",0.360902729740642
"AC006480.2",2.41180710772803
"AC006538.2",0.571817694734764
"AC006987.1",0.502532900486114
"AC006987.2",1.36461852402589
"AC007114.1",1.15027857995727
"AC007325.4",0.671077985843916
"AC007391.1",0.550653854474411
"AC007450.2",1.08263917045802
"AC007541.1",2.58733863843164
"AC007613.1",0.557117489188332
"AC007823.1",3.35784360041057
"AC007952.4",0.466101494366479
"AC008074.3",1.5204812689658
"AC008115.1",2.35211562131203
"AC008269.1",0.214422169113738
"AC008429.2",0.582598675265499
"AC008443.4",0.829007579015043
"AC008494.1",0.643327335680499
"AC008507.1",2.6039117905626
"AC008537.1",1.15892851512422
"AC008555.8",2.08189761516352
"AC008608.2",1.95267424156159
"AC008610.1",1.87684830214792
"AC008622.2",0.852006977252134
"AC008736.2",0.345754678844149
"AC008750.3",1.17555591909387
"AC008771.1",1.85645212024844
"AC008785.1",0.755580880319173
"AC008806.1",0.362654389030857
"AC008969.1",2.79587978366538
"AC008972.1",0.383102216869733
"AC008972.2",1.64160998661363
"AC009097.3",0.538208410336637
"AC009108.3",0.964725898912606
"AC009159.3",0.542122072122483
"AC009163.2",0.533271964811799
"AC009414.2",2.89008036281726
"AC009486.1",2.77399002603342
"AC009518.1",2.62454167466335
"AC009570.1",0.877589182909415
"AC009812.1",2.3223387497238
"AC009955.2",1.88809253699675
"AC010186.3",4.30650112655868
"AC010201.1",3.53678264221916
"AC010201.2",4.03365317961444
"AC010203.2",0.588434416682374
"AC010245.2",2.68729926765474
"AC010327.4",0.373066490418425
"AC010422.2",1.36061723709759
"AC010491.1",0.855188881428609
"AC010615.1",2.16432782353188
"AC010618.3",1.29501038309521
"AC010654.1",1.41985640153192
"AC010719.1",2.60611972303792
"AC010883.1",1.58194431180087
"AC010894.5",0.404744709059379
"AC012213.1",1.18226617300713
"AC012254.3",0.636815392438416
"AC012313.5",2.43583248391163
"AC012354.2",0.310212472045593
"AC012462.3",1.17614430556093
"AC012508.2",0.640109104989535
"AC012512.1",4.75933781531387
"AC013400.1",0.560327259056845
"AC013451.2",0.346958963938861
"AC015813.7",0.53561844799099
"AC015912.3",3.172513150931
"AC015922.4",0.245596329981775
"AC016027.1",0.634487564739374
"AC016168.2",1.08880693219115
"AC016396.1",0.973002715667034
"AC016405.3",0.748024259820356
"AC016700.2",0.711327768706737
"AC017071.1",0.713578102414999
"AC017079.2",0.325218265025562
"AC017100.1",3.49746294379839
"AC017104.5",1.25292646729689
"AC018450.1",1.9934074391488
"AC018558.2",0.847075167412853
"AC018638.1",1.82496195111794
"AC018845.3",1.46212914200863
"AC019118.1",0.927494715694514
"AC020551.1",1.38414145170216
"AC020765.2",1.495439411424
"AC020910.5",2.56450299608416
"AC020916.1",3.33061479899586
"AC021321.1",1.30444606043335
"AC021483.1",0.395184224297961
"AC021739.3",0.712795030464718
"AC022211.2",1.32552700111516
"AC022400.4",0.526172950592231
"AC022916.1",0.706182594585909
"AC023141.2",0.481977903214728
"AC023157.3",2.8884074846369
"AC023509.4",2.51438312650285
"AC023762.1",0.421374846680666
"AC024243.1",0.320145088119272
"AC024937.2",0.384179196034125
"AC025048.2",1.9543644360785
"AC025048.4",1.10208134080603
"AC025161.1",0.503756452166917
"AC025176.1",2.01844042368668
"AC025423.3",2.12629913815497
"AC025594.3",1.18245022893477
"AC025809.1",0.729671297658827
"AC026150.1",0.766173900084637
"AC026333.4",1.23201756197437
"AC026367.1",1.88531764217157
"AC026367.3",0.437132144775773
"AC026471.6",2.32543928832178
"AC026691.1",0.706349546295252
"AC026803.1",1.55297731861193
"AC026803.2",0.687879920393599
"AC026954.1",0.486762945130412
"AC026979.3",1.03749109212123
"AC027139.2",0.316251570029679
