"","InputCategories","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues"
"1","black","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",8,0.339980720620048,1
"2","blue","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",81,0.0832182860111808,1
"3","brown","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"4","cyan","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.940132046342035,1
"5","darkgreen","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.824032988276623,1
"6","darkgrey","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",4,0.316950472848895,1
"7","darkmagenta","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",1,0.810020112904033,1
"8","darkolivegreen","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"9","darkorange","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"10","darkred","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"11","darkturquoise","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"12","green","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",8,0.456873440102827,1
"13","greenyellow","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",7,0.279984293668682,1
"14","grey60","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",1,0.979312898502083,1
"15","lightcyan","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",5,0.456597053443752,1
"16","lightgreen","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",9,0.0105587114362381,0.401231034577049
"17","lightyellow","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",6,0.152134318186298,1
"18","magenta","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",5,0.699129348244667,1
"19","midnightblue","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",5,0.458358976288028,1
"20","orange","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"21","paleturquoise","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"22","pink","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",11,0.0455121231945769,1
"23","plum1","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.275015938618849,1
"24","purple","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",3,0.927680796755939,1
"25","red","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",11,0.0705189662301112,1
"26","royalblue","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",1,0.970027169982756,1
"27","saddlebrown","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.648882779578301,1
"28","salmon","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",5,0.467144237067807,1
"29","sienna3","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"30","skyblue","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"31","skyblue3","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"32","steelblue","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.630712559890807,1
"33","tan","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.941926265240842,1
"34","turquoise","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",91,0.00808846019366277,0.307361487359185
"35","violet","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"36","white","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",7,0.00809920448130586,0.307769770289623
"37","yellow","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",1,0.999835891559795,1
"38","yellowgreen","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
