"","InputCategories","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues"
"1","HuAgeGBsplit_00","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"2","HuAgeGBsplit_01","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",91,0.00808846019366277,0.315449947552848
"3","HuAgeGBsplit_02","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",81,0.0832182860111808,1
"4","HuAgeGBsplit_03","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"5","HuAgeGBsplit_04","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",1,0.999835891559795,1
"6","HuAgeGBsplit_05","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",8,0.456873440102827,1
"7","HuAgeGBsplit_06","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",11,0.0705189662301112,1
"8","HuAgeGBsplit_07","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",8,0.339980720620048,1
"9","HuAgeGBsplit_08","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",11,0.0455121231945769,1
"10","HuAgeGBsplit_09","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",5,0.699129348244667,1
"11","HuAgeGBsplit_10","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",3,0.927680796755939,1
"12","HuAgeGBsplit_11","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",7,0.279984293668682,1
"13","HuAgeGBsplit_12","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.941926265240842,1
"14","HuAgeGBsplit_13","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",5,0.467144237067807,1
"15","HuAgeGBsplit_14","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.940132046342035,1
"16","HuAgeGBsplit_15","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",5,0.458358976288028,1
"17","HuAgeGBsplit_16","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",5,0.456597053443752,1
"18","HuAgeGBsplit_17","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",1,0.979312898502083,1
"19","HuAgeGBsplit_18","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",9,0.0105587114362381,0.411789746013287
"20","HuAgeGBsplit_19","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",6,0.152134318186298,1
"21","HuAgeGBsplit_20","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",1,0.970027169982756,1
"22","HuAgeGBsplit_21","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"23","HuAgeGBsplit_22","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.824032988276623,1
"24","HuAgeGBsplit_23","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"25","HuAgeGBsplit_24","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",4,0.316950472848895,1
"26","HuAgeGBsplit_25","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"27","HuAgeGBsplit_26","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"28","HuAgeGBsplit_27","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",7,0.00809920448130586,0.315868974770929
"29","HuAgeGBsplit_28","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"30","HuAgeGBsplit_29","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.648882779578301,1
"31","HuAgeGBsplit_30","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.630712559890807,1
"32","HuAgeGBsplit_31","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"33","HuAgeGBsplit_32","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"34","HuAgeGBsplit_33","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"35","HuAgeGBsplit_34","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",1,0.810020112904033,1
"36","HuAgeGBsplit_35","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"37","HuAgeGBsplit_36","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"38","HuAgeGBsplit_37","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",0,1,1
"39","HuAgeGBsplit_38","SWIM_StemLike_inGB_Differentiated_State_Hu__","User",2,0.275015938618849,1
