"","HuAgeGBsplit_25....c1_HuAgeGBsplitRnaseq_1195__"
"1","AC016925.1"
"2","AC026785.3"
"3","AC103702.2"
"4","AC112492.2"
"5","AC124276.1"
"6","AL079352.1"
"7","AL109615.3"
"8","AL121723.1"
"9","AL121956.1"
"10","AL122034.1"
"11","AL135924.2"
"12","AL161431.1"
"13","AL355482.2"
"14","AL356310.1"
"15","AL359263.1"
"16","ALPI"
"17","ASNSP4"
"18","BIN2P2"
"19","C4BPB"
"20","CD55"
"21","CGA"
"22","CYCSP43"
"23","DEFB116"
"24","FGFBP1"
"25","H2BFWT"
"26","HYAL1"
"27","INSL4"
"28","KRT18"
"29","KRT8"
"30","KRT8P17"
"31","LINC00659"
"32","LINC00942"
"33","LINP1"
"34","LY6K"
"35","LYPD3"
"36","MAGEB16"
"37","MARCOL"
"38","OR10Z1"
"39","OR11G1P"
"40","OR11H4"
"41","OR2V1"
"42","OR4D2"
"43","OR4K5"
"44","OR51D1"
"45","OR5F1"
"46","OR5J1P"
"47","OR9Q2"
"48","PPIAP62"
"49","PSG4"
"50","RHOV"
"51","RPL24P7"
"52","SUMO2P6"
"53","TEX19"
"54","TMEM105"
"55","TMEM92"
"56","TPD52L3"
"57","TRHR"
"58","TRIML2"
"59","USP26"
"60","Z98259.1"
