"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_20__"
"1","AC005776.2"
"2","AC006238.1"
"3","AC009053.1"
"4","AC009053.2"
"5","AC009061.2"
"6","AC009570.1"
"7","AC010336.5"
"8","AC010468.1"
"9","AC011467.6"
"10","AC011498.1"
"11","AC019254.1"
"12","AC025682.1"
"13","AC026254.2"
"14","AC027682.4"
"15","AC027682.6"
"16","AC034105.5"
"17","AC035140.1"
"18","AC063962.1"
"19","AC078880.2"
"20","AC083843.1"
"21","AC083843.2"
"22","AC091917.2"
"23","AC092198.1"
"24","AC097376.2"
"25","AC105277.1"
"26","AC108448.1"
"27","AC112255.1"
"28","AC112907.2"
"29","AC117532.1"
"30","AC119751.8"
"31","AC138150.1"
"32","AC142472.1"
"33","AC231657.2"
"34","ADRA2B"
"35","AF121897.1"
"36","AHCYL1"
"37","AL022341.1"
"38","AL133371.1"
"39","AL133371.3"
"40","AL355922.2"
"41","AL355922.3"
"42","AL603839.2"
"43","ALDH1L1"
"44","ALS2CL"
"45","AP000781.2"
"46","AP000811.1"
"47","ARF4P2"
"48","ATAD5"
"49","ATP13A4"
"50","ATP13A5"
"51","BCHE"
"52","BCL6"
"53","BCRP2"
"54","BX547991.1"
"55","C1R"
"56","C1RL"
"57","C1S"
"58","C2CD2"
"59","CLEC18A"
"60","CLEC18B"
"61","CLEC18C"
"62","CR769775.3"
"63","DCLRE1CP1"
"64","DNAJC22"
"65","EFCAB13"
"66","ELFN1"
"67","EXO5"
"68","FAM110A"
"69","FGF23"
"70","FO681492.1"
"71","GGT8P"
"72","GMEB1"
"73","HDHD3"
"74","HRASLS"
"75","HSPD1P4"
"76","IGLJ7"
"77","KCNA2"
"78","KLK14"
"79","KRT18P16"
"80","LCE3E"
"81","LINC00459"
"82","LINC01514"
"83","LINC01772"
"84","LINC02200"
"85","LRRC2"
"86","MIR320D1"
"87","MIR5703"
"88","MKL2"
"89","MKNK2P1"
"90","MRPL45P2"
"91","NFAT5"
"92","NFE2L3P1"
"93","OR7E26P"
"94","PDPR"
"95","PPIAP81"
"96","PRSS50"
"97","PVT1"
"98","RET"
"99","RN7SL664P"
"100","RPL22P19"
"101","RTN4RL2"
"102","S100A14"
"103","SERPING1"
"104","SLC43A1"
"105","SLC43A3"
"106","SYT15"
"107","TMEM135"
"108","TMIE"
"109","TNFRSF11B"
"110","TNKS1BP1"
"111","TRAJ23"
"112","TRPC6P"
"113","ZBTB21"
