"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_446__"
"1","ABCG2"
"2","AC008132.1"
"3","AC015819.2"
"4","AC051619.2"
"5","AC092807.2"
"6","AC103706.1"
"7","ACVRL1"
"8","AL445423.1"
"9","AL451164.1"
"10","AP000550.1"
"11","APOLD1"
"12","ATP10A"
"13","BTNL9"
"14","C10orf128"
"15","C2CD4B"
"16","CA2"
"17","CD34"
"18","CDH5"
"19","CLEC14A"
"20","CTF1"
"21","CYSLTR2"
"22","DOCK9"
"23","EGFL7"
"24","EPAS1"
"25","FLT4"
"26","GGT5"
"27","GGTLC4P"
"28","GPIHBP1"
"29","HHEX"
"30","HIGD1B"
"31","HLX"
"32","IGFBP7"
"33","KCNJ2"
"34","LAYN"
"35","LINC01352"
"36","LINC01394"
"37","LINC01612"
"38","LINC02185"
"39","LINC02266"
"40","LSR"
"41","MMRN2"
"42","MT1A"
"43","MT1E"
"44","MT1G"
"45","MT1H"
"46","MT1JP"
"47","MT1L"
"48","MT1M"
"49","MT2A"
"50","MYCT1"
"51","NAGS"
"52","NET1"
"53","NFKBIA"
"54","NOS3"
"55","NOTCH4"
"56","PLA1A"
"57","POM121L7P"
"58","POM121L9P"
"59","PTGDR2"
"60","RNF144B"
"61","ROBO4"
"62","SLC16A1"
"63","SLC30A1"
"64","SLC39A10"
"65","SLC52A3"
"66","SLC7A1"
"67","SLC7A5"
"68","SLC7A5P1"
"69","TBC1D4"
"70","TBXA2R"
"71","TGM2"
"72","UBTFL5"
"73","VSIG2"
"74","VWA2"
"75","VWF"
"76","ZC3H12A"
