"InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"HuAgeGBsplit_10","c1_HuAgeGBsplitRnaseq_39__","User",4.04567501718118e-214
"HuAgeGBsplit_16","c1_HuAgeGBsplitRnaseq_2024__","User",7.02870122832041e-209
"HuAgeGBsplit_14","c1_HuAgeGBsplitRnaseq_75__","User",9.59766343910915e-208
"HuAgeGBsplit_31","c1_HuAgeGBsplitRnaseq_67__","User",7.9429289157754e-207
"HuAgeGBsplit_23","c1_HuAgeGBsplitRnaseq_19__","User",1.47275857553627e-205
"HuAgeGBsplit_28","c1_HuAgeGBsplitRnaseq_14__","User",4.2792845149237e-203
"HuAgeGBsplit_21","c1_HuAgeGBsplitRnaseq_1905__","User",7.083643221717e-203
"HuAgeGBsplit_25","c1_HuAgeGBsplitRnaseq_74__","User",2.22444209680102e-202
"HuAgeGBsplit_31","c1_HuAgeGBsplitRnaseq_352__","User",3.86469346403695e-199
"HuAgeGBsplit_22","c1_HuAgeGBsplitRnaseq_675__","User",6.62848364269126e-199
"HuAgeGBsplit_35","c1_HuAgeGBsplitRnaseq_79__","User",6.7333859557471e-198
"HuAgeGBsplit_17","c1_HuAgeGBsplitRnaseq_189__","User",2.42521060218417e-197
"HuAgeGBsplit_06","c1_HuAgeGBsplitRnaseq_217__","User",7.48310578005429e-192
"HuAgeGBsplit_15","c1_HuAgeGBsplitRnaseq_186__","User",4.14453056396364e-191
"HuAgeGBsplit_05","c1_HuAgeGBsplitRnaseq_2103__","User",3.27642025876132e-187
"HuAgeGBsplit_18","c1_HuAgeGBsplitRnaseq_192__","User",1.01771566361043e-186
"HuAgeGBsplit_26","c1_HuAgeGBsplitRnaseq_16__","User",5.23413126712974e-186
"HuAgeGBsplit_27","c1_HuAgeGBsplitRnaseq_175__","User",2.95421039010012e-181
"HuAgeGBsplit_10","c1_HuAgeGBsplitRnaseq_223__","User",3.29337575990585e-181
"HuAgeGBsplit_30","c1_HuAgeGBsplitRnaseq_291__","User",3.25369138892081e-179
"HuAgeGBsplit_07","c1_HuAgeGBsplitRnaseq_60__","User",1.09523733239484e-176
"HuAgeGBsplit_24","c1_HuAgeGBsplitRnaseq_15__","User",1.00933118996644e-173
"HuAgeGBsplit_07","c1_HuAgeGBsplitRnaseq_215__","User",1.21902013800259e-173
"HuAgeGBsplit_20","c1_HuAgeGBsplitRnaseq_77__","User",2.31285033054173e-173
"HuAgeGBsplit_13","c1_HuAgeGBsplitRnaseq_54__","User",2.41792291909783e-173
"HuAgeGBsplit_25","c1_HuAgeGBsplitRnaseq_9__","User",5.36547733945135e-173
"HuAgeGBsplit_25","c1_HuAgeGBsplitRnaseq_398__","User",1.02970602277092e-171
"HuAgeGBsplit_05","c1_HuAgeGBsplitRnaseq_2436__","User",1.55099228632907e-168
"HuAgeGBsplit_19","c1_HuAgeGBsplitRnaseq_253__","User",3.46137971650917e-166
"HuAgeGBsplit_18","c1_HuAgeGBsplitRnaseq_193__","User",1.09150474008218e-161
"HuAgeGBsplit_06","c1_HuAgeGBsplitRnaseq_764__","User",4.00333577552795e-160
"HuAgeGBsplit_11","c1_HuAgeGBsplitRnaseq_158__","User",1.20395244436023e-159
"HuAgeGBsplit_19","c1_HuAgeGBsplitRnaseq_254__","User",2.71294897391011e-159
"HuAgeGBsplit_11","c1_HuAgeGBsplitRnaseq_408__","User",6.2457532700735e-157
"HuAgeGBsplit_05","c1_HuAgeGBsplitRnaseq_440__","User",4.37239357592693e-156
"HuAgeGBsplit_33","c1_HuAgeGBsplitRnaseq_367__","User",3.17742726663473e-151
"HuAgeGBsplit_15","c1_HuAgeGBsplitRnaseq_1590__","User",3.40905588384913e-151
"HuAgeGBsplit_14","c1_HuAgeGBsplitRnaseq_101__","User",1.28559863880572e-149
"HuAgeGBsplit_15","c1_HuAgeGBsplitRnaseq_681__","User",2.74405258050521e-148
"HuAgeGBsplit_10","c1_HuAgeGBsplitRnaseq_38__","User",5.16708913309565e-147
"HuAgeGBsplit_05","c1_HuAgeGBsplitRnaseq_83__","User",1.47654713483831e-145
"HuAgeGBsplit_14","c1_HuAgeGBsplitRnaseq_405__","User",1.01772007177701e-144
"HuAgeGBsplit_33","c1_HuAgeGBsplitRnaseq_1129__","User",2.31725119004016e-144
"HuAgeGBsplit_11","c1_HuAgeGBsplitRnaseq_76__","User",1.02259789631229e-143
"HuAgeGBsplit_17","c1_HuAgeGBsplitRnaseq_30__","User",5.86047991240942e-143
"HuAgeGBsplit_20","c1_HuAgeGBsplitRnaseq_80__","User",8.87335458579885e-137
"HuAgeGBsplit_18","c1_HuAgeGBsplitRnaseq_704__","User",1.1909542722893e-136
"HuAgeGBsplit_19","c1_HuAgeGBsplitRnaseq_830__","User",3.4619004170648e-135
"HuAgeGBsplit_14","c1_HuAgeGBsplitRnaseq_47__","User",4.75792139422267e-133
"HuAgeGBsplit_05","c1_HuAgeGBsplitRnaseq_11__","User",1.52099147119142e-132
"HuAgeGBsplit_29","c1_HuAgeGBsplitRnaseq_2184__","User",9.89583985762799e-130
"HuAgeGBsplit_12","c1_HuAgeGBsplitRnaseq_295__","User",1.63146163330284e-129
"HuAgeGBsplit_36","c1_HuAgeGBsplitRnaseq_103__","User",3.3569918995596e-129
"HuAgeGBsplit_15","c1_HuAgeGBsplitRnaseq_293__","User",9.93952641879372e-129
"HuAgeGBsplit_13","c1_HuAgeGBsplitRnaseq_44__","User",1.20171623110481e-128
"HuAgeGBsplit_36","c1_HuAgeGBsplitRnaseq_18__","User",1.46882251416158e-127
"HuAgeGBsplit_30","c1_HuAgeGBsplitRnaseq_53__","User",1.82078957159933e-127
"HuAgeGBsplit_11","c1_HuAgeGBsplitRnaseq_1211__","User",3.63513732191793e-126
"HuAgeGBsplit_07","c1_HuAgeGBsplitRnaseq_329__","User",2.97593749029047e-125
"HuAgeGBsplit_37","c1_HuAgeGBsplitRnaseq_372__","User",4.70274653674006e-125
"HuAgeGBsplit_20","c1_HuAgeGBsplitRnaseq_428__","User",6.78164980278612e-124
"HuAgeGBsplit_07","c1_HuAgeGBsplitRnaseq_757__","User",4.44737660966275e-122
"HuAgeGBsplit_07","c1_HuAgeGBsplitRnaseq_214__","User",7.27198629355512e-122
"HuAgeGBsplit_27","c1_HuAgeGBsplitRnaseq_25__","User",8.89377811907877e-122
"HuAgeGBsplit_35","c1_HuAgeGBsplitRnaseq_10__","User",7.07187972786715e-118
"HuAgeGBsplit_10","c1_HuAgeGBsplitRnaseq_287__","User",1.67567322037893e-117
"HuAgeGBsplit_31","c1_HuAgeGBsplitRnaseq_6__","User",6.56898540551002e-117
"HuAgeGBsplit_19","c1_HuAgeGBsplitRnaseq_832__","User",1.148808410074e-116
"HuAgeGBsplit_10","c1_HuAgeGBsplitRnaseq_776__","User",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126206419430204
"HuAgeGBsplit_11","c1_HuAgeGBsplitRnaseq_155__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070853201200257
"HuAgeGBsplit_27","c1_HuAgeGBsplitRnaseq_605__","User",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000816281975011951
"HuAgeGBsplit_10","c1_HuAgeGBsplitRnaseq_51__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000217023454231729
"HuAgeGBsplit_37","c1_HuAgeGBsplitRnaseq_1147__","User",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000260110112558569
"HuAgeGBsplit_04","c1_HuAgeGBsplitRnaseq_180__","User",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010699802880239
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_360__","User",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131602789160172
"HuAgeGBsplit_05","c1_HuAgeGBsplitRnaseq_1245__","User",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042490088668851
"HuAgeGBsplit_10","c1_HuAgeGBsplitRnaseq_228__","User",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000757789927579291
"HuAgeGBsplit_34","c1_HuAgeGBsplitRnaseq_16__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108550840042041
"HuAgeGBsplit_34","c1_HuAgeGBsplitRnaseq_98__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000114721411147202
"HuAgeGBsplit_05","c1_HuAgeGBsplitRnaseq_1297__","User",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116366883892407
"HuAgeGBsplit_32","c1_HuAgeGBsplitRnaseq_94__","User",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000538656428004528
"HuAgeGBsplit_07","c1_HuAgeGBsplitRnaseq_42__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000478107007399829
"HuAgeGBsplit_04","c1_HuAgeGBsplitRnaseq_26__","User",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000674540613914779
"HuAgeGBsplit_04","c1_HuAgeGBsplitRnaseq_128__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000173989445515301
"HuAgeGBsplit_25","c1_HuAgeGBsplitRnaseq_1195__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000457081470703104
"HuAgeGBsplit_14","c1_HuAgeGBsplitRnaseq_17__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000618264665603434
"HuAgeGBsplit_33","c1_HuAgeGBsplitRnaseq_361__","User",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000145226091648629
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_1114__","User",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000204337601068908
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_362__","User",0.000000000000000000000000000000000000000000000000000000000000000000000000000000762865515946911
"HuAgeGBsplit_32","c1_HuAgeGBsplitRnaseq_473__","User",0.000000000000000000000000000000000000000000000000000000000000000000000000887179227304018
"HuAgeGBsplit_25","c1_HuAgeGBsplitRnaseq_2034__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000125525615985973
"HuAgeGBsplit_32","c1_HuAgeGBsplitRnaseq_1359__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000125745115183215
"HuAgeGBsplit_20","c1_HuAgeGBsplitRnaseq_411__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000311042302957737
"HuAgeGBsplit_14","c1_HuAgeGBsplitRnaseq_10__","User",0.0000000000000000000000000000000000000000000000000000000000000000000000564112356157605
"HuAgeGBsplit_12","c1_HuAgeGBsplitRnaseq_54__","User",0.00000000000000000000000000000000000000000000000000000000000000000000963207598761276
"HuAgeGBsplit_11","c1_HuAgeGBsplitRnaseq_153__","User",0.0000000000000000000000000000000000000000000000000000000000000000000292979785542372
"HuAgeGBsplit_17","c1_HuAgeGBsplitRnaseq_60__","User",0.00000000000000000000000000000000000000000000000000000000000000000186086005364814
"HuAgeGBsplit_19","c1_HuAgeGBsplitRnaseq_159__","User",0.00000000000000000000000000000000000000000000000000000000000000000247389339919543
"HuAgeGBsplit_15","c1_HuAgeGBsplitRnaseq_53__","User",0.0000000000000000000000000000000000000000000000000000000000000000315179410115519
"HuAgeGBsplit_23","c1_HuAgeGBsplitRnaseq_107__","User",0.0000000000000000000000000000000000000000000000000000000000000000389721122576376
"HuAgeGBsplit_32","c1_HuAgeGBsplitRnaseq_15__","User",0.0000000000000000000000000000000000000000000000000000000000000307028359195426
"HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_164__","User",0.00000000000000000000000000000000000000000000000000000000000027533860329108
"HuAgeGBsplit_17","c1_HuAgeGBsplitRnaseq_34__","User",0.00000000000000000000000000000000000000000000000000000000000679070535822679
"HuAgeGBsplit_19","c1_HuAgeGBsplitRnaseq_23__","User",0.000000000000000000000000000000000000000000000000000290595410892592
"HuAgeGBsplit_06","c1_HuAgeGBsplitRnaseq_160__","User",0.000000000000000000000000000000000000000000000000000395884975485668
"HuAgeGBsplit_11","c1_HuAgeGBsplitRnaseq_10__","User",0.000000000000000000000000000000000000000000000000000419851149945119
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_1105__","User",0.000000000000000000000000000000000000000000000000485899744563166
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_305__","User",0.000000000000000000000000000000000000000000000000530534516354253
"HuAgeGBsplit_04","c1_HuAgeGBsplitRnaseq_130__","User",0.00000000000000000000000000000000000000000000000575113964769147
"HuAgeGBsplit_04","c1_HuAgeGBsplitRnaseq_74__","User",0.000000000000000000000000000000000000000000917224943457422
"HuAgeGBsplit_05","c1_HuAgeGBsplitRnaseq_1247__","User",0.00000000000000000000000000000000000000000127832698826639
"HuAgeGBsplit_03","c1_HuAgeGBsplitRnaseq_21__","User",0.00000000000000000000000000000000000000000523905303060402
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_964__","User",0.0000000000000000000000000000000000000068241673063249
"HuAgeGBsplit_30","c1_HuAgeGBsplitRnaseq_33__","User",0.000000000000000000000000000000000000120800470180114
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_48__","User",0.000000000000000000000000000000000000150096161945895
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_1955__","User",0.000000000000000000000000000000000000207516984652674
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_161__","User",0.000000000000000000000000000000000003256810969662
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_1106__","User",0.00000000000000000000000000000000000678775642827717
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_162__","User",0.000000000000000000000000000000000193793498925361
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_40__","User",0.000000000000000000000000000000000328664502107363
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_62__","User",0.0000000000000000000000000000000175333566447953
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_61__","User",0.000000000000000000000000000000020663427882281
"HuAgeGBsplit_17","c1_HuAgeGBsplitRnaseq_329__","User",0.000000000000000000000000000000027216057351505
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_1954__","User",0.0000000000000000000000000000000348398930497679
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_583__","User",0.0000000000000000000000000000000751784415484179
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_55__","User",0.0000000000000000000000000000000888850651122584
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_45__","User",0.00000000000000000000000000000012391540708892
"HuAgeGBsplit_03","c1_HuAgeGBsplitRnaseq_74__","User",0.000000000000000000000000000000492353640853786
"HuAgeGBsplit_12","c1_HuAgeGBsplitRnaseq_57__","User",0.00000000000000000000000000000914067231103086
"HuAgeGBsplit_04","c1_HuAgeGBsplitRnaseq_9__","User",0.000000000000000000000000000100073294245036
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_356__","User",0.000000000000000000000000000445082438981708
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_57__","User",0.00000000000000000000000000212279981937227
"HuAgeGBsplit_17","c1_HuAgeGBsplitRnaseq_42__","User",0.0000000000000000000000000632780929284232
"HuAgeGBsplit_20","c1_HuAgeGBsplitRnaseq_78__","User",0.000000000000000000000000262828615290609
"HuAgeGBsplit_32","c1_HuAgeGBsplitRnaseq_1132__","User",0.000000000000000000000000590112522807476
"HuAgeGBsplit_06","c1_HuAgeGBsplitRnaseq_23__","User",0.000000000000000000000000890943680811384
"HuAgeGBsplit_17","c1_HuAgeGBsplitRnaseq_1614__","User",0.0000000000000000000000015949972861001
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_25__","User",0.00000000000000000000000184757864286198
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_94__","User",0.00000000000000000000000252111416417089
"HuAgeGBsplit_32","c1_HuAgeGBsplitRnaseq_368__","User",0.0000000000000000000000269505852541585
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_178__","User",0.0000000000000000000000329763098840527
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_188__","User",0.0000000000000000000000405749453360027
"HuAgeGBsplit_18","c1_HuAgeGBsplitRnaseq_306__","User",0.000000000000000000000674141723553889
"HuAgeGBsplit_26","c1_HuAgeGBsplitRnaseq_65__","User",0.00000000000000000000215513321171715
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_12__","User",0.00000000000000000000392730866924251
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_68__","User",0.00000000000000000000459817240258027
"HuAgeGBsplit_03","c1_HuAgeGBsplitRnaseq_9__","User",0.0000000000000000000415092385190019
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_332__","User",0.0000000000000000000677949979669883
"HuAgeGBsplit_19","c1_HuAgeGBsplitRnaseq_576__","User",0.000000000000000000135169985556926
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_174__","User",0.000000000000000000203952876440705
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_292__","User",0.000000000000000000546818934001507
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_89__","User",0.00000000000000000223020116780843
"HuAgeGBsplit_03","c1_HuAgeGBsplitRnaseq_342__","User",0.00000000000000000428808902377799
"HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_34__","User",0.00000000000000000667094844511951
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_470__","User",0.0000000000000000091976469389294
"HuAgeGBsplit_17","c1_HuAgeGBsplitRnaseq_691__","User",0.0000000000000000223098898381232
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_364__","User",0.0000000000000000257595555559724
"HuAgeGBsplit_25","c1_HuAgeGBsplitRnaseq_21__","User",0.0000000000000000400072730799875
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_1118__","User",0.0000000000000000894067234757484
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_277__","User",0.000000000000000150929009916129
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_1353__","User",0.000000000000000215745406662677
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_49__","User",0.000000000000000562309239960349
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_56__","User",0.00000000000000207290869120192
"HuAgeGBsplit_22","c1_HuAgeGBsplitRnaseq_68__","User",0.0000000000000031163510721093
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_70__","User",0.0000000000000331508093825279
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_85__","User",0.0000000000000380056805072651
"HuAgeGBsplit_19","c1_HuAgeGBsplitRnaseq_160__","User",0.0000000000000410107616069961
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_73__","User",0.0000000000000484167598706284
"HuAgeGBsplit_28","c1_HuAgeGBsplitRnaseq_339__","User",0.0000000000000503915175771994
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_384__","User",0.000000000000133566867802955
"HuAgeGBsplit_26","c1_HuAgeGBsplitRnaseq_6__","User",0.000000000000363226731021272
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_1895__","User",0.0000000000003648352520921
"HuAgeGBsplit_15","c1_HuAgeGBsplitRnaseq_339__","User",0.000000000000746019189949244
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_46__","User",0.0000000000008793891269088
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_515__","User",0.00000000000119978370232706
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_105__","User",0.00000000000158822322573111
"HuAgeGBsplit_22","c1_HuAgeGBsplitRnaseq_6__","User",0.00000000000435702042816881
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_156__","User",0.00000000000453470363478926
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_1032__","User",0.0000000000112604591470139
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_50__","User",0.0000000000113426419411968
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_690__","User",0.0000000000177256213310895
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_303__","User",0.0000000000297937976680846
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_58__","User",0.0000000000334546040994205
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_97__","User",0.0000000000581954340824488
"HuAgeGBsplit_18","c1_HuAgeGBsplitRnaseq_57__","User",0.000000000283109140087364
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_331__","User",0.000000000418890554525551
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_82__","User",0.000000000498353548085295
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_338__","User",0.000000000537336667277314
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_30__","User",0.000000000666133267199748
"HuAgeGBsplit_10","c1_HuAgeGBsplitRnaseq_186__","User",0.000000000734211389338041
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_597__","User",0.00000000179673780209368
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_66__","User",0.00000000446878230176662
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_52__","User",0.00000000490055641588444
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_5__","User",0.00000000843094079185024
"HuAgeGBsplit_34","c1_HuAgeGBsplitRnaseq_1106__","User",0.0000000118465326681661
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_35__","User",0.0000000137890816504271
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_1081__","User",0.0000000163107258645106
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_27__","User",0.0000000217266069068428
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_349__","User",0.0000000457183666311233
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_151__","User",0.0000000591498856748252
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_15__","User",0.000000132622455673333
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_41__","User",0.000000156325081496985
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_622__","User",0.000000275478198100673
"HuAgeGBsplit_04","c1_HuAgeGBsplitRnaseq_398__","User",0.00000031671967213486
"HuAgeGBsplit_17","c1_HuAgeGBsplitRnaseq_188__","User",0.00000039080148210346
"HuAgeGBsplit_10","c1_HuAgeGBsplitRnaseq_29__","User",0.000000470939209114965
"HuAgeGBsplit_28","c1_HuAgeGBsplitRnaseq_103__","User",0.00000146891785029019
"HuAgeGBsplit_04","c1_HuAgeGBsplitRnaseq_628__","User",0.00000167091058342738
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_64__","User",0.00000218226999182777
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_1417__","User",0.0000038825528440915
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_33__","User",0.00000481099554920961
"HuAgeGBsplit_35","c1_HuAgeGBsplitRnaseq_411__","User",0.00000653473097832055
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_212__","User",0.00000675137027998423
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_518__","User",0.00000862495185729832
"HuAgeGBsplit_34","c1_HuAgeGBsplitRnaseq_360__","User",0.0000184805492171437
"HuAgeGBsplit_22","c1_HuAgeGBsplitRnaseq_65__","User",0.0000565754336198777
"HuAgeGBsplit_30","c1_HuAgeGBsplitRnaseq_38__","User",0.00010626076518683
