"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_5__"
"1","AC004022.2"
"2","AC004528.1"
"3","AC004552.1"
"4","AC004980.4"
"5","AC005019.2"
"6","AC005186.1"
"7","AC005622.1"
"8","AC005840.3"
"9","AC006006.1"
"10","AC007391.1"
"11","AC008155.1"
"12","AC008555.5"
"13","AC008677.2"
"14","AC010424.2"
"15","AC010616.2"
"16","AC010970.1"
"17","AC011591.1"
"18","AC013404.1"
"19","AC013489.2"
"20","AC015720.1"
"21","AC015911.1"
"22","AC016717.3"
"23","AC019131.1"
"24","AC022387.2"
"25","AC022743.1"
"26","AC023157.1"
"27","AC062021.1"
"28","AC068722.2"
"29","AC069157.1"
"30","AC073255.1"
"31","AC079612.2"
"32","AC084768.2"
"33","AC084851.1"
"34","AC087894.1"
"35","AC091810.1"
"36","AC092053.3"
"37","AC092112.1"
"38","AC092754.2"
"39","AC093582.1"
"40","AC097374.1"
"41","AC097467.4"
"42","AC098679.4"
"43","AC100812.1"
"44","AC105233.5"
"45","AC107067.1"
"46","AC108174.1"
"47","AC109810.1"
"48","AC114814.1"
"49","AC121333.1"
"50","AC134684.3"
"51","AC134878.2"
"52","AC135048.4"
"53","AC140658.5"
"54","AC209007.1"
"55","AC211433.2"
"56","AC243829.2"
"57","AC243830.3"
"58","ACTBP9"
"59","AKR1E2"
"60","AL021879.1"
"61","AL022316.1"
"62","AL031731.1"
"63","AL078595.1"
"64","AL121950.1"
"65","AL122018.1"
"66","AL132821.1"
"67","AL133271.1"
"68","AL138902.1"
"69","AL139158.3"
"70","AL161646.2"
"71","AL162727.1"
"72","AL353608.3"
"73","AL353613.1"
"74","AL354793.1"
"75","AL365356.2"
"76","AL391987.4"
"77","AL512347.1"
"78","AL589647.1"
"79","AL590004.3"
"80","AL590068.1"
"81","AL590365.1"
"82","AL590408.1"
"83","AL591163.1"
"84","AL603832.2"
"85","AL606490.2"
"86","AL671883.2"
"87","AL731532.1"
"88","AL807761.2"
"89","ALG1L5P"
"90","AP001005.3"
"91","AP003072.1"
"92","AP003733.2"
"93","ASH2LP1"
