"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_553__"
"1","ABCB5"
"2","AC015818.6"
"3","AC025165.1"
"4","AC026120.2"
"5","AC105999.1"
"6","AC121758.1"
"7","AC126614.1"
"8","AC137834.1"
"9","ADCY6"
"10","AL606923.1"
"11","ANKRD52"
"12","ARHGEF25"
"13","ATP5F1B"
"14","B4GALNT1"
"15","CBSL"
"16","COQ10A"
"17","CPED1"
"18","DCTN2"
"19","DDIT3"
"20","DTX3"
"21","ESYT1"
"22","FTH1P7"
"23","GBP6"
"24","HRK"
"25","IGSF1"
"26","INHBC"
"27","KIF5A"
"28","MAP3K12"
"29","MARS"
"30","MBD6"
"31","MEOX2"
"32","MIOX"
"33","NABP2"
"34","NACA"
"35","PAN2"
"36","PIP4K2C"
"37","PPP1R11P2"
"38","PTGES3"
"39","R3HDM2"
"40","RBMS2"
"41","RNF41"
"42","RPL23AP25"
"43","SCGB1D4"
"44","SDR9C7"
"45","SHMT2"
"46","SLC26A10"
"47","STAC3"
"48","STRIP2"
"49","TMEM106C"
"50","TRIB3"
"51","U62317.1"
"52","WNT16"
"53","XPOT"
