"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_27__"
"1","AC003965.1"
"2","AC010733.1"
"3","AC079610.2"
"4","AJ011932.1"
"5","AP000357.2"
"6","ATIC"
"7","ATP5PB"
"8","ATXN7L2"
"9","B4GALT2"
"10","BCAS2"
"11","C1orf109"
"12","CAMSAP2"
"13","CAPZA1"
"14","CEPT1"
"15","COA7"
"16","CRYZ"
"17","CTPS1"
"18","CYB561D1"
"19","DDX18"
"20","DDX20"
"21","DNM1P50"
"22","DPH2"
"23","DRAM2"
"24","EBNA1BP2"
"25","EIF3I"
"26","ERI3"
"27","EXTL2"
"28","FARSB"
"29","FASTKD1"
"30","FOXJ3"
"31","GNAI3"
"32","GNL2"
"33","GPATCH3"
"34","GPR61"
"35","IPP"
"36","IQCC"
"37","KRCC1"
"38","LINC00844"
"39","LRRC42"
"40","LSM10"
"41","MAGOH"
"42","MANEAL"
"43","MCEE"
"44","MEAF6"
"45","MECR"
"46","MEX3B"
"47","MIER1"
"48","MPHOSPH10"
"49","NFE2L2"
"50","NIFK"
"51","NUDC"
"52","NUP35"
"53","PHACTR4"
"54","PODN"
"55","PPIH"
"56","PRADC1"
"57","PRPF38A"
"58","PRRG3"
"59","QPRT"
"60","RAP1GAP"
"61","RBBP4"
"62","RSBN1"
"63","S100PBP"
"64","SCP2"
"65","SDHB"
"66","SERBP1"
"67","SF3A3"
"68","SLC30A7"
"69","SMIM12"
"70","SNIP1"
"71","SRRM1"
"72","SRSF4"
"73","TAF13"
"74","TMEM123"
"75","TMEM167B"
"76","TMEM39B"
"77","TMEM50A"
"78","TRAPPC3"
"79","TRIM33"
"80","TXLNA"
"81","USP48"
"82","WDR12"
"83","WDR3"
"84","WDR47"
"85","WDR77"
"86","WDTC1"
"87","YRDC"
"88","ZBTB8OS"
"89","ZDHHC18"
"90","ZNF280D"
"91","ZNF644"
"92","ZNF691"
