"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_1032__"
"1","AC005019.2"
"2","AC005622.1"
"3","AC005840.3"
"4","AC008555.5"
"5","AC008677.2"
"6","AC010616.2"
"7","AC022387.2"
"8","AC079612.2"
"9","AC092112.1"
"10","AC108174.1"
"11","AC135048.4"
"12","AL022316.1"
"13","AL122018.1"
"14","AL353608.3"
"15","AL353613.1"
"16","AL590004.3"
"17","ALG1L5P"
"18","AP001005.3"
"19","ASH2LP1"
"20","C17orf97"
"21","C7orf66"
"22","CBX1P3"
"23","CCNJP1"
"24","COX6B1P1"
"25","CRIP1"
"26","DNAAF5"
"27","EEF1GP7"
"28","GAGE10"
"29","GBX1"
"30","GPRC5A"
"31","IRGC"
"32","KIAA1024"
"33","KRT16P1"
"34","LCE2B"
"35","LCE2C"
"36","LCE4A"
"37","LCN1"
"38","LINC00349"
"39","LINC00927"
"40","LINC00954"
"41","LINC01233"
"42","LINC01338"
"43","LINC01502"
"44","LINC01801"
"45","LINC02507"
"46","NPAS1"
"47","OBP2A"
"48","OBP2B"
"49","OR10D1P"
"50","OR1L8"
"51","PAEP"
"52","PAEPP1"
"53","PPIAP85"
"54","RN7SKP280"
"55","RNU6ATAC28P"
"56","RPLP0P11"
"57","SLC13A1"
"58","SPIN2A"
"59","SPIN2B"
"60","SPIN3"
"61","SPRR2G"
"62","UBQLN1P1"
"63","UPK3B"
"64","WNT8B"
"65","ZNF965P"
