"","HuAgeGBsplit_20....c1_HuAgeGBsplitRnaseq_77__"
"1","AC005410.1"
"2","AC005487.1"
"3","AC007906.2"
"4","AC008278.2"
"5","AC009292.2"
"6","AC010327.1"
"7","AC013470.2"
"8","AC016813.1"
"9","AC096920.1"
"10","AC097637.2"
"11","AC104078.2"
"12","AC105402.3"
"13","AC108477.1"
"14","AC112204.1"
"15","AC112204.3"
"16","AC114801.3"
"17","AC133794.1"
"18","AC135628.1"
"19","AGBL2"
"20","AGR3"
"21","AK7"
"22","AKAP14"
"23","AL132801.1"
"24","AL161618.1"
"25","AL589765.7"
"26","AL807752.2"
"27","AL831784.1"
"28","ALS2CR12"
"29","ANGPTL5"
"30","ANKDD1B"
"31","ANKRD66"
"32","ARMC4"
"33","C11orf88"
"34","C11orf97"
"35","C22orf15"
"36","C8orf34"
"37","C9orf24"
"38","CATIP"
"39","CCDC114"
"40","CCDC13"
"41","CCDC153"
"42","CCDC170"
"43","CCDC190"
"44","CCDC33"
"45","CCDC39"
"46","CCDC81"
"47","CDCA7L"
"48","CDHR4"
"49","CDS1"
"50","CFAP221"
"51","CFAP45"
"52","CFAP52"
"53","CFAP53"
"54","CFAP54"
"55","CFAP61"
"56","CFAP65"
"57","CFAP69"
"58","CFAP99"
"59","CHCHD2P8"
"60","CSRP3"
"61","CYP11A1"
"62","DCDC2"
"63","DNAAF1"
"64","DNAH11"
"65","DNAH12"
"66","DNAH9"
"67","DNAI1"
"68","DNAI2"
"69","DNAJB13"
"70","DTHD1"
"71","DYDC2"
"72","EFHC2"
"73","FAM166B"
"74","FAM81B"
"75","FBXO15"
"76","FNDC7"
"77","GMNC"
"78","GP5"
"79","GTF2IRD1P1"
"80","INSL5"
"81","IQUB"
"82","KCNE1B"
"83","LDLRAD2"
"84","LINC00354"
"85","LINC00880"
"86","LINC01513"
"87","LINC02056"
"88","LRGUK"
"89","LRRC43"
"90","LRRC6"
"91","LRRC74B"
"92","LRRC9"
"93","LRRIQ1"
"94","MAPK15"
"95","MNS1"
"96","NEK11"
"97","NUP62CL"
"98","OR1D5"
"99","OR7E36P"
"100","PIH1D3"
"101","PPP1R32"
"102","RIIAD1"
"103","RNA5SP31"
"104","ROPN1L"
"105","RPL21P112"
"106","RPL23AP27"
"107","SDR42E2"
"108","SLC23A1"
"109","SPAG17"
"110","SPATA17"
"111","SPEF2"
"112","STOML3"
"113","SVOPL"
"114","TEKT3"
"115","TEX9"
"116","TMEM190"
"117","TMEM67"
"118","TSGA10"
"119","TSPAN19"
"120","TTC29"
"121","VSTM1"
"122","VWA3A"
"123","WDR63"
"124","WDR66"
"125","WDR78"
"126","WDR93"
