"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_349__"
"1","AC007224.2"
"2","AC009302.1"
"3","AC021683.1"
"4","AC021683.2"
"5","AC073263.1"
"6","AC092681.3"
"7","AC126763.1"
"8","AC245884.10"
"9","AP005901.3"
"10","B3GNTL1"
"11","BX293535.1"
"12","ELN"
"13","EMP1"
"14","FIBIN"
"15","FNBP1P1"
"16","FTLP19"
"17","GCFC2"
"18","GVQW2"
"19","HDAC1"
"20","HP1BP3"
"21","ITGA7"
"22","KRBA1"
"23","LINC00399"
"24","LINC00676"
"25","METTL7B"
"26","NSUN5"
"27","PRKAA2"
"28","RN7SKP227"
"29","RPL7P17"
"30","RPS4XP11"
"31","RPSAP54"
"32","SFTPC"
"33","SH2D4B"
"34","SLC22A5"
"35","SLC25A41"
"36","TANC1"
