"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_362__"
"1","AC003087.1"
"2","AC006453.1"
"3","AC009365.1"
"4","AC010422.3"
"5","AC011131.1"
"6","AC011491.3"
"7","AC012501.2"
"8","AC068599.1"
"9","AC079384.1"
"10","AC087269.2"
"11","AC092337.1"
"12","AC096661.1"
"13","AC098820.1"
"14","AC114400.1"
"15","AC116562.4"
"16","AC124068.2"
"17","AL034428.1"
"18","AL139824.1"
"19","AL161670.1"
"20","AL356432.1"
"21","AL360013.2"
"22","ATP6V1G1P7"
"23","CA8"
"24","CHCHD2P5"
"25","CHP2"
"26","KRT18P53"
"27","LHB"
"28","LINC00210"
"29","LINC01331"
"30","LINC02064"
"31","LINC02129"
"32","MIR5705"
"33","MIR8054"
"34","NPR3"
"35","RN7SL62P"
"36","RNA5SP143"
"37","RNU6ATAC5P"
"38","RPL35AP26"
"39","RPL35P5"
"40","SALRNA2"
"41","SUGCT"
"42","VPREB1"
