"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_163__"
"1","AC109361.1"
"2","AC131009.2"
"3","AL109936.2"
"4","AL158063.1"
"5","AL158834.2"
"6","AL359399.1"
"7","AL365475.1"
"8","AP001542.3"
"9","ASAP3"
"10","BAIAP3"
"11","C1orf216"
"12","CATSPER1"
"13","CNOT11"
"14","CPT1A"
"15","CU634019.2"
"16","DISP3"
"17","DLGAP3"
"18","DUSP5P1"
"19","ETS1"
"20","GCLC"
"21","GMIP"
"22","IMPA2"
"23","INHBB"
"24","KIF26A"
"25","LOXL2"
"26","LY6H"
"27","MEMO1P1"
"28","MMP17"
"29","NECAB2"
"30","RAPGEF4"
"31","RB1CC1"
"32","RF00432"
"33","RNA5SP18"
"34","RPS4XP22"
"35","SEPT10"
"36","SHROOM1"
"37","SLC13A4"
"38","SOWAHC"
"39","SYTL2"
"40","TCEA3"
"41","ZNF436"
