"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_82__"
"1","AC007388.1"
"2","AC010969.2"
"3","AC108488.2"
"4","AC114810.1"
"5","ACP1"
"6","ADAM17"
"7","ADI1"
"8","AFTPH"
"9","AGBL5"
"10","ASAP2"
"11","ATAD2B"
"12","C2orf69"
"13","CPSF3"
"14","DNMT3A"
"15","E2F6"
"16","EIPR1"
"17","ETHE1"
"18","FBXO11"
"19","FEZ2"
"20","GAREM2"
"21","GLB1L"
"22","GPN1"
"23","GRHL1"
"24","GTF3C2"
"25","HADHA"
"26","HADHB"
"27","IAH1"
"28","INPP4A"
"29","ITGB1BP1"
"30","ITGB3BP"
"31","KIDINS220"
"32","LAPTM4A"
"33","LASP1"
"34","MAP4K3"
"35","MPV17"
"36","NCOA1"
"37","NRBP1"
"38","PDIA6"
"39","PPP1R21"
"40","PPP4R3B"
"41","PQLC3"
"42","PREB"
"43","PTCD3"
"44","PUM2"
"45","RNASEH1"
"46","RNF144A"
"47","ROCK2"
"48","SH3YL1"
"49","SLC5A6"
"50","SNX17"
"51","SOS1"
"52","SUPT7L"
"53","TAF1B"
"54","TMEM18"
"55","TMEM214"
"56","TRAPPC12"
"57","TRMT61B"
"58","UBXN2A"
"59","WDR35"
"60","YIPF4"
"61","YWHAQ"
